#SampleID	emp_cr_gg_13_8.summary.txt.tsv	emp_cr_silva_16S_123.summary.txt.tsv	emp_or_gg_13_8.summary.txt.tsv	emp.90.min25.deblur.withtax.onlytree.summary.txt.tsv	emp.100.min25.deblur.withtax.onlytree.summary.txt.tsv	emp.150.min25.deblur.withtax.onlytree.summary.txt.tsv
2192.H02a.Kitchen.Counter.745.lane2.NoIndex.L002	116217.0	116612.0	119199.0	85890.0	83357.0	67296.0
2192.H02a.Kitchen.Counter.769.lane2.NoIndex.L002	85052.0	85221.0	87936.0	54209.0	53600.0	49324.0
2192.H02a.Kitchen.Counter.793.lane2.NoIndex.L002	92547.0	92938.0	94905.0	67686.0	65985.0	55160.0
2192.H02a.Kitchen.Counter.817.lane2.NoIndex.L002	59451.0	61548.0	62701.0	44186.0	43080.0	34184.0
2192.H02a.Kitchen.Counter.841.lane2.NoIndex.L002	39884.0	39748.0	40683.0	23244.0	22820.0	24425.0
2192.H02a.Kitchen.Counter.865.lane2.NoIndex.L002	47594.0	49680.0	50427.0	39366.0	38615.0	31423.0
2192.H02a.Kitchen.Counter.889.lane2.NoIndex.L002	68275.0	68321.0	70152.0	41637.0	40969.0	39943.0
2192.H02a.Kitchen.Counter.913.lane2.NoIndex.L002	56980.0	55715.0	58330.0	35115.0	34587.0	32803.0
2192.H02a.Kitchen.Floor.602.lane2.NoIndex.L002	55866.0	56154.0	58190.0	36870.0	36893.0	32631.0
2192.H02a.Kitchen.Floor.626.lane2.NoIndex.L002	60375.0	61414.0	65658.0	36993.0	37875.0	33554.0
2192.H02a.Kitchen.Floor.650.lane2.NoIndex.L002	53355.0	53706.0	55055.0	38013.0	37700.0	32792.0
2192.H02a.Kitchen.Floor.674.lane2.NoIndex.L002	66482.0	66852.0	69379.0	43580.0	43637.0	37754.0
2192.H02a.Kitchen.Floor.698.lane2.NoIndex.L002	94179.0	95483.0	100130.0	56431.0	56991.0	55707.0
2192.H02a.Kitchen.Floor.722.lane2.NoIndex.L002	79586.0	82874.0	92035.0	47362.0	49137.0	41286.0
2192.H02a.Kitchen.Floor.746.lane2.NoIndex.L002	105768.0	106023.0	108736.0	65894.0	64890.0	62494.0
2192.H02a.Kitchen.Floor.770.lane2.NoIndex.L002	72015.0	72387.0	74805.0	46444.0	46026.0	44229.0
2192.H02a.Kitchen.Floor.794.lane2.NoIndex.L002	89217.0	90103.0	93376.0	58943.0	59066.0	51748.0
2192.H02a.Kitchen.Floor.818.lane2.NoIndex.L002	53192.0	53670.0	55326.0	27407.0	27104.0	32961.0
2192.H02a.Kitchen.Floor.842.lane2.NoIndex.L002	49642.0	50482.0	53523.0	30431.0	30947.0	28357.0
2192.H02a.Kitchen.Floor.866.lane2.NoIndex.L002	61378.0	61706.0	64084.0	39571.0	39186.0	35562.0
2192.H02a.Kitchen.Floor.890.lane2.NoIndex.L002	50837.0	50579.0	52257.0	25685.0	25088.0	30213.0
2192.H02a.Kitchen.Floor.914.lane2.NoIndex.L002	54322.0	54837.0	57120.0	37497.0	37161.0	32001.0
2192.H02a.Kitchen.Light.Switch.603.lane2.NoIndex.L002	53390.0	53445.0	55170.0	44398.0	43255.0	37484.0
2192.H02a.Kitchen.Light.Switch.627.lane2.NoIndex.L002	56498.0	55920.0	57954.0	36893.0	37065.0	35852.0
2192.H02a.Kitchen.Light.Switch.651.lane2.NoIndex.L002	58429.0	58806.0	59901.0	44442.0	43639.0	38117.0
2192.H02a.Kitchen.Light.Switch.675.lane2.NoIndex.L002	58804.0	58848.0	60705.0	49035.0	47958.0	41043.0
2192.H02a.Kitchen.Light.Switch.699.lane2.NoIndex.L002	91988.0	92056.0	97314.0	64711.0	65105.0	56640.0
2192.H02a.Kitchen.Light.Switch.723.lane2.NoIndex.L002	88364.0	88669.0	90276.0	67284.0	66323.0	61008.0
2192.H02a.Kitchen.Light.Switch.747.lane2.NoIndex.L002	82214.0	82253.0	83285.0	70471.0	69168.0	59626.0
2192.H02a.Kitchen.Light.Switch.771.lane2.NoIndex.L002	68672.0	68546.0	69656.0	40099.0	39275.0	41444.0
2192.H02a.Kitchen.Light.Switch.795.lane2.NoIndex.L002	76874.0	76987.0	79274.0	64433.0	62549.0	53978.0
2192.H02a.Kitchen.Light.Switch.819.lane2.NoIndex.L002	60911.0	60894.0	63482.0	41261.0	41541.0	36734.0
2192.H02a.Kitchen.Light.Switch.843.lane2.NoIndex.L002	45955.0	46157.0	47103.0	35444.0	34968.0	33514.0
2192.H02a.Kitchen.Light.Switch.867.lane2.NoIndex.L002	53479.0	53545.0	54107.0	46311.0	45014.0	39219.0
2192.H02a.Kitchen.Light.Switch.891.lane2.NoIndex.L002	57885.0	58143.0	59699.0	41353.0	40786.0	34347.0
2192.H02a.Kitchen.Light.Switch.915.lane2.NoIndex.L002	46689.0	47037.0	48032.0	35509.0	35072.0	33503.0
2192.H02a.Nose.609.lane6.NoIndex.L006	79466.0	82102.0	88633.0	47934.0	48638.0	41528.0
2192.H02a.Nose.633.lane6.NoIndex.L006	69791.0	69936.0	73977.0	37035.0	37565.0	38675.0
2192.H02a.Nose.657.lane6.NoIndex.L006	75723.0	76685.0	85657.0	42114.0	43454.0	37259.0
2192.H02a.Nose.681.lane6.NoIndex.L006	65905.0	65864.0	67572.0	28973.0	28804.0	38903.0
2192.H02a.Nose.705.lane6.NoIndex.L006	63917.0	63937.0	65185.0	16635.0	16540.0	40825.0
2192.H02a.Nose.729.lane6.NoIndex.L006	100895.0	101447.0	104341.0	62043.0	61763.0	54989.0
2192.H02a.Nose.753.lane6.NoIndex.L006	81312.0	82107.0	85898.0	42299.0	43163.0	46715.0
2192.H02a.Nose.777.lane6.NoIndex.L006	86798.0	87226.0	89729.0	65468.0	64422.0	53669.0
2192.H02a.Nose.801.lane6.NoIndex.L006	85580.0	85618.0	89135.0	56945.0	56159.0	48867.0
2192.H02a.Nose.825.lane6.NoIndex.L006	81175.0	81350.0	84274.0	43283.0	43803.0	47995.0
2192.H02a.Nose.849.lane6.NoIndex.L006	86682.0	87387.0	88651.0	69870.0	68461.0	59825.0
2192.H02a.Nose.873.lane6.NoIndex.L006	79625.0	83045.0	93618.0	41974.0	44279.0	35045.0
2192.H02a.Nose.897.lane6.NoIndex.L006	44032.0	47565.0	52265.0	31515.0	31389.0	25481.0
2192.H02a.Nose.921.lane6.NoIndex.L006	88515.0	91717.0	101999.0	48140.0	50454.0	41385.0
2192.H03a.Bathroom.Door.Knob.1206.lane5.NoIndex.L005	156052.0	159941.0	178924.0	95073.0	97159.0	79440.0
2192.H03a.Bathroom.Door.Knob.1230.lane5.NoIndex.L005	128484.0	131680.0	142475.0	89350.0	89292.0	70381.0
2192.H03a.Bathroom.Door.Knob.1254.lane5.NoIndex.L005	89571.0	90324.0	94787.0	71674.0	69412.0	57264.0
2192.H03a.Bathroom.Door.Knob.1278.lane5.NoIndex.L005	96212.0	96772.0	103718.0	60182.0	61243.0	51319.0
2192.H03a.Bathroom.Door.Knob.1302.lane5.NoIndex.L005	97449.0	98756.0	103304.0	74114.0	72988.0	58716.0
2192.H03a.Bathroom.Door.Knob.1326.lane5.NoIndex.L005	91549.0	92859.0	98926.0	71445.0	69259.0	55488.0
2192.H03a.Bathroom.Door.Knob.1350.lane5.NoIndex.L005	86578.0	87090.0	93188.0	53381.0	53918.0	46438.0
2192.H03a.Bathroom.Door.Knob.1374.lane5.NoIndex.L005	77181.0	78462.0	81493.0	59429.0	59043.0	49444.0
2192.H03a.Bathroom.Door.Knob.1398.lane5.NoIndex.L005	95318.0	96480.0	102501.0	74588.0	72791.0	58041.0
2192.H03a.Bathroom.Door.Knob.1422.lane5.NoIndex.L005	103339.0	103968.0	110959.0	72059.0	71931.0	57488.0
2192.H03a.Bathroom.Door.Knob.1446.lane5.NoIndex.L005	59037.0	58593.0	59916.0	10124.0	9992.0	38106.0
2192.H03a.Bathroom.Door.Knob.1470.lane5.NoIndex.L005	55883.0	56041.0	58091.0	46700.0	45117.0	37732.0
2192.H03a.Bathroom.Door.Knob.1494.lane5.NoIndex.L005	75730.0	79886.0	95382.0	50130.0	50000.0	47999.0
2192.H03a.Bathroom.Door.Knob.1518.lane5.NoIndex.L005	103377.0	104631.0	106282.0	78385.0	76609.0	62917.0
2192.H03a.Bedroom.Floor.1204.lane5.NoIndex.L005	197318.0	202776.0	228093.0	129594.0	129697.0	100455.0
2192.H03a.Bedroom.Floor.1228.lane5.NoIndex.L005	99366.0	99928.0	107781.0	70035.0	69252.0	54363.0
2192.H03a.Bedroom.Floor.1252.lane5.NoIndex.L005	107268.0	108845.0	115797.0	78965.0	77560.0	58625.0
2192.H03a.Bedroom.Floor.1276.lane5.NoIndex.L005	37620.0	37770.0	39130.0	27217.0	26751.0	21987.0
2192.H03a.Bedroom.Floor.1300.lane5.NoIndex.L005	97281.0	98498.0	103873.0	64731.0	64962.0	49952.0
2192.H03a.Bedroom.Floor.1324.lane5.NoIndex.L005	99722.0	101193.0	107181.0	70732.0	70503.0	53428.0
2192.H03a.Bedroom.Floor.1348.lane5.NoIndex.L005	106408.0	107771.0	114520.0	63446.0	63513.0	57941.0
2192.H03a.Bedroom.Floor.1372.lane5.NoIndex.L005	117096.0	119777.0	130636.0	76058.0	76817.0	61299.0
2192.H03a.Bedroom.Floor.1396.lane5.NoIndex.L005	138817.0	140909.0	150914.0	94795.0	94345.0	72137.0
2192.H03a.Bedroom.Floor.1420.lane5.NoIndex.L005	96790.0	95492.0	102032.0	63660.0	63503.0	53422.0
2192.H03a.Bedroom.Floor.1444.lane5.NoIndex.L005	38995.0	38664.0	39491.0	5614.0	5590.0	25040.0
2192.H03a.Bedroom.Floor.1468.lane5.NoIndex.L005	66019.0	66362.0	68304.0	48945.0	46789.0	37308.0
2192.H03a.Bedroom.Floor.1492.lane5.NoIndex.L005	86355.0	84901.0	89533.0	47881.0	47087.0	45015.0
2192.H03a.Bedroom.Floor.1516.lane5.NoIndex.L005	74298.0	74576.0	76686.0	39205.0	38406.0	43231.0
2192.H03a.Foot.1208.lane5.NoIndex.L005	67474.0	68048.0	70329.0	46392.0	45549.0	36512.0
2192.H03a.Foot.1211.lane5.NoIndex.L005	70025.0	71840.0	73969.0	47223.0	46581.0	36259.0
2192.H03a.Foot.1214.lane5.NoIndex.L005	72572.0	73082.0	75419.0	50489.0	50058.0	40890.0
2192.H03a.Foot.1232.lane5.NoIndex.L005	68996.0	70118.0	76080.0	45419.0	45776.0	36064.0
2192.H03a.Foot.1235.lane5.NoIndex.L005	63253.0	63130.0	67607.0	36163.0	36092.0	30433.0
2192.H03a.Foot.1238.lane5.NoIndex.L005	49774.0	50278.0	50660.0	39089.0	37860.0	30240.0
2192.H03a.Foot.1256.lane5.NoIndex.L005	72297.0	73171.0	77839.0	48084.0	47718.0	38322.0
2192.H03a.Foot.1259.lane5.NoIndex.L005	59926.0	60308.0	63129.0	38544.0	38174.0	30651.0
2192.H03a.Foot.1262.lane6.NoIndex.L006	65988.0	67171.0	74105.0	37895.0	38506.0	30784.0
2192.H03a.Foot.1280.lane6.NoIndex.L006	85348.0	85765.0	96723.0	50781.0	51571.0	46030.0
2192.H03a.Foot.1283.lane6.NoIndex.L006	80218.0	80176.0	89169.0	47922.0	48322.0	43704.0
2192.H03a.Foot.1286.lane6.NoIndex.L006	65275.0	66510.0	73011.0	38080.0	38384.0	34151.0
2192.H03a.Foot.1304.lane6.NoIndex.L006	70213.0	69897.0	71676.0	49274.0	47249.0	39376.0
2192.H03a.Foot.1307.lane6.NoIndex.L006	85844.0	86268.0	89513.0	69996.0	69196.0	59949.0
2192.H03a.Foot.1310.lane6.NoIndex.L006	77022.0	79639.0	89985.0	44405.0	45476.0	38015.0
2192.H03a.Foot.1328.lane6.NoIndex.L006	73230.0	73898.0	80953.0	25977.0	26363.0	42535.0
2192.H03a.Foot.1331.lane6.NoIndex.L006	86274.0	86347.0	89473.0	47589.0	46502.0	47700.0
2192.H03a.Foot.1334.lane6.NoIndex.L006	58805.0	58541.0	62391.0	22008.0	21908.0	36437.0
2192.H03a.Foot.1352.lane6.NoIndex.L006	79899.0	77682.0	94421.0	43908.0	45370.0	39046.0
2192.H03a.Foot.1355.lane6.NoIndex.L006	52894.0	53234.0	54489.0	41259.0	40417.0	34434.0
2192.H03a.Foot.1358.lane6.NoIndex.L006	46012.0	46717.0	50658.0	24704.0	25158.0	28569.0
2192.H03a.Foot.1376.lane6.NoIndex.L006	78639.0	75369.0	85291.0	35647.0	35784.0	47672.0
2192.H03a.Foot.1379.lane6.NoIndex.L006	89584.0	89476.0	91485.0	68957.0	67724.0	59147.0
2192.H03a.Foot.1382.lane6.NoIndex.L006	91171.0	80717.0	97342.0	57431.0	57537.0	51970.0
2192.H03a.Foot.1400.lane6.NoIndex.L006	72279.0	74147.0	85542.0	37295.0	38845.0	41652.0
2192.H03a.Foot.1403.lane6.NoIndex.L006	67019.0	67173.0	75024.0	40608.0	40626.0	39461.0
2192.H03a.Foot.1406.lane6.NoIndex.L006	82057.0	82514.0	87255.0	37669.0	38082.0	47994.0
2192.H03a.Foot.1424.lane6.NoIndex.L006	96407.0	87624.0	99090.0	62018.0	61369.0	51849.0
2192.H03a.Foot.1427.lane6.NoIndex.L006	97833.0	98296.0	100807.0	72637.0	72046.0	59874.0
2192.H03a.Foot.1430.lane6.NoIndex.L006	81018.0	83830.0	101049.0	44882.0	45401.0	45231.0
2192.H03a.Foot.1448.lane6.NoIndex.L006	60720.0	56371.0	63197.0	41653.0	41083.0	29809.0
2192.H03a.Foot.1451.lane6.NoIndex.L006	67596.0	67883.0	70366.0	34357.0	34619.0	35836.0
2192.H03a.Foot.1456.lane6.NoIndex.L006	53775.0	53459.0	56784.0	24398.0	24331.0	32102.0
2192.H03a.Foot.1472.lane6.NoIndex.L006	69884.0	69657.0	74382.0	44294.0	43984.0	41199.0
2192.H03a.Foot.1475.lane6.NoIndex.L006	75122.0	75383.0	78526.0	54566.0	53193.0	45918.0
2192.H03a.Foot.1478.lane6.NoIndex.L006	79158.0	79567.0	84979.0	45201.0	46397.0	41328.0
2192.H03a.Foot.1496.lane6.NoIndex.L006	67770.0	67552.0	71119.0	40515.0	40265.0	38716.0
2192.H03a.Foot.1499.lane6.NoIndex.L006	64078.0	64179.0	65358.0	49641.0	48776.0	41406.0
2192.H03a.Foot.1502.lane6.NoIndex.L006	73921.0	72377.0	78472.0	46934.0	47468.0	43525.0
2192.H03a.Foot.1520.lane6.NoIndex.L006	61641.0	62077.0	68904.0	33643.0	34410.0	34698.0
2192.H03a.Foot.1523.lane6.NoIndex.L006	75926.0	76000.0	77837.0	47732.0	48181.0	40074.0
2192.H03a.Foot.1526.lane6.NoIndex.L006	76150.0	75934.0	78631.0	30854.0	31026.0	44811.0
2192.H03a.Front.Door.Knob.1205.lane5.NoIndex.L005	107223.0	109217.0	119666.0	63796.0	64019.0	52896.0
2192.H03a.Front.Door.Knob.1229.lane5.NoIndex.L005	110674.0	112439.0	119591.0	72457.0	71930.0	56824.0
2192.H03a.Front.Door.Knob.1253.lane5.NoIndex.L005	111765.0	113241.0	121889.0	73333.0	73479.0	56197.0
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	79520.0	81931.0	89900.0	45990.0	47494.0	40686.0
2192.H03a.Front.Door.Knob.1301.lane5.NoIndex.L005	93638.0	95150.0	102821.0	58624.0	60203.0	49110.0
2192.H03a.Front.Door.Knob.1325.lane5.NoIndex.L005	96326.0	97705.0	106238.0	60246.0	60941.0	48725.0
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005	102734.0	104205.0	110518.0	73023.0	71776.0	54447.0
2192.H03a.Front.Door.Knob.1373.lane5.NoIndex.L005	96261.0	97813.0	103127.0	65949.0	65697.0	53204.0
2192.H03a.Front.Door.Knob.1397.lane5.NoIndex.L005	80577.0	81403.0	86897.0	53070.0	53354.0	43200.0
2192.H03a.Front.Door.Knob.1421.lane5.NoIndex.L005	88492.0	90663.0	99403.0	53899.0	54493.0	45679.0
2192.H03a.Front.Door.Knob.1445.lane5.NoIndex.L005	51062.0	50757.0	51884.0	7619.0	7601.0	32804.0
2192.H03a.Front.Door.Knob.1469.lane5.NoIndex.L005	73886.0	74360.0	77350.0	51355.0	50512.0	39878.0
2192.H03a.Front.Door.Knob.1493.lane5.NoIndex.L005	96763.0	96863.0	101312.0	65766.0	65018.0	51613.0
2192.H03a.Front.Door.Knob.1517.lane5.NoIndex.L005	78768.0	82236.0	84465.0	48586.0	48647.0	46994.0
2192.H03a.Hand.1207.lane5.NoIndex.L005	52596.0	52810.0	54374.0	37380.0	37166.0	31508.0
2192.H03a.Hand.1210.lane5.NoIndex.L005	50018.0	50353.0	50691.0	40908.0	39594.0	32269.0
2192.H03a.Hand.1213.lane5.NoIndex.L005	82278.0	76535.0	84867.0	55229.0	54759.0	42781.0
2192.H03a.Hand.1231.lane5.NoIndex.L005	63531.0	63124.0	66399.0	40287.0	40011.0	32984.0
2192.H03a.Hand.1234.lane5.NoIndex.L005	64072.0	64354.0	68413.0	36867.0	36625.0	29930.0
2192.H03a.Hand.1237.lane5.NoIndex.L005	72269.0	72595.0	74216.0	50815.0	49168.0	38838.0
2192.H03a.Hand.1255.lane5.NoIndex.L005	68165.0	68578.0	70627.0	48109.0	47683.0	39474.0
2192.H03a.Hand.1258.lane5.NoIndex.L005	51913.0	52485.0	52949.0	42753.0	41650.0	33830.0
2192.H03a.Hand.1261.lane6.NoIndex.L006	69413.0	40842.0	72085.0	52014.0	50814.0	39490.0
2192.H03a.Hand.1279.lane6.NoIndex.L006	129776.0	117225.0	136303.0	84552.0	83505.0	73375.0
2192.H03a.Hand.1282.lane6.NoIndex.L006	84555.0	81479.0	89617.0	40978.0	40503.0	50972.0
2192.H03a.Hand.1285.lane6.NoIndex.L006	75878.0	44823.0	79468.0	56033.0	55124.0	43045.0
2192.H03a.Hand.1303.lane6.NoIndex.L006	79305.0	78402.0	82215.0	60401.0	59154.0	48328.0
2192.H03a.Hand.1306.lane6.NoIndex.L006	48830.0	48377.0	53988.0	26373.0	26433.0	27139.0
2192.H03a.Hand.1309.lane6.NoIndex.L006	90776.0	80517.0	94385.0	54716.0	54096.0	52084.0
2192.H03a.Hand.1327.lane6.NoIndex.L006	87344.0	87497.0	89909.0	66432.0	65088.0	54916.0
2192.H03a.Hand.1330.lane6.NoIndex.L006	65414.0	67382.0	78905.0	34766.0	35960.0	37398.0
2192.H03a.Hand.1333.lane6.NoIndex.L006	89846.0	92995.0	103757.0	47464.0	48857.0	50196.0
2192.H03a.Hand.1351.lane6.NoIndex.L006	63323.0	63212.0	74697.0	30211.0	30106.0	38630.0
2192.H03a.Hand.1354.lane6.NoIndex.L006	58463.0	58650.0	61048.0	30726.0	30695.0	32095.0
2192.H03a.Hand.1357.lane6.NoIndex.L006	51211.0	38322.0	53402.0	33250.0	32853.0	26164.0
2192.H03a.Hand.1375.lane6.NoIndex.L006	84633.0	85135.0	89159.0	69810.0	68838.0	59022.0
2192.H03a.Hand.1378.lane6.NoIndex.L006	85520.0	87160.0	97918.0	46466.0	47146.0	49082.0
2192.H03a.Hand.1381.lane6.NoIndex.L006	81850.0	58024.0	84643.0	59863.0	59163.0	46403.0
2192.H03a.Hand.1399.lane6.NoIndex.L006	81035.0	81017.0	84072.0	41548.0	40929.0	45789.0
2192.H03a.Hand.1402.lane6.NoIndex.L006	71754.0	71707.0	75310.0	38576.0	38528.0	44098.0
2192.H03a.Hand.1405.lane6.NoIndex.L006	78094.0	73190.0	82336.0	48379.0	48156.0	43174.0
2192.H03a.Hand.1423.lane6.NoIndex.L006	93924.0	94172.0	96668.0	71109.0	68915.0	57573.0
2192.H03a.Hand.1426.lane6.NoIndex.L006	103716.0	103746.0	112501.0	61432.0	62764.0	53793.0
2192.H03a.Hand.1429.lane6.NoIndex.L006	73978.0	74384.0	84038.0	41623.0	41535.0	37886.0
2192.H03a.Hand.1447.lane6.NoIndex.L006	93870.0	94020.0	95977.0	70177.0	67925.0	56464.0
2192.H03a.Hand.1450.lane6.NoIndex.L006	65737.0	60959.0	71357.0	39647.0	40002.0	35619.0
2192.H03a.Hand.1453.lane6.NoIndex.L006	56746.0	57783.0	64216.0	29198.0	29896.0	32855.0
2192.H03a.Hand.1471.lane6.NoIndex.L006	86130.0	86493.0	88938.0	59353.0	58574.0	47373.0
2192.H03a.Hand.1474.lane6.NoIndex.L006	74566.0	74735.0	78178.0	36684.0	37576.0	42304.0
2192.H03a.Hand.1477.lane6.NoIndex.L006	89986.0	90379.0	93383.0	62662.0	61774.0	49808.0
2192.H03a.Hand.1495.lane6.NoIndex.L006	76817.0	77284.0	80426.0	58346.0	58172.0	49530.0
2192.H03a.Hand.1498.lane6.NoIndex.L006	59158.0	59397.0	62151.0	31239.0	31934.0	32127.0
2192.H03a.Hand.1501.lane6.NoIndex.L006	72601.0	61382.0	76311.0	45200.0	44815.0	38663.0
2192.H03a.Hand.1519.lane6.NoIndex.L006	69207.0	69024.0	71980.0	32520.0	32646.0	40870.0
2192.H03a.Hand.1522.lane6.NoIndex.L006	65460.0	62419.0	68829.0	29539.0	29715.0	40149.0
2192.H03a.Hand.1525.lane6.NoIndex.L006	79448.0	76811.0	82110.0	53266.0	52402.0	43786.0
2192.H03a.Kitchen.Counter.1201.lane2.NoIndex.L002	93855.0	93998.0	95504.0	69971.0	67369.0	58920.0
2192.H03a.Kitchen.Counter.1225.lane5.NoIndex.L005	128517.0	130660.0	139679.0	81167.0	81185.0	69317.0
2192.H03a.Kitchen.Counter.1249.lane5.NoIndex.L005	97877.0	98928.0	103781.0	69617.0	68281.0	49104.0
2192.H03a.Kitchen.Counter.1273.lane5.NoIndex.L005	112084.0	114277.0	122043.0	80273.0	79199.0	59554.0
2192.H03a.Kitchen.Counter.1297.lane5.NoIndex.L005	89387.0	89756.0	93619.0	55102.0	55156.0	48091.0
2192.H03a.Kitchen.Counter.1321.lane5.NoIndex.L005	89387.0	90311.0	95575.0	55444.0	55882.0	47008.0
2192.H03a.Kitchen.Counter.1345.lane5.NoIndex.L005	122429.0	126012.0	136914.0	87669.0	86275.0	61772.0
2192.H03a.Kitchen.Counter.1369.lane5.NoIndex.L005	93531.0	94716.0	99791.0	60855.0	60706.0	52209.0
2192.H03a.Kitchen.Counter.1393.lane5.NoIndex.L005	118966.0	121727.0	131416.0	87535.0	86165.0	56762.0
2192.H03a.Kitchen.Counter.1417.lane5.NoIndex.L005	66107.0	66396.0	68492.0	46171.0	45331.0	37115.0
2192.H03a.Kitchen.Counter.1441.lane5.NoIndex.L005	98805.0	100440.0	107382.0	59902.0	60062.0	51150.0
2192.H03a.Kitchen.Counter.1465.lane5.NoIndex.L005	64954.0	65000.0	66796.0	44976.0	43620.0	36125.0
2192.H03a.Kitchen.Counter.1489.lane5.NoIndex.L005	74583.0	74990.0	76921.0	55705.0	53374.0	42154.0
2192.H03a.Kitchen.Counter.1513.lane5.NoIndex.L005	113173.0	109857.0	117747.0	82330.0	80551.0	63806.0
2192.H03a.Kitchen.Floor.1202.lane2.NoIndex.L002	101797.0	102191.0	104912.0	65891.0	64799.0	58190.0
2192.H03a.Kitchen.Floor.1226.lane5.NoIndex.L005	129196.0	131941.0	143433.0	73992.0	74401.0	68053.0
2192.H03a.Kitchen.Floor.1250.lane5.NoIndex.L005	133181.0	136244.0	148737.0	81894.0	82612.0	68050.0
2192.H03a.Kitchen.Floor.1274.lane5.NoIndex.L005	100365.0	102070.0	108748.0	66283.0	65452.0	51056.0
2192.H03a.Kitchen.Floor.1298.lane5.NoIndex.L005	111951.0	113128.0	118778.0	71754.0	71408.0	60839.0
2192.H03a.Kitchen.Floor.1322.lane5.NoIndex.L005	76181.0	78244.0	85341.0	45330.0	46069.0	34621.0
2192.H03a.Kitchen.Floor.1346.lane5.NoIndex.L005	100686.0	102034.0	109596.0	60989.0	61339.0	52753.0
2192.H03a.Kitchen.Floor.1370.lane5.NoIndex.L005	92184.0	93078.0	99313.0	58953.0	59065.0	48769.0
2192.H03a.Kitchen.Floor.1394.lane5.NoIndex.L005	141370.0	145983.0	163877.0	88629.0	88777.0	66812.0
2192.H03a.Kitchen.Floor.1418.lane5.NoIndex.L005	116700.0	118823.0	127591.0	76137.0	76584.0	61696.0
2192.H03a.Kitchen.Floor.1442.lane5.NoIndex.L005	67780.0	67779.0	68838.0	53577.0	52620.0	41644.0
2192.H03a.Kitchen.Floor.1466.lane5.NoIndex.L005	56619.0	57635.0	62897.0	34231.0	34746.0	28130.0
2192.H03a.Kitchen.Floor.1490.lane5.NoIndex.L005	62817.0	63294.0	66722.0	39929.0	39886.0	32772.0
2192.H03a.Kitchen.Floor.1514.lane5.NoIndex.L005	85021.0	85588.0	89455.0	36981.0	36639.0	49628.0
2192.H03a.Kitchen.Light.Switch.1203.lane2.NoIndex.L002	88847.0	88947.0	90153.0	75015.0	72245.0	63040.0
2192.H03a.Kitchen.Light.Switch.1227.lane5.NoIndex.L005	109273.0	110618.0	116777.0	73843.0	74068.0	59243.0
2192.H03a.Kitchen.Light.Switch.1251.lane5.NoIndex.L005	120770.0	123407.0	132350.0	85800.0	85778.0	69462.0
2192.H03a.Kitchen.Light.Switch.1275.lane5.NoIndex.L005	94793.0	95411.0	103828.0	76314.0	73103.0	58372.0
2192.H03a.Kitchen.Light.Switch.1299.lane5.NoIndex.L005	106390.0	106972.0	112455.0	71571.0	70807.0	57349.0
2192.H03a.Kitchen.Light.Switch.1323.lane5.NoIndex.L005	106963.0	109493.0	117175.0	80364.0	80170.0	66085.0
2192.H03a.Kitchen.Light.Switch.1347.lane5.NoIndex.L005	95911.0	96627.0	103635.0	73411.0	71572.0	57427.0
2192.H03a.Kitchen.Light.Switch.1371.lane5.NoIndex.L005	92568.0	94656.0	101260.0	61281.0	61009.0	47268.0
2192.H03a.Kitchen.Light.Switch.1395.lane5.NoIndex.L005	105680.0	107184.0	113019.0	82124.0	80876.0	64601.0
2192.H03a.Kitchen.Light.Switch.1419.lane5.NoIndex.L005	111983.0	113398.0	121885.0	85156.0	82986.0	67358.0
2192.H03a.Kitchen.Light.Switch.1443.lane5.NoIndex.L005	61852.0	61809.0	63434.0	36524.0	35988.0	36307.0
2192.H03a.Kitchen.Light.Switch.1467.lane5.NoIndex.L005	59564.0	59812.0	61225.0	43632.0	42954.0	39091.0
2192.H03a.Kitchen.Light.Switch.1491.lane5.NoIndex.L005	73182.0	73478.0	76653.0	60884.0	58343.0	48756.0
2192.H03a.Kitchen.Light.Switch.1515.lane5.NoIndex.L005	93481.0	93823.0	95532.0	52786.0	51595.0	53081.0
2192.H03a.Nose.1209.lane6.NoIndex.L006	56196.0	61831.0	64985.0	43627.0	42520.0	33993.0
2192.H03a.Nose.1212.lane6.NoIndex.L006	83423.0	86662.0	95046.0	46558.0	48716.0	41302.0
2192.H03a.Nose.1215.lane6.NoIndex.L006	48617.0	53133.0	55772.0	35538.0	35082.0	29354.0
2192.H03a.Nose.1233.lane6.NoIndex.L006	68297.0	68729.0	72538.0	49207.0	48576.0	37593.0
2192.H03a.Nose.1236.lane6.NoIndex.L006	61815.0	63671.0	69094.0	38153.0	38906.0	33679.0
2192.H03a.Nose.1239.lane6.NoIndex.L006	57526.0	58084.0	61110.0	32661.0	32943.0	31819.0
2192.H03a.Nose.1257.lane6.NoIndex.L006	66415.0	67439.0	71522.0	41244.0	41373.0	35382.0
2192.H03a.Nose.1260.lane6.NoIndex.L006	57372.0	58154.0	60971.0	31954.0	32012.0	31625.0
2192.H03a.Nose.1263.lane6.NoIndex.L006	54617.0	54807.0	56789.0	25043.0	24849.0	32710.0
2192.H03a.Nose.1281.lane6.NoIndex.L006	68063.0	68693.0	72898.0	45400.0	45186.0	37376.0
