#SampleID	emp_cr_gg_13_8.summary.txt.tsv	emp_cr_silva_16S_123.summary.txt.tsv	emp_or_gg_13_8.summary.txt.tsv	emp.90.min25.deblur.withtax.onlytree.summary.txt.tsv	emp.100.min25.deblur.withtax.onlytree.summary.txt.tsv	emp.150.min25.deblur.withtax.onlytree.summary.txt.tsv
1288.CBE12Aug09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	44652.0	45480.0	66578.0	49268.0	48512.0	33105.0
1288.CBE12July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	16175.0	17843.0	23756.0	14828.0	14520.0	10046.0
1288.CBE12July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	6839.0	7381.0	9618.0	6468.0	6309.0	4665.0
1288.CBE13July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	57081.0	57678.0	77861.0	55755.0	54975.0	36344.0
1288.CBE15June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	53934.0	55068.0	72213.0	54099.0	53521.0	36019.0
1288.CBE16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	42435.0	46722.0	65978.0	39821.0	38638.0	27145.0
1288.CBE16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	17671.0	19216.0	26488.0	17377.0	16849.0	12765.0
1288.CBE16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	39888.0	41796.0	85525.0	47220.0	46007.0	33151.0
1288.CBE16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	16651.0	17324.0	34591.0	20665.0	20222.0	15499.0
1288.CBE17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	12942.0	12679.0	24314.0	16681.0	16183.0	11249.0
1288.CBE17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	5500.0	5340.0	9850.0	7252.0	6831.0	5135.0
1288.CBE18Aug09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	53743.0	54724.0	88664.0	63629.0	62873.0	43521.0
1288.CBE18July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	55800.0	59414.0	88310.0	54619.0	53571.0	37240.0
1288.CBE18July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	23203.0	24607.0	35442.0	23684.0	23268.0	17299.0
1288.CBE19June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	35719.0	36386.0	47627.0	30482.0	29524.0	20877.0
1288.CBE19June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	14733.0	14779.0	19111.0	13290.0	12955.0	9968.0
1288.CBE20Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	10211.0	11213.0	15496.0	9471.0	9179.0	6544.0
1288.CBE20Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	4115.0	4542.0	6210.0	4068.0	3928.0	2961.0
1288.CBE21July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	51041.0	50775.0	81398.0	58389.0	57477.0	39038.0
1288.CBE21June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	154001.0	158584.0	201631.0	131583.0	128317.0	93510.0
1288.CBE21June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	63819.0	64577.0	81136.0	57402.0	56320.0	44115.0
1288.CBE23Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	48234.0	51654.0	80694.0	49916.0	48479.0	34236.0
1288.CBE23Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	19948.0	21231.0	32754.0	21878.0	21382.0	16253.0
1288.CBE23June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	53570.0	55064.0	73661.0	53786.0	53343.0	34540.0
1288.CBE23Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	9803.0	10447.0	21388.0	11393.0	10997.0	7528.0
1288.CBE23Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	4170.0	4421.0	8781.0	4967.0	4790.0	3545.0
1288.CBE24Aug09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	50015.0	51593.0	90571.0	66099.0	65313.0	45475.0
1288.CBE25July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	109302.0	113674.0	152201.0	92812.0	90568.0	63717.0
1288.CBE25July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	46060.0	47540.0	62564.0	41205.0	40565.0	30823.0
1288.CBE25Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	50397.0	48917.0	71281.0	44849.0	43536.0	30660.0
1288.CBE25Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	20529.0	19793.0	28591.0	19439.0	18827.0	14328.0
1288.CBE27Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	84962.0	86279.0	109777.0	69291.0	66725.0	46624.0
1288.CBE27Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	35608.0	36068.0	44984.0	30828.0	29884.0	22468.0
1288.CBE27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	25922.0	27227.0	36254.0	22748.0	22247.0	15468.0
1288.CBE27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	10748.0	11165.0	14709.0	9881.0	9703.0	7228.0
1288.CBE27July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	42340.0	41876.0	71604.0	50570.0	49939.0	33831.0
1288.CBE27June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	24969.0	25638.0	33139.0	21106.0	20415.0	14468.0
1288.CBE27June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	10053.0	10246.0	13077.0	9102.0	8822.0	6745.0
1288.CBE29June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	12327.0	12945.0	16497.0	10710.0	10285.0	7355.0
1288.CBE29June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	5159.0	5291.0	6758.0	4659.0	4505.0	3494.0
1288.CBE29June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	69050.0	69056.0	96295.0	69800.0	68791.0	46507.0
1288.CBE29May09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	85514.0	87375.0	119076.0	85910.0	84227.0	56453.0
1288.CBE29Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	7423.0	7912.0	26526.0	16985.0	16530.0	12023.0
1288.CBE29Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	2804.0	2970.0	9966.0	6924.0	6822.0	5309.0
1288.CBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	16372.0	17366.0	26813.0	15920.0	15617.0	10611.0
1288.CBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	6760.0	7092.0	10907.0	6953.0	6835.0	4970.0
1288.CBH01Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	39138.0	39100.0	49413.0	30051.0	28753.0	19604.0
1288.CBH01Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	15973.0	15900.0	19776.0	12805.0	12399.0	9065.0
1288.CBH02Aug09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	28028.0	28462.0	53088.0	39677.0	39080.0	26341.0
1288.CBH02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	101390.0	105175.0	149873.0	99823.0	96177.0	67194.0
1288.CBH02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	42464.0	43640.0	61085.0	44014.0	42178.0	31937.0
1288.CBH03June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	43740.0	43778.0	78042.0	58777.0	57168.0	40300.0
1288.CBH05July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	25901.0	27778.0	39553.0	25681.0	24935.0	17318.0
1288.CBH05July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	10749.0	11339.0	15738.0	11082.0	10705.0	8054.0
1288.CBH06Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	23814.0	24971.0	43410.0	25789.0	24926.0	19010.0
1288.CBH06Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	9930.0	10288.0	17410.0	11176.0	10708.0	8871.0
1288.CBH06Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	21790.0	23690.0	74467.0	45918.0	45362.0	33610.0
1288.CBH06Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	8815.0	9561.0	28920.0	19304.0	19120.0	15075.0
1288.CBH07July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	56318.0	57167.0	74338.0	52987.0	52175.0	32291.0
1288.CBH08June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	47452.0	48059.0	91858.0	70096.0	68323.0	47647.0
1288.CBH09Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	47009.0	47928.0	93527.0	54588.0	52809.0	40765.0
1288.CBH09Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	19421.0	19693.0	37391.0	23804.0	22810.0	18779.0
1288.CBH10July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	78441.0	85731.0	127466.0	83892.0	81114.0	55368.0
1288.CBH10July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	32146.0	34841.0	50754.0	36225.0	34484.0	25314.0
1288.CBH10Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	28588.0	29307.0	43516.0	26493.0	25794.0	18188.0
1288.CBH10Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	11960.0	12224.0	17766.0	11580.0	11311.0	8459.0
1288.CBH12Aug09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	40286.0	40654.0	103431.0	78970.0	77481.0	53340.0
1288.CBH12July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	20988.0	22754.0	31493.0	19381.0	18770.0	13096.0
1288.CBH12July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	8933.0	9483.0	12934.0	8582.0	8260.0	6161.0
1288.CBH13July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	62525.0	62629.0	77976.0	55311.0	54569.0	33970.0
1288.CBH15June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	55802.0	56593.0	98537.0	73973.0	72544.0	49084.0
1288.CBH16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	31540.0	33613.0	53125.0	32816.0	31881.0	22745.0
1288.CBH16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	12987.0	13683.0	21300.0	14278.0	13770.0	10487.0
1288.CBH16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	17655.0	18647.0	35941.0	21353.0	20848.0	15209.0
1288.CBH16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	7298.0	7640.0	14363.0	9082.0	8959.0	7028.0
1288.CBH17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	21693.0	21272.0	33350.0	22198.0	21633.0	15440.0
1288.CBH17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	9063.0	8842.0	13610.0	9642.0	9263.0	7008.0
1288.CBH18Aug09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	48544.0	49286.0	91020.0	66823.0	65696.0	43082.0
1288.CBH18July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	49424.0	52915.0	76559.0	47499.0	46062.0	32472.0
1288.CBH18July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	20658.0	21788.0	30918.0	20565.0	19834.0	14919.0
1288.CBH19June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	33427.0	33663.0	44407.0	28616.0	27764.0	19997.0
1288.CBH19June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	13929.0	13925.0	17894.0	12447.0	12174.0	9422.0
1288.CBH20Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	176661.0	187142.0	243883.0	149201.0	143101.0	100680.0
1288.CBH20Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	72916.0	76969.0	99022.0	65406.0	63002.0	47374.0
1288.CBH21July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	46715.0	47350.0	79993.0	59631.0	58719.0	37602.0
1288.CBH21June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	29867.0	29439.0	41274.0	25890.0	25127.0	18506.0
1288.CBH21June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	12119.0	11922.0	16408.0	11059.0	10786.0	8470.0
1288.CBH23Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	22703.0	24189.0	35159.0	21776.0	20961.0	14776.0
1288.CBH23Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	9394.0	9918.0	14129.0	9440.0	9153.0	7014.0
1288.CBH23June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	44538.0	45936.0	96079.0	72897.0	71673.0	50051.0
1288.CBH23Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	8990.0	9443.0	17646.0	9469.0	9243.0	6550.0
1288.CBH23Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	3797.0	3956.0	7100.0	4154.0	4062.0	3103.0
1288.CBH24Aug09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	37920.0	38796.0	81612.0	59951.0	59048.0	40893.0
1288.CBH25July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	43719.0	46302.0	67430.0	41874.0	40767.0	27817.0
1288.CBH25July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	18285.0	19205.0	27330.0	18376.0	17915.0	13294.0
1288.CBH25Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	23312.0	22765.0	31336.0	20653.0	19963.0	13990.0
1288.CBH25Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	9573.0	9277.0	12524.0	8878.0	8511.0	6346.0
1288.CBH27Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	19215.0	19427.0	26961.0	17248.0	16653.0	11597.0
1288.CBH27Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	7978.0	8052.0	10898.0	7504.0	7274.0	5427.0
1288.CBH27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	12450.0	13478.0	24057.0	15094.0	14605.0	10421.0
1288.CBH27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	5074.0	5509.0	9659.0	6563.0	6264.0	4762.0
1288.CBH27July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	43304.0	43472.0	70896.0	52909.0	52239.0	33729.0
1288.CBH27June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	96875.0	99824.0	147483.0	93509.0	89863.0	68612.0
1288.CBH27June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	40064.0	41059.0	59223.0	40588.0	39112.0	32278.0
1288.CBH29June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	31371.0	32901.0	45239.0	29710.0	28700.0	21071.0
1288.CBH29June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	12887.0	13368.0	18066.0	12827.0	12373.0	9776.0
1288.CBH29June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	53414.0	54154.0	92319.0	67844.0	66429.0	44052.0
1288.CBH29May09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	702063.0	699582.0	1164100.0	841820.0	824673.0	569420.0
1288.CBH29Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	11312.0	12014.0	35800.0	20087.0	19523.0	14331.0
1288.CBH29Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	4447.0	4673.0	13675.0	8458.0	8269.0	6347.0
1288.CBH31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	8985.0	9554.0	15231.0	9339.0	9106.0	6511.0
1288.CBH31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	3572.0	3821.0	5993.0	3978.0	3864.0	2955.0
1288.FBE02Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	3.0	3.0	5.0	0.0	0.0	0.0
1288.FBE02Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	3.0	3.0	3.0	0.0	0.0	0.0
1288.FBE02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	29709.0	29960.0	45996.0	29365.0	29043.0	19710.0
1288.FBE02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	11659.0	11705.0	17646.0	12145.0	11926.0	8772.0
1288.FBE02Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	23616.0	23714.0	31500.0	20549.0	20269.0	13517.0
1288.FBE02Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	9232.0	9212.0	12168.0	8562.0	8465.0	6111.0
1288.FBE05July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	27377.0	27711.0	40632.0	26314.0	26061.0	18185.0
1288.FBE05July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	10522.0	10565.0	15311.0	10825.0	10668.0	8080.0
1288.FBE05June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	12318.0	12085.0	14841.0	9307.0	9078.0	6291.0
1288.FBE05June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	4842.0	4720.0	5721.0	3895.0	3829.0	2842.0
1288.FBE06Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	12605.0	12768.0	17556.0	11183.0	10944.0	7562.0
1288.FBE06Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	5011.0	5044.0	6824.0	4683.0	4581.0	3432.0
1288.FBE06Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	62130.0	61287.0	72381.0	48175.0	47277.0	32810.0
1288.FBE06Nov07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	23659.0	23359.0	27350.0	19437.0	19152.0	14369.0
1288.FBE07June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	56626.0	56609.0	69192.0	42701.0	41783.0	28215.0
1288.FBE07June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	22681.0	22595.0	27238.0	17847.0	17583.0	12748.0
1288.FBE09Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	28593.0	28899.0	40888.0	26520.0	25845.0	18034.0
1288.FBE09Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	11265.0	11275.0	15813.0	10972.0	10664.0	8056.0
1288.FBE10July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	28661.0	28587.0	37981.0	24226.0	23964.0	16669.0
1288.FBE10July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	11360.0	11279.0	14683.0	10268.0	10237.0	7706.0
1288.FBE10Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	23902.0	22723.0	27647.0	18469.0	18044.0	12342.0
1288.FBE10Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	9550.0	9100.0	10909.0	7744.0	7607.0	5667.0
1288.FBE11June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	20189.0	19669.0	23752.0	15576.0	14978.0	9959.0
1288.FBE11June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	7773.0	7520.0	9065.0	6462.0	6257.0	4457.0
1288.FBE12July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	13321.0	13218.0	18211.0	11647.0	11528.0	8057.0
1288.FBE12July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	5280.0	5224.0	7074.0	4927.0	4908.0	3729.0
1288.FBE13June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	15029.0	14729.0	17762.0	11475.0	11216.0	7583.0
1288.FBE13June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	5962.0	5804.0	6928.0	4797.0	4736.0	3519.0
1288.FBE16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	10941.0	10902.0	14882.0	9374.0	9194.0	6315.0
1288.FBE16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	4325.0	4274.0	5777.0	3882.0	3826.0	2856.0
1288.FBE16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	72778.0	72303.0	90594.0	60359.0	59374.0	41291.0
1288.FBE16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	28411.0	28185.0	35012.0	25012.0	24757.0	18465.0
1288.FBE17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	29796.0	29280.0	35311.0	23167.0	22702.0	15606.0
1288.FBE17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	11828.0	11578.0	13777.0	9724.0	9571.0	7192.0
1288.FBE18July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	11063.0	10908.0	17663.0	11102.0	10957.0	7904.0
1288.FBE18July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	4379.0	4257.0	6844.0	4654.0	4606.0	3546.0
1288.FBE19June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	32603.0	32599.0	38240.0	25383.0	25023.0	16592.0
1288.FBE19June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	12984.0	12885.0	15036.0	10756.0	10690.0	7779.0
1288.FBE20Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	25173.0	25177.0	32111.0	21382.0	20822.0	13803.0
1288.FBE20Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	9911.0	9879.0	12557.0	8870.0	8632.0	6143.0
1288.FBE21June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	56867.0	57155.0	68055.0	44662.0	43958.0	29438.0
1288.FBE21June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	22733.0	22657.0	26793.0	18873.0	18758.0	13678.0
