#SampleID	split-libraries	adaptor-clean-up	cr_silva_seqs	cr_gg_seqs	or_gg_seqs	deblur_100nt_seqs	deblur_150nt_seqs
894.UY164.lane3.NoIndex.L003	29859	29859	23585	21686	29409	13590	7444
894.UY163.lane3.NoIndex.L003	26977	26977	21446	19958	26592	12512	6777
894.UY162.lane3.NoIndex.L003	18097	18097	16621	16612	17775	8167	4675
894.UY161.lane3.NoIndex.L003	25073	25073	20285	19509	24665	11179	6111
894.UY160.lane3.NoIndex.L003	24307	24306	18691	17356	23911	10921	5912
894.UY16.lane3.NoIndex.L003	19331	19331	17332	16745	19093	9577	4476
894.UY159.lane3.NoIndex.L003	24279	24279	20046	19060	24005	11554	6201
894.UY158.lane3.NoIndex.L003	24665	24665	20636	19611	24262	10947	5450
894.UY157.lane3.NoIndex.L003	24424	24424	19645	18676	24122	11684	6188
894.UY156.lane3.NoIndex.L003	29049	29049	24766	23499	28558	12683	6445
894.UY155.lane3.NoIndex.L003	25310	25310	21190	20057	24935	11176	5561
894.UY154.lane3.NoIndex.L003	21294	21294	18760	17963	21040	10050	5222
894.UY153.lane3.NoIndex.L003	21489	21489	17846	16762	21130	9358	4784
894.UY152.lane3.NoIndex.L003	19702	19702	17824	17694	19590	10290	5553
894.UY151.lane3.NoIndex.L003	26664	26663	20434	19315	26341	12731	6952
894.UY150.lane3.NoIndex.L003	22874	22874	19019	18397	22579	10951	5541
894.UY15.lane3.NoIndex.L003	17175	17175	14228	13172	16890	8021	4020
894.UY149.lane3.NoIndex.L003	20247	20247	18542	18425	20083	10312	5433
894.UY148.lane3.NoIndex.L003	27500	27500	24548	24198	26850	12561	6808
894.UY147.lane3.NoIndex.L003	33601	33601	28787	27600	33165	15814	8735
894.UY146.lane3.NoIndex.L003	20848	20848	17782	16892	20575	9399	5006
894.UY145.lane3.NoIndex.L003	7	7	5	4	7	0	0
894.UY144.lane3.NoIndex.L003	25231	25231	21103	20765	24961	11777	6676
894.UY143.lane3.NoIndex.L003	15919	15919	13160	12308	15695	7478	3786
894.UY95.lane3.NoIndex.L003	33103	33103	27109	25925	32666	14997	8238
894.UY94.lane3.NoIndex.L003	24121	24121	21502	20177	23840	11818	6265
894.UY934.lane3.NoIndex.L003	27005	27004	13493	12061	26340	12754	6152
894.UY933.lane3.NoIndex.L003	24287	24287	22258	21666	23917	10743	5395
894.UY932.lane3.NoIndex.L003	26290	26290	17520	16959	25743	11615	6191
894.UY931.lane3.NoIndex.L003	36770	36770	24024	22733	35865	15565	8565
894.UY930.lane3.NoIndex.L003	32918	32918	21885	20826	32282	15757	7694
894.UY93.lane3.NoIndex.L003	31970	31970	27582	25966	31469	14645	8022
894.UY929.lane3.NoIndex.L003	36722	36722	19635	18395	35774	16474	7979
894.UY928.lane3.NoIndex.L003	1	1	1	1	1	0	0
894.UY142.lane3.NoIndex.L003	25367	25367	21933	20988	25030	11715	6293
894.UY141.lane3.NoIndex.L003	11	11	10	10	11	0	0
894.UY140.lane3.NoIndex.L003	30511	30511	23496	22611	30018	14261	7841
894.UY14.lane3.NoIndex.L003	20844	20844	16864	15861	20513	9627	4959
894.UY139.lane3.NoIndex.L003	31623	31623	27298	25238	31194	15036	8308
894.UY1385.lane5.NoIndex.L005	44998	44998	33026	30845	44495	24732	17389
894.UY1384.lane5.NoIndex.L005	46489	46489	33033	31260	45999	26883	19206
894.UY1383.lane5.NoIndex.L005	41521	41521	34307	32592	40811	21776	15922
894.UY1382.lane5.NoIndex.L005	44901	44901	35917	33458	43897	23524	16527
894.UY1381.lane5.NoIndex.L005	49223	49223	38608	36071	48833	28483	20384
894.UY1380.lane5.NoIndex.L005	54640	54640	43378	42515	54106	31266	22368
894.UY138.lane3.NoIndex.L003	26495	26495	23303	21970	26180	12466	6860
894.UY1379.lane5.NoIndex.L005	43901	43901	35911	35268	43447	24292	17624
894.UY1378.lane5.NoIndex.L005	58058	58058	45437	43651	57552	32909	23874
894.UY1377.lane5.NoIndex.L005	44447	44447	34622	33326	43946	24183	17289
894.UY1376.lane5.NoIndex.L005	44812	44812	30660	28822	44248	25035	17594
894.UY1375.lane5.NoIndex.L005	45109	45109	37742	36940	44674	25012	18240
894.UY1374.lane5.NoIndex.L005	46177	46177	32879	29916	45592	25653	18370
894.UY1373.lane5.NoIndex.L005	52787	52787	41649	39529	52315	30979	22541
894.UY1372.lane5.NoIndex.L005	50170	50170	36220	33200	49662	28951	20874
894.UY1371.lane5.NoIndex.L005	41446	41446	38330	37232	41079	22398	15842
894.UY1370.lane5.NoIndex.L005	49014	49014	35867	33312	48468	26668	18773
894.UY137.lane3.NoIndex.L003	35624	35624	32445	31771	35279	17142	9600
894.UY1369.lane5.NoIndex.L005	47878	47878	34423	33336	47512	28645	20806
894.UY1368.lane5.NoIndex.L005	42029	42029	31252	30056	41562	23753	17051
894.UY1367.lane5.NoIndex.L005	37750	37750	29719	28907	37426	21774	15459
894.UY1366.lane5.NoIndex.L005	38821	38821	30545	29629	38427	21493	14940
894.UY1365.lane5.NoIndex.L005	40637	40635	30036	29053	40117	22497	15425
894.UY1364.lane5.NoIndex.L005	43668	43668	38968	38454	43345	25639	18428
894.UY1363.lane5.NoIndex.L005	49885	49884	37106	35693	49312	28578	19561
894.UY1362.lane5.NoIndex.L005	61469	61468	45137	42879	60671	34150	24124
894.UY1361.lane5.NoIndex.L005	46947	46947	35091	33634	46606	27837	20688
894.UY1360.lane5.NoIndex.L005	49119	49119	20945	16021	48303	30783	20295
894.UY136.lane3.NoIndex.L003	3	3	3	3	3	0	0
894.UY1359.lane5.NoIndex.L005	44903	44903	20449	15849	44230	28614	17855
894.UY1358.lane5.NoIndex.L005	52568	52567	42479	39966	51973	26872	19475
894.UY1357.lane5.NoIndex.L005	41343	41343	32016	29495	40875	21824	15533
894.UY1356.lane5.NoIndex.L005	53177	53177	46461	45273	52709	28955	20104
894.UY1355.lane5.NoIndex.L005	47193	47192	39282	36147	46700	24671	17835
894.UY1354.lane5.NoIndex.L005	55472	55471	48368	46651	54527	30052	21554
894.UY1353.lane5.NoIndex.L005	43308	43308	32664	30174	42802	22647	16416
894.UY1352.lane5.NoIndex.L005	44132	44132	39957	39304	43780	24840	16980
894.UY1351.lane5.NoIndex.L005	45357	45357	39869	37656	44812	24876	17268
894.UY1350.lane5.NoIndex.L005	44249	44249	35605	33688	43713	23472	16647
894.UY135.lane3.NoIndex.L003	43687	43687	37699	35063	43090	20561	11117
894.UY1349.lane5.NoIndex.L005	45286	45286	36942	33896	44734	23477	16675
894.UY1348.lane5.NoIndex.L005	45895	45895	40622	39569	45403	25430	17868
894.UY1347.lane5.NoIndex.L005	48944	48944	38998	36098	48343	24281	17649
894.UY1346.lane5.NoIndex.L005	49018	49018	43629	42267	48575	28228	19891
894.UY1345.lane5.NoIndex.L005	42383	42383	38114	37700	42110	24913	17477
894.UY1344.lane5.NoIndex.L005	44718	44718	36520	34948	44186	23169	16898
894.UY1343.lane5.NoIndex.L005	50989	50988	44570	43513	50635	28297	21062
894.UY1342.lane5.NoIndex.L005	58214	58214	43338	41385	57656	34521	24466
894.UY1341.lane5.NoIndex.L005	52076	52076	37581	35504	51478	29073	20621
894.UY1340.lane5.NoIndex.L005	47552	47552	35341	33175	47023	27302	19685
894.UY134.lane3.NoIndex.L003	27380	27380	23327	22413	26967	12562	6747
894.UY1339.lane5.NoIndex.L005	44434	44434	35449	34538	43888	25371	17731
894.UY1338.lane5.NoIndex.L005	49318	49318	30777	29539	48766	29067	20041
894.UY1337.lane5.NoIndex.L005	62346	62346	52597	49983	61385	33934	24670
894.UY1336.lane5.NoIndex.L005	48017	48017	39712	37233	47420	25309	17871
894.UY1335.lane5.NoIndex.L005	46305	46305	34239	33344	45894	28386	19841
894.UY1334.lane5.NoIndex.L005	49950	49950	36960	34674	49392	27422	19051
894.UY1333.lane5.NoIndex.L005	49796	49796	31207	30327	49294	30110	20806
894.UY1332.lane5.NoIndex.L005	51849	51849	29960	28008	51283	32077	21738
894.UY1331.lane5.NoIndex.L005	35507	35507	31277	30237	35011	19593	13887
894.UY1330.lane5.NoIndex.L005	63709	63709	46138	44449	63101	36385	26599
894.UY133.lane3.NoIndex.L003	29831	29831	25056	23448	29390	13185	7150
894.UY1329.lane5.NoIndex.L005	62010	62010	52990	50373	61266	34195	25022
894.UY1328.lane5.NoIndex.L005	41690	41690	32150	29799	41179	21226	15421
894.UY1327.lane5.NoIndex.L005	25121	25121	17622	17012	24921	15226	9200
894.UY1326.lane5.NoIndex.L005	41588	41588	37168	36681	41335	24394	16840
894.UY132.lane3.NoIndex.L003	29528	29528	24181	22825	29037	13233	6647
894.UY131.lane3.NoIndex.L003	28747	28747	26556	25999	28492	13276	7319
894.UY130.lane3.NoIndex.L003	22710	22710	19168	18403	22388	10634	5903
894.UY13.lane3.NoIndex.L003	25441	25441	20045	18113	25077	11500	6027
894.UY129.lane3.NoIndex.L003	29541	29541	24849	23575	29166	13670	7192
894.UY128.lane3.NoIndex.L003	22112	22112	18678	17681	21762	9823	4858
894.UY127.lane3.NoIndex.L003	29354	29354	25913	25055	28990	13233	7319
894.UY126.lane3.NoIndex.L003	26149	26149	22366	21812	25822	11610	6465
894.UY125.lane3.NoIndex.L003	30946	30946	25179	23737	30425	13192	7042
894.UY124.lane3.NoIndex.L003	28325	28325	24122	22775	27939	12943	7044
894.UY123.lane3.NoIndex.L003	31617	31617	27672	26876	31199	14284	7882
894.UY122.lane3.NoIndex.L003	23991	23991	22408	21930	23755	11607	6148
894.UY121.lane3.NoIndex.L003	30528	30528	24633	23073	30004	13197	7000
894.UY120.lane3.NoIndex.L003	26752	26752	22658	21269	26322	12165	6172
894.UY12.lane3.NoIndex.L003	28683	28683	25037	23935	28281	13543	6264
894.UY119.lane3.NoIndex.L003	29426	29426	24672	23457	29013	13207	7261
894.UY118.lane3.NoIndex.L003	14404	14404	12930	12319	14216	6944	3724
894.UY117.lane3.NoIndex.L003	27305	27305	21518	20220	27000	12588	6859
894.UY116.lane3.NoIndex.L003	27790	27790	25354	24176	27494	12990	6791
894.UY115.lane3.NoIndex.L003	32175	32175	27921	26972	31833	15030	8291
894.UY114.lane3.NoIndex.L003	20035	20035	16107	15840	19755	9527	5437
894.UY113.lane3.NoIndex.L003	33444	33444	27805	26240	32802	14052	7304
894.UY112.lane3.NoIndex.L003	33071	33071	28407	26727	32634	14810	7653
894.UY111.lane3.NoIndex.L003	33509	33509	27278	25900	33007	14742	7713
894.UY110.lane3.NoIndex.L003	27120	27120	23274	21660	26761	12571	6710
894.UY11.lane3.NoIndex.L003	20826	20825	17613	16305	20518	9973	5115
894.UY109.lane3.NoIndex.L003	28519	28519	24020	22263	28152	13338	7347
894.UY108.lane3.NoIndex.L003	27371	27371	23890	22437	27025	12862	6771
894.UY107.lane3.NoIndex.L003	45363	45363	37668	34780	44665	20854	10636
894.UY106.lane3.NoIndex.L003	24521	24521	21026	19739	24126	11241	5572
894.UY105.lane3.NoIndex.L003	29632	29632	24832	23150	29143	13471	7159
894.UY104.lane3.NoIndex.L003	24863	24863	21057	20122	24513	11277	5618
894.UY103.lane3.NoIndex.L003	31619	31619	26068	24374	31053	14094	7253
894.UY102.lane3.NoIndex.L003	31797	31796	25856	24400	31338	14155	7467
894.UY101.lane3.NoIndex.L003	27577	27577	25942	25436	27369	14058	7388
894.UY100.lane3.NoIndex.L003	31862	31862	26537	24907	31349	14269	7556
894.SV1410.lane5.NoIndex.L005	2	2	2	2	2	0	0
894.SV1409.lane5.NoIndex.L005	2	2	2	2	2	0	0
894.SV1408.lane5.NoIndex.L005	0	0					
894.SV1407.lane5.NoIndex.L005	39269	39269	23323	22584	38877	23055	15636
894.SV1406.lane5.NoIndex.L005	38517	38517	29390	28762	38190	24643	14635
894.SV1405.lane5.NoIndex.L005	44780	44780	28248	27288	44263	27060	18959
894.SV1404.lane5.NoIndex.L005	17	17	10	10	16	0	0
894.SV1403.lane5.NoIndex.L005	35758	35758	24264	22670	35250	20920	12357
894.SV1402.lane5.NoIndex.L005	29255	29253	15326	14579	28986	16390	10561
894.SV1401.lane5.NoIndex.L005	49288	49288	29059	28154	48689	29984	20162
894.SV1400.lane5.NoIndex.L005	46682	46681	37649	36979	46307	27222	20343
894.SV1399.lane5.NoIndex.L005	50836	50836	31696	30306	50183	31656	21099
894.SV1398.lane5.NoIndex.L005	43807	43807	32194	29772	43465	25336	18254
894.SV1397.lane5.NoIndex.L005	45840	45840	38580	37528	45500	25939	18732
894.SV1396.lane5.NoIndex.L005	39848	39848	34242	33024	39508	22544	16435
894.SV1395.lane5.NoIndex.L005	48107	48107	36852	35252	47726	28338	19873
894.SV1394.lane5.NoIndex.L005	43186	43186	33148	32000	42643	24223	16540
894.SV1393.lane5.NoIndex.L005	52834	52834	41205	38999	52274	29526	20780
894.SV1392.lane5.NoIndex.L005	0	0					
894.SV1391.lane5.NoIndex.L005	43067	43067	31292	30243	42599	24512	17007
894.SV1390.lane5.NoIndex.L005	39109	39109	31227	30268	38871	23194	16408
894.SV1389.lane5.NoIndex.L005	45871	45871	40645	38856	45414	25258	18060
894.SV1388.lane5.NoIndex.L005	56135	56135	42645	39850	55527	31919	22729
894.SV1387.lane5.NoIndex.L005	46217	46217	39533	38915	45874	26480	19448
894.SV1386.lane5.NoIndex.L005	55305	55305	39283	37610	54689	31720	22353
894.SV1325.lane5.NoIndex.L005	42486	42486	33258	31266	41985	22032	15876
894.SV1324.lane5.NoIndex.L005	60864	60864	47486	45505	60220	32843	23886
894.SV1323.lane5.NoIndex.L005	38520	38520	33365	32205	38053	20312	15083
894.SV1322.lane5.NoIndex.L005	52074	52074	41644	39241	51540	27358	19684
894.SV1321.lane5.NoIndex.L005	55123	55122	43013	41346	54530	28983	20992
894.SV1320.lane5.NoIndex.L005	58064	58064	45789	41963	57292	29103	21336
894.SV1319.lane5.NoIndex.L005	52518	52518	43468	40960	51911	27145	19368
894.SV1318.lane5.NoIndex.L005	43323	43323	38320	37289	43020	24228	16794
894.SV1317.lane5.NoIndex.L005	50467	50467	42742	40227	49980	26913	18877
894.SV1316.lane5.NoIndex.L005	41846	41846	36069	35629	41576	24855	17588
894.SV1315.lane5.NoIndex.L005	37390	37390	33619	33310	37209	22524	15864
894.SV1314.lane5.NoIndex.L005	65502	65502	53014	48616	64687	33512	24301
894.SV1313.lane5.NoIndex.L005	60545	60544	48596	45622	59833	31646	22685
894.SV1312.lane5.NoIndex.L005	53876	53875	49624	49197	53513	32221	22621
894.SV1311.lane5.NoIndex.L005	51997	51997	47761	46883	51610	30295	21416
894.SV1310.lane5.NoIndex.L005	53738	53738	42910	39604	52981	26325	19183
894.SV1309.lane5.NoIndex.L005	53415	53415	45698	43204	52853	28789	20803
894.SV1308.lane5.NoIndex.L005	52287	52287	44288	41993	51719	28136	20044
894.SV1307.lane5.NoIndex.L005	53897	53896	44435	42058	53246	29033	21037
894.SV1306.lane5.NoIndex.L005	51881	51881	40777	37779	51238	26341	19058
894.SV1305.lane5.NoIndex.L005	53121	53121	49222	48524	52719	30823	22362
894.SV1304.lane5.NoIndex.L005	63641	63641	49914	45734	62816	31689	23485
894.SV1303.lane5.NoIndex.L005	31650	31649	27618	27411	31492	19025	13366
894.SV1302.lane5.NoIndex.L005	50458	50458	46217	45031	49930	27341	19247
894.SV1301.lane5.NoIndex.L005	39794	39794	38324	38009	39565	25559	18830
894.SV1300.lane5.NoIndex.L005	39	39	32	30	39	4	0
894.SV1299.lane5.NoIndex.L005	46136	46136	35282	33396	45669	26575	19063
894.SV1298.lane5.NoIndex.L005	34873	34873	31754	30927	34547	21333	13246
894.SV1297.lane5.NoIndex.L005	38	38	34	33	38	9	4
894.SV1296.lane5.NoIndex.L005	37	37	30	29	35	9	6
894.SV1295.lane5.NoIndex.L005	65	65	56	55	65	24	15
894.SV1294.lane5.NoIndex.L005	51198	51197	38290	37344	50779	29611	21812
894.SV1293.lane5.NoIndex.L005	59089	59089	49824	47717	58252	32091	23019
894.SV1292.lane5.NoIndex.L005	46286	46285	40090	39649	45787	25115	19035
894.SV1291.lane5.NoIndex.L005	25	25	23	22	24	4	0
894.SV1290.lane5.NoIndex.L005	53944	53944	37864	36824	53511	31164	23536
894.SV1289.lane5.NoIndex.L005	58445	58445	50738	49742	57865	31786	23413
894.SV1288.lane5.NoIndex.L005	37793	37793	29281	28779	37550	22771	16047
894.SV1287.lane5.NoIndex.L005	44269	44268	37097	36314	44025	25379	18587
894.SV1286.lane5.NoIndex.L005	58924	58924	47398	45505	58112	30122	21871
894.SV1285.lane5.NoIndex.L005	47828	47828	37391	35941	47361	26109	18806
894.SV1284.lane5.NoIndex.L005	55804	55804	40433	38888	55176	30164	21559
894.SV1283.lane5.NoIndex.L005	62711	62711	48417	47349	62101	35396	23070
894.SV1282.lane5.NoIndex.L005	44521	44520	23411	21685	44022	25111	16874
894.SV1281.lane5.NoIndex.L005	57708	57708	36249	34709	56964	31131	19919
894.SV1280.lane5.NoIndex.L005	47560	47558	27589	25551	47063	27066	17191
894.SV1279.lane5.NoIndex.L005	53093	53093	41355	39540	52487	27944	19856
894.SV1278.lane5.NoIndex.L005	53013	53013	34596	33371	52473	29909	19379
894.SV1277.lane5.NoIndex.L005	56457	56457	41994	39984	55896	33060	22955
894.SV1276.lane5.NoIndex.L005	55516	55515	49287	48616	55201	31775	22561
894.SV1275.lane5.NoIndex.L005	54198	54198	40660	39160	53407	28362	20022
894.SV1274.lane5.NoIndex.L005	0	0					
894.SV1273.lane5.NoIndex.L005	53320	53319	43003	42422	52926	31680	23643
894.SV1272.lane5.NoIndex.L005	46331	46328	31938	31168	45949	28364	19184
894.SV1271.lane5.NoIndex.L005	47939	47938	37448	36099	47530	28132	20046
894.SV1270.lane5.NoIndex.L005	55138	55138	38632	36362	54430	30567	21783
894.SV1269.lane5.NoIndex.L005	46205	46205	25896	23505	45612	28749	18829
894.SL895.lane3.NoIndex.L003	0	0					
894.SL894.lane3.NoIndex.L003	30964	30964	28093	27267	30519	14048	7331
894.SL893.lane3.NoIndex.L003	1	1	1	1	1	0	0
894.SL892.lane3.NoIndex.L003	29121	29121	26116	25522	28702	13021	7176
894.SL891.lane3.NoIndex.L003	7	7	7	7	7	0	0
894.SL890.lane3.NoIndex.L003	36931	36931	32746	31822	36442	17415	9463
894.SL889.lane3.NoIndex.L003	35641	35641	30524	29377	35070	15533	7566
894.SL888.lane3.NoIndex.L003	10231	10231	8819	8371	10037	5211	2358
894.SL887.lane3.NoIndex.L003	29270	29270	24290	22792	28738	12367	6109
894.SL886.lane3.NoIndex.L003	0	0					
894.SL885.lane3.NoIndex.L003	2	2	2	1	1	0	0
894.SL884.lane3.NoIndex.L003	7	7	7	7	7	0	0
894.SL883.lane3.NoIndex.L003	0	0					
894.SL882.lane3.NoIndex.L003	2	2	2	2	2	0	0
894.SL881.lane3.NoIndex.L003	29834	29834	25440	24533	29250	13027	6519
894.SL880.lane3.NoIndex.L003	26719	26718	23855	23283	26320	12354	5705
894.SL879.lane3.NoIndex.L003	36734	36734	30226	28704	36058	15336	7992
894.SL878.lane3.NoIndex.L003	35647	35647	28784	26875	34955	14997	7647
894.SL877.lane3.NoIndex.L003	37324	37324	30452	28558	36631	15698	8088
894.SL876.lane3.NoIndex.L003	29337	29337	26672	26150	28937	13801	6237
894.SL875.lane3.NoIndex.L003	29816	29816	24476	23139	29139	12111	6356
894.SL874.lane3.NoIndex.L003	29194	29194	25683	24785	28728	12897	5989
894.SL873.lane3.NoIndex.L003	35718	35718	29194	27448	35080	15133	7698
894.SL872.lane3.NoIndex.L003	33037	33037	27641	26599	32383	13793	7062
894.SL871.lane3.NoIndex.L003	30014	30014	25112	24538	29518	14358	6691
894.SL870.lane3.NoIndex.L003	33721	33721	31088	30951	33336	16527	8940
894.SL869.lane3.NoIndex.L003	32141	32141	29429	29005	31798	14533	7866
894.SL868.lane3.NoIndex.L003	26418	26418	25144	25087	26211	14182	6761
894.SL867.lane3.NoIndex.L003	35026	35025	24235	22635	34010	14684	7630
894.SL866.lane3.NoIndex.L003	28411	28411	27004	26966	28190	14963	8127
894.SL865.lane3.NoIndex.L003	34594	34594	32460	32594	34355	17085	9015
894.SL864.lane3.NoIndex.L003	25551	25551	18968	18125	25015	11569	5542
894.SL863.lane3.NoIndex.L003	29590	29590	25957	25701	29222	13694	7013
894.SL862.lane3.NoIndex.L003	17190	17190	16469	16454	17079	9457	4910
894.SL861.lane3.NoIndex.L003	26242	26242	24673	24479	26021	12209	5734
894.SL860.lane3.NoIndex.L003	30109	30109	23045	22597	29557	14012	6865
894.SL859.lane3.NoIndex.L003	29785	29785	27660	27338	29514	13577	6709
894.SL858.lane3.NoIndex.L003	26535	26535	25047	24717	26317	12360	5448
894.SL857.lane3.NoIndex.L003	23463	23463	21409	21274	23270	11415	5662
894.SL856.lane3.NoIndex.L003	37625	37625	34866	34886	37267	19017	9954
894.SL855.lane3.NoIndex.L003	29127	29127	26325	26120	28759	12520	5609
894.SL854.lane3.NoIndex.L003	24111	24111	22048	21746	23900	10860	5647
894.SL853.lane3.NoIndex.L003	32333	32333	25718	25080	31853	15350	7207
894.SL852.lane3.NoIndex.L003	26091	26091	23585	23253	25865	12169	5945
894.SL851.lane3.NoIndex.L003	36369	36369	22635	21351	35524	16474	7718
894.SL850.lane3.NoIndex.L003	24572	24572	22327	22204	24378	11477	6048
894.SL849.lane3.NoIndex.L003	21172	21172	19774	19683	20995	10438	5181
894.SL848.lane3.NoIndex.L003	37761	37761	35255	35270	37428	18786	10478
894.SL847.lane3.NoIndex.L003	27516	27515	25044	24920	27245	13258	5851
894.SL846.lane3.NoIndex.L003	32960	32960	30326	30041	32641	15491	7652
894.SL845.lane3.NoIndex.L003	23625	23625	22116	22040	23421	10918	5280
894.SL844.lane3.NoIndex.L003	36478	36478	27935	26993	35833	16853	7521
894.SL843.lane3.NoIndex.L003	34756	34756	18693	17441	33854	15060	7763
894.SL842.lane3.NoIndex.L003	26388	26388	24777	24716	26137	11971	5845
894.SL841.lane3.NoIndex.L003	28740	28740	14130	12566	28054	12920	6617
894.SL840.lane3.NoIndex.L003	24353	24353	23113	22928	24151	12559	6741
894.SL839.lane3.NoIndex.L003	34804	34804	23573	22360	33943	14661	7484
894.SL838.lane3.NoIndex.L003	29449	29449	22448	21709	28819	13239	6355
894.SL837.lane3.NoIndex.L003	31329	31329	28769	28632	31033	15781	8512
894.SL836.lane3.NoIndex.L003	32043	32043	26001	25234	31430	14408	7124
894.SL835.lane3.NoIndex.L003	35249	35249	25671	24297	34428	15510	8131
894.SL834.lane3.NoIndex.L003	27225	27225	25609	25533	27021	14302	6381
894.SL833.lane3.NoIndex.L003	73505	73504	46693	44602	71699	31545	15963
894.SL832.lane3.NoIndex.L003	33354	33354	22478	21266	32446	14006	7174
894.SL831.lane3.NoIndex.L003	21638	21638	20316	20238	21427	10665	4610
894.SL830.lane3.NoIndex.L003	33563	33563	24410	23429	32892	15223	7499
894.SL829.lane3.NoIndex.L003	25711	25711	21746	21241	25308	12278	5721
894.SL828.lane3.NoIndex.L003	42612	42612	40299	40153	42238	22258	9998
894.SL827.lane3.NoIndex.L003	33099	33099	22271	21075	32150	13438	6939
894.SL826.lane3.NoIndex.L003	28613	28613	20153	19042	27942	12044	6232
894.SL825.lane3.NoIndex.L003	24479	24478	23418	23304	24288	12532	5599
894.SL824.lane3.NoIndex.L003	18888	18888	18002	17929	18691	9556	4025
894.SL823.lane3.NoIndex.L003	26698	26698	24042	23804	26367	12069	6279
894.SL822.lane3.NoIndex.L003	25832	25831	12928	11950	24979	10901	5553
894.SL821.lane3.NoIndex.L003	21017	21017	19188	18907	20784	9353	4487
894.SL820.lane3.NoIndex.L003	30012	30012	18318	17231	29123	12717	6790
894.SL819.lane3.NoIndex.L003	25025	25025	23181	22984	24783	11422	5656
894.SL818.lane3.NoIndex.L003	30899	30899	15496	13879	29918	13476	6976
894.SL817.lane3.NoIndex.L003	37039	37039	30211	29033	36238	14901	7615
894.SL816.lane3.NoIndex.L003	29742	29742	26520	26423	29365	13310	6669
894.SL815.lane3.NoIndex.L003	35662	35662	17913	16893	34627	15026	7606
894.OS814.lane3.NoIndex.L003	25429	25429	22556	22174	25128	11242	5562
894.OS813.lane3.NoIndex.L003	29771	29771	20692	20191	29184	13833	6362
894.OS812.lane3.NoIndex.L003	26202	26202	24415	24170	25924	11825	5526
894.OS811.lane3.NoIndex.L003	26330	26330	24384	24205	25908	12348	5883
894.OS810.lane3.NoIndex.L003	29278	29278	26781	26554	28927	13322	6794
