SampleID	Number of novel OTUs	Percent novel sequences
CBH02July07.618790	7573	60.763823805060923
MAH23July07.618960	7567	74.995849244562507
NP5.3.378605	7559	45.163676024562612
NP5.7.378666	7556	43.42393874849617
B2.5.9.06.486122	7555	17.592938328439526
TBH13July05.618679	7544	55.357427551783765
sp1614.486194	7543	29.296514907609968
M11Fcsw.1.378517	7536	15.755693973759444
sp0758.486336	7532	28.784270537771683
CHF1.414588	7529	24.670803693052822
SSBH07Nov07.618672	7528	63.034587925417618
MAE04July07.617829	7526	60.572935013579091
W.1.1.H.E.4.479802	7524	61.736594770454268
TBH11Aug05.617606	7518	56.989658690409939
sp1611.486208	7515	32.272509705897996
sp1612.486311	7514	32.171747267608445
sp1400.486307	7509	43.933019377515386
sp1932.486239	7506	33.612929279332334
sp1294.486197	7498	33.07790359323495
NSBH02Aug09.618428	7497	55.981737223967635
NSBE30Oct07.617640	7494	54.546666173040613
CrustControlR3.603140	7477	50.776538192736773
UQ301.591067	7473	36.223171035248619
SBS2.OM2C0.ORG.414820	7472	34.580658105939008
HCanyon0R3.603176	7471	44.47661009400499
UQ322.591053	7471	35.385210774633059
HCanyon7R3.603186	7469	55.920159376705115
sp1576.486330	7466	31.946812600348252
UQ271.591016	7450	38.183820829763796
sp1338.486297	7441	33.547902628641182
ME05Jun02EB1R2.486681	7435	9.2629619988147134
sp1013.486180	7428	35.606796944273924
524.538762	7425	50.755916159567271
TBE15June05.618290	7420	51.179432194303295
C7.3m.L3.608722	7418	30.373749646576954
W.1.1.S.E.1.479608	7414	70.697747552969844
NP3.2.378624	7412	32.996092924454175
UQ298.591021	7411	51.36395373250199
sp1944.486244	7407	28.589545021068226
FBH06Nov07.618947	7403	47.465754126410047
NP3.7.378556	7402	31.412845062771368
SSBE19July07.618360	7401	61.273329107683637
ME17Apr02EB1R1.486668	7381	8.7297788111574608
W.1.2.H.E.5.479869	7380	50.852165381734295
UQ085.591007	7378	41.631407970842247
T.1.3.H.E.1.479761	7372	68.882175226586099
SLEpi20M.3.378559	7369	33.921309925858829
sp1287.486195	7365	33.866257750516695
Lu229.479884	7360	53.669052863436129
T.2.2.S.E.3.479586	7354	72.897818509380016
MAE06July07.618968	7345	64.181184668989545
SSBE15Oct07.618920	7343	65.918820110614632
TBH20July05.617657	7343	56.408928915430558
W.1.2.H.E.4.479680	7338	44.144289260740202
N.3.3.S.E.2.479753	7336	67.005375987256926
NP5.4.378576	7333	45.497972097055893
UQ843.591027	7332	36.580919822721263
HCanyon11R1.603104	7329	55.518377432307219
sp0740.486269	7327	31.609767706943742
sp1403.486444	7324	27.783243589691253
TBH04Oct05.618742	7318	60.643401682439531
N.2.1.H.E.2.479795	7302	74.206287646764196
MAH08Aug07.618915	7296	74.493077097677229
sp0340.486431	7289	25.201599915670624
sp1938.486189	7279	27.879068947410783
TBH04May08.618248	7272	55.145018040521791
sp1410.486325	7271	26.966602163108078
ME09Jun09EB1R2.486654	7270	10.002912122163526
UQ415.591066	7269	38.315786855376807
45300SDZ3.F8.Pnem.stom.609738	7268	35.728205700864891
sp1590.486295	7265	34.99352407865301
MA28jul09H.R1.618893	7250	69.289644744431115
CBH09Aug07.618348	7240	67.33181670458238
sp1525.486424	7239	31.603671991514918
CHB5.414599	7237	35.581402015163896
NSBE11June09.618597	7234	49.282058140524505
45300SDZ3.F4.Pnem.duod.609769	7231	33.790135552441306
sp1552.486256	7229	27.829817480262992
sp1588.486273	7222	46.120944561345603
sp1616.486400	7221	32.468093054143232
sp1635.486331	7216	30.622939582121322
AcidLow2.L3.608708	7216	29.533777215818979
HCanyon7R1.603167	7206	57.403040249848623
54379SDZ1.G2.Tcris.colon.609755	7204	11.45905335134043
M39.533953	7200	61.537517599493654
sp1608.486246	7194	32.491240581687393
sp1533.486324	7188	26.990974429481213
NP3.3.378607	7180	31.725333065253501
sp0757.486198	7177	32.731314808458329
TBE26May08.617647	7169	54.625447365173393
801.538794	7155	54.991018732358221
SLEpi20M.4.378595	7154	34.157358691482848
HCanyon1R1.603131	7145	40.327292591976821
SSB24aug09H.618233	7144	60.921300283918711
MAH01May08.618392	7141	69.490085737796306
sp1341.486319	7137	29.941723757820643
W.1.1.H.E.5.479736	7136	81.811838199459487
RMK.ENR.20.1.608832	7135	54.671411980181595
W.1.1.H.E.1.479824	7133	45.511094832585542
sp1641.486293	7129	27.456467115320411
T.1.3.H.E.3.479615	7124	69.742138690495807
RMK.ENR.23.1.608813	7120	45.672783409744014
sp1649.486344	7117	31.156846153201684
MAH12July07.618349	7111	75.454754777803359
CBH18July07.618234	7111	69.998013113451222
sp1144.486350	7109	33.103758392872926
sp1020.486386	7096	32.651706968119655
sp1546.486255	7094	28.30040573683274
sp1374.486238	7093	25.454532087428959
sp1585.486412	7090	38.645740859141782
HKH06July07.618535	7084	68.672813500565738
sp1029.486384	7082	30.395518019901331
TBE20Sept08.617897	7071	58.673887437906494
HCanyon6R3.603157	7069	56.310804716190965
ME19May04EB1R2.486669	7067	9.3656590012355032
UQ171.591075	7058	37.521667091511596
TBH18Aug05.617648	7056	55.145432692307693
sp1312.486219	7053	31.145313812767021
sp1151.486315	7047	32.06972576620776
N.2.2.H.E.4.479671	7041	75.042432055000546
ME07May02EB1R2.486683	7041	10.657074883879007
CBE18July07.618500	7040	74.403547773474216
sp1936.486277	7039	29.7640146594016
ME14Apr00EB1R1.486694	7028	9.4657054377380945
W.2.1.H.E.2.479741	7027	72.726921335409557
RMK.ENR.8.1.608814	7022	54.285284873943183
M9.533957	7022	51.789109415938228
TBH30Aug05.617992	7015	54.054895629108522
FBH10Sept07.618422	7010	60.03633695538241
NP3.4.378651	7002	32.384108824706146
Stillton3R2.603136	7000	46.990667422897594
sp1286.486369	6995	32.036536134057883
M31Fcsw.1.378522	6995	16.892570715906533
sp1288.486416	6989	29.364948595820994
54379SDZ1.G6.Tcris.stom.609817	6974	63.343969202223128
sp0721.486343	6974	31.71744974761614
RMK.ENR.26.1.608891	6961	44.462925077430754
sp1310.486370	6956	30.048848629982473
sp1012.486429	6947	33.383743092662741
RMK.ENR.14.1.608862	6942	43.891829421466376
54374SDZ1.E1.Tcris.stom.609723	6938	67.536537618446118
RMK.ENR.21.1.608837	6937	53.121760997740132
ME18May10EB1R2.486621	6936	8.698603419055825
UQ11125.591037	6933	29.84995391464928
NSBH26June09.618186	6933	46.086618760924452
ME23Jul07EB2R2.486692	6926	43.971870754237223
WSBE10Sept07.618189	6925	65.372116256904334
sp1548.486181	6925	31.678178084748925
2610B.486561	6924	20.059203477894684
sp1165.486215	6924	32.040699885888166
sp1268.486379	6916	40.423352521853595
MAH15Oct07.617642	6912	76.339749616507504
ME11May00EB1R2.486620	6901	9.8741326925065618
sp1587.486381	6898	24.959845459281123
TBH03June09.617763	6889	50.895690773172511
HKH04July07.618709	6887	70.972737710608527
CBE29May09.617699	6887	53.135614702154619
sp1627.486304	6881	30.041632839151667
sp0738.486225	6877	29.782199538441635
sp1536.486223	6877	29.35614570731801
sp1941.486417	6873	29.562918618704803
Stillton9R2.603170	6865	57.792223445372073
sp1276.486300	6848	41.605185449292854
FBH27Aug07.618370	6837	57.494079821335745
sp1147.486186	6836	32.855374816379879
sp1554.486441	6825	25.729638711019131
RMK.ENR.9.2.608822	6822	46.54179863056445
sp1087.486355	6815	24.624482686753804
sp1402.486209	6812	34.162828672766736
sp1640.486282	6806	31.818181818181817
T.2.1.H.P.5.479702	6797	81.838032849140802
RMK.ENR.29.2.608842	6796	76.971856964127824
sp1928.486435	6791	31.39212834336379
sp1145.486243	6782	26.233230295475064
P.Abraao.SB.414875	6775	51.67506354739038
sp1098.486349	6775	29.738538575824659
632.538776	6775	47.758239646391857
sp1345.486427	6765	31.064380406070867
713.538580	6761	47.44745751349177
RMK.ENR.15.2.608838	6751	35.389523430677869
sp0353.486397	6749	25.625012734570795
RMK.ENR.28.2.608815	6748	48.053502991407917
TBH29Oct07.618499	6736	55.015691158156912
TBE17Oct05.617845	6731	43.104983791101134
HKH17July07.618749	6723	68.525444103112065
TBH24Aug05.617742	6722	51.202250040343969
sp0372.486183	6712	23.742205088000688
sp1579.486360	6709	26.798126714284003
TBE19Aug08.618498	6707	62.898981936873419
sp1639.486263	6707	28.471101435857658
TBH03Aug05.618171	6706	61.336954842696045
TBH01July08.618902	6704	53.934794828555368
sp1404.486289	6701	31.161825893922177
sp1580.486394	6699	27.605687060425016
TBE16July07.618811	6698	62.976882401782987
HKH28June07.618267	6691	66.562658121099687
sp1561.486353	6690	25.583957952649168
sp0754.486442	6684	29.004996327563227
MA03aug09H.R2.618277	6679	68.158942255422872
FBH27July07.618190	6678	66.914710933028047
815.538750	6669	55.435413642960818
N.2.3.H.E.1.479826	6669	57.99871452251277
M33.533976	6667	29.788683959793794
ME21May01EB2R2.486676	6658	11.19793981687261
sp1520.486187	6657	24.986522999114602
sp1527.486245	6656	35.127785278599674
Halls6R2.603168	6656	60.332171852061478
N.2.3.H.E.3.479813	6655	61.694492022561441
UQ382.591105	6652	43.413805636322969
sp1598.486296	6651	30.997592400447271
MAE24Sept07.618685	6650	69.356782897889829
TBH18July07.617924	6646	59.071346969436142
UQ855.591127	6644	36.825538665435047
C9.10m.L3.608775	6640	30.35882179593326
MA14jul09H.617957	6635	66.032275039466754
UQ842.591091	6630	41.703417419054794
FL.3.14a.414607	6630	40.876808122578311
F11Fcsw.1.378686	6624	14.627617255870984
sp1405.486438	6623	32.832375501959746
sp1644.486395	6620	28.115653040877369
UQ377.591043	6620	35.361939545451584
TBH27July05.617988	6618	60.743918827286066
sp1547.486299	6606	39.526361200672085
CBE16July07.617506	6601	76.355704904892562
sp1282.486419	6595	41.357516970143891
M40.533979	6591	58.662652448162632
M11Fcsw.5.378527	6590	10.05348217979861
378.538759	6587	48.985836921493757
47548SDZ2.A6.Cang.stom.609983	6583	58.399487636096659
FBE16Oct07.618247	6579	52.110690539355531
45560SDZ2.A8.Pnem.stom.609898	6577	26.10093060058399
MAE09Oct05.617821	6574	58.769822200864972
TBH22July08.618676	6572	56.82333523577411
sp1557.486316	6566	28.396908898456836
MAH26May08.618826	6554	67.30548871318895
sp1615.486408	6552	37.066944646722597
406.538627	6547	43.042518855185584
TBH09Oct05.618014	6546	62.495479204339965
sp1384.486214	6538	20.957890930607146
sp1271.486425	6519	35.970852235325331
CBE23Aug07.618620	6515	65.871344737792953
sp1392.486284	6512	27.897875441746411
W.1.3.H.E.4.479776	6507	43.677349799078705
376.538686	6501	50.608217405370425
410.538549	6500	45.988820454427824
TBH29July08.618340	6498	58.257767702360319
MAH12Aug08.617886	6495	74.53964302888015
MAE13July05.618513	6491	56.539351851851848
N.1.2.H.E.1.479781	6486	34.425286800877558
NSBH17July09.617899	6484	49.377049180327873
Even1.5.378606	6481	7.8503882714123883
W.1.3.H.E.5.479750	6480	39.217524812194988
UQ817.591114	6478	29.250385644270011
sp1004.486317	6478	32.270101344690246
sp1149.486362	6476	30.555231767494266
RMK.ENR.11.1.608849	6476	29.049748291430006
ME11May07EB1R2.486649	6475	6.6071661587823058
396.538571	6469	53.292317924842038
MAE05Sept05.618284	6464	61.569010661354781
sp1274.486227	6464	40.199461769827451
SLEpi20M.7.378679	6462	33.545902155713108
NSBE26June09.618484	6457	51.645253105631369
WSBE31July07.618807	6457	54.737056605970622
MAH29July08.617725	6457	75.217287772353842
SSB15jun09H.617987	6454	65.775672011721682
sp1309.486291	6453	30.224682761638416
AcidCtrl1.L3.608749	6447	26.849400404921354
SSBH23Aug07.618590	6446	73.318131710484593
MA03aug09H.R1.617750	6443	70.57634778180892
TBH19Nov05.618158	6439	45.301281710365366
UQ299.591123	6439	39.718202819178131
T.2.3.H.E.5.479862	6438	74.894821243278926
MA06jul09H.618537	6436	66.218534143062442
ME04May06EB2R1.486611	6427	10.420658632980636
RMK.ENR.29.1.608819	6426	61.60748272596328
TBE02Aug07.618147	6424	64.797767160225177
RMK.ENR.26.2.608854	6409	30.337626389932559
TBH25Sept05.618222	6409	56.145160161444608
sp1342.486409	6405	40.866556245977911
671.538628	6396	49.574080815435018
M11Fcsw.6.378646	6391	9.6844469457462452
438.538559	6389	45.475068708284255
sp1347.486383	6388	27.092554638926686
54379SDZ1.F8.Tcris.stom.609783	6378	67.527219606524298
SSB29may09E.617920	6375	57.19330304227578
W.1.3.H.E.2.479685	6371	51.010582832294283
TBH13Jan07.617673	6369	36.325244746558873
RMK.ENR.10.2.608828	6367	27.226817512267825
HCanyon12R1.603196	6365	55.965490781642089
MAE16July07.618934	6363	57.309464839953606
HCanyon10R1.603162	6349	54.326930869600453
Even1.6.378691	6347	7.7664739418602302
sp1599.486211	6347	28.204169674469764
RMK.ENR.28.1.608843	6346	38.624777039078964
655.538611	6339	49.165743816906613
sp0314.486178	6338	46.447988317311498
sp1344.486310	6327	26.403231615853517
TBE25Sept05.618351	6319	59.65191422696563
Halls5R1.603142	6317	53.566020179167651
510.538542	6315	46.611793888826249
MAH10Aug07.618295	6315	74.934153910345003
sp0349.486235	6312	24.096565928046626
NSBH06May09.617990	6311	58.897630271372151
KH21.488310	6305	31.090642103857963
sp0752.486228	6302	50.436960383854732
45300SDZ3.F3.Pnem.cecum.609809	6301	33.430524391755952
sp0381.486399	6286	23.851681673319099
sp0343.486402	6284	23.155317874741279
MA24jun09H.618184	6284	66.805506171585307
AcidCtrl1.G3.608758	6284	28.096706138323423
HCanyon6R1.603121	6278	55.620691390328588
TBH24Aug09.617808	6272	53.331352860792578
MAH13June08.618601	6272	68.904654784564798
MAH05Oct08.618834	6265	75.338659256686341
sp1010.486203	6257	28.015133468787223
M11Fcsw.2.378610	6254	14.524434758028503
sp1553.486218	6249	26.024367343454845
RMK.ENR.25.1.608867	6246	25.081927243616203
sp0310.486188	6242	21.566850617515566
W.2.2.H.E.1.479840	6241	53.620960230679913
M31Tong.6.378608	6239	17.726444673019966
sp1545.486382	6236	28.291578317436628
SSB08jun09E.618193	6235	51.369549584885924
MAH04July07.618324	6234	74.071443068804541
HCanyon6R2.603113	6229	55.865130789536835
TBH05Jan08.618861	6227	49.432749603184931
ME20Aug07EB2R2.486642	6225	59.604975396391467
M42.533985	6217	64.752027734557572
TBH08June09.618406	6206	49.288986447795381
C7.10m.L3.608683	6198	30.162735074801855
UQ302.591115	6197	38.84241001208197
RMK.ENR.7.1.608810	6195	50.117915353794686
SSBH16July07.618848	6192	69.780447017783615
Even1.1.378500	6190	10.821981527011761
sp1597.486210	6189	28.225344995429786
TBH29May09.617519	6188	52.688935131169032
C6.5m.L3.608698	6187	30.183043864987596
sp1016.486371	6186	35.182972210866168
C8.3m.L3.608718	6179	29.858694467652292
UQ014.591073	6173	38.730816460742489
TBE24Aug05.618659	6172	64.26894343649947
462.538572	6168	64.555542438909214
TBE07July09.618760	6163	54.167801351719355
Stillton6R3.603175	6160	57.149845986591771
MAE20Sept05.618981	6148	64.988154210639664
Stillton10R3.603194	6148	54.391733208078904
P.Masambaba.SB.414876	6147	45.189181839532267
1409B.486468	6146	20.183463700326246
MAH09June08.618895	6143	75.499951695488349
TBE15Nov07.618015	6142	49.890667832876453
sp1933.486247	6134	25.941603503962714
463.538589	6131	52.848958974990758
NSBH29May07.617761	6128	58.238108934968494
CBE16Oct07.617934	6128	73.658032810237174
sp1543.486261	6111	21.823826327779514
M31Fcsw.5.378680	6108	12.784149609217419
TBE24Aug09.618398	6107	48.976184684784293
LbG.479910	6104	65.827210282373599
sp1617.486356	6103	27.820684224417302
Stillton6R1.603193	6097	65.362454776899369
570.538613	6097	47.381829583757941
TBE27Aug07.617570	6096	52.866515724933485
0102BCDNA.486538	6093	29.373900723079931
UQ203.591028	6086	37.831243809937916
sp1160.486357	6085	32.022139764300469
CBH29June09.617996	6080	46.419216346937667
UQ892.591121	6068	31.01987754759708
sp1027.486352	6068	24.766249808401483
UQ11007.591015	6062	46.193675260310094
SSB17aug09E.618023	6060	62.835147332094508
MAH28Sept08.618724	6059	71.957790034112278
sp0354.486204	6058	33.685012335292583
45300SDZ3.F5.Pnem.colon.609767	6052	37.027473190041952
374.538592	6051	49.287437670902364
TBE30Aug05.618024	6050	57.493981231268123
54432SDZ1.H4.Tfran.stom.609734	6044	41.70240053258145
UQ279.591097	6043	38.217905660948233
M31Tong.5.378660	6043	17.420924207357373
UQ599.591029	6040	36.216760250026489
HKH20June07.618170	6039	69.483867538404297
sp1083.486405	6036	25.303017101033216
IC2.S3.G3.608785	6033	68.056794412364567
sp1299.486367	6026	32.769471774858459
NSB21may08H.618093	6024	48.904118046551829
54432SDZ1.H5.Tfran.stom.609770	6019	42.411892924493642
TBH22May08.618508	6016	58.535375017722956
361.538736	6015	50.464396284829725
MAE08Aug07.618919	6013	59.768307385857312
M11Fcsw.7.378690	6012	10.222557411210255
Phylospora.comosa.3.2.479647	6002	69.526169942291688
MAE11Aug05.618700	5992	68.153189525896877
M12.533968	5989	50.36182417981636
W.2.2.S.E.2.479726	5988	39.022947398990034
766.538539	5988	50.838832104196321
HKH16July07.617575	5988	69.80090613234637
TBE15June09.618049	5980	45.099557917565328
TBE13Sept05.617562	5977	53.077833523614004
sp0342.486270	5969	23.985663348685186
HKH09July07.618101	5966	70.16726304402097
sp0192.486253	5961	31.048170476929503
sp1000.486433	5960	47.700973756604512
sp1015.486184	5950	45.055877549713408
Stillton4R3.603169	5947	47.268618757947557
TBE09Oct05.618980	5941	61.370100160751825
HKH27Aug07.618246	5937	76.983347189680799
690.538567	5936	55.883809209440507
SSB13jul09E.618313	5936	61.690900701584184
sp1568.486318	5933	25.180332834775363
TBH24June08.617968	5932	59.248282365620362
TBH15June09.618712	5928	48.068386322735449
MAE27Aug07.618448	5924	69.762847792115892
MA16jun09H.618731	5920	66.680395387149915
M5a.533960	5919	56.718100784829005
TBH05July07.618109	5919	52.852651996521971
N.3.1.S.E.2.479907	5916	74.305611936528564
UQ491.591069	5913	41.548440550233806
TBH25July08.618009	5909	56.712409948700859
SSBH13July07.617594	5906	61.568390435538099
TBE09Sept08.617512	5902	59.265713560612468
MAH24Aug07.617900	5901	76.303158834691374
sp1386.486207	5898	36.529864073205879
767.538807	5898	48.167455927414544
MAH15Aug08.618357	5889	71.612903225806463
PLRP16.mat.589059	5883	57.26134378532317
N.3.1.H.E.2.479614	5883	48.039698740057716
sp0345.486199	5881	26.813345545365415
UQ867.591107	5872	40.770714555173562
414.538798	5862	49.278605303586936
TBH10Oct08.617833	5862	59.516230448793529
639.538679	5861	55.979399441340782
TBE20July05.618338	5861	49.881683616956998
MAE18Sept07.617746	5860	68.027259556048435
UQ351.591052	5858	26.358451227818421
MA30jun09H.618720	5857	62.479912912757243
TBH12Aug09.618654	5854	56.827025814876862
TBH29June07.617717	5851	54.349858199851077
CBE29June09.618372	5847	60.280077047217453
TBE03June09.617646	5845	44.209216837763933
SSB08jun09H.617601	5840	50.263830007908417
NSBH15June09.618569	5840	44.593306799708508
M11Fcsw.3.378617	5834	11.177440633245382
UQ825.591090	5833	39.186622055991215
MAH01June07.618879	5831	72.821552944778233
M11Fcsw.4.378545	5827	11.617922953857486
UQ423.591014	5826	37.775634136551382
M2.533982	5819	31.589439892112171
sp0734.486191	5818	30.351418874328274
MAE24Aug07.617776	5807	68.120123606439833
TBE05Sept05.617967	5806	58.962964545522524
FBE21June07.617890	5805	50.537998938741822
WSBH25Sept07.618099	5805	65.202377274131692
SSB15jun09E.618269	5799	48.562722311694031
UQ215.591056	5795	41.446117408221959
MAE24Aug05.618671	5792	54.042302306728573
sp1039.486361	5791	25.22898577286994
NSBH22Oct07.618316	5787	51.243689200837338
AcidCtrl3.L3.608710	5787	24.895244955506556
sp1631.486385	5787	42.182321448082455
RMK.ENR.7.2.608808	5785	58.760046933998566
MAH09Oct08.617621	5783	74.536378962678924
ME13Mar01EB1R2.486603	5778	15.459664794521563
M4.533962	5776	34.908626226986925
FBE25July07.618821	5776	61.077451623322595
2408B.486546	5773	21.35888901641226
388.538682	5771	47.991680748732612
TBE05Nov07.617980	5765	46.846437408473463
RMK.ENR.8.2.608877	5755	50.443350589472836
MAH09July07.618225	5750	73.715041572184418
TBE13July09.618059	5746	55.09507744211011
SSBH10Sept07.618214	5746	70.195727547254222
NSBE17July09.618964	5717	52.285379431585113
C11.3m.G3.608778	5715	43.979289472851704
TBE13June08.618773	5715	51.086290816490987
N.1.2.H.E.4.479867	5709	43.975186798957075
M31Fcsw.2.378582	5708	14.666368005609634
TBH18Aug09.617533	5706	43.368269284090275
TBE11Aug05.618583	5703	54.214532156563763
CBH16July07.617714	5703	66.073770024514005
MAH05Nov07.618860	5701	75.240621915103659
CBH01Oct07.617852	5694	54.865741023915838
SSBE24Sept07.617611	5693	66.768509190599659
SSB13jul09H.618282	5693	61.142817371937639
804.538718	5684	56.10578629747959
UQ857.591019	5680	34.732551735771736
RMK.ENR.15.1.608892	5674	27.62082962690306
TBE18July07.617795	5670	67.315849735565124
CBE25Sept07.617969	5670	60.748006492131822
ME22Aug06EB2R1.486686	5662	54.704300592727151
SSBH31July07.618584	5660	68.5922736514771
SSB29jun09H.618426	5657	64.083040137233283
F11Fcsw.5.378586	5655	11.998843308576721
N.2.3.H.P.5.479836	5655	75.22858439789897
UQ626.591008	5653	46.820100041796437
PLRP15.mat.589052	5653	61.59369552515561
T.2.3.H.E.4.479900	5652	79.026470215730143
TBE29June05.617760	5650	51.974298131015537
FBE06Nov07.618042	5642	44.987859868192857
SSB27jul09E.R1.618655	5634	61.971945187707774
Even1.7.378585	5630	8.1734311756215234
Even3.1.378584	5626	11.087129050681263
B1.5.6.06.486153	5622	22.196738830199102
CBH13July09.618419	5619	43.399742930591259
UQ361.591058	5610	46.646790719989035
NSBE05June09.617663	5608	51.30905273358637
WSBE17Sept07.618939	5607	64.559107307660042
sp1645.486411	5596	26.980425813523045
TBH12Aug08.618303	5596	58.9118477776126
NSBE08June09.618131	5588	50.930575607306508
M6.533983	5583	36.936693954301127
UQ523.591103	5581	38.299633353904241
sp0344.486275	5580	28.133761628014931
MAH13Sept05.617896	5578	73.253003355099395
N.3.3.H.E.3.479577	5573	58.493082038781353
CBH25July07.617602	5566	68.85384059715868
AcidLow3.L3.608697	5566	28.742419881497067
SSBH09Aug07.617785	5563	62.677567905088985
751.538644	5557	60.580565588934896
45560SDZ2.D4.Pnem.stom.609815	5555	34.152760241568672
MA28jul09H.R2.617597	5553	66.589275134901442
HCanyon11R2.603120	5553	52.943801349187602
UQ168.591031	5550	34.286656656048471
TBE25July07.617975	5544	73.492815799890877
M10.533956	5542	62.70804258664505
M37.533988	5538	68.247446731297629
UQ832.591045	5536	32.599899378070837
45300SDZ4.D8.Pnem.stom.609941	5534	26.318865099815785
sp1637.486415	5532	28.488191054228789
M31Tong.7.378603	5528	18.683802892504946
TBE15July08.618008	5527	52.220672751859368
45560SDZ2.C1.Pnem.stom.609878	5524	34.480294005829428
CBH07July09.617608	5523	48.115640655171013
sp1021.486237	5522	46.656478992524946
sp0341.486201	5514	22.790878988426229
1204BCDNA.486523	5511	17.6893640590121
UQ100.591068	5506	35.464379251098769
TBE18Aug05.617871	5500	58.76247228381375
RMK.ENR.12.1.608823	5500	46.33467202141901
CHF2.414594	5497	24.131592157639091
UQ422.591126	5485	39.326014189174963
UQ184.591034	5484	30.985402026031245
TS28.1.378579	5481	14.332765311528933
Even1.3.378674	5479	8.6869844909397802
M31Fcsw.3.378512	5479	13.845928449120493
TBH21JJune07.617993	5469	59.73128771056232
PLRP6.70.589057	5469	49.93680208083066
sp0346.486328	5466	20.945355653252172
M44.533951	5466	62.324971849175192
TBE29May09.617918	5465	46.725448464578903
TBE08June09.618689	5461	57.389816508348581
W.2.1.S.E.5.479841	5457	56.474410426938803
W.1.3.H.E.1.479777	5455	53.457745926294045
SSB02aug09E.618135	5454	58.811413243066312
MAE04Oct05.618702	5451	58.315134785723025
TBE12Aug09.618097	5450	47.567477109182626
sp0371.486309	5449	22.964389458438188
54379SDZ1.G8.Tcris.stom.609904	5444	68.939944924130813
WSBE09Aug07.618210	5430	66.667925383279211
UQ173.591012	5407	42.127478263185225
TBH27July09.618965	5406	44.614584467264173
TBE20Sept05.618450	5402	52.201048000395467
N.1.2.H.E.3.479842	5402	45.200909876480452
54379SDZ1.H1.Tfran.stom.609796	5402	60.56702742181794
sp0333.486377	5399	23.730158386049194
sp1277.486281	5395	48.739228069454221
WSBH27Aug07.618663	5395	64.947238106467026
TBH19June08.617695	5392	58.086715990135303
C6.10m.L3.608729	5390	29.26058314377714
0401B.486509	5382	19.396626673621977
UQ829.591083	5369	38.401073731508767
L.Jacarepia.AB.414874	5363	63.293102517411818
TBE29June07.617498	5362	48.893360160965791
TBE18Aug09.617927	5361	51.807839528401288
MA09jun09H.618409	5356	67.366764110636382
WSBE11June07.618759	5351	50.305021854658662
583.538636	5347	46.009191719020109
SSB02jun09E.618985	5345	52.242968282465583
SSB23jun09H.617672	5339	63.373416164349862
45661SDZ2.D2.Pnem.stom.609903	5339	35.809370170233407
M31Fcsw.6.378623	5331	12.148550753260706
N.3.1.H.E.5.479828	5326	49.023167401700718
SSB12aug09H.617712	5325	58.945753932080279
0103BCDNA.486452	5321	38.929039457123949
TBE05Aug08.617691	5317	73.134827328749566
Even2.1.378535	5315	11.30212597057875
UQ461.591064	5313	46.277982745707227
MAE06July05.618595	5306	59.159078735940007
TBE19Nov05.618958	5304	45.288757382498915
HKH22Aug07.617730	5299	70.861594511840636
373.538630	5296	50.87060942659862
WSBE16July07.618256	5295	49.725135800858034
418.538585	5292	46.851180595548634
SSB21jul09H.617786	5283	58.594398731788331
W.2.2.S.E.1.479620	5282	80.872127193484616
TBE27July05.618686	5282	61.136512083605488
UQ040.591023	5281	30.705613345785963
TBH07July09.617971	5280	42.544686120383332
WSBH02Oct07.617502	5275	61.83083706861995
ME22Apr01EB1R2.486614	5272	9.1163025035749481
TBE07Nov07.618321	5271	45.631393349459387
M31Tong.1.378612	5263	22.106741807904882
F11Fcsw.2.378667	5259	12.658636613168857
MAE09July07.618441	5257	64.711826275952802
F11Tong.1.378616	5256	35.728197359878813
HKE26July07.617951	5253	42.457169224357358
TBE03Aug05.618137	5252	57.996195820798881
RMK.ENR.13.2.608869	5248	68.53062269691857
ME29Apr09EB1R1.486682	5246	24.637206764866342
M31Fcsw.4.378672	5246	14.386728611597549
RMK.ENR.18.1.608809	5239	22.93228462578346
NSB04oct08H.617979	5235	70.464657277623516
sp0325.486283	5235	23.013449386540781
NSBH12June09.617593	5235	43.33765103093878
Even1.4.378655	5235	9.3644265546610672
sp1934.486258	5229	22.725521492652319
SSBH21Aug08.617579	5226	62.903225806451616
FBH25Sept07.618856	5220	71.584249797062128
F11Tong.5.378539	5217	31.339539424859549
CBH10Sept07.617775	5212	66.660499537465313
0103TCDNA.486508	5211	35.576227390180883
0109TCDNA.486552	5206	24.634952015114926
N.3.1.S.E.3.479805	5203	85.18037014723447
UQ862.591074	5199	39.621398113451349
sp1100.486363	5197	39.683048290410007
NSBE13July09.618167	5194	52.852321704480765
TBE22June05.618004	5193	42.145076497502529
sp1023.486233	5193	46.519891100695475
CHD5.414595	5192	38.213899189184389
TBH13June07.618208	5190	58.940275085387242
CBH23June09.618240	5190	42.888286220924165
RMK.ENR.16.1.608885	5185	31.242040920281855
UQ866.591116	5182	42.44585305591248
SSBH07July08.618323	5182	62.666812813416271
0911T.486492	5181	36.19295359779656
sp0769.486266	5181	32.081469681898177
SSBH21July08.618886	5180	66.984560811793088
sp0768.486413	5177	31.344346168233322
TBE22May08.618538	5173	53.395662379872796
FBH18July07.617709	5167	58.558954999189382
F11Tong.6.378670	5164	31.689608734807905
HKE10Aug07.618943	5144	56.589096613936462
45560SDZ2.D5.Pnem.stom.609970	5143	34.390234581852525
TS28.5.378677	5143	12.355208474669963
