SampleID	Number of novel OTUs	Percent novel sequences
SSBE11July07.618212	2241	60.683900523560212
1230C2H2.587730	2240	39.588622626983998
MAH20July07.618892	2240	73.753561253561244
SSBH11July07.618560	2239	68.052690049198532
NSBH21Aug07.618753	2232	54.382904491931974
TBE09Nov07.618988	2229	47.39061354192129
45661SDZ2.G5.Pnem.stom.609993	2229	31.169190347783999
SSBH03July07.617596	2227	64.440627013098563
NSBE07Nov07.618414	2227	53.073029645697758
TBE09Aug07.618804	2224	60.829780596859727
FBE28May07.617762	2224	50.63065207044265
CHC10.414570	2224	25.302455058937571
SSBE07Aug07.618555	2223	59.666039510818436
45187SDZ5.B3.Tfran.stom.609974	2222	32.833169852336894
B5.5.15.06.486162	2221	10.190946148895087
L4S195.274073	2220	16.023498430061782
WSBH31May07.617599	2220	40.652200563932816
WSBH17Sept07.618948	2218	63.551401869158873
L2S184.273588	2218	23.323656648451731
NSBE11June07.617756	2217	45.686502993530759
827.538775	2216	45.87494056110318
B1.5.16.06.486145	2216	10.385827038379459
FBE27July07.618874	2213	61.194141383948583
WSBH07Aug07.618454	2212	47.505723006486072
L4S20.274959	2207	9.0504432744355814
WSBH16Oct07.617783	2206	54.663693794128577
WSBH05July07.617587	2205	47.973217517191458
RMK.ENR.34.2.608893	2204	4.2552284902394666
TBE18Nov07.617889	2203	48.415522091676323
HKH07June07.618562	2201	68.201183431952657
L2S211.274302	2198	18.59624371748523
L2S223.274381	2196	23.352002313901817
L4S186.273861	2194	21.596324703956487
NSBH09Aug07.618809	2192	54.794427914525286
NSBH29May09.618107	2190	42.88440567066521
46834SDZ4.C6.Pnem.stom.609876	2189	27.6365556956418
TBH10Sept07.618263	2188	52.301032301032301
CBE29June07.617618	2187	57.682252082446652
L4S136.274563	2187	7.9472085074060006
M30.533965	2186	46.336418811243348
TBH15Nov07.617984	2186	50.028951939779965
L2S230.274079	2183	22.306692837199016
TBE17Nov07.617864	2182	49.337237977805174
TBH14Nov07.618865	2182	46.936042848141149
45661SDZ2.F5.Pnem.stom.609820	2180	34.32282003710575
TBH04July08.618482	2179	54.874470166286272
0709BCDNA.486535	2178	26.249242577257121
CBE10July07.617568	2178	68.6492100803586
CBH06Aug07.618331	2177	63.542209107215186
422.538615	2175	45.47257105089227
TBE14Nov07.618496	2172	44.909877433309305
45796SDZ4.G4.Pnem.stom.609778	2170	12.190095047523762
1208T.486596	2169	21.564549672052472
IN5y.609420	2167	40.478880224836743
F11Plmr.1.378650	2164	25.407594217312539
46834SDZ4.C8.Pnem.stom.609797	2161	32.949266278298062
B4.5.16.06.486118	2157	21.558677031448639
L4S52.273378	2157	20.040130796670631
L4S78.273629	2153	11.724713896102202
0802BCDNA.486477	2151	22.938511326860841
L2S198.273998	2148	17.234797503976505
NSBE21Aug07.617748	2147	56.714684014869889
0707BCDNA.486449	2144	20.228485874235126
NSBE23Aug07.618111	2141	51.065129418950903
CHC9.414572	2137	43.708635915592119
SSBH06June07.617622	2133	56.366664353618766
SSBE30Oct07.618379	2133	62.133286627550575
L2S228.273850	2131	22.884344146685471
L2S267.274489	2130	11.992927563478476
MA16jun09E.618066	2129	44.859111157153215
L2S222.273793	2128	17.416413373860181
L2S199.273944	2127	16.148188639864831
L2S113.273234	2125	11.622554660529344
NSBE07July09.618954	2122	52.717459520522155
B5.5.19.06.486134	2121	9.1484263959390866
NSBE09Aug07.618300	2116	60.098709187547463
L4S59.274899	2115	20.272994966564646
NSB29apr08E.618885	2109	75.099999999999994
SSBH19July07.617600	2105	34.235948477751755
CHA10.414590	2105	34.357083527481208
46834SDZ4.C2.Pnem.feces.609688	2104	37.7508793709911
L4S33.274689	2103	16.219262631457994
WSBE22Oct07.618507	2103	56.305787503599191
IO3y.609392	2101	59.913163607657395
WSBE29July07.617733	2099	60.319132921872644
L2S219.273918	2099	13.895722561701451
L2S134.275076	2097	19.46864610799037
L2S214.275121	2090	15.944119454016082
FBH25July07.617866	2089	66.39846539137848
NSBH19June07.618830	2085	45.511022044088179
L2S217.274124	2081	16.935266351989213
L2S158.273322	2080	22.63409060357575
TBE05July07.617736	2080	46.514935988620195
TBE12Aug08.617830	2077	73.473438412142443
L4S271.273427	2077	11.163692647084988
WSBH31July07.618231	2076	44.876989869753977
HKE20June07.618051	2073	43.325037637877536
L2S168.274483	2068	19.703937522109445
L4S216.273617	2068	10.476709253573668
B1.5.9.06.486147	2066	17.347309127335549
TBE19June07.618567	2065	29.19618020704884
L2S365.274608	2064	18.814645145127233
RMK.ENR.31.1.608852	2063	5.777879800375783
CBE23Oct07.617700	2062	72.503803727653107
TBE05Jan08.618581	2061	47.651091126344255
1409TCDNA.486592	2058	30.133114514952592
FBH17Sept07.617544	2058	52.597196676603033
L4S148.274292	2056	38.668254913639075
46834SDZ4.C4.Pnem.jeju.609963	2054	32.082782258815641
CBE06Aug07.618183	2052	75.440153868915516
M11Tong.5.378652	2050	32.306532663316581
M11Tong.7.378644	2049	32.191379402205769
WSBE25June07.617493	2049	48.021828103683497
L2S195.275103	2048	15.215000868105793
Halls5R2.603123	2046	74.152797272909567
MAH11Sept07.618967	2044	64.954128440366972
45300SDZ4.E3.Pnem.feces.609880	2043	30.750762195121951
L2S178.274740	2043	14.700982220564466
L4S229.273698	2042	23.931323636193287
FBE31July07.617576	2042	24.429500333770118
45560SDZ2.D3.Pnem.feces.609935	2039	28.272277146288101
UQ223.591039	2037	36.741866709485194
RMK.ENR.35.2.608851	2035	5.8062879837372439
54323SDZ1.D5.Cguer.stom.609987	2030	13.839254370568
CBE05July07.617561	2028	63.461961301671067
FBE02July07.618900	2026	52.634570567839475
L2S182.273544	2024	24.759914283446651
NSBE22June07.618163	2017	57.791525621571147
L4S185.274210	2017	9.6919145515102798
46834SDZ4.D3.Pnem.stom.609795	2011	31.853052046822299
L4S203.274402	2010	17.811126012188705
54323SDZ1.D3.Cguer.stom.609846	2009	14.985053890198721
WSBE23Aug07.618746	2009	62.60568537380999
L4S202.273235	2005	11.05998825937267
48000SDZ3.H5.Cang.stom.609793	2003	52.931124309680108
L4S129.275011	2003	18.547993938994665
TBE10Sept07.618699	2002	66.57073170731708
IN4z.609513	2000	34.322851153039835
MAE01Nov08.618972	1999	54.537335332206304
CBH12July07.618288	1998	70.078186082877252
44568SDZ5.C8.Pnem.stom.609760	1996	22.76845251782019
54167SDZ1.A2.Tfran.stom.609916	1996	35.302841086481422
IO4x.609435	1995	61.3122640045518
L2S212.274232	1993	16.250247868332345
L4S72.274334	1992	10.541264686668624
CBE02July07.618665	1990	62.019043376579987
L4S257.274976	1982	9.3485217461307801
L4S263.274538	1979	8.6927455054657159
L4S164.274024	1979	14.959811829896536
L2S190.273784	1967	16.498960695389268
FBH20Aug07.618106	1966	58.453950895250351
SSBE07Nov07.618983	1965	55.916219972205681
NSBE19June07.617803	1963	55.070296141190546
46834SDZ4.C7.Pnem.stom.609932	1963	33.087447197528533
L4S154.274326	1961	19.717586649550707
F11Plmr.5.378622	1960	23.085188450517961
L4S103.273853	1956	8.446179762075765
44568SDZ5.D8.Pnem.stom.609929	1955	21.453013498409423
WSBH27June07.618114	1954	46.438769035532992
NSBE16July07.617572	1953	56.485809682804678
L4S87.274154	1953	10.806124626547161
FBH22Oct07.618680	1951	46.183250999764766
45187SDZ5.C1.Tfran.stom.609740	1949	33.818447841110732
L4S63.274255	1944	12.955288349287883
WSBE27June07.618582	1942	49.528837799906434
SSBH24July08.618459	1942	71.730646420208615
IO3z.609656	1937	63.452329124945585
L4S259.274847	1930	15.579122567429158
L4S105.274484	1929	9.2520065757663659
M31.533961	1929	29.475067996373529
L4S75.274965	1928	13.529738410049378
WSBH19July07.618327	1927	52.770448548812666
C6.3m.G3.608727	1926	45.798454030563171
TBE01Oct07.618673	1926	70.631590469588062
L4S65.275071	1924	16.235669002707432
1208BCDNA.486462	1923	22.961872818125816
0707T.486496	1916	17.368715709327063
IC4.S3.G3.608733	1915	51.170309779755165
B1.5.8.06.486151	1915	17.298544820188315
L2S196.273424	1910	18.01082195310487
2809BCDNA.486510	1907	16.490043088389424
L4S53.273343	1904	18.374197706582162
MAE05Aug08.617610	1902	70.74750129041341
L2S370.273996	1901	15.806381187038019
UQ510.591117	1900	35.719913054208234
TBH07Nov07.618010	1897	48.643671648133719
54374SDZ1.E6.Tcris.duod.609907	1896	7.8807915963233919
WSBE24July07.618217	1896	54.530277735619968
1307TCDNA.486547	1894	17.644942938425821
SSBE22June07.618472	1890	63.989967200463049
L4S207.274801	1887	12.684280334791822
L4S27.273795	1886	10.145433843128121
SSBH07Aug07.618600	1885	63.583701521845846
L2S166.274382	1882	19.643792561550548
CBE19June07.618520	1882	52.618336216386218
L4S224.273365	1882	11.017736486486486
NSBH30Oct07.618142	1881	54.914799621331653
NSBE17Sept07.617523	1879	56.871118012422365
IN3z.609349	1879	52.892434578178595
IN3y.609607	1874	55.776612869938504
IO4y.609259	1873	57.342780597856738
L2S215.274614	1866	13.117494278293517
WSBE22June07.618566	1866	47.675862068965522
TBE23Aug07.618216	1863	58.973952972844593
L2S129.273959	1863	15.187533694452288
C10.5m.G3.608712	1861	38.558386701185448
MAE17July07.618770	1861	56.147540983606561
L2S150.273249	1860	19.235852826360926
L2S172.273405	1858	22.288063510065211
2604TCDNA.486574	1856	25.544735042178289
IO5x.609559	1856	50.579292793999464
MAE01Sept08.618446	1855	52.762842813897805
L4S57.274432	1852	17.38710806017686
HKH23July07.617799	1846	64.279332936271601
L2S163.275092	1845	22.059561874058613
L2S135.274833	1844	14.721105527638191
NSBH15Oct07.618417	1843	65.042145593869733
45560SDZ2.E6.Pnem.feces.609721	1842	26.606964194918731
TBE27June07.617541	1841	44.333333333333336
B6.5.12.06.486116	1840	13.453207476361026
L2S136.274044	1840	26.792483704693591
45796SDZ4.G7.Pnem.stom.609957	1837	13.005674056950719
44568SDZ5.F7.Pnem.stom.609979	1835	23.166814355338946
503.538708	1829	45.936294815026422
WSBH08Nov07.618361	1822	48.88635448812559
TBE27July07.617737	1821	73.364342277235338
TBE16Nov07.618397	1816	49.562919292539135
44568SDZ5.C6.Pnem.stom.609888	1815	21.32734495222417
L2S124.273871	1814	11.568924598976354
L4S130.274090	1814	12.002776916145995
FBH05July07.618554	1814	57.8580872631115
WSBE03July07.617851	1813	52.517927644831197
L4S22.273742	1812	12.734601192165767
L4S184.274599	1812	6.8024988771385413
B5.5.13.06.486124	1812	11.674566586585286
2604BCDNA.486474	1811	20.452961672473869
45187SDZ5.C2.Tfran.stom.609893	1811	35.400803722504229
SSBE19June07.R1.618883	1809	56.616009108459977
1503TCDNA.486485	1809	33.942278170095179
L2S167.274135	1809	15.725796137613507
L4S255.273681	1805	13.206127385111529
NSB21aug08H.618899	1799	53.019775521111697
L2S103.274678	1794	17.340910999748033
L2S227.275054	1792	17.497098926602845
45796SDZ4.G6.Pnem.stom.609852	1791	13.165898283810856
WSBE27Aug07.618245	1785	71.791269965142291
B1.5.10.06.486123	1779	12.311702952159516
NSB29apr08D2.618268	1778	84.931017424284065
1307BCDNA.486573	1768	19.435019633258356
TBH18Nov07.618292	1766	50.555017507263656
L4S149.274438	1765	15.415375226838396
L2S123.273268	1764	19.449467550733374
WSBE19June07.618870	1763	49.217366669027548
1230A2H2.587732	1763	43.125484276594662
1708T.486526	1763	28.995010691375622
MAH30July07.618647	1760	29.526869158878505
F11Plmr.6.378587	1758	22.451975237730551
WSBH09Aug07.618880	1758	46.07188782070908
WSBH21Aug07.618576	1757	66.093313265964298
1708B.486500	1756	28.867932842726834
FBH16Oct07.617706	1755	52.161274014155708
TBE11Nov07.618867	1755	45.726753944276602
B3.5.9.06.486126	1754	14.907941378763029
L2S254.273957	1754	12.068188222034376
L2S206.274681	1752	13.288387451843697
L4S156.274308	1752	11.02915466457983
NSBH29June09.618035	1751	48.903982710713187
CBH19June07.618763	1749	55.292471312622446
C11.5m.G3.608755	1749	31.100111544896819
48000SDZ3.H8.Cang.colon.609711	1749	17.358713512914719
L4S249.273807	1749	9.0922836550577095
L2S102.273640	1748	10.991980991980991
B6.5.11.06.486140	1748	13.529943532432823
MAE01Aug08.618592	1747	68.272579521708849
L4S199.273553	1743	7.3354433593419426
SSBE16July07.618031	1742	57.380457380457386
MAE06June08.618558	1742	54.505227059018743
IO4z.609387	1741	57.437560369808196
CBH29June07.617828	1739	58.086358086358082
WSBH19June07.618545	1739	38.503301540719001
MAH26July08.617591	1737	53.196965591980494
WSBE16Oct07.617881	1735	55.749599257571923
CBE29Oct07.618881	1735	82.40775960441232
CBH31July07.618412	1732	66.620287550520104
L2S152.273834	1732	17.890933164151932
L4S68.275042	1731	16.430401366353546
0710TCDNA.486446	1730	32.231736687182234
46834SDZ4.B6.Pnem.stom.609790	1729	32.630713873217537
HKE22Aug07.618511	1729	63.496204933586341
F11Plmr.2.378546	1728	23.339490803951492
IN4y.609637	1723	33.56558900037161
FBE27Aug07.618857	1723	56.944622896055506
NSBH10Sept07.617507	1722	49.671957671957671
0704TCDNA.486571	1722	28.874910989793495
FBE10July07.617583	1721	59.268608855836803
L4S274.273701	1721	12.345078506527617
NSBH07July09.618854	1721	46.017023134002621
FBE09Aug07.618863	1720	59.746031746031747
L2S105.273526	1720	10.646007747094838
L2S180.273868	1718	25.018551287173924
CBH17Sept07.618928	1715	69.029162052417874
NSBH01Oct07.617804	1711	44.676769614425474
45796SDZ4.F3.Pnem.stom.609840	1711	10.066422205112813
WSBE13July07.618519	1709	51.841894935697162
54432SDZ2.H8.Tfran.feces.609808	1704	10.173729642756191
CBH21June07.617883	1704	56.26221896383187
45187SDZ5.A8.Tfran.stom.609944	1703	31.669946072001164
NSBH03July07.618762	1703	45.694937117059013
0704B.486466	1701	22.716383710030204
WSBH22June07.618645	1700	43.371107060781362
NSBH11July07.617944	1699	43.5939070594603
F11Plmr.3.378609	1699	23.117574448387597
IO3x.609441	1695	60.413316939373871
SSBE23Aug07.618182	1695	69.935281427730928
TBH10July07.618766	1694	55.485893416927901
L4S198.273770	1693	13.478643988893877
SC5x.609490	1690	29.795799934714012
L4S169.274837	1689	15.75207695671185
NSBE12June09.617956	1689	51.206868621415843
NSBH25Sept07.618652	1687	45.261552897020877
IN4x.609569	1687	38.033179528723892
TBH31May07.618634	1685	54.675790159661133
L4S258.273669	1684	14.709282677907618
CBE01Oct07.618347	1683	58.757813539034444
MA13aug09H.618082	1682	64.564894144303622
L4S159.274898	1680	9.1185611320505195
IO5y.609345	1680	46.808025535795714
TBH20Sept08.617836	1678	59.434422233057049
TBE19June08.617806	1677	49.245333571492367
NSBH07Nov07.617959	1677	53.137996219281668
L2S97.273709	1675	14.515613343280402
L4S5.273376	1675	6.5936088575514304
SSBE25June07.618156	1675	61.641067097817306
TBH13June08.618649	1674	56.030097498940222
L2S225.273366	1674	24.851647227337835
NSBE03July07.617903	1674	58.473416731821736
FBE05July07.618820	1673	59.400616433864514
L2S359.274772	1672	12.232570695822366
46834SDZ4.B2.Pnem.stom.609695	1671	33.006743262611309
FBH19June07.617620	1671	47.3030402092187
C11.0m.L3.608741	1670	23.369815909758039
IK2x.609591	1664	60.442632498543972
45560SDZ2.D8.Pnem.stom.609715	1664	26.962417577296765
44899SDZ3.G5.Pnem.duod.609761	1664	56.775181544237519
CBH05July07.618238	1661	63.065246508068121
L4S101.274773	1660	5.9311215342025614
NSBH22June07.618438	1660	46.406763738844525
0911B.486454	1658	22.765531942948815
CBH23Aug07.618633	1657	61.341784773164306
L2S107.274394	1652	13.974029012634533
L2S218.274421	1650	11.324850096318203
C9.10m.G3.608788	1650	14.430385340560925
L4S248.274393	1648	10.991084387310803
L2S179.274237	1648	21.789140720989202
NSBE13July07.617577	1648	58.465216896276893
HKH24Aug07.618150	1647	69.139566395663948
TBE29July08.617713	1646	58.994595522003948
TBE10Nov07.618012	1643	45.36544203557056
MAE19June08.617639	1642	63.914045776387283
L4S126.273575	1642	14.372706690608167
L4S118.273855	1641	19.470985594530806
L2S125.274921	1641	13.985336837736892
L4S112.273401	1639	6.8479731305686435
L2S246.273825	1639	10.193916533681513
NSBH19June09.618037	1636	44.786535303776681
L4S82.275123	1636	19.794693273395101
CHB4.414582	1635	32.018416970970065
L2S117.275169	1635	9.9228901518183523
CBH23Oct07.617792	1635	69.349167002939993
NSBH31July09.618376	1632	55.874385472057789
L2S143.273631	1632	21.756262313537857
44568SDZ5.D4.Pnem.stom.609991	1632	23.551607107207026
SSBH19June07.618461	1631	57.199662609953009
NSBE31July09.617843	1630	60.648686352011161
L4S58.274981	1629	18.324251687118828
M11Tong.4.378611	1627	31.191702631212586
B6.5.17.06.486174	1625	12.498750124987501
L2S151.274704	1625	15.727514828713232
NSBE02Aug09.617516	1625	55.924839795807536
IO1x.609393	1624	62.441014400097416
NSBE01Oct07.617800	1620	55.932855932855929
44568SDZ5.G5.Pnem.feces.609887	1619	15.656423546834505
L2S116.274289	1619	7.5327360441075113
L2S255.274361	1617	14.268574856457281
IN3x.609625	1616	46.792885055922383
FBH09Aug07.618297	1613	58.465707344421602
1708BCDNA.486553	1611	22.939719879284993
L2S273.274755	1610	19.730547154248008
L2S380.274540	1609	17.952354973631572
44923SDZ3.B5.Pnem.stom.609801	1603	5.1270166414975851
0707TCDNA.486570	1602	19.862449551107815
NSBH11June07.617626	1600	48.428381283915222
L2S157.274738	1598	22.966582597730138
44923SDZ3.B3.Pnem.stom.609765	1597	5.9307772380291466
TBE21Aug08.618704	1596	76.535529659160602
L2S110.274511	1595	10.732841126606509
L2S202.273648	1595	22.535343719632614
L4S106.273395	1591	5.942745608327912
IJ1x.609447	1590	56.490397842953833
NSBH21July09.618512	1589	51.986022131624935
L4S209.274347	1588	8.5286674860819893
44568SDZ5.F6.Pnem.stom.609786	1587	21.060491334342924
IK2y.609421	1583	51.873678816219339
RMK.ENR.16.2.608850	1582	83.372808165401722
WSBE31May07.617628	1582	51.000853808936533
L2S183.273458	1582	21.585209378280648
MAE01Aug07.618317	1580	53.472388715735633
CBH16Oct07.618492	1580	70.505478967833156
2601BCDNA.486507	1579	23.062871061044298
IO1y.609344	1579	65.988382712892275
L2S377.274512	1577	13.183426897730048
44568SDZ5.G6.Pnem.feces.609706	1577	13.979725090537029
IN5z.609667	1577	36.697164598242594
L2S140.275066	1576	26.352346289556301
HKE27Aug07.618780	1575	60.238788000401321
TBH09Sept08.618644	1575	59.02226772459688
F11Plmr.4.378632	1574	24.107463222102616
L2S221.273916	1573	10.381194742503345
NSBH13July07.618122	1572	45.472083522469362
NSBH17Sept07.618646	1569	49.992940844275026
IK2z.609520	1567	59.506426114764977
2004BCDNA.486544	1564	22.717290517788296
HKE06July07.618016	1564	51.920827710301396
L2S372.275084	1563	13.262158956109134
CBH25Sept07.618838	1561	59.35447701425597
2105B.486448	1561	24.376605086571121
TBE10July07.617558	1558	52.782624390830875
IO5z.609509	1558	50.574428659666459
L4S174.273514	1557	18.82878068714048
L2S368.273859	1557	15.907969840039463
FBE20Aug07.618478	1552	57.410956716179527
SSBE21Aug07.618382	1552	63.165118243243242
L2S16.273836	1548	5.1946650219720922
L4S24.274064	1546	5.4055534857217999
L4S83.274391	1546	9.0047147816175332
2408TCDNA.486493	1545	22.352601712032317
L2S145.274590	1544	22.503304735491565
TBH09Nov07.617718	1543	46.458504519309777
44568SDZ5.F8.Pnem.stom.609956	1543	25.899637663175657
MAH08July08.618054	1540	60.840461137969506
FBE19June07.617878	1539	45.931706015739628
FBH06Aug07.618195	1539	59.73336006415397
TBE10Oct08.617961	1538	57.340819495878627
L4S196.273506	1535	13.557001849227888
L4S142.273680	1535	15.138032511210762
L2S142.274028	1534	28.856993433668432
CBE10Sept07.617923	1533	64.827465405500078
L2S139.273865	1532	23.887990822339262
CBE27July07.618336	1532	65.751633986928098
WSBH27July07.618337	1529	50.075528700906347
NSBH27Aug07.617789	1528	49.356831763395121
CBE27June07.617515	1528	55.966888939986205
SSBH29July07.617858	1524	52.697379688302789
NSBE08June07.618219	1521	50.909257898603968
HKE08Aug07.617641	1521	59.661835748792271
NSBE22Oct07.618449	1519	54.65832531280077
F11Plmr.7.378523	1518	22.840212505108294
NSBH27July09.618575	1515	55.175312199807877
L2S112.273209	1514	9.1970876731722129
L2S203.273915	1514	13.4857676154923
L2S164.274096	1512	10.888287027175071
B2.5.13.06.486160	1512	18.971289863564074
L1S287.274018	1511	10.0094012010514
NSBE29May09.618852	1510	50.912635123161444
L4S62.274646	1510	16.423373695076062
FBH05June07.618400	1510	53.438943894389432
L2S119.273810	1509	32.884381148692967
L2S231.274183	1507	10.322560519091589
NSBH02June09.617759	1507	41.951686199473812
NSBE11July07.618730	1503	56.801592568015927
FBE25Sept07.618455	1502	69.057388892099638
L4S265.274767	1501	6.656612706169823
TBH02Aug07.618658	1498	58.715397923875436
MAE29July08.617939	1497	70.95783300753979
L2S120.274680	1496	8.1347807697730161
MAE22Aug07.617661	1495	65.264953833801684
45560SDZ2.C2.Pnem.jeju.609875	1495	17.805170952246396
NSBE30May07.618681	1493	54.164031203879404
TBH31July07.618017	1492	51.666366420464783
NSBH23June09.618910	1492	44.496432331266817
TBE16Oct07.618119	1488	47.805928133796989
2604T.486586	1486	18.793663688058491
WSBH11July07.618404	1484	44.50513231001036
0505BCDNA.486494	1483	21.845339194724748
L4S14.273726	1482	5.83750540039137
L4S160.274108	1482	6.9117225939135194
NSBH27June07.618309	1482	47.636949516648762
WSBE08Nov07.618769	1481	49.042553191489361
NSBH05July07.618254	1481	45.347710201114609
L2S373.274175	1481	10.271305458027449
SSBE22Oct07.617976	1478	61.658596467298644
L4S124.274897	1476	6.515837104072399
L1S321.273286	1473	6.1432046660218651
L2S122.275099	1471	11.366011993178192
L2S39.273828	1468	7.6314580746134091
1208TCDNA.486581	1465	23.471500207020288
FBH02Aug07.617805	1464	63.653330222792491
FBE17Sept07.618127	1464	49.588222432767296
WSBH10Sept07.618433	1463	49.076664801343036
2906BCDNA.486473	1460	18.861767393290695
L2S159.273882	1457	19.198324681453517
TBH11July08.617815	1454	53.496681980602347
L2S141.273404	1454	28.893843811181203
L2S305.273862	1453	18.101947126800695
L4S71.274481	1453	15.887922171584648
L4S155.273702	1452	8.9966951648825351
L2S100.273994	1450	7.166132135984606
NSBE25Sept07.617681	1450	53.542270213326319
45796SDZ4.F4.Pnem.stom.609960	1449	10.945713751042003
L1S297.274827	1449	8.3517176173967851
SSBH25June07.618475	1448	55.926976686813866
NSBE23June09.618491	1447	53.782013103037521
L4S131.275135	1447	17.047297782243596
L1S128.274455	1446	7.7439163065726637
L4S189.275114	1446	6.7839543768340631
NSBE27Aug07.617947	1444	67.634303920700944
NSBH24July09.618714	1443	55.830293203621132
M26.533978	1443	27.158020083126281
L4S109.273641	1443	11.477307438787157
TBE29May08.618961	1439	55.519235604727179
54374SDZ1.E7.Tcris.jeju.609986	1437	4.7575272796733605
L1S193.275122	1437	15.698370649925607
SD3y.609668	1437	29.434667497274567
L1S194.274523	1437	16.965522780667055
L4S43.274641	1435	23.681776133209993
L4S115.273837	1433	6.7925730287868138
2004B.486558	1433	19.948921679909194
45796SDZ4.E8.Pnem.duod.609905	1433	13.034543698497833
L2S31.273258	1431	6.3526227396500836
L4S220.274525	1430	12.522098496154289
FBE31May07.617520	1429	56.740932248498211
L4S208.273997	1428	23.712630823415516
48000SDZ3.H3.Cang.stom.609698	1428	50.482680295286762
SE1y.609440	1427	40.345430695233929
SSBH24Sept07.617732	1427	67.944737659112079
WSBH16July07.618276	1426	45.353199699860653
M13.533970	1422	22.353506243996158
NSBE19July07.617942	1420	43.318831572405223
44568SDZ5.H1.Pnem.stom.609938	1419	20.987718976668674
L2S213.273541	1418	13.554179946065211
WSBE05July07.618144	1417	49.666863456186213
B6.5.14.06.486146	1417	15.858235545631622
FBE10Sept07.618695	1415	58.920856696387538
L2S146.274684	1415	26.612361211925695
L2S376.273627	1410	16.772018541930048
L2S378.273921	1407	12.3014440433213
L2S347.275157	1407	13.233329908558511
L4S50.274371	1406	8.2104268183373819
CBE02Aug07.618485	1406	69.280607685433424
SC5y.609631	1404	29.316035051781043
IN1y.609374	1402	56.338799810073411
TBE22Oct07.618322	1401	50.202144489365438
HKE12July07.618342	1400	53.518299881936251
L4S97.273347	1398	15.268618304648543
2408BCDNA.486572	1397	16.047667787688258
CBE12July07.618717	1397	71.208307111390809
IN1x.609339	1396	53.950039355399973
MAE26July07.618831	1396	55.993374596809339
HKE04July07.618614	1395	49.235048678720446
TBH09Aug07.618473	1395	52.918153562794977
659.538639	1394	56.596306068601585
L4S77.273849	1392	11.903932643820889
IK3x.609273	1391	60.28918830101874
TBE25Aug08.618084	1391	64.815932407966201
HKE17July07.618969	1390	54.38742707465174
HKE23July07.618000	1389	63.464052287581694
M14.533974	1389	48.66382854026422
TBH04Oct08.618949	1387	54.668637595466862
L4S222.274752	1386	4.8033048033048029
L4S175.274654	1386	7.8856528041363436
C9.0m.L3.608804	1385	17.430200916986617
L1S290.274811	1385	8.3140606670018435
L4S173.273443	1385	52.618987204117886
SSBH01Oct07.618662	1384	62.870799943764929
SSBE05July07.617983	1384	60.994128366066001
MA19aug09E.618706	1381	45.962095042479696
NSB03oct08E.618828	1380	68.335535006605014
NSBE15June09.618933	1377	49.552301695986515
L1S289.274926	1377	11.394536497984774
IK3y.609282	1375	58.651415571284126
FBH30Oct07.618723	1371	51.11133872785004
L2S15.274449	1365	5.9575001791729383
L2S111.273340	1365	8.361938120256859
IJ2x.609390	1364	55.805825242718441
NSBH10July09.617556	1362	46.718092566619916
TBE28Sept08.618754	1361	53.064713064713068
HKE09July07.618970	1359	50.940209435874337
MAE30July07.618696	1359	47.643537644380743
L2S161.273767	1359	14.649350649350648
B5.5.6.06.486158	1357	24.224128094930208
B2.5.6.06.486132	1356	28.51952036820219
SSBE01Oct07.618694	1354	64.565960355434044
L2S43.273410	1353	5.8209391439890883
HKH20July07.618072	1352	15.761049267056102
L4S31.274252	1351	5.0182624733295569
NSBE15Oct07.617868	1347	64.248829110123694
TBE31Aug08.618977	1345	66.988857564773795
SSBH15Oct07.618435	1345	71.943497320993671
IJ1z.609325	1344	57.025616976376106
MAE18July08.618102	1343	56.969408403761456
L2S17.274246	1342	5.5505601138960703
L4S194.275019	1342	12.758364837649719
L4S141.274652	1341	12.705780095610605
L2S7.274964	1341	6.4478941300949097
45796SDZ4.H2.Pnem.feces.609924	1339	10.010754340144414
L4S69.274668	1337	8.1801053456740878
L4S84.274980	1336	10.038525202513659
M11Tong.3.378688	1335	32.025607353906764
L2S106.274109	1335	23.802156800291215
L2S186.274629	1335	20.742731492792572
B3.5.10.06.486159	1335	14.574446680080483
L4S92.274560	1334	7.6598599089279036
0206T.486458	1334	14.734791519927914
SSBE10Sept07.618703	1333	67.553923818265261
SSBH22June07.618963	1333	57.443675452805188
B6.5.5.06.486156	1330	15.273012963205449
L1S296.273278	1330	7.5466579861111107
CBE31July07.617702	1329	70.391577391946797
54323SDZ1.D6.Cguer.stom.609839	1328	15.397133379232647
L4S39.274588	1327	14.042553191489363
L4S137.274447	1326	5.8235961808105765
L2S11.274220	1323	5.7921165412842344
45661SDZ2.F3.Pnem.stom.609766	1322	30.276940076889431
L4S266.274150	1321	10.186368076951981
L2S294.273818	1321	22.946362363022164
B1.5.17.06.486171	1320	9.089998998898789
FBH07June07.618789	1319	49.707754253799195
L4S177.274729	1319	4.1315734338990158
B2.5.21.06.486166	1318	12.886074596558725
TBH31Aug08.617578	1317	58.301625735039778
FBE02Oct07.618918	1314	57.657209225153473
HKH10Aug07.618813	1312	42.59588068181818
NSBH23Aug07.618774	1312	53.196011116560406
TBE02Feb08.617876	1311	44.603424966200997
L1S231.274180	1310	10.019069697876159
TBH19June07.618403	1309	51.33139675623336
FBH28May07.617958	1307	54.4973544973545
