	observed_species
KH7.488307	2044
KH61.488323	1945
KH31.488278	1951
KH37.488286	1977
KH6.488262	2101
KH24.488285	2053
KH48.488300	1776
KH40.488263	2083
KH64.488299	1942
KH52.488267	1941
KH2.488302	2068
KH33.488289	2056
KH15.488292	1970
KH23.488264	2164
KH13.488281	2167
KH14.488284	1926
KH44.488298	1946
KH56.488294	1825
KH28.488276	2010
KH42.488308	2050
KH51.488291	1980
KH36.488282	1934
KH9.488318	1980
KH29.488306	2086
KH55.488272	1919
KH25.488287	2085
KH50.488309	2009
KH8.488301	1968
KH3.488305	1954
KH35.488280	2049
KH19.488277	2119
KH21.488310	2107
KH59.488283	1870
KH34.488293	2051
KH1.488321	2014
KH10.488266	1830
KH47.488324	1943
KH39.488312	1987
KH18.488275	2041
KH54.488290	2044
KH38.488313	1927
KH27.488296	1995
KH30.488265	1991
KH49.488322	1965
KH60.488319	2065
KH12.488316	2016
KH58.488297	1708
KH43.488315	1806
KH20.488317	2203
KH26.488320	2002
KH17.488279	2067
KH53.488271	2125
KH41.488303	1972
KH11.488288	2063
KH4.488274	2109
KH22.488268	2013
KH45.488261	1961
KH46.488269	1997
KH63.488311	1917
KH65.488325	1861
KH16.488295	1991
KH32.488273	2024
KH57.488314	1865
KH62.488304	1665
