	observed_species
UQ514.591113	488
UQ423.591014	918
UQ517.591071	748
UQ223.591039	536
UQ301.591067	1098
UQ001.591110	752
UQ351.591052	943
UQ11127.591048	506
UQ11117.0.8.591087	497
UQ864.591118	524
UQ857.591019	631
UQ11125.591037	602
UQ11012.591099	484
UQ870.591084	658
UQ11123.1.4.591077	670
UQ866.591116	690
UQ11111.2.9.591102	634
UQ632.591055	757
UQ510.591117	445
UQ888.591108	584
UQ461.591064	756
UQ134.591061	837
UQ496.591051	725
UQ291.591085	784
UQ865.591076	695
UQ631.591032	846
UQ801.591080	713
UQ842.591091	863
UQ173.591012	763
UQ599.591029	815
UQ272.591081	909
UQ586.591098	948
UQ203.591028	750
UQ356.591025	713
UQ833.591112	1330
UQ862.591074	720
UQ556.591060	668
UQ322.591053	1010
UQ878.591106	643
UQ804.591057	671
UQ626.591008	618
UQ491.591069	819
UQ523.591103	900
UQ873.591020	596
UQ609.591093	507
UQ288.591065	731
UQ845.591063	601
UQ299.591123	849
UQ362.591095	810
UQ234.591042	741
UQ802.591100	665
UQ863.591086	611
UQ089.591079	770
UQ392.591120	746
UQ215.591056	858
UQ330.591024	810
UQ578.591010	1233
UQ861.591101	704
UQ879.591011	653
UQ168.591031	1036
UQ279.591097	915
UQ409.591088	1088
UQ585.591017	722
UQ843.591027	1087
UQ592.591044	783
UQ249.591094	630
UQ377.591043	1070
UQ269.591022	1049
UQ829.591083	732
UQ422.591126	724
UQ373.591062	891
UQ892.591121	1234
UQ886.591122	616
UQ040.591023	1099
UQ867.591107	937
UQ562.591013	649
UQ11108.1.6.591033	567
UQ11007.591015	808
UQ11017.591059	574
UQ856.591089	673
UQ11010.591049	585
UQ11020.591030	517
UQ872.591125	554
UQ11015.591035	646
UQ11126.0.3.591124	701
UQ262.591092	1368
UQ271.591016	1184
UQ855.591127	846
UQ184.591034	926
UQ014.591073	1186
UQ405.591072	800
UQ013.591070	703
UQ841.591040	1256
UQ298.591021	955
UQ171.591075	1096
UQ521.591036	760
UQ361.591058	941
UQ085.591007	1377
UQ382.591105	1168
UQ852.591111	828
UQ100.591068	847
UQ415.591066	1175
UQ825.591090	909
UQ807.591026	760
UQ832.591045	715
UQ858.591047	714
UQ302.591115	1055
UQ817.591114	950
UQ818.591096	971
UQ311.591082	699
UQ871.591078	650
UQ205.591050	414
UQ246.591046	700
