	observed_species
ME24Feb09EB1R2.486688	822
ME04May06EB2R1.486611	559
ME08Nov05EB2R1.486664	635
ME22Aug06EB2R1.486686	728
ME08Sep06EB2R1.486640	765
ME07May02EB1R2.486683	515
ME03Nov06EB2R1.486606	750
ME24Oct00EB2R1.486660	737
ME22Oct01EB2R1.486646	611
ME19Sep05EB2R2.486636	811
ME26Sep01EB2R1.486628	816
ME11Feb05EB2R1.486630	524
ME22Apr01EB1R2.486614	544
ME01Nov07EB1R2.486645	692
ME17Jan01EB1R1.486696	465
ME29Apr09EB1R1.486682	704
ME20Oct02EB1R1.486613	669
ME07Aug08EB2R2.486629	874
ME15Mar00EB1R2.486658	659
ME13Mar01EB1R2.486603	558
ME06Aug04EB2R1.486637	887
ME13May03EB1R1.486656	657
ME26Sep00EB2R1.486638	803
ME28Nov00EB2R1.486666	625
ME20Aug07EB2R2.486642	755
ME11Nov03EB1R2.486632	666
ME14Apr00EB1R1.486694	489
ME17Jul00EB1R1.486624	602
ME05Jun08EB1R2.486634	553
ME27Jun03EB1R1.486633	663
ME07Aug03EB1R1.486643	806
ME23Jul07EB2R2.486692	796
ME08Sep03EB1R1.486607	927
ME20Nov02EB1R1.486674	664
ME3May11EB1R1.486623	790
ME06Jun00EB1R2.486672	725
ME29Jan10EB1R1.486625	552
ME15Oct03EB1R2.486690	716
ME14Nov09EB1R2.486657	821
ME11Jun04EB1R2.486626	658
ME26Oct09EB2R1.486679	704
ME30Jul09EB1R2.486678	942
ME05Jun02EB1R2.486681	513
ME22Jun05EB2R2.486631	837
ME29May07EB2R1.486689	1136
ME17Aug10EB1R1.486617	976
ME02Sep04EB1R2.486665	875
ME24Sep02EB1R1.486659	941
ME06Nov01EB1R1.486653	786
ME12Oct07EB1R2.486641	1023
ME02Oct08EB2R1.486602	1084
ME19Jan11EB1R1.486651	640
ME19Nov10EB1R1.486655	816
ME30Sep04EB1R2.486627	810
ME18May10EB1R2.486621	424
ME20Apr10EB1R2.486608	627
ME28Feb11EB1R1.486662	614
ME28Feb02EB1R2.486612	608
ME11Apr05EB2R2.486609	637
ME01Jul02EB1R1.486661	690
ME3Dec10EB1R1.486693	639
ME1Jun11EB1R1.486685	641
ME11May07EB1R2.486649	400
ME17Aug00EB2R1.486647	753
ME14Sep10EB1R1.486601	934
ME31Aug05EB2R1.486695	851
ME26Feb10EB1R2.486605	459
ME10Oct05EB2R2.486663	925
ME25May05EB2R2.486680	517
ME27Sep09EB2R1.486648	638
ME13Aug01EB2R3.486677	895
ME29Aug02EB1R1.486650	911
ME04Jun01EB1R2.486615	593
ME09Jun03EB1R1.486644	608
ME02Aug05EB2R2.486671	775
ME13Oct10EB1R1.486667	825
ME26Jun09EB1R1.486616	650
ME26Aug09EB1R2.486610	901
ME15Jul10EB1R1.486618	993
ME01Aug02EB1R1.486687	865
ME27Sep07EB1R2.486604	1037
ME11May00EB1R2.486620	461
ME21May01EB2R2.486676	490
ME12Oct04EB1R2.486635	728
ME15Jun10EB1R2.486691	550
ME09Jun06EB2R1.486670	571
ME02Jul01EB2R1.486619	538
ME17Apr02EB1R1.486668	532
ME25Jun07EB2R1.486622	607
ME19May04EB1R2.486669	469
ME09Jun09EB1R2.486654	489
