	observed_species
C7.5m.L3.608682	1022
C8.0m.L3.608790	968
C10.10m.L3.608780	982
C8.10m.L3.608699	988
C7.0m.L3.608803	952
C8.5m.L3.608786	970
AcidMid3.L3.608759	984
IC1.S1.L3.608771	958
IC3.S2.L3.608700	1089
AcidLow1.L3.608795	1019
IC2.S3.L3.608740	978
IC1.S3.L3.608714	1021
IC3.S3.L3.608721	1024
C11.10m.G3.608800	799
AcidCtrl3.G3.608736	994
C8.3m.G3.608732	880
C11.3m.G3.608778	897
C7.3m.G3.608756	834
C9.10m.G3.608788	429
C11.0m.G3.608798	735
C7.10m.G3.608723	818
C10.0m.G3.608801	615
C7.5m.G3.608784	749
C6.5m.L3.608698	1020
C6.10m.L3.608729	962
IC2.S2.G3.608763	1078
AcidCtrl1.L3.608749	925
IC4.S1.G3.608762	715
AcidCtrl1.G3.608758	821
IC4.S3.L3.608766	879
IC2.S3.G3.608785	618
AcidCtrl2.L3.608711	836
C7.10m.L3.608683	1032
C8.3m.L3.608718	913
C6.3m.L3.608730	1053
C11.3m.L3.608676	997
C9.3m.L3.608695	1017
AcidMid1.L3.608692	926
IC3.S1.L3.608715	1114
IC1.S2.L3.608707	1071
IC4.S1.L3.608693	1000
AcidMid2.L3.608773	1011
IC2.S2.L3.608701	934
IC2.S1.L3.608781	781
AcidLow2.L3.608708	980
C10.10m.G3.608688	785
C7.0m.G3.608794	707
C9.5m.G3.608767	809
C7.3m.L3.608722	1032
C10.3m.G3.608737	778
C9.3m.G3.608685	684
AcidMid1.G3.608753	794
AcidCtrl2.G3.608679	516
IC1.S3.G3.608761	522
IC4.S2.G3.608757	1082
IC2.S1.G3.608802	869
IC4.S3.G3.608733	996
AcidMid3.G3.608779	796
AcidLow2.G3.608750	818
AcidLow3.L3.608697	986
AcidCtrl3.L3.608710	942
IC3.S1.G3.608709	1021
C11.5m.G3.608755	845
C10.5m.G3.608712	709
C8.5m.G3.608789	632
C9.5m.L3.608746	846
C8.10m.G3.608691	704
C6.3m.G3.608727	912
C6.10m.G3.608751	686
AcidLow3.G3.608787	701
IC3.S3.G3.608731	993
IC1.S2.G3.608703	480
C9.10m.L3.608775	925
C10.3m.L3.608704	939
IC1.S1.G3.608776	972
IC4.S2.L3.608768	997
C11.0m.L3.608741	823
C8.0m.G3.608726	434
C11.10m.L3.608793	928
C9.0m.G3.608738	398
C10.5m.L3.608735	863
C9.0m.L3.608804	601
IC3.S2.G3.608760	403
AcidLow1.G3.608734	128
