	observed_species
HCanyon7R1.603167	1950
Halls4R2.603110	1171
CrustControlR2.603145	1802
Stillton3R1.603152	1248
HCanyon7R2.603174	2135
HCanyon5R2.603198	2130
Halls4R1.603122	1111
Stillton9R1.603144	1603
Stillton8R1.603163	1647
HCanyon9R3.603191	2040
HCanyon10R1.603162	1672
Stillton9R3.603181	1671
CrustControlR3.603140	1692
Halls10R2.603161	1698
HCanyon10R3.603109	1757
HCanyon10R2.603158	1894
Halls8R2.603137	2034
HCanyon5R1.603119	1994
Halls3R1.603105	1563
HCanyon9R2.603128	1850
HCanyon9R1.603154	1959
Stillton2R1.603130	1784
HCanyon7R3.603186	1946
HCanyon5R3.603150	2008
Stillton7R3.603164	1676
HCanyon2R2.603138	2078
Stillton7R1.603129	1593
Halls5R2.603123	1499
Halls2R1.603125	1178
HCanyon8R2.603195	2039
Stillton10R2.603115	1569
Halls2R2.603165	1023
Halls0R2.603147	2202
HCanyon3R1.603141	1947
Stillton3R2.603136	1211
Stillton3R3.603106	1416
Stillton11R1.603184	1791
HCanyon4R1.603185	1931
HCanyon12R2.603172	1894
Stillton10R1.603192	1328
Stillton9R2.603170	1394
HCanyon1R2.603111	1717
Halls6R1.603173	1712
Halls3R2.603151	1625
Stillton11R3.603139	1768
HCanyon2R1.603112	2254
Halls10R1.603166	1923
Stillton2R2.603179	1267
HCanyon3R2.603135	2101
HCanyon11R2.603120	1930
HCanyon1R3.603183	1827
HCanyon4R2.603187	2285
Halls1R1.603155	2345
Halls9R2.603153	2194
Stillton6R3.603175	1944
Halls1R2.603182	2259
HCanyon2R3.603188	2157
Halls7R1.603160	1824
HCanyon8R3.603127	1849
Stillton2R3.603116	1312
Stillton4R2.603108	1334
Stillton5R2.603189	1678
HCanyon6R3.603157	2110
Stillton1R2.603148	1693
Stillton0R3.603134	2070
Stillton0R1.603118	1777
Stillton7R2.603126	1657
Stillton8R3.603180	1673
Halls8R1.603190	2159
HCanyon3R3.603146	1985
HCanyon0R2.603132	1969
Halls0R1.603177	2136
Stillton0R2.603159	1812
HCanyon0R3.603176	1965
Halls6R2.603168	1806
HCanyon11R1.603104	1960
HCanyon0R1.603107	2018
HCanyon11R3.603143	2179
HCanyon1R1.603131	1778
HCanyon4R3.603124	2183
HCanyon12R3.603156	2098
Stillton4R3.603169	1248
HCanyon8R1.603133	1883
Halls7R2.603197	1861
Stillton1R1.603149	1526
Halls9R1.603114	2096
HCanyon6R1.603121	2228
Stillton6R2.603171	1786
Halls5R1.603142	1368
HCanyon6R2.603113	2090
Stillton6R1.603193	1873
HCanyon12R1.603196	1835
CrustControlR1.603117	1802
Stillton10R3.603194	1332
Stillton4R1.603178	1311
