	observed_species
ELB15.111810.1.608886	665
ELB6.111810.2.608805	774
FRX7.120710.2.608812	1747
FRX9.120710.1.608878	1796
ELB6.111810.1.608818	812
RMK.ENR.3.1.608820	1045
RMK.ENR.36.2.608841	418
VAN20.120210.1.608873	1037
RMK.ENR.5.1.608858	335
RMK.ENR.19.2.608840	267
ELB18.111810.2.608844	1145
VAN45.120210.2.608864	772
FRX7.120910.2.608839	1417
RMK.ENR.36.1.608856	204
RMK.ENR.2.1.608846	842
RMK.ENR.8.1.608814	397
VAN45.120210.1.608807	806
FRX6.120710.1.608863	1804
ELB18.111810.1.608860	1081
FRX6.120710.2.608855	1735
RMK.ENR.26.2.608854	468
VAN65.120210.1.608879	934
VAN20.120210.2.608806	673
RMK.ENR.7.2.608808	372
RMK.ENR.10.2.608828	361
RMK.ENR.18.2.608827	301
VAN65.120210.2.608847	460
VAN35.120210.1.608825	736
RMK.ENR.23.1.608813	442
RMK.ENR.21.2.608874	354
RMK.ENR.6.2.608871	289
RMK.ENR.6.1.608882	244
VAN35.120210.2.608845	800
RMK.ENR.22.1.608872	543
RMK.ENR.21.1.608837	434
RMK.ENR.23.2.608865	333
RMK.ENR.5.2.608829	325
RMK.ENR.24.1.608876	450
RMK.ENR.25.1.608867	425
RMK.ENR.27.1.608888	529
RMK.ENR.8.2.608877	381
RMK.ENR.14.2.608830	372
FRX7.120710.1.608883	1697
RMK.ENR.25.2.608816	640
RMK.ENR.22.2.608817	400
RMK.ENR.33.1.608859	175
RMK.ENR.26.1.608891	387
RMK.ENR.1.1.608833	758
RMK.ENR.17.1.608824	486
RMK.ENR.11.1.608849	325
RMK.ENR.15.2.608838	353
RMK.ENR.18.1.608809	409
RMK.ENR.29.1.608819	311
RMK.ENR.28.2.608815	438
RMK.ENR.28.1.608843	355
RMK.ENR.15.1.608892	389
RMK.ENR.35.1.608811	174
RMK.ENR.20.1.608832	666
RMK.ENR.29.2.608842	401
RMK.ENR.12.1.608823	282
RMK.ENR.11.2.608831	310
RMK.ENR.17.2.608861	258
RMK.ENR.7.1.608810	443
RMK.ENR.27.2.608866	651
RMK.ENR.9.1.608836	585
RMK.ENR.14.1.608862	396
RMK.ENR.20.2.608834	453
RMK.ENR.12.2.608826	256
RMK.ENR.16.1.608885	434
RMK.ENR.35.2.608851	143
RMK.ENR.13.2.608869	336
ELB15.111810.2.608857	687
RMK.ENR.16.2.608850	206
RMK.ENR.19.1.608821	320
RMK.ENR.4.2.608887	348
RMK.ENR.24.2.608868	401
RMK.ENR.34.1.608853	151
RMK.ENR.31.1.608852	140
RMK.ENR.31.2.608835	160
RMK.ENR.30.1.608848	188
RMK.ENR.34.2.608893	127
RMK.ENR.32.2.608890	144
RMK.ENR.33.2.608870	213
RMK.ENR.9.2.608822	425
RMK.ENR.4.1.608889	561
RMK.ENR.32.1.608884	143
RMK.ENR.10.1.608880	339
RMK.ENR.13.1.608881	425
RMK.ENR.30.2.608875	223
