	observed_species
TBE15June09.618049	945
TBE01June05.617898	1120
TBE07July09.618760	1045
TBE04Nov05.618630	928
TBE03June09.617646	890
CBH07July09.617608	940
CBH21July09.617825	827
SSB08jun09E.618193	995
SSB13jul09E.618313	1041
SSB24aug09H.618233	1200
TBE11Aug05.618583	1060
SSB27jul09E.R1.618655	1094
SSB29may09E.617920	1092
TBH04Nov05.618203	1291
CBH12Aug09.617676	698
CBH18Aug09.618628	780
TBH08June05.618771	1234
TBH29June05.617536	1166
TBH27July05.617988	1108
CBH29May09.618757	857
TBH29May09.617519	1001
SSB21jul09H.617786	1144
SSB24aug09E.618283	1130
TBH03Aug05.618171	1227
SSBE15Oct07.618846	1156
NSBE07Aug07.618502	1277
TBE15July08.618008	1195
NSBE11June09.618597	1144
SSBH10Sept07.618214	1432
NSBE27July09.618056	1276
NSBH06May09.618330	1225
NSBH23June09.618910	1157
SSBH21Aug08.617579	1425
SSBE18July08.617693	1219
SSBH21Sept08.618514	1459
SSBH30Apr08.618605	1600
SSBH21July08.618886	1433
SSBE14July08.618698	1266
CB28July05.617535	1095
SSBE10July08.618166	1217
SSBH09June08.618383	1359
SSBH27Sept08.617598	1408
CB10Aug05.617782	1018
SSBH07Aug08.618343	1385
NSB15sep08H.617627	1323
SSBH10Sept07.618615	1364
NSBH02Aug09.618428	1163
NSBH12June09.617593	1192
NSBH05June09.618393	1242
NSBE11June09.617768	1157
SSBE15Oct07.618920	1099
NSBE23Aug07.618111	1211
NSBE07Aug07.618587	1227
NSBE06Aug09.618675	1227
SSBH05July07.617767	1302
NSBH06May09.617990	1217
SSBH13July07.618752	1287
TBE02Aug07.618859	1087
CBE18July07.618500	1082
TBE31July07.618692	936
TBE10Sept07.618380	947
TBE16July07.618606	877
TBE25July07.617975	835
TBE27Aug07.617570	1154
TBE27June07.617859	842
CBE25July07.618200	987
TBE09Aug07.618804	961
TBE06Nov07.617823	1045
TBE02Aug07.618147	920
TBH21JJune07.618493	1115
MAH15June05.617704	1797
MAH04Oct05.618402	1712
MA30jun09H.618720	1577
MA28jul09H.R1.618893	1711
MAH11Aug05.618808	1877
MAH21Aug08.618890	1686
MAE09Oct08.617514	1495
MAH08Aug07.618792	1849
MAH20July07.618085	1886
