	observed_species
SB5x.609616	216
IO3y.609392	1122
SC5z.609417	887
IN3z.609349	916
SC5x.609490	1001
IN3x.609625	707
SC5y.609631	972
IO3z.609656	888
IN5y.609420	763
IO5y.609345	693
IO4y.609259	794
SD1x.609272	724
SC4x.609469	793
SC4z.609312	836
SC4y.609670	760
IO1y.609344	676
SD4z.609502	358
SD2z.609458	669
SD5z.609566	436
IC5z.609639	253
SD2x.609600	586
SD1y.609436	718
IO3x.609441	953
II2y.609476	674
II1y.609415	532
IJ1x.609447	1012
IN5x.609514	854
IO5x.609559	771
IO1x.609393	646
IN4z.609513	753
SE1y.609440	675
IO5z.609509	747
IO1z.609239	592
IO4x.609435	662
IN5z.609667	799
IO4z.609387	727
SD3x.609603	988
IJ1z.609325	829
IA5x.609383	337
IJ2z.609537	908
IJ1y.609291	811
IJ3y.609446	703
IN3y.609607	985
SD3y.609668	687
IE1y.609335	578
SH1z.609364	326
IJ4x.609218	492
IJ2x.609390	872
IJ4z.609651	445
IJ3x.609580	598
ID2z.609438	489
ID2x.609606	566
IK4z.609542	533
IK3y.609282	827
IJ4y.609568	449
IK4y.609334	566
II1x.609488	395
IK1z.609652	796
IK1y.609267	732
IK2y.609421	1046
IK1x.609439	856
IK2z.609520	953
IK2x.609591	1043
IK3z.609555	817
IK3x.609273	930
II2z.609299	784
II1z.609351	458
II2x.609348	640
SE1x.609354	616
IE1x.609346	701
IC1z.609635	464
SD3z.609570	454
IB1x.609409	518
IA2x.609480	376
IC4x.609276	407
IA1y.609486	315
IG4y.609654	273
IC4y.609264	324
ID4z.609621	290
IC4z.609594	284
IG4x.609230	288
SA5y.609467	272
ID1x.609460	755
IN1z.609541	639
IN1y.609374	608
IL3y.609226	246
ID2y.609217	581
IL4z.609506	239
IL1x.609375	328
IL2y.609588	283
IN1x.609339	588
SC1x.609462	285
IN4x.609569	721
SA2z.609585	267
IN4y.609637	679
IJ3z.609219	657
IB5x.609493	205
ID3z.609484	301
SG2x.609508	178
SA2y.609499	306
IM1y.609479	241
SG2z.609240	181
SG1x.609544	179
IG2x.609355	366
IC1y.609256	461
IE2y.609281	369
IA1x.609410	542
IL5z.609270	298
IB2x.609246	356
IA1z.609463	359
IA3z.609454	368
IE2x.609481	431
IC1x.609636	385
IM1z.609311	279
SC1y.609551	286
SC1z.609220	360
IG2z.609286	305
SA1x.609225	370
IE2z.609290	358
II3y.609450	391
IM1x.609675	257
ID1y.609560	725
IG2y.609646	327
IE1z.609403	641
IE5y.609511	558
IG1y.609552	274
IK4x.609280	551
II3x.609655	330
SD1z.609300	305
SE4x.609433	211
SF5y.609598	163
SG5z.609605	144
IA4y.609456	272
SF5z.609557	107
SB5z.609215	272
SH5x.609524	144
SI2y.609250	253
SG4x.609406	183
IF4x.609564	202
SH4x.609461	166
SF3z.609475	234
IG4z.609380	339
IC5x.609316	345
SC2z.609369	258
SB5y.609418	217
SD4y.609620	192
SC2y.609362	275
IA2z.609650	340
IC2z.609531	298
IE3z.609444	300
IA3x.609432	329
IB4x.609660	317
ID3y.609610	283
SD4x.609382	449
SA2x.609284	306
SD5x.609283	526
SA3z.609492	284
SD5y.609394	423
IB5z.609342	183
SA5z.609277	214
SE1z.609547	289
SI1z.609617	337
SJ1x.609315	351
IA5z.609632	248
SI1y.609370	329
IG1x.609304	309
SG1y.609674	144
SF1x.609507	130
SG1z.609411	172
ID5y.609445	288
IB2y.609431	285
IB2z.609333	284
IB1z.609673	324
ID5x.609320	300
IB3y.609358	211
IB4y.609623	256
IA2y.609266	322
IK5x.609373	256
IH4x.609402	233
IB1y.609485	312
IB4z.609213	248
IE4y.609330	355
IG5y.609228	226
IG3z.609241	297
IK5z.609590	276
IA4x.609581	285
IB3x.609583	204
IF3x.609473	182
IB3z.609222	232
SF1y.609247	171
IH4z.609278	252
IB5y.609318	267
SA1y.609391	348
SK1y.609597	285
SA1z.609601	339
SI1x.609314	299
SB1x.609658	226
SH1x.609677	358
SK1x.609627	244
SK1z.609571	252
SC2x.609413	318
IH1z.609255	282
SA4y.609665	307
SF1z.609540	212
IE3x.609535	280
SH1y.609322	300
IL1y.609676	301
ID4y.609379	310
SB1y.609244	259
IH1x.609425	251
IC2x.609664	294
SD2y.609628	406
IE5x.609626	340
IF1y.609341	266
SB4y.609556	254
ID5z.609483	149
SJ5z.609428	211
SG3y.609613	264
SB2x.609396	293
SJ1y.609423	279
SH2y.609593	281
IM4z.609442	297
SH2z.609223	258
SA4z.609529	319
SH3y.609466	219
SE2y.609611	292
IL4x.609385	299
SI2z.609303	246
SB4z.609582	208
SK2x.609419	265
IM2x.609366	304
IC3y.609404	274
IF2x.609453	260
SJ5x.609474	230
IH2x.609397	278
IJ5x.609407	207
SH2x.609298	237
SC3x.609372	192
IL1z.609249	384
II4x.609546	299
SI2x.609478	236
IE4z.609233	344
II4y.609595	251
IL3z.609426	242
SB2y.609669	284
SJ1z.609422	303
SK2z.609257	278
IL3x.609289	233
SF3y.609532	231
SJ2z.609561	239
IF2y.609216	277
IH3x.609243	210
SA5x.609538	287
IL2x.609295	268
SJ3z.609602	257
IE3y.609459	270
IL2z.609643	260
II4z.609604	270
SG3z.609408	220
IM5x.609229	288
SH3x.609448	253
IL5x.609224	259
SJ2x.609368	221
IL4y.609377	250
SB3y.609619	226
SB2z.609251	283
IH2y.609293	277
IH3z.609489	251
SF3x.609399	239
IM5z.609262	399
SJ3x.609434	193
IG5z.609642	265
ID3x.609579	329
SA4x.609398	252
IF1z.609287	275
IM4y.609630	323
SH3z.609263	254
IL5y.609336	274
SK2y.609455	286
IE4x.609254	345
SI3x.609313	251
SB3x.609265	236
IG1z.609331	304
IJ5z.609498	220
SB3z.609645	246
SJ4y.609234	298
SJ2y.609549	260
SI3y.609449	249
SC3y.609427	229
SJ5y.609227	213
SB4x.609550	229
IM4x.609352	333
IG3y.609608	328
IF1x.609563	268
SE2x.609599	337
SE3y.609609	221
II3z.609302	333
SE2z.609288	302
IM5y.609662	290
SE5x.609381	183
ID4x.609261	277
SG3x.609285	263
IH4y.609378	232
SC3z.609496	228
SJ4x.609477	223
IH2z.609523	244
II5y.609384	237
IC2y.609596	294
SE4y.609536	227
IA4z.609666	274
IJ5y.609500	229
SI5x.609640	155
IG5x.609395	249
IG3x.609306	333
II5x.609274	251
SE3z.609574	257
IC3x.609464	250
II5z.609510	281
SI3z.609554	254
IC3z.609337	249
SE3x.609253	221
IH3y.609468	242
SJ4z.609565	197
SJ3y.609350	228
IK5y.609237	257
SG4z.609363	149
IH1y.609301	251
SE4z.609612	238
SG2y.609443	246
SI5y.609268	160
IE5z.609245	309
SI5z.609252	153
SB1z.609389	262
SI4x.609678	193
SA3x.609401	249
SI4z.609472	195
SI4y.609614	179
SF4y.609573	205
SH5z.609429	204
SG5y.609671	228
IF5x.609236	201
IC5y.609361	157
SF5x.609357	122
SF2y.609296	316
SF2z.609543	277
SA3y.609452	248
SF2x.609424	201
IF3y.609430	166
SH5y.609356	166
SF4x.609294	225
SG4y.609279	176
SE5z.609624	181
SE5y.609405	150
