	observed_species
L1S1.275106	316
L1S274.273705	201
L1S317.273874	487
L1S122.273565	418
L1S280.274513	378
L1S370.274873	372
L1S340.274616	408
L1S282.273542	485
L1S88.273651	337
L1S144.273302	380
L1S142.273722	369
L1S93.274999	314
L2S302.273675	766
L2S99.273432	951
L2S333.273582	807
L2S364.275173	881
L2S336.273961	761
L2S108.274917	1231
L2S339.274279	343
L2S295.274733	708
L2S207.274643	1857
L2S369.274208	864
L2S321.273280	888
L2S314.274562	664
L2S195.275103	1293
L2S246.273825	849
L2S351.273316	692
L2S270.273301	846
L2S330.275005	822
L2S98.274156	1261
L2S358.274273	962
L2S191.274169	536
L2S294.273818	721
L2S126.273811	803
L2S147.273854	904
L2S100.273994	858
L2S216.273851	1657
L2S209.275051	1544
L2S318.275058	770
L2S275.274761	926
L2S293.274140	778
L2S184.273588	1281
L2S340.274757	349
L2S337.274370	665
L2S264.274728	542
L2S352.273618	691
L2S256.273735	679
L2S122.275099	1065
L2S160.274499	584
L2S353.273499	485
L2S268.274328	1078
L2S289.275164	972
L2S113.273234	1059
L2S152.273834	1098
L2S327.274876	840
L2S174.274862	770
L2S111.273340	969
L2S211.274302	1248
L2S290.274503	739
L2S259.274404	490
L2S188.274490	1315
L2S316.274480	746
L2S286.274871	745
L2S291.274923	787
L2S282.273560	551
L2S219.273918	1100
L2S183.273458	1038
L2S140.275066	1112
L2S175.273504	704
L2S158.273322	1460
L2S200.273345	1112
L2S312.275026	889
L2S204.274422	982
L2S168.274483	1366
L2S324.274843	875
L2S169.274366	777
L2S225.273366	1307
L2S159.273882	920
L2S319.273895	505
L2S383.274828	521
L2S101.274931	1132
L2S249.273863	693
L2S349.273530	478
L2S262.273847	903
L2S371.274597	796
L2S260.273463	810
L2S138.274982	791
L2S378.273921	994
L2S320.274818	375
L2S153.273823	1176
L2S298.274162	852
L2S149.273233	646
L2S170.274497	1384
L2S130.274473	879
L2S194.274054	1146
L2S109.274119	718
L2S112.273209	986
