	observed_species
Soil.NIL.100.N.14.2.479827	1736
BMC.8.1T.11.1.479642	2203
Phylospora.comosa.2.5.479848	841
T.3.2.H.E.2.479796	1505
T.3.2.H.E.3.479655	1467
T.1.1.H.E.4.479573	882
W.2.2.S.E.2.479726	705
T.2.1.H.E.5.479871	731
BuP.479847	894
N.2.3.H.P.4.479624	983
N.1.2.H.E.1.479781	626
N.3.2.H.E.2.479643	506
W.2.2.H.E.1.479840	699
N.2.2.H.E.5.479734	910
N.3.1.H.E.1.479719	407
N.2.3.H.P.3.479782	930
T.1.1.S.E.3.479607	800
Phylospora.comosa.2.4.479919	913
Phylospora.comosa.1.5.479652	877
W.1.3.H.E.4.479776	789
N.3.1.H.E.5.479828	529
T.3.2.S.E.5.479670	1199
Phylospora.comosa.3.5.479812	1023
BbK.479562	1032
N.2.3.H.E.3.479813	711
W.2.1.S.E.5.479841	674
N.3.1.H.E.3.479611	422
W.1.2.H.E.4.479680	700
T.3.2.H.P.2.479894	1046
BuG.479791	835
W.2.3.H.E.3.479891	1045
T.2.2.H.P.1.479757	919
W.1.3.H.E.1.479777	583
N.3.2.S.E.4.479889	1456
T.2.1.H.P.3.479689	862
BMC.7.1T.20.1.479715	2073
Phylospora.comosa.4.5.479712	909
T.2.2.H.P.2.479920	1091
N.1.2.H.E.5.479581	487
W.1.2.H.E.2.479561	1068
N.1.2.S.E.4.479765	1241
W.1.1.H.E.1.479824	864
W.1.2.S.E.5.479728	930
W.1.2.H.E.3.479682	961
W.1.3.H.E.3.479834	1052
LbG.479910	1100
BuN.479829	745
T.2.3.H.P.2.479838	1038
W.1.3.H.E.5.479750	746
N.3.1.H.E.4.479681	394
BMC.7.5T.5.2.479810	1837
N.1.1.S.E.4.479772	1588
W.3.1.H.E.2.479825	891
W.3.1.H.E.5.479747	1915
W.1.2.H.E.5.479869	826
N.2.1.H.E.1.479924	745
N.2.2.S.E.3.479696	2139
T.1.3.S.E.4.479790	1013
T.3.2.H.P.4.479591	784
BuF.479582	1576
N.3.2.H.E.3.479763	583
N.2.2.H.E.1.479578	843
N.1.2.H.E.3.479842	582
W.2.1.H.E.5.479601	1024
T.2.2.H.E.3.479657	879
N.3.1.S.E.2.479907	806
T.2.2.H.E.2.479855	855
W.1.1.S.E.1.479608	895
N.3.2.H.E.5.479878	519
N.2.2.S.E.2.479559	1613
T.3.1.H.P.3.479706	1094
N.2.3.H.P.1.479691	925
N.1.2.S.E.5.479764	1075
W.2.3.S.E.2.479807	1046
N.3.3.H.E.4.479676	552
N.2.1.H.E.4.479644	779
W.3.2.H.E.4.479850	1537
W.1.1.H.E.4.479802	645
N.2.1.H.E.2.479795	606
T.3.1.H.E.4.479649	1223
W.1.3.S.E.2.479637	1108
N.3.2.H.E.1.479783	584
BbE.479574	1615
N.1.2.H.E.4.479867	493
N.2.2.S.E.4.479742	1716
N.1.1.H.E.2.479690	1007
BbM.479619	855
T.2.3.H.E.2.479816	1255
W.1.3.H.E.2.479685	685
N.1.1.H.E.3.479851	886
W.1.1.H.E.2.479752	1215
W.2.2.H.E.2.479817	920
W.3.1.H.E.3.479660	1151
T.3.3.S.E.3.479774	1238
T.2.2.S.E.5.479859	1329
N.1.3.S.E.3.479631	969
N.3.3.S.E.4.479938	986
W.1.2.S.E.3.479758	1016
N.1.2.H.E.2.479779	905
W.1.3.S.E.1.479717	1166
T.1.2.H.E.5.479588	882
N.3.1.S.E.1.479759	1137
T.3.1.S.E.4.479798	1683
T.2.1.S.E.1.479730	1279
T.2.2.S.E.1.479587	1235
W.2.2.H.E.3.479634	1552
W.2.3.H.E.2.479911	1137
W.2.1.S.E.4.479933	1153
T.2.2.S.E.2.479600	1098
N.1.1.S.E.3.479921	1428
T.2.1.S.E.4.479733	1512
W.3.1.S.E.5.479839	1249
T.2.1.S.E.5.479605	1126
N.3.3.S.E.5.479724	1588
W.1.2.S.E.4.479688	1157
T.2.2.H.E.5.479598	823
W.2.3.S.E.4.479885	981
W.3.1.S.E.2.479623	1173
T.3.2.S.E.3.479740	1369
T.2.3.S.E.4.479569	1427
W.1.1.S.E.5.479914	1078
W.1.2.S.E.1.479857	1124
W.2.3.S.E.3.479570	901
N.2.2.H.E.2.479580	1262
W.3.2.S.E.3.479808	1292
N.1.3.S.E.4.479853	1389
N.3.1.S.E.5.479809	1157
T.2.3.S.E.5.479645	1200
N.1.3.S.E.5.479908	1266
T.3.3.S.E.4.479633	1269
W.1.3.S.E.3.479566	980
W.2.3.S.E.5.479861	1157
N.2.1.S.E.3.479882	1327
N.1.1.H.E.4.479858	808
W.3.1.S.E.3.479663	1416
T.2.1.S.E.2.479751	1737
N.3.2.S.E.5.479599	1482
W.1.3.S.E.5.479694	1293
T.2.1.S.E.3.479603	1404
N.3.2.S.E.1.479617	1464
N.3.3.S.E.3.479718	881
N.2.3.S.E.1.479584	1540
N.2.1.S.E.1.479679	1213
T.2.2.S.E.3.479586	1068
W.3.1.S.E.4.479881	1532
T.3.2.S.E.1.479727	1415
N.2.1.S.E.2.479821	1189
BMC.8.5T.2.1.479686	2089
N.2.1.S.E.4.479693	1235
N.1.1.S.E.2.479769	1104
T.1.3.H.E.3.479615	596
W.2.3.S.E.1.479594	925
N.2.3.S.E.2.479756	1175
N.3.2.S.E.3.479876	1042
T.2.3.S.E.1.479590	1168
N.1.3.S.E.1.479563	1321
T.1.1.H.E.1.479916	922
T.3.1.S.E.1.479762	1649
W.1.1.S.E.2.479917	1587
W.3.2.S.E.5.479698	1206
T.2.3.H.P.4.479879	1051
N.1.3.H.E.1.479666	1571
T.2.3.S.E.3.479852	1464
W.1.1.S.E.4.479583	1081
N.2.3.H.P.2.479815	891
N.1.2.S.E.3.479640	1292
T.2.3.S.E.2.479918	1827
N.1.2.S.E.2.479866	1346
LbH.479699	1886
W.2.2.S.E.5.479819	1387
W.2.1.H.E.1.479897	1536
N.3.3.H.E.3.479577	742
N.1.1.S.E.5.479646	952
W.2.2.H.E.4.479799	1266
W.2.3.H.E.1.479856	695
LbI.479667	1917
W.2.3.H.E.5.479700	832
W.1.1.H.E.3.479837	645
Phylospora.comosa.3.2.479647	1030
T.2.2.H.E.4.479648	1105
T.3.1.S.E.5.479732	1691
T.3.1.H.E.2.479593	1111
BMC.8.5T.17.1.479870	2313
BMC.8.5T.23.3.479572	2157
BMC.8.1T.11.2.479704	2286
BMC.8.1T.30.2.479811	2028
BMC.7.5T.18.2.479695	2158
