	observed_species
B3.5.11.06.486113	329
B2.5.10.06.486169	506
B1.5.17.06.486171	432
B1.5.11.06.486104	452
B6.5.13.06.486109	438
B2.5.21.06.486166	530
B5.5.14.06.486107	360
B1.5.21.06.486168	376
B1.5.15.06.486157	560
B6.5.16.06.486129	482
B1.5.6.06.486153	528
B1.5.20.06.486172	379
B5.5.19.06.486134	481
B2.5.9.06.486122	455
B6.5.11.06.486140	463
B6.5.14.06.486146	411
B1.5.10.06.486123	474
B5.5.15.06.486162	456
B1.5.14.06.486173	530
B2.5.8.06.486143	525
B4.5.16.06.486118	480
B4.5.12.06.486135	472
B6.5.12.06.486116	398
B1.5.9.06.486147	565
B5.5.13.06.486124	378
B1.5.16.06.486145	468
B2.5.18.06.486163	510
B2.5.6.06.486132	523
B6.5.10.06.486176	525
B5.5.17.06.486131	351
B1.5.18.06.486111	444
B6.5.21.06.486127	441
B3.5.9.06.486126	551
B2.5.15.06.486112	440
B6.5.8.06.486119	529
B6.5.19.06.486164	452
B5.5.20.06.486170	319
B3.5.10.06.486159	396
B3.5.19.06.486152	489
B5.5.21.06.486139	309
B4.5.7.06.486141	560
B1.5.12.06.486115	487
B2.5.11.06.486125	506
B1.5.7.06.486150	446
B2.5.17.06.486133	398
B6.5.17.06.486174	413
B5.5.18.06.486121	244
B1.5.8.06.486151	500
B1.5.13.06.486136	422
B4.5.9.06.486138	475
B2.5.7.06.486142	474
B6.5.5.06.486156	483
B5.5.8.06.486149	357
B2.5.13.06.486160	435
B5.5.6.06.486158	441
2B2.5.6.06.486110	395
B3.5.12.06.486148	371
B5.5.16.06.486108	326
B4.5.8.06.486117	470
B6.5.9.06.486114	486
B3.5.8.06.486106	537
B5.5.10.06.486167	297
B5.5.9.06.486175	339
B3.5.21.06.486105	430
B2.5.16.06.486137	359
B3.5.17.06.486120	252
B6.5.7.06.486165	411
B3.5.13.06.486128	239
B3.5.16.06.486161	381
B3.5.15.06.486144	294
B5.5.12.06.486130	449
B5.5.7.06.486154	365
