	observed_species
M11Plmr.7.378534	1068
F11Plmr.7.378523	928
M31Plmr.7.378506	802
M31Tong.7.378603	459
AQC1cm.7.378625	1406
M11Plmr.6.378531	1073
M31Plmr.6.378592	810
F11Plmr.6.378587	871
M31Tong.6.378608	478
LMEpi24M.6.378590	663
F11Tong.6.378670	488
M11Tong.6.378633	1019
CC1.6.378513	2594
M31Plmr.5.378631	820
M11Plmr.5.378627	1059
F11Plmr.5.378622	890
NP5.5.378593	788
F11Tong.5.378539	513
AQC4cm.5.378630	1414
M31Fcsw.5.378680	684
CC1.5.378505	2631
M11Plmr.3.378640	1042
M31Plmr.3.378571	819
F11Plmr.3.378609	924
AQC4cm.3.378580	1392
M31Fcsw.3.378512	686
M31Plmr.2.378540	946
M11Plmr.2.378538	1066
F11Plmr.2.378546	947
M31Tong.2.378653	474
F11Tong.2.378637	564
M31Plmr.1.378515	1013
M11Plmr.1.378574	1195
F11Plmr.1.378650	1070
F11Fcsw.1.378686	735
M31Plmr.4.378564	845
M11Plmr.4.378636	1092
F11Plmr.4.378632	973
TRRsed3.4.378629	1833
M11Tong.4.378611	1035
Even2.4.378567	501
AQC4cm.4.378647	1415
F11Fcsw.4.378563	692
SV1.7.378550	2395
SV1.6.378565	2362
SV1.5.378604	2398
SV1.3.378663	2363
SV1.2.378577	2329
SV1.1.378648	2481
SV1.4.378528	2391
NP5.3.378605	806
NP3.2.378624	902
NP3.1.378549	986
CC1.3.378596	2636
CC1.1.378618	2750
AQC7cm.6.378675	1713
AQC1cm.5.378621	1380
AQC7cm.2.378569	1681
CC1.7.378614	2619
CC1.2.378656	2623
CC1.4.378684	2649
NP5.6.378692	766
NP5.2.378689	832
NP5.1.378681	947
NP5.4.378576	840
M31Fcsw.7.378554	660
M11Fcsw.7.378690	560
Even1.7.378585	505
Even2.7.378589	452
Even3.7.378570	460
TS28.7.378581	692
CL3.7.378524	2456
F11Fcsw.7.378599	591
TS29.7.378516	502
M11Fcsw.6.378646	547
Even1.6.378691	529
TS29.6.378566	516
M31Fcsw.6.378623	628
Even2.6.378643	428
TS28.6.378694	698
Even3.6.378557	464
F11Fcsw.6.378591	575
Even3.5.378598	471
M11Fcsw.5.378527	530
TS29.5.378661	511
Even1.5.378606	502
Even2.5.378533	447
F11Fcsw.5.378586	597
TS28.5.378677	666
M11Fcsw.3.378617	592
TS29.3.378658	530
Even2.3.378543	510
Even3.3.378525	488
Even1.3.378674	548
F11Fcsw.3.378693	646
TS28.3.378502	694
SLEpi20M.3.378559	792
Even3.2.378615	573
M31Fcsw.2.378582	733
Even2.2.378572	619
M11Fcsw.2.378610	647
TS29.2.378578	560
Even1.2.378619	602
TS28.2.378509	714
F11Fcsw.2.378667	645
M31Fcsw.1.378522	803
M11Fcsw.1.378517	735
Even1.1.378500	637
Even2.1.378535	623
TS28.1.378579	807
TS29.1.378657	612
Even3.1.378584	653
M11Fcsw.4.378545	583
M31Fcsw.4.378672	732
Even1.4.378655	579
TS29.4.378597	574
Even3.4.378541	502
TS28.4.378639	732
F11Tong.7.378695	491
M31Tong.5.378660	494
M31Tong.3.378685	476
F11Tong.3.378537	546
LMEpi24M.3.378514	723
M31Tong.1.378612	573
F11Tong.1.378616	671
F11Tong.4.378664	577
M31Tong.4.378553	497
AQC7cm.7.378521	1686
AQC4cm.7.378526	1406
AQC4cm.6.378511	1514
AQC1cm.6.378645	1404
AQC7cm.5.378555	1692
AQC7cm.3.378573	1633
AQC4cm.2.378503	1405
AQC1cm.2.378601	1333
AQC4cm.1.378626	1551
AQC7cm.1.378628	1818
AQC7cm.4.378594	1747
M11Tong.1.378669	815
TRRsed3.7.378662	1858
TRRsed2.6.378529	1710
TRRsed2.5.378620	1677
TRRsed3.5.378532	1856
TRRsed2.3.378575	1610
TRRsed3.3.378682	1914
TRRsed3.2.378668	1827
TRRsed2.2.378508	1723
TRRsed2.1.378519	1864
TRRsed3.1.378551	1990
TRRsed2.4.378641	1703
TRRsed2.7.378536	1737
NP5.7.378666	797
TRRsed1.7.378671	2118
TRRsed3.6.378568	1848
TRRsed1.6.378552	2106
TRRsed1.5.378676	2148
TRRsed1.3.378518	2154
NP3.3.378607	854
TRRsed1.2.378560	2180
TRRsed1.1.378665	2256
TRRsed1.4.378634	2223
CL3.3.378600	2389
NP3.7.378556	811
NP3.6.378602	789
NP3.5.378558	786
NP3.4.378651	883
CL3.6.378510	2372
CL3.5.378638	2409
CL3.2.378520	2410
CL3.1.378507	2429
CL3.4.378649	2424
SLEpi20M.4.378595	854
LMEpi24M.1.378683	843
AQC1cm.3.378547	1373
AQC1cm.4.378504	1328
AQC1cm.1.378562	1456
SLEpi20M.7.378679	777
LMEpi24M.7.378588	693
M11Tong.7.378644	987
SLEpi20M.6.378654	768
NP2.6.378673	705
SLEpi20M.5.378583	773
LMEpi24M.5.378530	701
M11Tong.5.378652	988
NP2.5.378542	691
M11Tong.3.378688	936
NP2.3.378548	753
LMEpi24M.2.378501	815
SLEpi20M.2.378678	819
M11Tong.2.378635	841
NP2.2.378642	853
SLEpi20M.1.378561	971
LMEpi24M.4.378687	734
NP2.4.378544	772
NP2.1.378613	880
NP2.7.378659	685
