	observed_species
P.Ac.21.1.414759	1317
P.C.7.1.414758	1159
P.Ac.2.1.414770	1349
P.Ac.7.2.414807	1075
P.C.21.2.414808	1119
P.N.21.1.414788	1320
P.N.7.1.414798	1338
A.V.2.1.414755	1845
A.N.7.1.414745	1895
P.C.14.1.414773	1412
B.C.0.1.414809	1432
A.C.0.1.414795	1934
P.C.14.2.414771	1209
A.N.2.2.414760	1795
A.C.2.1.414780	1872
A.C.2.1.414769	1875
A.C.0.2.414767	1961
A.V.2.2.414801	1839
A.N.2.1.414746	1872
A.Ac.2.2.414797	1934
A.Ac.2.2.414782	1804
A.C.2.2.414783	1930
A.C.2.2.414762	1758
A.Ac.2.1.414799	1839
A.N.7.2.414765	1765
A.Ac.2.1.414748	1862
B.Ac.7.2.414774	1373
B.N.21.1.414778	1507
P.C.21.1.414796	1289
P.N.14.2.414747	1243
P.C.2.1.414763	1259
P.N.7.2.414754	1257
P.Ac.14.2.414743	1298
P.Ac.7.1.414802	1385
P.N.21.2.414764	1160
B.N.21.2.414768	1488
B.C.7.2.414776	1456
B.C.2.2.414791	1420
B.C.2.1.414790	1534
B.N.2.2.414777	1435
B.Ac.2.1.414789	1414
B.C.14.1.414784	1415
B.N.7.2.414805	1415
B.N.7.1.414794	1332
B.C.0.2.414756	1445
P.C.0.1.414806	1427
B.C.14.2.414786	1414
B.N.14.2.414752	1395
B.N.2.1.414772	1517
B.N.14.1.414781	1471
B.Ac.2.2.414750	1520
B.C.21.1.414804	1176
B.Ac.21.1.414803	1488
B.C.7.1.414810	1439
B.Ac.14.2.414766	1440
B.Ac.7.1.414800	1442
B.Ac.14.1.414753	1397
P.N.2.2.414779	1379
P.Ac.21.2.414793	1254
P.N.2.1.414757	1321
P.N.14.1.414792	1127
P.C.0.2.414751	1378
P.C.2.2.414775	1169
P.C.7.2.414749	1211
P.Ac.14.1.414787	1290
P.Ac.2.2.414744	1239
