	PD_whole_tree	chao1	observed_otus	shannon
1030.TVF.2010.Loc5.D10.Rep4	0.0280453266169	5404.96226415	3643.0	8.68515418643
1030.TVF.Control.Loc2.D10.Rep5	0.0212240194573	4232.42541436	2794.0	7.96652806924
1030.TVF.Control.Loc4.D10.Rep2	0.0166264061455	3361.57303371	2107.0	6.41851151087
1030.TVF.Control.Loc5.D10.Rep4	0.021727632793	4102.03814714	2760.0	7.81292788686
1030.TVF.2004.Loc4.D10.Rep5	0.0255169696238	4735.92904656	3309.0	8.44543907826
1030.TVF.2010.Loc2.D10.Rep2	0.0167264715126	3085.5971223	2110.0	7.2427817354
1030.TVF.Control.Loc1.D0.Rep3	0.0169728459997	3772.26071429	2186.0	6.42869056858
1030.TVF.Control.Loc5.D0.Rep5	0.0282294825213	6016.61869159	3932.0	8.39751263116
1030.TVF.Control.Loc4.D10.Rep3	0.0220038039857	4239.28496042	2811.0	7.72441269754
1030.TVF.2010.Loc1.D0.Rep2	0.0206318104944	4132.46312684	2700.0	7.90750111016
1030.TVF.2010.Loc3.D10.Rep3	0.0294438750735	5567.8978389	3886.0	9.05799035026
1030.TVF.Control.Loc1.D10.Rep5	0.0257403274204	5053.73739496	3326.0	7.95180461003
1030.TVF.Control.Loc1.D10.Rep4	0.017396988026	3316.04807692	2192.0	7.05836184387
1030.TVF.Control.Loc2.D10.Rep2	0.0188554364994	3833.08041958	2371.0	7.05896061637
1030.TVF.Control.Loc2.D0.Rep4	0.0213642188428	4277.85175202	2855.0	7.93733220219
1030.TVF.Control.Loc2.D10.Rep4	0.0215242435337	4506.35509138	2832.0	7.02376844425
1030.TVF.2010.Loc1.D0.Rep1	0.0175720419925	3554.01067616	2297.0	7.60419622748
1030.TVF.Control.Loc2.D0.Rep5	0.0278149582915	5378.44606947	3731.0	8.44830999893
1030.TVF.Control.Loc5.D0.Rep2	0.0188905193562	3843.5761194	2432.0	6.8875983312
1030.TVF.Control.Loc5.D0.Rep3	0.0157474783053	3039.55913978	1959.0	6.1925940121
1030.TVF.Control.Loc5.D0.Rep4	0.0260967565788	5258.14579055	3511.0	8.26379471574
1030.TVF.2010.Loc2.D10.Rep5	0.0156710081512	3095.08713693	1991.0	7.38180886495
1030.TVF.Control.Loc3.D10.Rep1	0.0215806768915	4267.40104167	2803.0	7.10787464018
1030.TVF.2010.Loc5.D0.Rep5	0.027168195889	5582.88998035	3770.0	8.85702700934
1030.TVF.2010.Loc3.D0.Rep5	0.0310277286466	6439.37785016	4293.0	8.95090250878
1030.TVF.2010.Loc2.D0.Rep3	0.0180394109503	3568.10169492	2316.0	7.4832790805
1030.TVF.2010.Loc1.D10.Rep2	0.0202577212937	3876.65671642	2612.0	8.17552232127
1030.TVF.2010.Loc2.D0.Rep5	0.0185640816092	3948.61783439	2455.0	7.78589705277
1030.TVF.Control.Loc2.D10.Rep1	0.0165919342621	3569.75	2147.0	7.07459848507
1030.TVF.Control.Loc2.D10.Rep3	0.0201847950095	4016.01869159	2582.0	7.31070031552
1030.TVF.Control.Loc3.D0.Rep5	0.0203808570633	4255.08	2684.0	6.81685909093
1030.TVF.2010.Loc2.D0.Rep1	0.0175753687765	3594.67870036	2255.0	7.64409015877
1030.TVF.Control.Loc2.D0.Rep1	0.0189090645268	4015.98697068	2431.0	7.16913047845
1030.TVF.2004.Loc1.D10.Rep5	0.0288147872603	5435.45507812	3799.0	8.96675635848
1030.TVF.2004.Loc3.D0.Rep3	0.0259895206661	5098.53530752	3388.0	8.40262288853
1030.TVF.Control.Loc3.D10.Rep3	0.0215420199519	4232.71428571	2776.0	6.98567069543
1030.TVF.Control.Loc5.D10.Rep5	0.0142875628241	2837.62114537	1710.0	5.75301873233
1030.TVF.2010.Loc3.D0.Rep3	0.0252607322795	5286.89662028	3506.0	8.15131881827
1030.TVF.Control.Loc1.D0.Rep2	0.0129388915102	2662.37823834	1556.0	6.11218146923
1030.TVF.Control.Loc4.D10.Rep1	0.0159329143445	2980.7148289	2021.0	6.66094642482
1030.TVF.Control.Loc1.D10.Rep2	0.017328237846	3603.0330033	2226.0	6.86704639976
1030.TVF.Control.Loc3.D10.Rep4	0.0128875205038	2392.50236967	1538.0	5.9192453227
1031.CHDF3	0.0242398627723	4614.78672986	3172.0	8.67204142576
1031.HJDF.1	0.0340412947985	6589.47941176	4584.0	8.88433324611
1031.CHDF2	0.0297069886668	5790.375	3945.0	9.07798785584
1031.CHRA2	0.02614500334	4897.55172414	3457.0	9.05566084536
1031.HJDF2	0.0357159394749	7274.35258359	4887.0	9.37364608686
1031.HJDF3	0.0337652813847	6312.67493113	4601.0	9.16523898095
1031.HJRA.1	0.0368307377586	7312.89270386	5116.0	9.51931166217
1031.HJRA2	0.0366770756961	7330.02354571	5142.0	9.62287603286
1031.HJRA3	0.0331488908533	6390.89320388	4562.0	9.4473732204
1033.Antarctic.soil.5C.1.7	0.02367849566	4297.1193634	2743.0	7.25900778395
1033.Antarctic.soil.10A.2.1	0.0291490546434	4751.53263158	3329.0	8.36717734949
1033.Antarctic.soil.3B.7.2	0.0182531218564	3715.45652174	1933.0	6.02630735231
1033.Antarctic.soil.4C.6.4	0.0166213919109	3155.75454545	1803.0	6.29900308466
1033.Antarctic.soil.9A.2.0	0.00754758563135	1540.53658537	699.0	5.59016231557
1034.CHA12	0.0423631538881	8111.55513308	5813.0	10.0405045773
1034.CHB2	0.0281235211484	4722.76764706	3233.0	8.90327558601
1034.CHB8	0.0191242256556	3158.56424581	1962.0	6.40385946935
1034.CHB9	0.023017695415	3717.67957746	2564.0	7.9290164638
1034.CHC11	0.0190127095717	2852.48404255	1903.0	8.11308350722
1034.CHC17	0.0322579259407	6096.46271511	4060.0	8.34721908959
1034.CHD11	0.0180506434623	2737.52830189	1773.0	6.83073718502
1034.CHD2	0.0297379614403	5225.24361493	3607.0	8.44763650217
1034.CHF1	0.0211206854941	3508.13694268	2268.0	7.0092271537
1034.CHF2	0.0201113539857	3169.58445946	2106.0	7.0140017233
1034.ZKA4	0.0341535393508	5852.01657459	4328.0	9.332943848
1034.ZKD3	0.0163607020695	2398.34862385	1563.0	6.19316901577
1034.CHD10	0.0389506198305	7372.04808878	5331.0	9.75273639646
1034.CHD5	0.023481500361	3809.82421875	2552.0	8.65617248703
1034.CHD8	0.0411032874543	7967.84415584	5674.0	9.98230372677
1034.ZKB1	0.0332655789506	5703.56985294	4264.0	9.64657455479
1034.CHF6	0.0395032822496	7581.26351351	5280.0	9.65071366455
1034.CHA10	0.0357999651103	6817.8140625	4524.0	9.10324375895
1034.CHA11	0.0375340084919	6865.15551839	4816.0	9.35158531681
1034.CHB4	0.0305286606849	5254.1875	3676.0	9.00731645084
1034.CHC13	0.0432747162153	8233.7450495	5865.0	9.90405626557
1034.ZKG1	0.0357790666849	6298.38184664	4805.0	9.79737175606
1034.CHG4	0.025900653122	4030.71428571	2953.0	8.39003236712
1034.CHC12	0.0333966685652	6008.01052632	4218.0	9.25766409314
1034.CHB6	0.0362790208937	6353.33147114	4584.0	9.80881006205
1034.CHD9	0.0387264843296	7760.48175182	5344.0	9.8059322545
1034.CHF11	0.0102589526738	1743.53846154	927.0	6.8182579102
1034.CHC9	0.0121481732426	2214.15178571	1037.0	5.19427907635
1034.CHB5	0.0354835010014	6303.68667917	4440.0	9.60497572945
1034.CHC10	0.0146336882397	2542.28220859	1399.0	7.52473624238
1034.CHD3	0.0186975233597	2966.23222749	1770.0	7.67915294781
1034.CHD4	0.0160320710844	2745.06711409	1535.0	7.88036042575
1035.UQ361	0.0224095239312	3714.15841584	2270.0	7.2745834279
1035.UQ409	0.0242869849395	4173.56379822	2598.0	7.84617803961
1035.UQ521	0.0223890854144	4014.26530612	2430.0	6.58380534857
1035.UQ11125	0.0107849247286	2083.26605505	1085.0	6.87177142386
1035.UQ040	0.0179990609651	3033.02843602	2073.0	8.11187618432
1035.UQ11126.0.3	0.0116334437708	2460.56896552	1206.0	7.20677817396
1035.UQ171	0.020518578985	3430.69902913	2344.0	7.39219272108
1035.UQ184	0.0160974016034	2803.72727273	1868.0	6.6005214618
1035.UQ234	0.013132754731	2176.34895833	1487.0	6.08567939544
1035.UQ870	0.0117123231297	2295.83962264	1184.0	6.40975238879
1035.UQ085	0.0250913807319	4481.42105263	3022.0	8.59347184012
1035.UQ11010	0.00987246272613	2002.37078652	1009.0	5.84651686825
1035.UQ11012	0.00896431782185	1956.75	912.0	6.71469060543
1035.UQ599	0.0145656497431	2734.69491525	1668.0	6.43772820754
1035.UQ871	0.0120326477852	2088.6	1248.0	5.71867351498
1035.UQ514	0.0087602773051	1732.20792079	950.0	6.77308483142
1035.UQ11015	0.010399467617	1996.7628866	1145.0	6.6997995603
1035.UQ825	0.0169056803224	3116.87603306	1987.0	6.96950857328
1035.UQ11020	0.00895246426538	1722.15306122	960.0	6.61434524051
1035.UQ11117.0.8	0.00953732811883	1905.45714286	994.0	6.72589077315
1035.UQ415	0.0275074819826	4788.38848921	3089.0	8.03526358304
1035.UQ855	0.0144301322495	2654.17061611	1730.0	6.37174277354
1035.UQ856	0.0104821258356	1880.11290323	1194.0	6.2386275734
1035.UQ246	0.0127532641221	2491.96428571	1433.0	5.68716818786
1035.UQ832	0.0126206235749	2190.56650246	1463.0	6.12413850683
1035.UQ279	0.0146803381892	2439.88372093	1631.0	6.91129589788
1035.UQ322	0.0184083404466	3258.5483871	2133.0	7.08842396802
1035.UQ330	0.0141275280623	2412.05140187	1622.0	6.04734977286
1035.UQ491	0.0144600016899	2407.32512315	1628.0	6.56035326127
1035.UQ382	0.0230813519114	3943.1220339	2641.0	8.2533272278
1035.UQ405	0.0189449586579	3527.47535211	2147.0	6.21390379918
1035.UQ804	0.0115504151636	1994.16326531	1238.0	5.67084767108
1035.UQ842	0.0155821932001	2781.97933884	1842.0	6.59810284434
1035.UQ863	0.0114739136775	1915.10344828	1246.0	5.9614391302
1035.UQ872	0.00942762257529	1799.42241379	1030.0	5.08708194306
1035.UQ878	0.0103865756294	1630.27702703	1136.0	5.70629616094
1035.UQ461	0.0130829167532	2237.08376963	1492.0	6.6320535122
1035.UQ866	0.0119600124407	2351.07920792	1189.0	5.84162209006
1035.UQ873	0.0102468316766	1806.04444444	1126.0	6.37014788194
1035.UQ861	0.0133620096523	2373.18848168	1488.0	5.84076316036
1035.UQ862	0.0125081059868	2196.47272727	1416.0	6.29898703123
1035.UQ892	0.0246114442962	4564.92028986	3054.0	8.29236083758
1035.UQ262	0.0276630262015	4913.17257683	3324.0	8.47241505644
1035.UQ841	0.0256930519504	4852.7	3060.0	8.3278026969
1035.UQ852	0.0213205073846	3636.59302326	2117.0	7.2183532054
1035.UQ351	0.0255577504236	4350.96918768	2630.0	7.64071183605
1035.UQ362	0.014560154339	2695.20540541	1631.0	7.0764368652
1035.UQ801	0.0121539002795	2189.8125	1368.0	6.0691436238
1035.UQ817	0.0170980116336	3219.01176471	2079.0	6.98099572509
1035.UQ879	0.0110975640988	2043.05737705	1226.0	6.59824175321
1035.UQ632	0.0193955068226	3187.02074689	1884.0	6.49942698538
1035.UQ11007	0.0132937999489	2288.4321608	1527.0	6.42668578767
1035.UQ11017	0.0095024668238	1742.71764706	974.0	5.5668848238
1035.UQ11108.1.6	0.00983082701111	1845.53488372	986.0	6.19223440178
1035.UQ173	0.0141371469777	2529.36263736	1594.0	6.46194140685
1035.UQ203	0.0123538295939	2139.0	1380.0	6.1382840474
1035.UQ205	0.00810993298681	1436.20618557	828.0	4.91360365868
1035.UQ271	0.0213354359504	3558.17161716	2527.0	7.76656085051
1035.UQ272	0.0153945180438	2557.0412844	1760.0	6.73368343546
1035.UQ288	0.0131647771255	2218.22527473	1491.0	6.00396855593
1035.UQ299	0.0153502258251	2688.32882883	1773.0	6.51448229699
1035.UQ311	0.0120368473885	2034.09202454	1317.0	6.22643892746
1035.UQ422	0.013659513442	2298.66298343	1530.0	6.64542182666
1035.UQ496	0.0135027237773	2267.03550296	1496.0	6.92218848254
1035.UQ556	0.013446750328	2411.22155689	1484.0	7.01727100312
1035.UQ562	0.0110742385646	2009.41911765	1223.0	6.16345622745
1035.UQ585	0.0130656315756	2260.45086705	1444.0	6.01402907439
1035.UQ592	0.0123276338272	2131.60689655	1394.0	6.48020317232
1035.UQ626	0.0111991009497	2077.62264151	1183.0	6.58942184617
1035.UQ802	0.0118305353037	2084.11643836	1300.0	6.15549201343
1035.UQ845	0.0116775614256	1973.10126582	1328.0	6.17755380313
1035.UQ865	0.0121497655782	2124.5060241	1382.0	6.03454176117
1035.UQ886	0.0105981861745	1844.33333333	1152.0	6.13070216698
1035.UQ215	0.0154540476719	2742.5	1733.0	6.81020227096
1035.UQ867	0.0161538718882	2794.50462963	1827.0	6.76367661749
1035.UQ298	0.0209250956579	3932.07476636	2376.0	7.17409293514
1035.UQ11111.2.9	0.0165277965961	2540.71966527	1603.0	6.04791272827
1035.UQ377	0.0244190089182	4389.42120344	2723.0	7.90462117984
1035.UQ014	0.0192005872668	3403.77102804	2293.0	8.34297144671
1035.UQ089	0.0129691447673	1950.68518519	1368.0	6.64065473557
1035.UQ100	0.0138886172985	2233.9893617	1549.0	7.01953684084
1035.UQ11123.1.4	0.0120204182451	2076.61538462	1261.0	6.85110110459
1035.UQ11127	0.00993432546717	1965.375	1024.0	5.41161230417
1035.UQ168	0.0197022233312	3430.15737705	2294.0	7.72803588143
1035.UQ269	0.0180755378332	3163.55636364	2134.0	7.4226105182
1035.UQ301	0.0212892626944	3643.49411765	2524.0	7.67805426459
1035.UQ423	0.0163598751292	2743.36263736	1808.0	7.12383917332
1035.UQ631	0.0130593148262	2394.95588235	1474.0	7.0378353844
1035.UQ807	0.0138134048993	2412.03208556	1560.0	6.39079653536
1035.UQ829	0.0129472101488	2283.51412429	1446.0	5.82276105556
1035.UQ833	0.026134834996	4759.96221662	3116.0	8.01451878062
1035.UQ843	0.0203928001397	3353.5257732	2365.0	7.62619786127
1035.UQ857	0.0122548821068	2357.25806452	1231.0	6.42298858451
1035.UQ858	0.0132698981301	2149.19047619	1293.0	6.25127425759
1035.UQ864	0.0101043372241	1904.79518072	924.0	5.53746879382
1035.UQ356	0.0124829564842	2139.1257485	1407.0	6.68273719852
1035.UQ523	0.0171065932369	2897.28346457	1956.0	6.77898424685
1035.UQ249	0.0118902014497	2127.48447205	1299.0	6.3182421398
1035.UQ302	0.0222827502959	3964.5508982	2540.0	7.72965718927
1035.UQ578	0.0269758097469	4504.92265193	2928.0	8.21481263347
1035.UQ609	0.00932554972396	1721.20909091	1003.0	6.12586277411
1035.UQ373	0.0207130464653	3201.58606557	2084.0	7.55202113715
1036.P.C.14.1.s.4.1.sequences	0.0255557843424	4187.84455959	2742.0	7.75989800014
1036.A.N.2.1.s.4.1.sequences	0.0333476250767	6216.37017544	4207.0	9.00940951235
1036.A.V.2.1.s.4.1.sequences	0.0312339859003	6266.22176591	3970.0	8.81495975845
1036.A.N.7.2.s.4.1.sequences	0.03135926791	5674.32467532	3909.0	8.67304680582
1036.A.Ac.2.1.s.4.1.sequences	0.0323792925729	6295.97201493	4145.0	9.05437796644
1036.A.Ac.2.1.s.4.1.sequences.r	0.0323445465348	6090.50191571	3991.0	8.89613574986
1036.A.Ac.2.2.s.4.1.sequences	0.0321032366372	6176.41727941	4015.0	8.66632262068
1036.A.Ac.2.2.s.4.1.sequences.r	0.034450528401	6273.1047619	4333.0	9.09274803055
1036.A.C.0.1.s.4.1.sequences	0.0340714764397	6370.08695652	4334.0	9.2191900213
1036.A.C.0.2.s.4.1.sequences	0.034082398989	6511.40869565	4342.0	9.18747201045
1036.A.C.2.1.s.4.1.sequences	0.0332745074437	6422.46768061	4190.0	8.94884263503
1036.A.C.2.1.s.4.1.sequences.r	0.0341706510836	6616.60521415	4276.0	9.02256911712
1036.A.C.2.2.s.4.1.sequences	0.0343763443619	6292.92486583	4271.0	9.16521490385
1036.A.C.2.2.s.4.1.sequences.r	0.0325098965419	5927.89781022	3971.0	8.64825794586
1036.A.N.2.2.s.4.1.sequences	0.0327460545681	6153.71270718	4050.0	8.78701053761
1036.A.N.7.1.s.4.1.sequences	0.0355872087103	6636.44483986	4383.0	9.18393478866
1036.A.V.2.2.s.4.1.sequences	0.0334203857491	6237.21480144	4178.0	8.97459067831
1036.B.C.2.2.s.4.1.sequences	0.0232218176187	3977.92592593	2552.0	7.6041952433
1036.B.N.14.1.s.4.1.sequences	0.0247493833037	4194.00263158	2753.0	7.65358481125
1036.B.N.14.2.s.4.1.sequences	0.0235926012963	3930.54277286	2567.0	7.64324962913
1036.P.Ac.14.2.s.4.1.sequences	0.0233544257149	3689.66055046	2458.0	7.67955826517
1036.P.Ac.21.1.s.4.1.sequences	0.0240426537445	4031.40633245	2625.0	7.36165472998
1036.P.C.7.1.s.4.1.sequences	0.0206825011494	3373.89140271	2150.0	7.70711977896
1036.P.N.14.1.s.4.1.sequences	0.0223800808294	3602.77702703	2352.0	7.63169009883
1036.P.N.7.1.s.4.1.sequences	0.024006026669	4220.80239521	2628.0	7.72406735204
1036.P.N.7.2.s.4.1.sequences	0.0234553280932	3901.78338279	2533.0	7.62931962765
1036.P.C.2.2.s.4.1.sequences	0.0218472235737	3467.44483986	2287.0	7.52525018365
1036.P.N.2.1.s.4.1.sequences	0.0240841708456	3853.02631579	2629.0	7.84932811482
1036.P.N.21.1.s.4.1.sequences	0.0241000595125	4061.72622478	2628.0	7.62860100536
1036.P.N.21.2.s.4.1.sequences	0.022546009359	3724.18461538	2395.0	7.27306144688
