	PD_whole_tree	chao1	observed_otus	shannon
1030.TVF.Control.Loc3.D0.Rep4	0.0171388539783	3447.11428571	2137.0	7.89613264024
1030.TVF.Control.Loc4.D0.Rep1	0.0222798655164	4234.37908497	2805.0	8.81894100086
1030.TVF.Control.Loc4.D0.Rep3	0.0211312231078	4292.54778555	2693.0	8.47938856505
1030.TVF.Control.Loc4.D0.Rep4	0.0171635961653	3412.89096573	2147.0	7.66288991518
1030.TVF.Control.Loc4.D0.Rep5	0.0249333836673	5029.13508065	3215.0	9.15381086828
1030.TVF.2010.Loc1.D10.Rep5	0.0197611207249	3460.62569832	2318.0	8.67977102945
1030.TVF.2010.Loc4.D10.Rep5	0.0193214380404	3501.81690141	2311.0	8.68262576482
1030.TVF.Control.Loc3.D0.Rep2	0.0177607208909	3561.79166667	2307.0	8.14240916174
1030.TVF.Control.Loc3.D10.Rep5	0.0106750714772	2109.04605263	1211.0	6.6916924311
1030.TVF.Control.Loc4.D10.Rep5	0.0127216311392	2307.6443299	1457.0	7.30064462099
1030.TVF.2004.Loc3.D0.Rep5	0.0225751458551	4447.08474576	2811.0	9.12849654866
1030.TVF.2010.Loc3.D0.Rep2	0.0155171021469	2946.4	1867.0	8.14621341613
1030.TVF.Control.Loc1.D10.Rep1	0.011239287561	1982.71957672	1241.0	5.85974878157
1030.TVF.Control.Loc3.D0.Rep3	0.0160243734903	3284.1590106	1982.0	7.49788180529
1030.TVF.Control.Loc5.D10.Rep1	0.0195264632763	3754.53168044	2384.0	8.23115953783
1030.TVF.2004.Loc2.D0.Rep4	0.0192367018407	3627.74005305	2376.0	8.5574398235
1030.TVF.2010.Loc5.D10.Rep1	0.0199085667479	3834.74193548	2367.0	8.52225452218
1030.TVF.2010.Loc5.D10.Rep5	0.0183825844464	3602.17391304	2176.0	8.42494399161
1030.TVF.2004.Loc3.D10.Rep2	0.022342226212	4327.89	2736.0	9.08159762698
1030.TVF.2004.Loc3.D10.Rep3	0.0157436692326	2971.08846154	1853.0	8.07352186238
1030.TVF.2004.Loc3.D10.Rep5	0.0193978813385	3643.68604651	2325.0	8.62269435955
1030.TVF.2010.Loc1.D0.Rep3	0.0143503543343	2911.67264574	1725.0	8.03433526433
1030.TVF.2010.Loc2.D0.Rep4	0.0119792961506	2326.63861386	1440.0	7.5774421799
1030.TVF.2010.Loc2.D10.Rep3	0.014760541324	2664.2804878	1698.0	7.45882386547
1030.TVF.2010.Loc2.D10.Rep4	0.0139676533173	2612.12785388	1649.0	7.85664968673
1030.TVF.2010.Loc3.D10.Rep1	0.0194753999947	3495.10191083	2294.0	8.88062345351
1030.TVF.2010.Loc3.D10.Rep2	0.0193146804054	3532.88515406	2341.0	8.59748770533
1030.TVF.2010.Loc3.D10.Rep4	0.023242799969	4212.56192661	2891.0	9.3651385588
1030.TVF.2010.Loc5.D10.Rep2	0.0155030038784	2716.67636364	1804.0	8.15951059903
1030.TVF.2010.Loc5.D10.Rep3	0.0128970185674	2504.36040609	1524.0	7.73585426478
1030.TVF.2010.Loc5.D10.Rep4	0.0195907945292	3602.00877193	2328.0	8.60502744267
1030.TVF.Control.Loc2.D10.Rep5	0.0143958293349	2822.55060729	1760.0	7.91389180268
1030.TVF.Control.Loc4.D10.Rep2	0.0113861606565	2041.72774869	1305.0	6.37553211583
1030.TVF.Control.Loc5.D10.Rep4	0.0148233742371	2827.02489627	1732.0	7.76052453194
1030.TVF.2004.Loc4.D10.Rep5	0.0175889556624	3258.83121019	2107.0	8.36365138858
1030.TVF.2010.Loc2.D10.Rep2	0.0118564569157	2083.46428571	1379.0	7.2210616454
1030.TVF.Control.Loc1.D0.Rep3	0.0110409841521	2330.22159091	1316.0	6.38699650252
1030.TVF.Control.Loc5.D0.Rep5	0.0190946807249	3944.04244032	2444.0	8.33844216024
1030.TVF.Control.Loc4.D10.Rep3	0.0147385473985	2814.61570248	1748.0	7.66600401809
1030.TVF.2010.Loc1.D0.Rep2	0.0146362306054	2826.06329114	1743.0	7.87262740882
1030.TVF.2010.Loc3.D10.Rep3	0.0210879267982	3815.34316354	2524.0	8.99049345007
1030.TVF.Control.Loc1.D10.Rep5	0.0171950154194	3206.09698997	2005.0	7.88486099434
1030.TVF.Control.Loc1.D10.Rep4	0.0116125789154	2304.57303371	1358.0	7.0346590294
1030.TVF.Control.Loc2.D10.Rep2	0.0125951976795	2346.57653061	1448.0	6.98305747311
1030.TVF.Control.Loc2.D0.Rep4	0.0142670538103	2776.32283465	1777.0	7.88645546437
1030.TVF.Control.Loc2.D10.Rep4	0.0144439507682	2925.40692641	1703.0	6.97953057105
1030.TVF.2010.Loc1.D0.Rep1	0.0122722545664	2375.18461538	1472.0	7.57688602917
1030.TVF.Control.Loc2.D0.Rep5	0.0190604527833	3864.93965517	2351.0	8.39379694098
1030.TVF.Control.Loc5.D0.Rep2	0.0124240893035	2514.80487805	1470.0	6.84814168178
1030.TVF.Control.Loc5.D0.Rep3	0.00995829218788	2205.10714286	1200.0	6.17790414176
1030.TVF.Control.Loc5.D0.Rep4	0.0173686639231	3611.8990228	2159.0	8.18441350166
1030.TVF.2010.Loc2.D10.Rep5	0.0109009358315	2046.25555556	1285.0	7.34554939739
1030.TVF.Control.Loc3.D10.Rep1	0.0146239126643	3057.27118644	1730.0	7.04823590455
1030.TVF.2010.Loc5.D0.Rep5	0.0186549633515	3734.0625	2344.0	8.77443136746
1030.TVF.2010.Loc3.D0.Rep5	0.0204473614123	4070.25427873	2587.0	8.87631413356
1030.TVF.2010.Loc2.D0.Rep3	0.012689181287	2524.07692308	1508.0	7.45863831194
1030.TVF.2010.Loc1.D10.Rep2	0.0137369403402	2582.87557604	1664.0	8.1264744955
1030.TVF.2010.Loc2.D0.Rep5	0.0122631548664	2448.82352941	1496.0	7.7413667069
1030.TVF.Control.Loc2.D10.Rep1	0.0112678444156	2260.45398773	1361.0	7.07601890133
1030.TVF.Control.Loc2.D10.Rep3	0.0133103421112	2398.25	1612.0	7.25999827524
1030.TVF.Control.Loc3.D0.Rep5	0.0135524185232	2685.68292683	1607.0	6.74159171894
1030.TVF.2010.Loc2.D0.Rep1	0.0120457803575	2423.82758621	1432.0	7.62317910462
1030.TVF.Control.Loc2.D0.Rep1	0.0122983361952	2532.42857143	1461.0	7.1383560257
1030.TVF.2004.Loc1.D10.Rep5	0.0200678092584	3788.64285714	2432.0	8.88421923889
1030.TVF.2004.Loc3.D0.Rep3	0.0180545823388	3334.3271028	2154.0	8.34419345518
1030.TVF.Control.Loc3.D10.Rep3	0.0140532556223	2879.23504274	1614.0	6.92330394544
1030.TVF.2010.Loc4.D10.Rep1	0.0211206776611	4203.50828729	2567.0	8.95146955271
1030.TVF.Control.Loc5.D10.Rep5	0.00919035674005	1758.68217054	1010.0	5.74898122676
1030.TVF.2010.Loc3.D0.Rep3	0.0173622196079	3357.24709302	2123.0	8.07414771734
1030.TVF.Control.Loc1.D0.Rep2	0.00808074837374	1547.78899083	901.0	6.05887042961
1030.TVF.Control.Loc4.D10.Rep1	0.0108656235799	2111.1626506	1292.0	6.61711654179
1030.TVF.Control.Loc1.D10.Rep2	0.0113256686892	2294.57803468	1324.0	6.83761037225
1030.TVF.Control.Loc3.D10.Rep4	0.00878944849019	1522.18666667	955.0	5.87360209182
1031.CHDF3	0.0166873837583	3022.27986348	1996.0	8.60440300212
1031.HJDF.1	0.0229631990444	4417.46341463	2825.0	8.80938530643
1031.CHDF1	0.020391361107	4035.93965517	2522.0	9.00397564432
1031.CHDF2	0.0201638630141	3666.4	2434.0	8.9834415769
1031.CHRA2	0.0179336151893	3368.60990712	2262.0	8.99624100119
1031.CHRA3	0.0180658226838	3300.33433735	2244.0	8.96895570909
1031.HJDF2	0.0243628217401	4761.46511628	3039.0	9.29303869707
1031.HJDF3	0.0235101769485	4809.01431981	2913.0	9.09758177486
1031.HJRA.1	0.025551712305	5004.88571429	3255.0	9.42316826898
1031.HJRA2	0.0256257497552	5032.10861423	3299.0	9.52579155394
1031.HJRA3	0.0231864147281	4578.45890411	2993.0	9.39999565935
1033.Antarctic.soil.5C.1.7	0.0159727384001	2895.62962963	1640.0	7.21134590969
1033.Antarctic.soil.10A.2.1	0.0201596634108	3383.5	2071.0	8.30706397422
1033.Antarctic.soil.3B.7.2	0.011780678303	2387.05970149	1134.0	6.00297005999
1033.Antarctic.soil.4C.6.4	0.0113053980222	1949.67910448	1081.0	6.27609489
1033.Antarctic.soil.9A.2.0	0.00454598717372	804.5	352.0	5.58134365776
1034.CHA12	0.0298124666321	5505.00326264	3722.0	9.89787635374
1034.CHB2	0.0211196056601	3025.24683544	2197.0	8.83882389326
1034.CHB7	0.0148604041523	1827.09259259	1307.0	6.88680205512
1034.CHB8	0.0142441221637	1812.82178218	1306.0	6.37092115914
1034.CHB9	0.0178496399089	2392.27173913	1752.0	7.87543133709
1034.CHC11	0.0149611319668	1942.73109244	1328.0	8.10031242795
1034.CHC17	0.0222005340819	3986.32114883	2507.0	8.22290515724
1034.CHC2	0.00545767259086	752.243243243	364.0	5.92336444394
1034.CHC6	0.0109598925321	1275.69473684	882.0	6.84039440947
1034.CHC8	0.0154786320801	1843.5862069	1308.0	7.77831106487
1034.CHD11	0.0128942333788	1786.17714286	1132.0	6.79466768324
1034.CHD2	0.0211953003479	3706.41176471	2307.0	8.38496021553
1034.CHF1	0.0143606379352	2329.52717391	1382.0	6.94997445039
1034.CHF14	0.0065765977429	931.25	513.0	4.0762801034
1034.CHF2	0.0140026321072	2299.12426036	1309.0	6.99809746581
1034.CHF7	0.0239689900399	3909.18762887	2912.0	9.59363360681
1034.CHG1	0.00811214077185	1255.16666667	694.0	7.41830679846
1034.CHG3	0.0136189542041	1812.49162011	1202.0	6.67579127163
1034.CHI1	0.0149551341321	1865.46666667	1431.0	8.34237485982
1034.CHI7	0.0238988411113	3526.07834101	2773.0	9.42639405711
1034.CHI9	0.0073309440668	1061.0	575.0	6.80909037948
1034.ZKA3	0.0115575901852	1815.89189189	1014.0	8.25699814393
1034.ZKA4	0.0251717483595	4245.04615385	2919.0	9.24782192286
1034.ZKD1	0.025135235422	3755.5625	2594.0	9.09604422209
1034.ZKD3	0.0115613086189	1634.62307692	977.0	6.17701450586
1034.ZKE2	0.011983314476	1452.02608696	942.0	6.49998636272
1034.ZKE5	0.00942614885359	1191.06451613	770.0	7.03340668524
1034.ZKH3	0.012108263024	1875.54411765	1038.0	8.30666387709
1034.CHC1	0.00712925568596	804.512195122	502.0	5.62758068417
1034.ZKE3	0.0109846705271	1246.09375	865.0	6.99078419579
1034.CHD10	0.0280037580418	5376.8	3417.0	9.67238123945
1034.CHD5	0.0182292793446	2506.66666667	1772.0	8.60864277013
1034.CHD8	0.0296733426047	5870.25497288	3691.0	9.88286590033
1034.CHI6	0.00564529067819	897.682926829	422.0	5.97350181424
1034.ZKB1	0.0245022579682	4064.00669643	2888.0	9.58538657273
1034.CHF5	0.0217629741386	3680.76875	2325.0	8.71755939089
1034.CHF6	0.027880820335	5344.75	3362.0	9.54017676557
1034.CHI13	0.0225205062527	3954.43636364	2688.0	9.22380059327
1034.CHI12	0.0201364106115	3562.89863014	2532.0	9.14645562013
1034.CHB3	0.00538404805126	713.942307692	365.0	3.04332042777
1034.CHF12	0.00844306682388	1371.8	683.0	7.55630240388
1034.CHI11	0.00906931126058	1277.35820896	794.0	7.37739365622
1034.CHA10	0.024690502695	4539.39310345	2782.0	9.02822386541
1034.CHA11	0.0271371828316	4840.54565217	3119.0	9.28646548756
1034.CHB4	0.0217207800431	3750.56441718	2303.0	8.95520014602
1034.CHC13	0.0305493979745	5954.18815331	3781.0	9.78882426212
1034.ZKG1	0.0254891524276	4524.28767123	3186.0	9.67299865487
1034.CHG4	0.0189418601496	3073.74820144	1947.0	8.3374997598
1034.CHC12	0.0246340156252	4507.8655914	2784.0	9.18808282114
1034.CHI2	0.0201642546638	3077.06086957	2176.0	8.41746698581
1034.ZKA2	0.0246055136015	4030.76513317	2797.0	9.21912136203
1034.CHB6	0.0271043581147	4472.5	3090.0	9.70742767138
1034.CHG9	0.0279592901403	4700.22137405	3435.0	9.93873675771
1034.CHD9	0.0272790383356	5360.1199262	3475.0	9.73387593745
1034.CHG10	0.0214616802992	3887.99447514	2648.0	9.36992787946
1034.CHG11	0.0198538924565	3087.00273973	2354.0	9.17327040756
1034.CHI3	0.0166268705301	2402.24669604	1660.0	8.08718977739
1034.CHA1	0.0165969675196	2794.23651452	1825.0	8.43148388479
1034.CHA2	0.0177467736872	2970.95	1949.0	8.50473162196
1034.CHF11	0.00742806534753	957.472727273	581.0	6.78976048959
1034.CHC3	0.0205485849433	3752.8365651	2424.0	8.89583231842
1034.CHC5	0.021434889225	3875.40246914	2572.0	9.08152801973
1034.CHF8	0.0210607619784	3652.10843373	2420.0	8.92720433221
1034.CHC16	0.02716481875	4810.9535316	3339.0	9.56966702838
1034.CHC4	0.0223600809602	4094.4589372	2674.0	9.05316641761
1034.CHI4	0.0216306737671	3568.30077121	2491.0	8.89408597658
1034.CHC9	0.008028672398	1260.1627907	582.0	5.18223085002
1034.CHC7	0.00897497293038	1116.1875	672.0	6.42540425506
1034.ZKA1	0.024017341987	4227.18352941	2823.0	9.31693380692
1034.CHB5	0.026094269044	4109.88026608	2928.0	9.51805009613
1034.ZKB2	0.017327117728	2286.35882353	1700.0	8.64620493205
1034.CHC10	0.010390428343	1468.23529412	845.0	7.49416038716
1034.CHD3	0.0128845976784	1850.33333333	1062.0	7.64506009983
1034.CHD4	0.0121455749269	1740.88	986.0	7.81806239969
1034.ZKG4	0.0264003947211	4528.59583333	3099.0	9.60856500809
1034.ZKH1	0.0257370521103	4481.19267823	3206.0	9.77955602598
1034.CHA3	0.0165646038304	2826.79245283	1877.0	8.46066708029
1034.CHI10	0.00781391298977	1181.08474576	606.0	6.5100569484
1034.ZKH2	0.00574611472663	803.75	438.0	6.39487542222
1034.ZKH4	0.00736564646397	1156.89285714	551.0	6.49556663846
1034.CHF9	0.00686425993636	1193.64285714	539.0	6.87631781798
1034.CHB10	0.00531996297819	883.357142857	419.0	5.52265520568
1034.CHF10	0.0223907493659	3214.05519481	2546.0	9.81443357351
1034.ZKE4	0.00451562984969	706.052631579	381.0	5.11148375785
1034.CHF13	0.00596616923815	764.381818182	431.0	5.12974228285
1034.ZKD2	0.00620250854221	895.323529412	432.0	5.6039863567
1034.CHB1	0.00648298788105	738.125	442.0	3.19783299477
1034.CHD1	0.00774810689623	810.3125	536.0	3.69596861087
1035.UQ361	0.0156568908597	2474.13372093	1380.0	7.20407150618
1035.UQ409	0.0173355482665	2660.40444444	1607.0	7.80101133833
1035.UQ521	0.0145809072945	2467.94029851	1386.0	6.49960374148
1035.UQ11125	0.00746488153382	1233.78431373	662.0	6.83098782194
1035.UQ001	0.00966945056947	1396.4140625	980.0	6.7681487352
1035.UQ013	0.00773593442504	1320.38181818	759.0	7.09621263598
1035.UQ040	0.0136180634808	1980.26470588	1425.0	8.06199032024
1035.UQ11126.0.3	0.00813262404865	1353.55384615	744.0	7.17008145836
1035.UQ171	0.0151472707374	2551.1969697	1512.0	7.34171453929
1035.UQ184	0.0114593174545	1887.64	1193.0	6.58539963604
1035.UQ234	0.00924356961878	1479.3203125	946.0	6.07741409457
1035.UQ870	0.00813832646759	1229.0	749.0	6.37828928034
1035.UQ085	0.018056611084	3082.67857143	1977.0	8.53086730509
1035.UQ11010	0.00685383981762	1024.296875	641.0	5.8209500767
1035.UQ11012	0.00628446402941	1085.96078431	583.0	6.71155721105
1035.UQ599	0.00991314393499	1561.91111111	1048.0	6.40983590056
1035.UQ871	0.00834807164127	1173.79816514	792.0	5.69959089149
1035.UQ514	0.00566076195845	909.267857143	561.0	6.76899698743
1035.UQ888	0.00631370459243	1097.71830986	638.0	5.95603351609
1035.UQ11015	0.0075410036792	1144.12162162	763.0	6.65944055444
1035.UQ825	0.0117879484396	1829.39884393	1235.0	6.95852080137
1035.UQ11020	0.00617179201949	1106.63265306	615.0	6.57131495749
1035.UQ11117.0.8	0.00595751601884	987.178571429	584.0	6.71419861496
1035.UQ415	0.0190447218953	3111.00369004	1896.0	7.97974047146
1035.UQ855	0.0105411798891	1738.58333333	1111.0	6.33345187944
1035.UQ856	0.00749299414585	1179.6875	807.0	6.20521109369
1035.UQ134	0.0102954242084	1648.23913043	1107.0	6.68450236618
1035.UQ223	0.00679783279837	1193.11538462	623.0	6.58081706857
1035.UQ246	0.00854127465264	1451.26605505	865.0	5.65966759269
1035.UQ832	0.00837895825183	1393.5	899.0	6.09054650918
1035.UQ279	0.0106394917848	1626.87407407	1085.0	6.86879783252
1035.UQ322	0.0127223159666	2195.73410405	1342.0	7.02893684666
1035.UQ330	0.0098432255201	1664.7804878	1016.0	6.00829532523
1035.UQ491	0.0101867761189	1649.0729927	1046.0	6.53619726569
1035.UQ382	0.0172415310891	2793.3125	1800.0	8.19937313882
1035.UQ405	0.0126466638008	2095.33668342	1289.0	6.17286780734
1035.UQ804	0.00801873568682	1238.34285714	791.0	5.67080588723
1035.UQ842	0.0106686271619	1775.26582278	1164.0	6.56976215165
1035.UQ863	0.00794507086326	1168.25925926	804.0	5.94238653977
1035.UQ872	0.0063102468855	1051.72151899	645.0	5.07118359076
1035.UQ878	0.00757880010863	1127.0	755.0	5.6796925692
1035.UQ461	0.00885299196774	1475.59459459	941.0	6.60711697421
1035.UQ866	0.008627558428	1303.94827586	763.0	5.83773283175
1035.UQ873	0.00679051902087	1067.01298701	682.0	6.33870952647
1035.UQ861	0.00887035323732	1495.80952381	894.0	5.80917055132
1035.UQ862	0.00852686306445	1456.23140496	934.0	6.26974220636
1035.UQ892	0.0171010139079	3046.21052632	1922.0	8.21311683381
1035.UQ262	0.019467151853	3328.375	2150.0	8.41000438703
1035.UQ841	0.0175191782414	2853.12857143	1866.0	8.2459590948
1035.UQ852	0.0137411947745	2062.85276074	1235.0	7.1585824674
1035.UQ351	0.0172932870311	2647.19480519	1579.0	7.61293706895
1035.UQ362	0.0103935111853	1765.82644628	1049.0	7.05700495239
1035.UQ801	0.00840316331933	1363.25	893.0	6.03296329845
1035.UQ817	0.0118258187229	2035.63934426	1318.0	6.92992406942
1035.UQ879	0.00799539896255	1296.2625	801.0	6.57692383635
1035.UQ632	0.0134121195468	2289.7983871	1155.0	6.47659531011
1035.UQ11007	0.00897857275018	1570.75206612	985.0	6.40269403478
1035.UQ11017	0.00684852121534	927.304347826	636.0	5.55138960349
1035.UQ11108.1.6	0.007085307	982.909090909	639.0	6.16463541936
1035.UQ173	0.00961111827028	1510.44029851	1001.0	6.42415046696
1035.UQ203	0.00847182062234	1400.01941748	892.0	6.11481981439
1035.UQ205	0.00541443223127	955.482758621	521.0	4.91095776532
1035.UQ271	0.0156094117319	2603.4375	1711.0	7.70499885202
1035.UQ272	0.0109620096783	1784.65359477	1162.0	6.69287607658
1035.UQ288	0.00903567415046	1544.83898305	941.0	5.92383086361
1035.UQ291	0.00912621347903	1478.5	967.0	6.51449584211
1035.UQ299	0.0106261365316	1759.50657895	1127.0	6.50597041621
1035.UQ311	0.0079261161391	1255.61111111	815.0	6.17225646281
1035.UQ392	0.0093381138448	1385.46666667	951.0	6.37868789243
1035.UQ422	0.00989656708371	1469.54545455	1005.0	6.62198775589
1035.UQ496	0.0094755660877	1556.11650485	980.0	6.89941391192
1035.UQ556	0.00935663327835	1472.675	952.0	6.98731464991
1035.UQ562	0.00737772493924	1167.47368421	768.0	6.14797113302
1035.UQ585	0.00915456891384	1676.44954128	948.0	6.00920865472
1035.UQ586	0.0111664452017	1710.00649351	1197.0	7.05662346637
1035.UQ592	0.00905699555752	1302.95070423	948.0	6.44935215852
1035.UQ626	0.00787006547889	1135.43157895	756.0	6.52449746421
1035.UQ802	0.00797248074391	1287.52941176	821.0	6.11162802923
1035.UQ845	0.00842404272178	1476.34285714	888.0	6.13126435394
1035.UQ865	0.00840847185061	1210.09489051	865.0	5.98794197594
1035.UQ886	0.00762448324304	1102.93902439	759.0	6.09255997276
1035.UQ215	0.01048726316	1567.6	1045.0	6.77720136294
1035.UQ867	0.0114179357523	1834.50684932	1173.0	6.71265109811
1035.UQ298	0.0136466236925	2173.79255319	1359.0	7.11238790637
1035.UQ11111.2.9	0.0106131975461	1555.70542636	934.0	6.02924320013
1035.UQ377	0.0165873541992	2626.68965517	1652.0	7.85641040612
