	PD_whole_tree	chao1	observed_otus	shannon
1030.tvf.2004.loc3.d10.rep1	0.0518051607513	4532.4137931	3288.0	8.76292429928
1030.tvf.control.loc4.d0.rep5	0.058436800548	5450.94810379	3930.0	8.83337126653
1030.tvf.2004.loc3.d10.rep2	0.0533435334397	4769.15	3387.0	8.88217640873
1030.tvf.control.loc2.d0.rep2	0.0569806230775	5176.0738255	3716.0	8.98353436088
1030.tvf.2010.loc1.d10.rep1	0.0523002891717	4647.18387909	3333.0	8.93936862462
1030.tvf.control.loc2.d0.rep3	0.0537816502954	4735.9516129	3467.0	8.87066426255
1030.tvf.2010.loc3.d10.rep3	0.0484738452658	4352.375	3053.0	8.78678809192
1030.tvf.2004.loc2.d0.rep3	0.0634493402735	5756.26589595	4228.0	9.59999868409
1030.tvf.2010.loc3.d10.rep5	0.0544866720382	4614.58156028	3386.0	8.9323945431
1030.tvf.control.loc4.d0.rep3	0.0512185408245	4574.69565217	3343.0	8.16748077976
1030.tvf.2010.loc5.d10.rep4	0.0481240076978	4173.60906516	2902.0	8.3864295648
1030.tvf.control.loc4.d0.rep2	0.0563957475343	5330.78502415	3596.0	8.41302061362
1030.tvf.control.loc3.d10.rep2	0.0493139468344	4358.50843373	3186.0	8.68184648288
1030.tvf.2004.loc2.d0.rep2	0.0641456613708	5967.30291262	4305.0	9.56119088224
1030.tvf.control.loc5.d10.rep1	0.0467380523075	4237.54973822	2992.0	8.02887247287
1030.tvf.control.loc4.d0.rep1	0.0536809724105	4880.12008734	3475.0	8.49905780261
1030.tvf.control.loc5.d10.rep4	0.0360372049954	3106.65371025	2169.0	7.55506598838
1030.tvf.2004.loc1.d10.rep1	0.0389633341858	3424.17241379	2427.0	8.10938490402
1030.tvf.2010.loc4.d10.rep4	0.0414820895103	3583.51367781	2595.0	8.36683948821
1030.tvf.2004.loc4.d10.rep5	0.042607656634	3501.50943396	2614.0	8.16672842658
1030.tvf.2004.loc3.d10.rep3	0.0363878899367	3281.05447471	2220.0	7.86765942469
1030.tvf.2004.loc1.d10.rep5	0.0481061561289	4122.09848485	3010.0	8.67190557711
1030.tvf.2004.loc4.d10.rep2	0.0400012212104	3492.91044776	2368.0	7.98427342242
1030.tvf.2010.loc1.d10.rep5	0.0452765601395	3855.22285714	2817.0	8.45365248756
1030.tvf.2004.loc2.d0.rep5	0.0625121311338	6029.24539877	4249.0	9.59124063531
1030.tvf.2010.loc1.d10.rep3	0.0473034098989	3991.00561798	2912.0	8.68927289158
1030.tvf.2004.loc4.d10.rep3	0.05655634429	5206.29227557	3759.0	9.12531776638
1030.tvf.2010.loc4.d10.rep3	0.044547102843	3781.7827476	2664.0	8.48365969235
1030.tvf.2010.loc3.d0.rep1	0.042733911722	3901.30841121	2655.0	8.2889540775
1030.tvf.2010.loc3.d0.rep4	0.0460648939311	4191.8962963	2988.0	8.49324918226
