	PD_whole_tree	chao1	observed_otus	shannon
1001.SKB2	0.02127286824	4581.12738854	2665.0	10.2261566575
1001.SKB5	0.0192728813166	4257.40639269	2458.0	9.83085251438
1001.SKD6	0.0208636055435	4528.93965517	2607.0	10.1243540276
1001.SKM4	0.0187633070732	3920.73594132	2280.0	9.63116270197
1001.SKD2	0.0191783471616	4484.6969697	2469.0	10.0047247205
1001.SKB1	0.0204427746353	4806.5974026	2699.0	10.2542328281
1001.SKM7	0.0107527904341	2219.11038961	1087.0	6.95588556592
1001.SKB4	0.0194060589833	4638.91374663	2436.0	9.71324101543
1001.SKB7	0.00861768661876	1894.6446281	876.0	6.51905827527
1001.SKB6	0.0194490565201	4220.07826087	2504.0	9.93376809756
1001.SKM8	0.00998195677886	1916.25949367	1002.0	6.8960797512
1001.SKD3	0.0197268536183	4411.74647887	2538.0	10.1348348278
1001.SKB3	0.0205704513029	4668.23702032	2631.0	10.1442374851
1001.SKM3	0.0211272596133	4570.29828326	2648.0	10.1904049187
1001.SKM5	0.0187384776043	4106.875	2370.0	9.85712082043
1001.SKD8	0.0105485283556	2223.25966851	1139.0	7.25271538139
1001.SKB8	0.00926557585323	1771.21276596	890.0	5.51349842533
1001.SKM1	0.0211905054371	4922.39159292	2684.0	10.1743028117
1001.SKB9	0.0108539803952	2176.16666667	1089.0	6.99001374706
1001.SKD7	0.0112277909652	2393.70351759	1254.0	7.61838463989
1001.SKM9	0.00905730999624	1618.37795276	844.0	6.36078779408
1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00	0.025718286497	5374.24117647	2996.0	10.5335668781
1024.SH004.C1.RH.3.211.bulk.9.11.G1.L00	0.0249232522503	5167.58964143	2937.0	10.5357528384
1030.TVF.2004.Loc2.D0.Rep3	0.0187056372215	3584.23453608	2154.0	9.58715369989
1030.TVF.2004.Loc4.D0.Rep2	0.0131700532058	2769.02868852	1543.0	8.32908807521
1030.TVF.2010.Loc4.D0.Rep4	0.0144875570405	2790.0746888	1587.0	8.8257768935
1030.TVF.2004.Loc4.D0.Rep3	0.0112172197816	2019.29716981	1230.0	7.82148950514
1030.TVF.2004.Loc5.D10.Rep1	0.0112443924344	2083.35135135	1160.0	7.46660946281
1030.TVF.2004.Loc5.D10.Rep3	0.0123342135413	2286.40555556	1210.0	7.58882941592
1030.TVF.2010.Loc2.D10.Rep1	0.00916061486547	1541.88793103	898.0	7.1086640879
1030.TVF.2010.Loc3.D0.Rep4	0.0126150576738	2388.72123894	1441.0	8.62676682452
1030.TVF.2010.Loc4.D10.Rep2	0.010712442687	1858.90740741	1095.0	7.80060221452
1030.TVF.Control.Loc2.D0.Rep3	0.0159862469561	2905.11111111	1819.0	8.96777143117
1030.TVF.2004.Loc1.D0.Rep1	0.0103494114344	1869.32544379	1140.0	8.06254918207
1030.TVF.2004.Loc1.D10.Rep1	0.0112473667338	1975.60309278	1231.0	8.19256656735
1030.TVF.2004.Loc1.D10.Rep2	0.0108667101279	2157.68421053	1186.0	8.19887428946
1030.TVF.2004.Loc1.D10.Rep3	0.0108873041856	1948.13043478	1192.0	8.21206473568
1030.TVF.2004.Loc1.D10.Rep4	0.010441059691	1833.65714286	1135.0	8.07044182933
1030.TVF.2004.Loc2.D0.Rep1	0.0163946883073	3040.26989619	1777.0	9.13562971963
1030.TVF.2004.Loc2.D0.Rep2	0.0194789516975	3681.58196721	2174.0	9.57776893418
1030.TVF.2004.Loc2.D0.Rep5	0.0182609951335	3569.09677419	2139.0	9.58867154566
1030.TVF.2004.Loc2.D10.Rep1	0.0115667458351	2175.34554974	1281.0	8.27429480157
1030.TVF.2004.Loc2.D10.Rep2	0.0135170570356	2367.44978166	1435.0	8.64830357529
1030.TVF.2004.Loc2.D10.Rep4	0.0127247162194	2161.1888412	1364.0	8.43388829645
1030.TVF.2004.Loc2.D10.Rep5	0.0149463958689	2843.63636364	1585.0	8.68470653706
1030.TVF.2004.Loc3.D0.Rep1	0.0165518908827	3090.01038062	1782.0	8.95100679739
