	chao1	observed_otus	faith_pd	shannon
2229.S2.N22.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	333.0909090909091	275	27.103772143553	5.683060841008413
864.OTC.R.6.2009a.lane2.NoIndex	3345.4607508532426	1678	101.26141158065916	9.448707877725829
2229.W1.N2.4.HP4.Thomas.CMB.Seaweed.lane5.NoIndex.L005	145.71428571428572	128	13.454869392398	3.220787903710678
755.SSFA.L1.D5.10.05.11.lane1.NoIndex.L001	2903.8113207547167	1539	118.053122178252	9.476929220032618
2229.W2.N3.4.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	451.0	328	31.75885289202199	5.48372775872942
1674.McG.G110713So5	2352.56768558952	1762	119.28466263234077	10.153183422663261
807.W.S.12.b	2071.792531120332	1296	107.79848010693898	9.146300477686472
894.YY1836.lane2.NoIndex.L002	154.07142857142858	123	9.812539823049999	4.229414269466872
945.P1.B7.lane2.NoIndex.L002	311.73809523809524	286	37.75508284154999	6.6761671267920315
678.OA.mesocosm.381	2082.1604938271603	1259	104.77623927503997	8.774837505098898
894.OS525.lane3.NoIndex.L003	814.9360730593608	747	47.86853630081091	7.776067752216215
1674.McG.F110715Ly6H4	1993.3796526054591	1543	92.83788925756514	9.80515936978759
2382.RU006.C181.RH.2.383.root.9.11.lane1.NoIndex.L001.sequences	1678.189655172414	941	75.45946681220501	7.033797173114428
2192.H05b.Hand.2599.lane6.NoIndex.L006	269.4	138	17.742790050060197	3.155751924655468
990.KA1U.B.03	2269.1627906976746	1390	90.11016082244042	8.403392387453666
861.U70.jul09	248.0	239	28.462227845738205	5.884928115703576
2229.S2.T21.PS2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	166.56521739130434	145	16.242378945282	4.39315020998568
2192.H03a.Bedroom.Floor.1204.lane5.NoIndex.L005	2222.988023952096	1029	72.40805380756903	6.8879520994783086
1064.G.CV92	27.0	20	5.389918282029999	1.7129347467148386
550.L4S13.s.4.sequence	94.66666666666667	91	11.6712195114101	3.7911745515411335
945.P12.G12.lane5.NoIndex.L005	311.3658536585366	240	29.45587359085609	5.349608260548664
1773.Thraupis.gauco1.lgi	281.0833333333333	269	24.702699550559007	5.887843565790398
945.P8.F7.lane2.NoIndex.L002	378.5625	242	30.228872968387492	3.5854970750150525
804.LS11.72a	64.46153846153847	54	8.92934811564	2.0270578815965834
945.P5.D8.lane2.NoIndex.L002	573.7540983606557	393	55.417595959693	6.615690695915129
894.OR432.lane3.NoIndex.L003	376.57142857142856	353	34.42242627851	6.011790688355343
2382.SH008.C6.HA.4.743.root.9.12.lane7.NoIndex.L007.sequences	2243.892857142857	1098	79.00978230487347	8.19829370601276
1288.CBH07July09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	376.6	234	28.1565976485973	5.47135786013053
990.KA1F.B.12	3199.046979865772	1680	114.14195916509237	9.414970362888226
1288.MA20jul09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	474.72727272727275	382	40.3963273018295	6.018568948947769
2192.H04a.Hand.1861.lane6.NoIndex.L006	406.2340425531915	281	26.808150736450106	5.109715939227812
1883.2008.557.Crump.Artic.LTREB.main.lane3.NoIndex	565.7831325301205	440	39.89777603128749	6.767530716502996
2192.H02a.Kitchen.Light.Switch.627.lane2.NoIndex.L002	507.22	307	34.46173096600011	5.167812791758018
2229.S1.N23.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	553.5652173913044	339	30.922757577787	5.8491748865995365
864.LSFS2control.lane2.NoIndex	3856.929663608563	1875	113.27242397605599	9.836773346180168
1883.2009.29.Crump.Artic.LTREB.main.lane3.NoIndex	1389.0119760479042	1203	114.06321178965848	9.059131836686197
1883.2011.189.Crump.Artic.LTREB.main.lane3.NoIndex	814.9545454545455	623	53.79379269862852	7.905889212170051
723.C9.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	167.0	141	19.985206221127005	3.59402978943172
1717.38H.high.fertilizer	1490.3443223443223	1107	68.27415940289137	8.27377752137936
894.UY130.lane3.NoIndex.L003	546.3092105263158	509	34.385723702179604	6.417384845278915
2229.W2.T22.PS5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	307.6923076923077	256	24.946290112096992	6.277623664849418
894.MR320.lane3.NoIndex.L003	674.5379310344828	589	37.814966336842005	7.632367589095024
990.KA3F.E.22	3033.7774647887327	1772	122.38511219864536	9.867540663924096
894.YY991.lane5.NoIndex.L005	562.6338028169014	439	40.775515569292004	6.954834426932736
1288.TBE23June09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	256.19354838709677	187	23.982322357106494	4.52756728968776
945.P2.C5.lane2.NoIndex.L002	466.9583333333333	415	48.45228970174097	6.731129604748456
1056.Eup.sex.Cinci.1.1	325.125	288	28.687888508343107	6.405663819712929
2382.GM.181.R1.rhizo.10.12.lane7.NoIndex.L007.sequences	4215.451827242525	1873	120.34661907892948	9.760878241408944
2192.H05b.Foot.2675.lane5.NoIndex.L005	753.875	362	29.87717195179019	5.029896012565429
1288.TBE19Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	395.38461538461536	271	35.3045442429225	5.368563341726916
945.P6.H8.lane2.NoIndex.L002	380.4545454545455	186	29.16392460584	4.520676477515626
2192.H01a.Front.Door.Knob.245.lane2.NoIndex.L002	74.23076923076923	53	9.39525044593	1.9200121105139079
2192.H07b.Bedroom.Floor.3844.lane2.NoIndex.L002	966.9080459770115	505	44.23997107917017	5.865373573286947
894.UY773.lane3.NoIndex.L003	108.03703703703704	103	9.903242425549003	3.545014113292608
2182.CPZX24A	501.4512195121951	427	37.2883808427961	6.463611105492087
2182.ZF2DN	573.8157894736842	508	40.89072602824611	7.046407223007722
1883.2011.489.Crump.Artic.LTREB.main.lane4.NoIndex	166.27272727272728	160	17.2260532391825	4.960421129633306
2192.H04a.Foot.1904.lane6.NoIndex.L006	560.125	379	34.07226482720031	5.166076796637471
2229.S1.T21.ES3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	391.7368421052632	300	29.64421974100199	5.525116578656716
755.LSSF.GAMMA.D5.16.06.11.lane1.NoIndex.L001	478.1224489795918	325	32.413685774513105	5.7582018164024324
894.SL829.lane3.NoIndex.L003	453.63758389261744	434	36.461103102042806	5.45253132681381
2229.S1.N3.4.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	169.0	104	12.472118201622003	3.955293389491871
2229.W2.N23.EH2.Thomas.CMB.Seaweed.lane5.NoIndex.L005	379.4375	270	25.655727271237005	4.975121112714741
2192.H03a.Nose.1233.lane6.NoIndex.L006	188.55	117	17.6159413855	4.038116036572408
894.OS740.lane3.NoIndex.L003	704.0131578947369	640	48.969088630787006	7.661352264843361
945.P4.A1.lane2.NoIndex.L002	797.4782608695652	526	59.5929772649695	6.568495570379171
990.KA1U.C.05	3101.4943396226417	1527	107.01627650577336	8.61808975223933
1481.PO6.1.T0	166.0344827586207	150	15.157681089930099	4.944287114892635
2192.H07b.Nose.4020.lane1.NoIndex.L001	281.7142857142857	146	16.794384901280303	3.8555150504642786
894.GV1893.lane2.NoIndex.L002	1180.0592105263158	812	60.060244503913296	7.982258178700405
1773.Chirox.lance2.ugi	181.27777777777777	155	14.792624960634997	1.6900448290423589
894.SV1320.lane5.NoIndex.L005	1725.8277310924368	1189	84.8933409949279	8.955319887964823
894.YY1649.lane5.NoIndex.L005	1097.425806451613	810	72.48109221405178	7.917743927799303
990.KA1F.C.14	3517.961165048544	1756	121.72941157507441	9.359772443395
755.SSFA.L1.D40.17.05.11.lane1.NoIndex.L001	2100.6497461928934	1136	85.38998193723602	7.624744829064942
1288.NSB31jul08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	271.2285714285714	224	26.9854886374305	5.518261110721695
2192.H07a.Front.Door.Knob.3677.lane2.NoIndex.L002	64.0	34	7.524418176500001	0.9699815566255686
2192.H02a.Front.Door.Knob.773.lane2.NoIndex.L002	816.2794117647059	429	37.71893758972741	5.267598612162385
894.UY87.lane3.NoIndex.L003	832.2472527472528	724	49.99575584713131	7.520874723742827
894.F1458.lane5.NoIndex.L005	339.3333333333333	276	21.491783187799996	6.0695579169856995
894.OS1215.lane5.NoIndex.L005	1288.4232365145228	1035	75.4556744727881	8.81889139982691
755.LSSF.EPSILON.D20.22.07.11.lane1.NoIndex.L001	1808.619318181818	997	73.6273723277561	7.926931114225768
894.YY1144.lane5.NoIndex.L005	1096.6030534351146	792	68.200588358313	8.145324943304974
2382.HE003.C181.HA.1.755.gp.9.12.lane8.NoIndex.L008.sequences	37.5	15	5.05500330601	0.4244678328731503
1064.H.CJV207	28.875	27	6.3221813985300015	0.4880017289560838
1883.2009.036.Crump.Artic.LTREB.main.lane3.NoIndex	2041.4825174825173	1288	118.25760671488601	8.814387228711816
1288.SSBH18July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	333.5125	320	42.9423323332765	5.866269027729656
945.P9.B7.lane3.NoIndex.L003	135.63636363636363	122	9.4590152971451	4.748587082791271
894.UY55.lane3.NoIndex.L003	433.03960396039605	367	27.632892250394	5.359801880532206
2229.T.L.B.2.SE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	200.75	137	15.506049822217006	4.3219760230013975
755.SSFA.L3.D30.24.08.11.lane1.NoIndex.L001	2546.5084745762715	1514	118.30313427597598	9.372197276885966
990.KA2U.A.15	3274.3302752293575	1713	126.52303759360352	9.056346632089888
1288.HKH22Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	779.5769230769231	714	83.90875032726896	8.12656739753709
2229.S2.N23.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	279.9148936170213	224	23.419934786709995	5.401904498851374
894.MR197.lane3.NoIndex.L003	1145.797385620915	1028	62.8955405264098	8.868504503626724
755.SSFB.L1.D3.14.06.11.lane1.NoIndex.L001	2427.910714285714	1475	111.51123182860896	9.514000572937235
990.KA3F.D.24	4791.4553072625695	2172	139.90896905457163	10.221717380579317
1288.CBH10Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	275.2340425531915	235	27.60971867779459	5.609205068150831
894.YY1196.lane5.NoIndex.L005	1355.6858407079646	1032	73.4271419211313	8.70290715185368
990.KA2F.A.04	2990.4864864864867	1487	103.3391603046954	8.504013456044367
1064.H.CV304	42.142857142857146	42	7.0743172694	2.551540910597065
2229.S2.T13.EH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	323.95652173913044	262	29.050159220119998	6.032736692753964
723.IC3.S1.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence	460.05172413793105	349	37.28001466379912	6.2493016157633985
945.P8.E9.lane2.NoIndex.L002	435.875	293	39.022261220282005	5.0796849608092325
1240.2610TCDNA	516.7093023255813	447	50.89904489373998	7.128437165349563
945.P5.G6.lane2.NoIndex.L002	1113.6530612244899	656	73.36500424782548	7.410667640136216
1721.R4B	1205.9268292682927	908	59.54575868463699	8.255641721364661
2192.H07b.Cat.Paw.4069.lane6.NoIndex.L006	608.015873015873	329	34.191681924774194	3.421848573525675
2192.H05b.Nose.2796.lane5.NoIndex.L005	159.5769230769231	118	14.5423542356304	3.5768883607369153
1799.109.SD.Pum16	123.0	116	14.525771323275102	5.935181832649775
894.SV1282.lane5.NoIndex.L005	758.8837209302326	634	55.104689085707996	7.803209241412286
2192.H01a.Bedroom.Floor.172.lane2.NoIndex.L002	239.90243902439025	205	20.745823226850195	5.138722851963481
1747.Hi.Five.232569.skin	1130.27950310559	827	66.16993782691968	7.986876640633968
1674.McG.F110715Ly2R1	1395.8445945945946	1200	85.11591931568694	9.377223621114927
894.YY1808.lane2.NoIndex.L002	106.0	102	11.293431858199998	4.472934741517752
1288.TBH19Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	248.04347826086956	245	32.680617018466506	5.416926788658193
755.LSSF.DELTA.D5.08.07.11.lane1.NoIndex.L001	1166.8776978417266	730	59.288995339996085	7.096623132280838
1799.35.SD4	103.0	103	11.359128726750003	5.8239472024856624
894.OS630.lane3.NoIndex.L003	285.10869565217394	244	12.643018678293	5.623225403717367
1064.H.CJV195	45.0	39	5.91969574882	2.84263244095937
2229.W1.N11.ES3.Thomas.CMB.Seaweed.lane5.NoIndex.L005	163.31578947368422	118	13.685228021083997	3.671659052468686
894.MR937.lane3.NoIndex.L003	1014.9683257918552	873	64.5852473267098	8.3875390671441
2192.H02a.Kitchen.Counter.913.lane2.NoIndex.L002	404.10526315789474	297	30.619681601770296	5.515057264204213
894.UY1370.lane5.NoIndex.L005	975.2089552238806	722	57.52728073232701	7.688093221435986
2192.H05b.Hand.2575.lane6.NoIndex.L006	1455.2173913043478	965	78.9320852204054	7.384303928317299
755.LAB.IN.30.06.11.lane1.NoIndex.L001	655.3787878787879	414	44.957655068525604	6.39036205315114
2229.W1.N3.4.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	601.1351351351351	462	42.013149172336	7.146445196755534
755.SSFA.L1.D30.07.06.11.lane1.NoIndex.L001	2944.2604501607716	1655	135.795509103803	9.61724423777348
2182.Z820B	507.04347826086956	374	36.5660285197361	5.6766705638003065
2229.W2.T13.EH3.Thomas.CMB.Seaweed.lane5.NoIndex.L005	110.03571428571429	101	11.823612306100003	3.5534937896079852
2229.W2.N2.4.HP4.Thomas.CMB.Seaweed.lane5.NoIndex.L005	324.02777777777777	255	25.01760308142	5.608620327099077
990.KA3U.A.07	2591.1283783783783	1476	99.44461183807837	8.323425855029154
755.SSFA.L1.2.D10.21.06.11.lane1.NoIndex.L001	2391.546391752577	1457	105.03015808360304	9.289061718942566
2229.S1.T12.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	98.125	85	11.18889559418	3.6381758525764476
2192.H06b.Kitchen.Floor.3290.lane2.NoIndex.L002	803.4857142857143	684	78.44399753930409	6.171457015434884
1288.MA13aug09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	370.59375	352	51.221868390920015	6.827647154886952
945.P7.C10.lane2.NoIndex.L002	535.0375	380	41.442008235885496	4.576065241871679
1883.2011.098.Crump.Artic.LTREB.main.lane3.NoIndex	366.01408450704224	332	25.45301027277951	6.577242756207283
2192.H06b.Nose.3345.lane6.NoIndex.L006	224.43478260869566	134	16.4930996635311	2.210475842047747
945.P11.G5.lane3.NoIndex.L003	605.0086956521739	524	34.52675820872712	7.261405598421549
864.R06.OTC.lane2.NoIndex	3654.5811965811968	1554	102.27991047266798	8.91807084641656
945.P6.F4.lane2.NoIndex.L002	458.17241379310343	333	38.53833244664322	5.99905426477437
2229.W1.N3.6.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005.r	151.43333333333334	128	15.107887305238	3.012834027732034
1883.2008.526.Crump.Artic.LTREB.main.lane3.NoIndex	465.63157894736844	400	37.386766406564	7.10494575792033
2192.H05b.Foot.2699.lane5.NoIndex.L005	1426.7573529411766	758	56.5082364383114	5.827178746255422
894.SV1995.lane2.NoIndex.L002	1538.7979274611398	1020	78.29476094822739	8.479443308875089
1674.McG.F110715Ly5R2	1710.3823529411766	1342	89.507686665914	9.408197941009877
2192.H03a.Front.Door.Knob.1205.lane5.NoIndex.L005	1952.8015267175572	846	60.87980753398841	6.511867487681793
1289.KH48	1704.9875	947	64.61517431802311	8.00750151881281
894.UY1784.lane5.NoIndex.L005	1318.0735294117646	996	80.27745043542131	8.647000500107177
755.SSFA.MIX.2.19.04.11.lane3.NoIndex.L003	250.5	204	13.042434408756003	5.073261892311065
2192.H04a.Nose.2055.lane5.NoIndex.L005	455.3134328358209	334	31.043795378081207	5.5169469321785884
1799.D9.D9	123.5	123	13.67103633791	6.160279407421257
2192.H01a.Nose.282.lane6.NoIndex.L006	777.4678899082569	501	45.3391068230671	4.925622110532212
2192.H06b.Kitchen.Floor.3242.lane2.NoIndex.L002	1023.1764705882354	513	46.28218118966628	5.302285208219484
1721.S22M	1431.0645161290322	1083	69.35531851080408	8.31959728375292
2182.ZX12D	590.6111111111111	496	38.87286685221311	7.085993871850259
1747.Teman.72612.saliva1	422.9041095890411	374	30.707165317880087	5.45606361273055
1799.17.N.SD13	139.25	134	16.318984328434997	6.175695815616359
755.SSFA.L3.D5.24.08.11.lane1.NoIndex.L001	2442.2941176470586	1473	117.23000861639	9.343974614496846
755.LSSF.DELTA.D15.02.06.11.lane1.NoIndex.L001	1491.4652014652015	1098	75.39275805652309	8.431246967464137
2229.S1.T13.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	203.33333333333331	138	14.954284683380001	4.00581998161747
2229.S1.T22.ES5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	690.183908045977	475	41.29359168155701	5.8514690676154455
2229.W2.T12.EH1.Thomas.CMB.Seaweed.lane5.NoIndex.L005	226.53333333333333	195	21.24414330108	5.223034612460353
1674.McG.G110719Di5	2152.7563559322034	1710	109.21665996949054	10.13713735116501
