	chao1	observed_otus	faith_pd	shannon
1883.2009.154.Crump.Artic.LTREB.main.lane3.NoIndex	1833.4795918367347	1066	84.97290836910666	7.758296797242237
894.UY125.lane3.NoIndex.L003	1192.0392156862745	822	59.270827301342	7.548972042942398
1235.sp1932	173.25	122	17.578955942689998	4.693486540279756
1288.MAE30July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	361.01851851851853	298	36.160388380241	5.702563599323334
945.P1.G11.lane2.NoIndex.L002	1122.731092436975	661	77.84002832116772	6.7414109289155535
550.L6S36.s.6.sequence	64.5	57	11.202453813920002	3.5248063624055455
1694.St2C9.Pmoss.Jstar.16s.NoIndex.sequences	750.875	449	42.797394293967	4.404260288643228
550.L1S88.s.1.sequence	109.4375	95	11.799390264590002	3.1512042842837724
933.T.2.1.S.E.2	885.8791208791208	599	65.54724980359198	7.461665632724725
990.KA1U.C.08	2372.814432989691	1423	114.08654805340757	8.96532399385384
1197.SE.20101017.GY.D044S.BC.366.a	1862.061728395062	977	105.70767658788758	7.633213234174581
1034.CHB7	734.1363636363636	525	60.04402557351097	6.475997077599708
2382.SH005.C3.RH.2.659.leav.9.12.lane8.NoIndex.L008.sequences	9.5	8	2.9730800284300005	0.04737977581094724
550.L2S344.s.2.sequence	294.61538461538464	221	25.980137770330597	4.9523053200473335
2192.H01a.Foot.8.lane1.NoIndex.L001	144.33333333333334	126	18.694019905579996	4.9898110324387615
755.LSSF.THETA.D5.22.07.11.lane1.NoIndex.L001	594.3733333333333	429	44.63864634961001	6.335195154827203
1774.15BI22.10.09	944.3814432989691	570	54.086357999833	6.549502970083841
1621.N8827	1014.4495412844037	715	56.25106307492401	7.9875713668504496
2192.H04a.Dog.Foot.2105.lane6.NoIndex.L006	879.12	618	59.358349607605035	7.090514463481205
1883.2008.452.Crump.Artic.LTREB.main.lane2.NoIndex	955.0166666666667	481	53.26079560198001	6.448693464403206
990.KA1F.C.19	2385.1017699115046	1318	106.48739298036857	8.751028848321129
894.OR427.lane3.NoIndex.L003	598.8529411764706	471	40.36974165877501	6.460550830265533
1721.B27T	11.0	11	4.185773040650001	1.3755678493739936
945.P8.G2.lane2.NoIndex.L002	418.35849056603774	265	38.5181685078206	4.217515043458088
1883.2011.49.Crump.Artic.LTREB.main.lane4.NoIndex	1870.0487804878048	1079	98.07275845928694	8.190600599274164
2192.H06b.Front.Door.Knob.3365.lane5.NoIndex.L005	733.7407407407408	505	48.35719116241301	6.643283724545809
550.L2S68.s.2.sequence	213.88888888888889	185	20.572042070649996	5.615933105027033
894.GV1050.lane5.NoIndex.L005	183.0	117	18.74149872032	4.164240878884108
864.15.OTC.addV.noG.addW.lane2.NoIndex.r	1180.3815789473683	513	48.834033733946995	5.132874121174868
1774.42Fecal23.10.09	187.8	155	20.88368353931	5.222289346395845
1774.376.Skin.Puer	125.25	62	8.67687647867	2.306076290052647
1642.MS00231	3900.090680100756	2088	177.89920605174058	10.354396405185621
1774.280.Inte.Puer	220.88235294117646	160	19.422485544509	4.9355785442430244
1883.2001.086.Crump.Artic.LTREB.main.lane1.NoIndex	4664.579961464355	2449	270.2241890747769	10.567065779527324
1721.R10M	1546.0	926	74.96540325600863	7.998089185183614
1883.2009.366.Crump.Artic.LTREB.main.lane3.NoIndex	21.0	21	4.57833601744	2.3921556469372867
1694.St4F3.Pmoss.Jstar.16s.NoIndex.sequences	110.1	108	13.154560571465003	2.8249498068771017
1288.NSBE26June09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	381.0967741935484	249	31.452168073978005	5.58405511685633
945.P14.G10.lane3.NoIndex.L003	171.23076923076923	140	12.712701527370005	5.233442590755289
2229.S2.T22.EH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	187.04545454545456	160	22.12123363285	5.006230461246837
2229.S2.T13.PS4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	331.0	254	31.48944511409199	5.721097941371538
945.P9.E10.lane3.NoIndex.L003	47.09090909090909	43	6.969517032070001	3.4537199335140434
1674.McG.F110715Ly5H5	1634.911111111111	1202	88.20918389316456	8.985098230101666
945.P1.C2.lane2.NoIndex.L002	401.2916666666667	324	40.2997728164933	4.971220133253189
1883.2007.03.Crump.Artic.LTREB.main.lane1.NoIndex	3634.1471321695763	1952	210.673409170545	9.724185466406484
1748.5.18.12.R.16.D	134.06666666666666	128	15.56366364044	4.419775958634224
894.OS530.lane3.NoIndex.L003	274.85714285714283	235	22.470499989660002	5.686372293962857
894.OS1238.lane5.NoIndex.L005	227.53571428571428	182	16.98319518545	5.300458603225848
990.KA2U.A.18	2987.720430107527	1557	128.98394656278614	9.013107182557597
1711.KAJ3.3	1368.8105263157895	1137	82.2318827463351	8.948425183585037
894.OS814.lane3.NoIndex.L003	222.22	205	21.300696997779994	5.1842547621076935
1747.DZF.6132012.TJ.holding.floor	818.0921052631579	447	47.290081643947296	5.775894875443236
2229.S1.N1.8.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	327.2307692307692	152	20.874566142800997	4.910583097627079
1883.2011.479.Crump.Artic.LTREB.main.lane4.NoIndex	1169.4444444444443	420	63.22020122497	5.087346195163059
550.L6S207.s.6.sequence	128.25	81	13.30145390305	3.6932360173903542
894.YY1169.lane5.NoIndex.L005	207.04761904761904	168	14.79224977302	5.27476878058974
2192.H03a.Kitchen.Floor.1274.lane5.NoIndex.L005	1260.8387096774195	589	49.27013875332003	6.279364498946431
1632.E2E07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences	24.428571428571427	24	5.940654760759999	1.4382267020542245
894.SV1400.lane5.NoIndex.L005	353.0882352941177	253	29.70522944636	5.891995299911116
2192.H03a.Foot.1427.lane6.NoIndex.L006	200.89473684210526	144	17.122245923599998	4.481624132027438
990.KA2F.A.09	2415.45871559633	1290	106.56341209478258	8.565899967627107
1064.G.CJV171	26.0	26	5.14185020588	1.2883018626754166
1665.IFAW10.119La.A.	435.195652173913	264	31.624501613770004	3.762906365560244
2229.S2.N11.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006	190.54545454545456	116	18.577430369940004	4.792050537894589
1774.27.Inte.Puer	147.0	132	15.854070565329998	4.968857935839446
963.Iguana.18.052810.BCO.vial.116	200.0	153	21.17534931914	3.6196894821575487
2229.W1.N21.ES1.Thomas.CMB.Seaweed.lane5.NoIndex.L005	380.5	243	27.64648877171699	5.316808915129581
846.Fagna24102011Soil14B4	2318.5131578947367	1300	105.97141346287663	8.908760012777922
1748.5.30.12.P.9.D	55.75	55	8.994942853200003	4.675191136063115
1883.2004.056.Crump.Artic.LTREB.main.lane1.NoIndex	381.8813559322034	314	35.953033614146	6.404190839906735
2300.BB.04.lavageRNA	47.5	40	7.9192481165699995	2.3266644521294753
1883.2008.364.Crump.Artic.LTREB.main.lane2.NoIndex	491.06	353	45.49293283827799	6.155834483879056
2192.H01a.Hand.34.lane1.NoIndex.L001	301.0	182	22.117548549310197	3.3777992211406893
1883.2007.373.Crump.Artic.LTREB.main.lane2.NoIndex	2443.0305676855896	1319	139.58194897594566	8.827597120532673
1043.Tabonuco.20C.Control.TP1.02	885.8787878787879	579	56.26241504052902	7.0207450936672995
1883.2011.019.Crump.Artic.LTREB.main.lane3.NoIndex	634.1379310344828	423	45.95220110961999	6.883025467434111
945.P3.G9.lane2.NoIndex.L002	405.02857142857147	272	33.205059935441014	5.800520405242102
550.L1S123.s.1.sequence	123.23076923076923	102	12.06370121954	3.785970044990328
723.C8.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence	385.7837837837838	287	40.42976702918602	5.769367509631907
550.L6S78.s.6.sequence	96.2	91	14.278851844300002	4.415926835546919
1883.2008.555.Crump.Artic.LTREB.main.lane3.NoIndex	549.2325581395348	342	43.31712556324399	6.346115083911832
945.P5.D11.lane2.NoIndex.L002	370.0	283	40.16774658176102	5.967136730072985
2300.BB.05.lavage20	70.0	48	9.283589514498098	3.322697392069116
2192.H05b.Foot.2576.lane6.NoIndex.L006	819.6896551724137	685	69.456888572725	6.256358148671871
1883.2004.136.Crump.Artic.LTREB.main.lane1.NoIndex	1075.2616822429907	571	68.15190881825801	6.22082516679339
1036.B.C.2.2.s.4.1.sequences	941.6666666666667	591	67.89287401486561	7.076067844596371
