#Sample	Metric	NSTI
1665.RWB2011OCT25.02	Weighted NSTI	0.0323418311945
1665.flipper.tag.46	Weighted NSTI	0.0339458833898
1665.CCS2012.007	Weighted NSTI	0.1044270059
1665.D05724Pp	Weighted NSTI	0.0798568251384
1665.RWB2011OCT22.WW.01	Weighted NSTI	0.037976489511
1665.JMA2012AUG12.01	Weighted NSTI	0.056161142801
1665.RWB2011OCT25.03	Weighted NSTI	0.0162187168227
1665.JMA2012AUG17.05	Weighted NSTI	0.0620400120839
1665.JMA2012AUG11.03	Weighted NSTI	0.017681743545
1665.IFAW12.018Dd.A	Weighted NSTI	0.134286345576
1665.RWB2013MAY16.02	Weighted NSTI	0.0563917143885
1665.IFAW10.113La.A.	Weighted NSTI	0.0805948243632
1665.IFAW10.119La.A.	Weighted NSTI	0.139145482906
1665.IFAW12.228Dd	Weighted NSTI	0.115147273212
1665.IFAW11.015La	Weighted NSTI	0.100064883196
1665.RWB2012DEC17.01	Weighted NSTI	0.053565211121
1665.RWB2012DEC07.01	Weighted NSTI	0.0783798048652
1665.JMA2012AUG22.02	Weighted NSTI	0.0193856968241
1665.RWB2013MAY22.03	Weighted NSTI	0.0965886963256
1665.D05725Dd	Weighted NSTI	0.0703029412789
1665.IFAW12.031Dd	Weighted NSTI	0.0374748012807
1665.RWB2012AUG16.02	Weighted NSTI	0.027901607178
1665.flipper.tag.28	Weighted NSTI	0.0181637939835
1665.RWB2013MAY22.02	Weighted NSTI	0.0671210840354
1665.RWB2011OCT31.02	Weighted NSTI	0.0463554641059
1665.CCS2003.196	Weighted NSTI	0.155006515704
1665.RWB2012AUG16.06	Weighted NSTI	0.0771978436024
1665.IFAW12.015Dd	Weighted NSTI	0.124764420418
1665.flipper.tag.24	Weighted NSTI	0.0236389390319
1665.RWB2012DEC07.03	Weighted NSTI	0.0673615198605
1665.RWB2011OCT31.03	Weighted NSTI	0.0331111812654
1665.CCS2012.004	Weighted NSTI	0.118280797748
1665.RWB2012DEC11.01	Weighted NSTI	0.0755808857056
1665.IFAW12.204Dd	Weighted NSTI	0.0260832697809
1665.RWB2012DEC17.04	Weighted NSTI	0.0512128318604
1665.IFAW11.306Dd	Weighted NSTI	0.0548393981309
1665.CCS2009.006	Weighted NSTI	0.107342834764
1665.CCS2010.023	Weighted NSTI	0.0916211064186
1665.IFAW12.127Dd	Weighted NSTI	0.150698183744
1665.IFAW11.045La	Weighted NSTI	0.0366753546979
1665.RWB2012DEC18.07	Weighted NSTI	0.209856871258
1665.JMA2012AUG22.01	Weighted NSTI	0.0663988708098
1665.flipper.tag.29	Weighted NSTI	0.0458160586119
1665.RWB20110CT20.WW.01	Weighted NSTI	0.0255041666316
1665.JMA2012AUG18.01	Weighted NSTI	0.0414678550893
1665.RWB2012AUG23.02	Weighted NSTI	0.0338921728692
1665.JMA2012AUG17.03	Weighted NSTI	0.0412655414175
1665.AA.BLANK3	Weighted NSTI	0.0209447029529
1665.RWB2011OCT31.01	Weighted NSTI	0.0508995039998
1665.RWB2012DEC09.06	Weighted NSTI	0.0257760565801
1665.flipper.tag.49	Weighted NSTI	0.0290267460123
1665.flipper.tag.44	Weighted NSTI	0.0266214559395
1665.RWB2011NOV04.01	Weighted NSTI	0.0466218716709
1665.RWB2012AUG16.03	Weighted NSTI	0.0389439625703
1665.RWB2012DEC18.01	Weighted NSTI	0.0255253498636
1665.RWB2012AUG16.04	Weighted NSTI	0.0414154658266
1665.JMA2012AUG11.01	Weighted NSTI	0.028652215481
1665.JMA2012AUG12.02	Weighted NSTI	0.0660032261796
1665.IFAW12.128Dd	Weighted NSTI	0.0161763358485
1665.JMA2012AUG11.02	Weighted NSTI	0.0585509638441
1665.IFAW12.018Dd.B	Weighted NSTI	0.0843520244442
1665.JMA2012AUG20.01	Weighted NSTI	0.0519921650895
1665.JMA2012AUG23.01	Weighted NSTI	0.0446572676341
1665.RWB2012AUG16.05	Weighted NSTI	0.0340937924936
1665.RWB2012DEC17.02	Weighted NSTI	0.0254249174279
1665.AA.BLANK4	Weighted NSTI	0.0233953557749
1665.AA.BLANK2	Weighted NSTI	0.0166195660126
1665.JMA2012AUG19.01	Weighted NSTI	0.0277811026822
1665.IFAW12.226Dd	Weighted NSTI	0.0293740488683
1665.JMA2012AUG19.03	Weighted NSTI	0.032763838106
1665.IFAW12.086Dd	Weighted NSTI	0.0336968547393
1665.RWB2012AUG16.07	Weighted NSTI	0.0405149871318
1665.RWB2012DEC15.01	Weighted NSTI	0.0684070361667
1665.AA.BLANK5	Weighted NSTI	0.0127382888804
1665.RWB2012DEC09.02	Weighted NSTI	0.0840071920456
1665.JMA2012AUG19.02	Weighted NSTI	0.0465649085346
1665.RWB2013MAY16.01	Weighted NSTI	0.0576120441901
1665.RWB2012DEC07.02	Weighted NSTI	0.0673388610462
1665.flipper.tag.30	Weighted NSTI	0.04928211807
1665.RWB2012DEC11.03	Weighted NSTI	0.0404816227339
1665.RWB2012AUG23.01	Weighted NSTI	0.0330685480852
1665.RWB2012Dec11.02	Weighted NSTI	0.047465614919
1665.IFAW10.119La	Weighted NSTI	0.08437022132
1665.RWB2012DEC18.06	Weighted NSTI	0.0527722671785
1665.AA.BLANK6	Weighted NSTI	0.0875271660788
1665.RWB2012DEC09.01	Weighted NSTI	0.0516407800591
1665.RWB2012DEC18.04	Weighted NSTI	0.0600743159192
1665.AA.BLANK1	Weighted NSTI	0.106919851239
1665.RWB2012AUG10.01	Weighted NSTI	0.0401922741648
1665.RWB2012DEC17.03	Weighted NSTI	0.0724541077353
1665.IFAW11.198Tt	Weighted NSTI	0.0491795923292
1665.RWB2011NOV12.01	Weighted NSTI	0.0458017753583
1665.JMA2012AUG17.04	Weighted NSTI	0.0525567637971
1665.IFAW12.109Dd	Weighted NSTI	0.0766923361345
1665.AA.BLANK24	Weighted NSTI	0.0721365822785
1665.IFAW11.026Dd	Weighted NSTI	0.122522186726
1665.RWB2011NOV01.01	Weighted NSTI	0.0813514455592
1665.RWB2012DEC09.05	Weighted NSTI	0.0620545020763
1665.AA.BLANK17	Weighted NSTI	0.061468
1665.AA.BLANK7	Weighted NSTI	0.11945192194
1665.AA.BLANK13	Weighted NSTI	0.009843
1665.flipper.tag.31	Weighted NSTI	0.101769573713
1665.AA.BLANK15	Weighted NSTI	0.0133422222222
1665.AA.BLANK9	Weighted NSTI	0.01197
1665.RWB2012DEC18.05	Weighted NSTI	0.0811693464755
1665.RWB2012DEC13.01	Weighted NSTI	0.0581728976653
1665.AA.BLANK31	Weighted NSTI	0.0414126027397
1665.AA.BLANK29	Weighted NSTI	0.0357835178236
1665.AA.BLANK23	Weighted NSTI	0.114272
1665.AA.BLANK10	Weighted NSTI	0.01609
1665.AA.BLANK28	Weighted NSTI	0.071177042298
1665.AA.BLANK25	Weighted NSTI	0.0972981132075
1665.AA.BLANK27	Weighted NSTI	0.045142722323
1665.AA.BLANK22	Weighted NSTI	0.0187292857143
1665.AA.BLANK30	Weighted NSTI	0.210539622642
1665.AA.BLANK8	Weighted NSTI	0.0456530232558
1665.AA.BLANK20	Weighted NSTI	0.0835822222222
1665.AA.BLANK16	Weighted NSTI	0.0185757089552
1665.AA.BLANK18	Weighted NSTI	0.14867625
1665.AA.BLANK21	Weighted NSTI	0.02353
1673.MBS0428.5	Weighted NSTI	0.0408032105765
1673.MBS65.4	Weighted NSTI	0.0366352665064
1673.MBS0613.4	Weighted NSTI	0.408857247695
1673.MBS65.3	Weighted NSTI	0.0780267961158
1673.MBS0119.3	Weighted NSTI	0.130856926193
1673.MBS0428.1	Weighted NSTI	0.270530943412
1673.MBS105.2	Weighted NSTI	0.0386066810286
1673.MBS0613.3	Weighted NSTI	0.296607791122
1673.MBS65.2	Weighted NSTI	0.00994618261334
1673.MBS119.4D	Weighted NSTI	0.0709254876592
1673.MBS65.1	Weighted NSTI	0.0339951496937
1673.MBS119.3D	Weighted NSTI	0.0577459069323
1673.MBS2	Weighted NSTI	0.0608818754485
1673.MBS1.2	Weighted NSTI	0.105451319179
1673.MBS119.3	Weighted NSTI	0.0864224196078
1673.MBS105.4	Weighted NSTI	0.0384996205619
1673.MBS0330.3	Weighted NSTI	0.0085570644855
1673.MBS119.4DY	Weighted NSTI	0.196033743354
1673.MBS1.1	Weighted NSTI	0.0134070651241
1673.MBS0428.3	Weighted NSTI	0.650030818178
1673.MBS0330.4	Weighted NSTI	0.391110604257
1673.MBS105.3	Weighted NSTI	0.118126200875
1673.MBS119.3DY	Weighted NSTI	0.0667047661499
1673.MBS0428.4	Weighted NSTI	0.284477600127
1673.MBS119.4	Weighted NSTI	0.151296818203
1673.MBS61	Weighted NSTI	0.0284174298618
1674.McG.P110718Cps1	Weighted NSTI	0.217855815522
1674.McG.G110719Di3	Weighted NSTI	0.182758146626
1674.McG.G110719Di1	Weighted NSTI	0.196544123711
1674.McG.P110715Ly1	Weighted NSTI	0.221166326781
1674.McG.P110718Gl3	Weighted NSTI	0.198697102309
1674.McG.P110718Cps2	Weighted NSTI	0.21338168746
1674.McG.P110715Ly2	Weighted NSTI	0.212559942332
1674.McG.P110718Gl2	Weighted NSTI	0.195528664053
1674.McG.P110714Jr1	Weighted NSTI	0.209687062345
1674.McG.P110714Jr3	Weighted NSTI	0.195272890817
1674.McG.P110718Gl1	Weighted NSTI	0.206195793576
1674.McG.F110715Ly5R4	Weighted NSTI	0.187374469912
1674.McG.G110719Di7	Weighted NSTI	0.194286810785
1674.McG.P110715Ly3	Weighted NSTI	0.200128068485
1674.McG.G110719Di5	Weighted NSTI	0.196512032142
1674.McG.P110714Ch1	Weighted NSTI	0.218723328305
1674.McG.P110718Cps3	Weighted NSTI	0.217544733305
1674.McG.P110714Ch3	Weighted NSTI	0.212428775203
1674.McG.F110715Ly2R2	Weighted NSTI	0.192304134532
1674.McG.F110715Ly2H5	Weighted NSTI	0.188347702663
1674.McG.G110715Ly6	Weighted NSTI	0.190376214472
1674.McG.G110713Sm1	Weighted NSTI	0.17913950213
1674.McG.P110718Wd2	Weighted NSTI	0.201636089245
1674.McG.F110714Ch2H3	Weighted NSTI	0.177606528945
1674.McG.F110715Ly5H5	Weighted NSTI	0.182292394815
1674.McG.G110715Ly2	Weighted NSTI	0.196948580224
1674.McG.F110715Ly5R2	Weighted NSTI	0.186502629198
1674.McG.F110714Jr1R5	Weighted NSTI	0.184824726048
1674.McG.F110714Ch1R4	Weighted NSTI	0.168656102752
1674.McG.F110715Ly6R4	Weighted NSTI	0.195721779032
1674.McG.F110714Ch3H2	Weighted NSTI	0.176333905588
1674.McG.F110714Jr5R1	Weighted NSTI	0.179144914631
1674.McG.F110714Jr3H2	Weighted NSTI	0.174349414685
1674.McG.G110713Br1	Weighted NSTI	0.194265372236
1674.McG.P110718Nm3	Weighted NSTI	0.18619518278
1674.McG.F110715Ly6H5	Weighted NSTI	0.164316394974
1674.McG.F110714Jr5R5	Weighted NSTI	0.187101301335
1674.McG.F110714Ch1H2	Weighted NSTI	0.187189308191
1674.McG.P110714Ch2	Weighted NSTI	0.217187538806
1674.McG.G110713So1	Weighted NSTI	0.185105788584
1674.McG.G110713Sj3	Weighted NSTI	0.182015047091
1674.McG.F110714Ch1R5	Weighted NSTI	0.186254382234
1674.McG.G110713Sp5	Weighted NSTI	0.184065074445
1674.McG.F110715Ly6R2	Weighted NSTI	0.185393470739
1674.McG.F110714Ch3R2	Weighted NSTI	0.189840968909
1674.McG.F110715Ly6H1	Weighted NSTI	0.158010891837
1674.McG.F110714Jr3H3	Weighted NSTI	0.166325597542
1674.McG.G110715Ly5	Weighted NSTI	0.183525942675
1674.McG.F110715Ly2H3	Weighted NSTI	0.191145335791
1674.McG.G110713Sp4	Weighted NSTI	0.177859032715
1674.McG.G110719Di6	Weighted NSTI	0.182008972627
1674.McG.G110714Ch2	Weighted NSTI	0.171752757353
1674.McG.G110714Ch1	Weighted NSTI	0.189385034792
1674.McG.G110713Sp6	Weighted NSTI	0.177188670564
1674.McG.F110715Ly2R1	Weighted NSTI	0.200852043375
1674.McG.G110714Jr3	Weighted NSTI	0.183847918557
1674.McG.G110713Lb5	Weighted NSTI	0.174623957537
1674.McG.P110714Hi1	Weighted NSTI	0.203531546278
1674.McG.F110715Ly2R5	Weighted NSTI	0.193257218527
1674.McG.F110715Ly2H2	Weighted NSTI	0.195018046347
1674.McG.F110715Ly5H4	Weighted NSTI	0.169523751417
1674.McG.F110715Ly5H2	Weighted NSTI	0.188234537352
1674.McG.G110719Di4	Weighted NSTI	0.199130326303
1674.McG.F110714Ch1H5	Weighted NSTI	0.183935451409
1674.McG.F110714Ch2R5	Weighted NSTI	0.1913885257
1674.McG.F110715Ly6R5	Weighted NSTI	0.192134779533
1674.McG.F110715Ly2H4	Weighted NSTI	0.198093937562
1674.McG.F110714Jr3H4	Weighted NSTI	0.179059825702
1674.McG.F110715Ly6R1	Weighted NSTI	0.176999732727
1674.McG.F110715Ly6H3	Weighted NSTI	0.180168421532
1674.McG.G110713Sm5	Weighted NSTI	0.181812794408
1674.McG.G110713Sm3	Weighted NSTI	0.176202985262
1674.McG.F110714Jr1H3	Weighted NSTI	0.167570252598
1674.McG.P110718Wd3	Weighted NSTI	0.176066000898
1674.McG.P110718Sm3	Weighted NSTI	0.189623319551
1674.McG.P110718Sm2	Weighted NSTI	0.200795323415
1674.McG.P110718Nm1	Weighted NSTI	0.176038550141
1674.McG.G110713Sj2	Weighted NSTI	0.187399371844
1674.McG.G110713Lb4	Weighted NSTI	0.175876887091
1674.McG.F110714Ch1R2	Weighted NSTI	0.194515179555
1674.McG.F110714Ch3R1	Weighted NSTI	0.183609965614
1674.McG.F110714Ch2R3	Weighted NSTI	0.185135937385
1674.McG.F110715Ly6R3	Weighted NSTI	0.182001955661
1674.McG.F110714Ch3H4	Weighted NSTI	0.192183817516
1674.McG.F110715Ly6H4	Weighted NSTI	0.184186841773
1674.McG.F110715Ly6H2	Weighted NSTI	0.177396371085
1674.McG.F110714Jr1R3	Weighted NSTI	0.192750701487
1674.McG.P110718Sm1	Weighted NSTI	0.196711997823
1674.McG.F110714Ch3H3	Weighted NSTI	0.182578854556
1674.McG.G110713So5	Weighted NSTI	0.180858491593
1674.McG.F110715Ly2H1	Weighted NSTI	0.190177588478
1674.McG.F110714Ch2R4	Weighted NSTI	0.187512595972
1674.McG.G110718Ha3	Weighted NSTI	0.169896835938
1674.McG.F110714Ch3H5	Weighted NSTI	0.177771894155
1674.McG.F110714Jr3R5	Weighted NSTI	0.169029200016
1674.McG.G110713So3	Weighted NSTI	0.181050489655
1674.McG.F110714Jr3H1	Weighted NSTI	0.179225659633
1674.McG.F110714Jr1H1	Weighted NSTI	0.181458202199
1674.McG.F110714Jr3R4	Weighted NSTI	0.199901617378
1674.McG.F110715Ly5H1	Weighted NSTI	0.186934940456
1674.McG.G110713Sj1	Weighted NSTI	0.177647787265
1674.McG.F110714Ch1R3	Weighted NSTI	0.183350414199
1674.McG.G110714Ch3	Weighted NSTI	0.177563601132
1674.McG.P110714Hi3	Weighted NSTI	0.202013951435
1674.McG.F110714Ch2R1	Weighted NSTI	0.182585614467
1674.McG.F110714Ch3R3	Weighted NSTI	0.164545218381
1674.McG.F110714Ch2H2	Weighted NSTI	0.178849602693
1674.McG.F110714Ch3R4	Weighted NSTI	0.184094334331
1674.McG.G110713Br2	Weighted NSTI	0.176426164483
1674.McG.F110714Jr5H2	Weighted NSTI	0.186517966494
1674.McG.P110718Nm2	Weighted NSTI	0.187786471698
1674.McG.G110713Lb6	Weighted NSTI	0.189407629673
1674.McG.F110714Ch1H4	Weighted NSTI	0.176066793408
1674.McG.P110718Wd1	Weighted NSTI	0.170842095327
1674.McG.G110714Jr1	Weighted NSTI	0.156746661175
1674.McG.F110714Jr1H5	Weighted NSTI	0.189800266094
1674.McG.F110714Jr5H1	Weighted NSTI	0.182188469677
1674.McG.F110714Jr3H5	Weighted NSTI	0.176075871195
1674.McG.F110714Jr5H3	Weighted NSTI	0.186171216317
1674.McG.F110715Ly5R1	Weighted NSTI	0.18236985967
1674.McG.F110714Jr1R4	Weighted NSTI	0.181782525965
1674.McG.F110714Ch2R2	Weighted NSTI	0.176110203376
1674.McG.F110714Jr1R1	Weighted NSTI	0.199758206998
1674.McG.P110714Hi2	Weighted NSTI	0.192944412484
1674.McG.F110714Ch3R5	Weighted NSTI	0.194372295179
1674.McG.F110714Ch2H4	Weighted NSTI	0.187152359558
1674.McG.F110714Jr3R2	Weighted NSTI	0.177159538415
1674.McG.F110714Jr3R3	Weighted NSTI	0.183120216144
1674.McG.F110714Ch2H1	Weighted NSTI	0.181664028854
1674.McG.F110714Jr1H2	Weighted NSTI	0.176815908643
1674.McG.F110714Jr5H4	Weighted NSTI	0.168996739527
1674.McG.G110718Ha6	Weighted NSTI	0.179185141135
1674.McG.G110718Ha2	Weighted NSTI	0.178951881612
1674.McG.F110714Jr1R2	Weighted NSTI	0.192360352656
1674.McG.G110713Br3	Weighted NSTI	0.153802636962
1674.McG.F110714Jr5R3	Weighted NSTI	0.195102906796
1674.McG.F110714Ch1H1	Weighted NSTI	0.185135751275
1674.McG.F110714Ch1R1	Weighted NSTI	0.181299159099
1674.McG.F110714Jr5R2	Weighted NSTI	0.177694899479
1674.McG.F110714Ch1H3	Weighted NSTI	0.156766018115
1674.McG.F110714Jr5H5	Weighted NSTI	0.18697035234
1674.McG.F110714Jr5R4	Weighted NSTI	0.186573294215
1674.McG.F110714Jr1H4	Weighted NSTI	0.18354498531
1674.McG.F110714Ch3H1	Weighted NSTI	0.195245472968
1674.McG.F110715Ly5R5	Weighted NSTI	0.188898213791
1674.McG.F110715Ly5R3	Weighted NSTI	0.139225263158
1674.McG.F110715Ly5H3	Weighted NSTI	0.186719309043
1674.McG.G110714Jr5	Weighted NSTI	0.05855
1674.McG.P110714Jr2	Weighted NSTI	0.186187593458
1674.McG.F110715Ly2R4	Weighted NSTI	0.35215
1674.McG.F110714Jr3R1	Weighted NSTI	0.15376
1692.Soil.BE.PolygonC.Shallow.Rim.08.11.2012	Weighted NSTI	0.179096525856
1692.Soil.A18.Medium.2011	Weighted NSTI	0.148402820453
1692.Soil.O42.Deep.2011	Weighted NSTI	0.153846623171
1692.Soil.Ael.Medium.2011	Weighted NSTI	0.167320314993
1692.Soil.BE.PolygonA.Medium.Rim.08.11.2012	Weighted NSTI	0.184465045227
1692.Soil.A54.Deep.2011	Weighted NSTI	0.149091746339
1692.Soil.BE.PolygonB.Shallow.Rim.7.8.2012	Weighted NSTI	0.155665522207
1692.Biofilm.B.E1.1.W.2012	Weighted NSTI	0.129802149102
1692.Soil.BE.PolygonC.Shallow.Center.08.11.2012	Weighted NSTI	0.136574921879
1692.Biofilm.C.DC.1.W.2012	Weighted NSTI	0.117679983157
1692.Soil.BE.PolygonC.Shallow.Center.7.15.2012	Weighted NSTI	0.205873224448
1692.Soil.BE.PolygonC.Shallow.Center.7.28.2012	Weighted NSTI	0.128945704801
1692.Soil.BE.PolygonC.Shallow.Center.7.8.2012	Weighted NSTI	0.135469503105
1692.Biofilm.C.DC.2.C.2012	Weighted NSTI	0.096194653831
1692.Biofilm.A.E1.2.C.2012	Weighted NSTI	0.122194838331
1692.Biofilm.A.DC.1.W.2012	Weighted NSTI	0.121937724573
1692.Biofilm.B.E1.2.C.2012	Weighted NSTI	0.134550649577
1692.Biofilm.A.E2.2.C.2012	Weighted NSTI	0.123734084673
1692.Biofilm.A.E1.1.W.2012	Weighted NSTI	0.127522115318
1692.Biofilm.B.DC.2.C.2012	Weighted NSTI	0.146376246324
1692.Biofilm.B.E2.1.W.2012	Weighted NSTI	0.154672615773
1692.Biofilm.B.DC.2.W.2012	Weighted NSTI	0.135012237633
1692.Biofilm.A.E2.1.C.2012	Weighted NSTI	0.145946156297
1692.Soil.BE.PolygonA.Shallow.Center.7.8.2012	Weighted NSTI	0.14798002611
1692.Biofilm.A.E2.1.W.2012	Weighted NSTI	0.126491755151
1692.Soil.BE.PolygonA.Shallow.Center.08.11.2012	Weighted NSTI	0.132848754861
1692.Soil.BE.PolygonA.Shallow.Rim.08.11.2012	Weighted NSTI	0.14793178372
1692.Soil.BE.PolygonA.Medium.Center.08.11.2012	Weighted NSTI	0.123686418144
1692.Soil.BE.PolygonB.Shallow.Center.7.15.2012	Weighted NSTI	0.155709473104
1692.Biofilm.C.E2.2.W.2012	Weighted NSTI	0.176199411199
1692.Biofilm.A.E2.2.W.2012	Weighted NSTI	0.122725918101
1692.Biofilm.B.E2.2.W.2012	Weighted NSTI	0.144598132665
1692.Biofilm.C.E2.2.C.2012	Weighted NSTI	0.154922487904
1692.Soil.BE.PolygonB.Medium.Center.08.11.2012	Weighted NSTI	0.123538411395
1692.Biofilm.B.E1.2.W.2012	Weighted NSTI	0.116984270524
1692.Soil.BE.PolygonB.Shallow.Center.08.11.2012	Weighted NSTI	0.139182999658
1692.Soil.BE.PolygonB.Medium.Center.7.8.2012	Weighted NSTI	0.135563507266
1692.Biofilm.B.E2.2.C.2012	Weighted NSTI	0.142970116662
1692.Soil.BE.PolygonB.Shallow.Center.7.28.2012	Weighted NSTI	0.133141707313
1692.Biofilm.A.E1.2.W.2012	Weighted NSTI	0.115047692266
1692.Biofilm.B.DC.1.W.2012	Weighted NSTI	0.116929499659
1692.Biofilm.B.E1.1.C.2012	Weighted NSTI	0.138480813769
1692.Soil.BE.PolygonB.Medium.Center.7.15.2012	Weighted NSTI	0.146886477393
1692.Soil.BE.PolygonC.Medium.Center.7.28.2012	Weighted NSTI	0.136664241933
1692.Soil.BE.PolygonB.Shallow.Rim.7.28.2012	Weighted NSTI	0.159095301666
1692.Soil.BE.PolygonA.Shallow.Rim.7.28.2012	Weighted NSTI	0.160276535766
1692.Soil.BE.PolygonA.Shallow.Rim.7.15.2012	Weighted NSTI	0.15463267308
1692.Soil.BE.PolygonC.Medium.Center.7.8.2012	Weighted NSTI	0.12500913227
1692.Biofilm.C.E1.1.W.2012	Weighted NSTI	0.100379855414
1692.Biofilm.A.DC.2.C.2012	Weighted NSTI	0.146745550033
1692.Soil.BE.PolygonB.Shallow.Center.7.8.2012	Weighted NSTI	0.158496247833
1692.Soil.BE.PolygonA.Shallow.Center.7.15.2012	Weighted NSTI	0.1421977784
1692.Soil.BE.PolygonB.Medium.Rim.7.15.2012	Weighted NSTI	0.169922798191
1692.Soil.BE.PolygonB.Shallow.Rim.7.15.2012	Weighted NSTI	0.168744523479
1692.Soil.BE.PolygonB.Medium.Rim.08.11.2012	Weighted NSTI	0.172517325419
1692.Biofilm.C.DC.2.W.2012	Weighted NSTI	0.119368343021
1692.Biofilm.C.E1.1.C.2012	Weighted NSTI	0.104428731736
1692.Biofilm.C.E2.1.C.2012	Weighted NSTI	0.122463569367
1692.Soil.BE.PolygonC.Medium.Center.7.15.2012	Weighted NSTI	0.132332950345
1692.Soil.BE.PolygonA.Medium.Center.7.8.2012	Weighted NSTI	0.119736649884
1692.Biofilm.C.E1.2.C.2012	Weighted NSTI	0.111229474826
1692.Soil.BE.PolygonA.Shallow.Center.7.28.2012	Weighted NSTI	0.150332364576
1692.Soil.BE.PolygonA.Medium.Center.7.15.2012	Weighted NSTI	0.133181040876
1692.Soil.BE.PolygonB.Medium.Center.7.28.2012	Weighted NSTI	0.132587157587
1692.Biofilm.C.DC.1.C.2012	Weighted NSTI	0.126914310888
1692.Soil.BE.PolygonA.Medium.Center.7.28.2012	Weighted NSTI	0.128163035364
1692.Biofilm.A.DC.2.W.2012	Weighted NSTI	0.170198662289
1692.Biofilm.B.DC.1.C.2012	Weighted NSTI	0.138686007668
1692.Biofilm.C.E1.2.W.2012	Weighted NSTI	0.117845338794
1692.Biofilm.A.E1.1.C.2012	Weighted NSTI	0.162620949892
1692.Soil.BE.PolygonC.Medium.Center.08.11.2012	Weighted NSTI	0.134125640876
1692.Biofilm.B.E2.1.C.2012	Weighted NSTI	0.159610281499
1692.Biofilm.C.E2.1.W.2012	Weighted NSTI	0.0929109220043
1692.Biofilm.A.DC.1.C.2012	Weighted NSTI	0.137262285309
1692.Soil.BE.PolygonB.Shallow.Rim.08.11.2012	Weighted NSTI	0.132590596979
1692.Soil.BE.PolygonA.Medium.Rim.7.28.2012.2	Weighted NSTI	0.130753000975
1692.Soil.BE.PolygonA.Medium.Rim.7.15.2012	Weighted NSTI	0.290510882353
1692.Soil.BE.PolygonB.Medium.Rim.7.8.2012	Weighted NSTI	0.11114309233
1692.Soil.BE.PolygonC.Medium.Rim.7.8.2012	Weighted NSTI	0.139021025641
1692.Soil.BE.PolygonA.Medium.Rim.7.28.2012.1	Weighted NSTI	0.167939
1692.Soil.BE.PolygonC.Medium.Rim.08.11.2012	Weighted NSTI	0.16776
1692.Soil.BE.PolygonB.Medium.Rim.7.28.2012	Weighted NSTI	0.219632307692
1692.Soil.Ael.Shallow.2011	Weighted NSTI	0.15055038961
1692.Soil.BE.PolygonA.Medium.Rim.7.8.2012	Weighted NSTI	0.210267777778
1692.Soil.O42.Medium.2011	Weighted NSTI	0.02387
1692.Soil.BE.PolygonC.Medium.Rim.7.15.2012	Weighted NSTI	0.11404
1692.Soil.A18.Shallow.2011	Weighted NSTI	0.01426
1692.Soil.BE.PolygonC.Shallow.Rim.7.8.2012	Weighted NSTI	0.22743
1692.Soil.BE.PolygonA.Shallow.Rim.7.8.2012	Weighted NSTI	0.01344
1694.St5A9.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0704804030481
1694.St3E2.r.EMPbird.v4.NoIndex.L001	Weighted NSTI	0.0679425027624
1694.St5F8.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0884081497923
1694.St5A3.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0722239486938
1694.St4C5.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.100295757472
1694.St6E1.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0937464603377
1694.St2G11.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0229391906947
1694.St5D11.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.101293818266
1694.St1F4.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0546991647027
1694.St2A10.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0849127847261
1694.St5D10.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0247591351258
1694.St1A3.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0413841786445
1694.St5A7.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0125443867393
1694.St2F2.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.032906465197
1694.St3B1.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0498267293238
1694.St2B10.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.121834900815
1694.St1D6.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0852636550141
1694.St2E8.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0595196467579
1694.St2A8.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0805371199958
1694.St4A2.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0744828100719
1694.St4F11.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0806428339318
1694.St1D2.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0356492840948
1694.St4D12.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0393762215105
1694.St1H12.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.0862651384825
1694.St2B1.Pmoss.Jstar.16s.NoIndex.sequences	Weighted NSTI	0.11075229409
