,num_samp,entropy
69547,28,0.22226615026
69571,74,1.88054455705
69583,93,1.42380293672
69592,15,0
69600,150,1.39759435989
69701,60,1.65811017191
69724,12,0
69731,17,0
69734,31,0.20555451759
69749,14,0
69753,14,0.371203250795
69777,10,0
69788,19,0.742479540372
69861,14,0
69866,143,1.59491665977
69873,11,1.32216107673
69893,13,0
69928,52,1.67187034995
69946,32,0.73806367005
70079,10,1.92192809489
70096,10,0.881290899231
70098,28,1.1856010908
70100,12,0.918295834054
70106,51,1.38563216479
70112,18,0.503258334776
70122,109,2.83408724222
70130,95,2.14376679549
70132,96,2.39190440768
70135,39,1.76081869541
70175,13,2.41159510597
70185,12,0.811278124459
70186,57,2.00800198545
70192,22,2.3677745944
70195,10,2.24643934467
70200,10,1.52192809489
70226,29,2.07508962437
70253,174,2.53149913538
70266,34,1.88228231022
70268,13,1.73814272914
70270,83,2.43565063637
70285,162,2.15591543256
70306,315,2.41871370491
70310,15,1.15891905208
70312,10,0
70318,49,2.71599229268
70334,11,2.36849707113
70341,15,0.566504105594
70396,14,1.29164264995
70407,11,0
70436,10,0
70442,187,1.80160243434
70463,18,0.309522991288
70464,13,0
70477,210,1.74120892936
70486,32,0.954434002925
70493,10,0
70511,51,1.13958115573
70515,23,0
70518,13,0.391235290502
70532,19,0
70533,20,0.991760148181
70558,161,1.46497788544
70561,14,0.749588562605
70581,20,0.811278124459
70597,162,1.51330418351
70668,12,0.811278124459
70670,17,0
70701,13,0.77321238164
70705,92,1.45210473096
70713,12,0
70725,41,0.919142713322
70728,18,0.503258334776
70736,150,1.77616046029
70764,21,0.72280451533
70785,16,0
70820,11,0
70850,17,0.83432485283
70959,15,0
71002,17,0.787123585383
71074,19,0.297467859465
71089,19,0.774232776442
71124,11,0
71130,10,0
71132,12,0
71134,19,0
71142,12,0.413808201579
71148,11,0
71170,11,0.945658102678
71172,18,0.650010811762
71179,18,0.309522991288
71186,10,0
71218,20,0.881290899231
71228,14,0
71232,12,0
71246,25,1.29131468865
71253,10,0
71291,12,2.4591387336
71300,141,2.52961246872
71318,54,0.832098414295
71342,19,0
71352,11,0.845344504494
71359,10,1.15677964945
71364,11,0.684024626691
71405,32,0.399790066617
71406,41,1.2241037028
71410,12,0.413808201579
71420,15,1.23094054294
71423,21,1.68461701701
71456,34,1.80456664229
71460,26,1.33636395346
71521,17,0.640183451181
71536,12,0.413808201579
71619,28,2.09096308591
71628,10,0
71630,10,0
71651,11,0
71692,14,0
71717,14,0
71720,12,0.650010811762
71880,14,2.07413978129
71928,26,0
71939,17,2.22559052202
71997,22,0.865810507509
72010,19,0.485454260725
72023,15,1.96556847625
72090,44,0.513207799676
72094,10,0.721928094887
72096,13,0.619370843224
72104,11,0
72135,28,0
72138,24,0
72190,16,1.19819241104
72196,14,0.946337683905
72206,24,1.55458701174
72208,10,0.881290899231
72248,14,0
72253,14,1.43155030297
72255,18,0.991076059838
72270,14,0
72306,14,0.734478705463
72314,15,1.03886323333
72346,12,1.78415192439
72356,12,0.413808201579
72365,11,0.845344504494
72375,33,1.14628952766
72386,11,0
72407,28,2.69946799697
72410,19,2.26846254588
72416,12,0
72424,17,0
72426,14,0
72515,11,1.9717119394
72519,11,2.11805698981
72569,15,1.53288482291
72611,19,0.774232776442
72639,23,0.965635856224
72645,20,1.90370169606
72650,24,0.5435644432
72652,10,0.921928094887
72667,13,0
72684,22,1.39461349871
72687,35,1.41242871198
72688,17,1.65786132356
72698,17,1.6086809983
72699,88,2.4462330595
72708,16,0
72719,16,1.4237949407
72733,26,1.64785839475
72739,13,1.6691648144
72742,18,1.49318478317
72770,103,1.78305070847
72774,34,1.71425778568
72775,32,0.818091464184
72804,16,0
72809,10,1.84643934467
72814,22,0.439469806654
72819,11,1.32216107673
72833,12,0.413808201579
72841,14,1.09488810785
72847,25,1.74504641728
72855,25,2.01287868934
72888,10,0.721928094887
72910,29,1.63875901434
72911,48,2.37525764382
72918,21,2.24372983077
72926,48,2.33257382815
72946,13,1.29573057507
72994,15,1.23094054294
72998,15,0.905560581263
73012,27,2.18139797312
73016,10,0.921928094887
73036,10,0.881290899231
73057,10,1.57095059445
73062,41,1.43612444186
73063,18,2.22437498913
73065,10,0.468995593589
73067,10,1.36096404744
73074,17,1.32157419299
73076,20,1.33616025437
73078,14,1.09488810785
73080,15,1.15891905208
73098,12,1.78065206762
73103,13,2.28777462683
73107,41,1.60900116384
73128,25,0.402179190202
73130,18,1.46272815345
73136,39,2.02169388606
73138,61,2.26216263226
73144,12,0.811278124459
73153,14,1.72438427163
73154,21,1.76081131531
73158,147,2.45638225329
73163,35,1.5424283247
73174,44,2.22718320179
73184,20,1.92192809489
73186,14,1.5566550361
73192,10,0.921928094887
73204,33,2.10772141025
73219,17,2.53659571044
73244,10,1.36096404744
73251,15,1.2366022002
73285,80,2.08614273365
73304,10,1.96096404744
73326,10,0.970950594455
73342,12,0.979867543053
73360,11,2.04034565821
73368,21,2.16707568555
73372,46,2.36192265063
73378,11,1.49491313191
73388,175,2.08013784288
73389,30,0.981576229392
73392,27,1.87670882529
73393,23,0.912286423466
73394,331,2.63541309737
73397,16,1.01409765557
73398,16,1.01409765557
73403,130,2.44300382851
73405,40,1.81544065046
73410,69,1.46083474149
73411,15,1.55889357106
73412,12,1.61398873436
73419,10,0
73430,15,2.33008727459
73435,114,2.13583752386
73443,40,2.1394910703
73444,17,1.96979931107
73473,25,1.90631371386
73476,17,1.32157419299
73478,19,0.774232776442
73483,30,0
73486,11,0.439469806654
73494,60,0.519686723021
73499,40,0.5435644432
73503,30,0.851907508546
73508,26,0.235188023444
73512,13,0.391235290502
73514,18,0.503258334776
73525,75,1.14790047546
73540,35,0.840241916726
73548,42,1.90525410001
73562,46,0.828045272918
73576,13,0.890492540169
73577,14,0
73587,139,2.40442008971
73592,10,0.468995593589
73630,11,0.684024626691
73640,13,0.995726596678
73644,49,1.29571526341
73649,13,1.19817059413
73651,13,1.76048738986
73654,28,0
73662,22,0.266747018774
73666,12,0.413808201579
73733,29,1.33886879647
73756,13,1.23889510264
73779,12,1.58494250018
73788,14,2.09299205834
73799,34,0.522542274769
73806,12,1.20749497475
73849,14,1.59163584861
73908,15,1.505825545
73942,53,2.05181676604
73944,39,1.67419451665
73946,11,1.27755616105
73948,268,2.16033820862
73953,10,1.37095059445
73962,47,1.96504243147
73980,37,1.98002938416
74030,10,0.881290899231
74054,10,0
74076,23,0.257983767354
74077,10,0
74082,10,0
74086,13,1.23889510264
74101,22,1.21973421579
74105,13,0
74109,12,0.816672478379
74126,13,1.29573057507
74158,13,0.779337811831
74181,20,2.00869496956
74197,10,1.29546184424
74257,50,1.38205702728
74336,11,0
74382,16,0.988699408288
74489,19,0.297467859465
74500,14,2.98519584022
74503,18,0.309522991288
74516,10,1.15677964945
74524,18,1.94910137246
74526,15,1.56277846441
74533,49,1.44044101201
74534,12,0
74536,112,2.24629086052
74542,16,0.86839272901
74543,36,0.937057044625
74550,15,1.05296456689
74599,24,0.811278124459
74624,33,1.65325599249
74628,86,1.64311368571
74695,15,0.353336490246
74701,10,1.48547529723
74706,14,0
74765,12,0
74789,36,1.73886916511
74798,10,0.970950594455
74827,11,0.945658102678
74889,11,0.439469806654
74892,10,0.468995593589
74903,15,0.353336490246
74904,46,1.7298276848
74905,12,0.811278124459
74907,18,1.98873341622
74923,12,0.811278124459
74924,17,1.16607691261
74937,13,0.391235290502
74980,10,0.468995593589
75001,16,0.86839272901
75002,12,0
75023,35,2.13303558129
75029,14,1.42987154472
75030,74,1.82196124836
75032,11,1.34857100846
75051,12,0.413808201579
75052,33,0.390425107277
75067,14,0.863118680072
75092,11,0
75120,13,1.6691648144
75164,11,0
75207,28,1.80635090833
75215,54,2.33429901075
75277,20,0
75287,42,0.371203250795
75300,18,0.944464203767
75314,25,0.721928094887
75334,23,0
75336,12,0
75346,13,2.0758623228
75364,34,0.381565782167
75386,16,2.65563906223
75397,13,0.991245877578
75398,10,0.468995593589
75410,67,1.79021184094
75412,67,2.04613391299
75426,17,1.49603986937
75429,10,0.468995593589
75432,30,0
75447,11,0.439469806654
75466,15,1.42558438539
75484,24,1.04083330813
75500,128,2.6941116337
75506,36,1.15015590089
75538,16,0.86839272901
75605,76,1.01339330279
75626,12,2.12580665866
75675,10,0.468995593589
75734,13,1.82623952276
75737,15,0.566504105594
75792,12,0
75818,31,1.31552400516
75820,11,0.865810507509
75824,47,0.342428323846
75826,18,1.33547721118
75854,20,1.68149632953
75879,17,0.672297431674
75893,51,1.06677865579
75904,70,1.4509728067
75917,41,1.18217156887
75931,19,1.46525001062
75981,24,0
75995,27,0.503258334776
76116,12,1.04083330813
76155,18,1.45913999199
76274,10,0
76319,12,1.65001468168
76378,24,0.413808201579
76630,12,1.41827916691
76634,13,1.6691648144
76657,10,1.57095059445
76667,58,2.07612780152
76714,11,0.439469806654
76772,36,1.37975108067
76787,18,0
76796,13,0
76806,22,0
76824,10,0
76864,11,0
76969,17,1.45164656333
76974,10,0.721928094887
77008,10,0.468995593589
77010,10,1.29546184424
77011,11,1.24064789104
77014,47,1.67911856167
77017,29,1.66102238629
77020,10,0.721928094887
77026,25,0.402179190202
77027,16,0.86839272901
77034,21,0.918295834054
77037,10,0.721928094887
77050,10,0
77051,13,0.77321238164
77052,17,1.46808665244
77064,18,0.614333889043
77088,13,0.991245877578
77094,26,1.06816664679
77132,11,0
77140,64,0.337290066617
77144,10,0
77150,19,0
77164,101,1.84291186503
77165,23,1.5316300908
77199,12,1.65001468168
77205,11,1.34857100846
77209,28,0.589583566724
77212,15,1.96278646457
77214,18,0.309522991288
77223,11,2.11805698981
77227,10,0
77232,16,0.896038232535
77239,13,1.891985806
77240,18,0.309522991288
77250,26,1.21702502455
77263,10,1.84643934467
77273,31,1.96016334679
77284,13,1.61432348823
77288,11,0.684024626691
77293,11,0.439469806654
77297,46,0.347791025738
77300,15,2.28922074099
77336,15,1.24194486223
77343,14,0.591658007028
77346,91,1.87148698115
77350,25,0.482179190202
77362,51,1.11284011554
77364,32,0.644974208757
77367,16,0.6685644432
77376,118,2.65556316731
77381,11,0.945658102678
77382,47,0.148514231888
77390,119,2.01552974922
77469,11,0
77477,10,0.468995593589
77532,14,0
77551,13,0
77558,12,0
77580,34,0.43053700242
77588,11,0.945658102678
77627,18,0
77642,12,1.58494250018
77649,18,1.09750711478
77666,10,1.52192809489
77694,10,1.35677964945
77728,10,1.84643934467
77747,14,0.371203250795
77755,11,1.24064789104
77796,51,2.25072964678
77803,11,1.32216107673
77809,10,0
77830,14,0
77857,20,0.286396957116
77868,22,1.21973421579
77870,28,0.22226615026
77872,22,0.530370715663
77886,30,0.903625850765
77893,10,0.468995593589
77894,19,0.831466569793
77903,26,0.515936757746
77908,14,0.371203250795
77914,51,0.396625681819
77919,18,0
77920,17,0
77925,15,0.353336490246
77933,21,0.548885654886
77941,32,0.5435644432
77943,30,0.627449048597
77958,62,0.345096157704
77973,11,0.439469806654
77974,25,0
77975,27,0.764204506509
77980,43,0.845447143423
77985,17,0
77988,20,0.609840304716
77995,14,0.940286564387
77996,33,0.871003178285
78002,73,1.05442322114
78008,63,0.341148346432
78012,29,1.0746055237
78023,26,0
78024,19,0
78030,14,0
78034,15,0
78038,34,1.60983235543
78039,13,0.779337811831
78048,30,0.353336490246
78055,10,0
78058,23,0
78067,22,0.266747018774
78075,10,0
78080,15,0
78082,28,0.22226615026
78089,11,0.439469806654
78097,70,1.35300293151
78099,22,0.684024626691
78105,11,1.27755616105
78115,11,1.24064789104
78142,31,0.683774082457
78147,24,0.249854019583
78210,27,1.25379139035
78230,16,0
78245,24,0.870859668734
78249,28,1.55236890118
78256,17,1.45164656333
78267,27,1.30321826651
78270,24,1.91935431527
78278,24,0
78280,12,1.72956207096
78295,13,0
78369,16,0
78375,13,1.82300789126
78411,18,0.918295834054
78426,45,0.7718050912
78428,13,0
78446,36,0.490287093515
78448,20,0.286396957116
78465,33,2.24045805445
78470,10,0
78514,57,1.49461341979
78516,13,1.48850953269
78530,22,0.699818787216
78532,32,0
78537,16,0
78627,19,1.3726998641
78651,11,0.684024626691
78656,44,0.513207799676
78674,10,0
78676,54,0.813357749282
78679,68,0.933366360932
78680,20,1.18837637173
78688,31,0.65941677337
78691,31,0
78692,22,0
78696,27,0.228506806476
78700,13,0
78702,34,0.43053700242
78714,25,1.19747762414
78722,11,1.24064789104
78730,16,0
78802,17,0.522542274769
78803,20,2.30160949706
78806,68,1.08130988647
78808,28,1.69805426147
78822,10,0
78853,20,0.286396957116
78893,11,1.34857100846
78900,11,1.24064789104
78935,10,0
78941,16,1.80242128383
78966,52,2.19037367918
79016,11,1.24064789104
79030,17,0
79044,17,0.640183451181
79054,26,0
79140,11,0.439469806654
79158,81,1.00407421346
79179,22,1.36845888813
79181,52,2.12642138331
79184,16,2.45281953111
79190,17,1.45164656333
79198,45,1.51862198031
79201,13,0.391235290502
79207,11,0.865810507509
79220,37,2.67870251946
79261,10,0.468995593589
79285,21,0
79291,11,0
79314,44,1.1988229763
79318,14,0
79325,10,0
79330,15,1.15891905208
79338,32,1.04259935553
79383,22,1.39461349871
79404,13,1.48850953269
79448,12,0
79449,13,1.48850953269
79458,55,1.06436256204
79471,10,0.881290899231
79478,32,2.52453102301
79486,14,1.42987154472
79487,10,1.84643934467
79488,14,1.48379892754
79499,30,1.62555557092
79536,14,0.591658007028
79540,13,1.70041971756
79541,16,1.01409765557
79557,14,1.59163584861
79575,15,1.56277846441
79581,16,0.811278124459
79603,10,0.468995593589
79618,16,0.337290066617
79678,12,2.62580206686
79706,11,0
79712,13,2.66122625627
79726,13,2.0758623228
79737,10,2.04643934467
79738,14,1.08916335764
79752,41,1.65519082574
79780,61,1.55334974002
79784,16,0
79808,10,0.721928094887
79820,46,0.426209482548
79828,10,1.72192809489
79832,22,0.530370715663
79841,10,0
79901,14,1.2637906504
79907,10,1.15677964945
79912,11,0
79918,22,0
79924,23,0
79926,11,0
79933,71,1.33881048064
79959,12,0
79963,11,1.09576434465
79968,19,1.29498012429
79976,18,0.309522991288
79982,20,2.03935387217
79984,13,0
80030,15,0.353336490246
80033,18,0
80040,10,1.15677964945
80042,10,0.468995593589
80043,12,0.413808201579
80071,13,0.391235290502
80082,18,0.309522991288
80110,11,0.439469806654
80134,27,1.12341520935
80242,52,2.36304171277
80251,82,2.69769650161
80261,12,0
80274,25,0.639556365374
80276,18,0.764204506509
80300,30,0.353336490246
80306,11,0.865810507509
80324,27,1.19147643617
80326,10,0
80328,10,0
80329,48,1.00644262147
80346,13,0.619370843224
80410,13,2.28777462683
80411,14,0.591658007028
80418,11,0
80436,17,0.322745193961
80440,10,0.721928094887
80454,39,1.1247527818
80462,12,0.811278124459
80522,25,0.639556365374
80529,63,0.341148346432
80532,23,0.513120245543
80534,16,0.6685644432
80538,11,0
80542,16,0
80544,29,0.216385328249
80545,63,0.541139992079
80547,12,0
80560,33,0.799045532172
80620,13,0
80669,19,0
80708,27,0.679283764102
80709,20,0
80716,18,0.309522991288
80719,25,0.242292189082
80731,12,0.413808201579
80749,10,0
80752,10,0.721928094887
80774,36,0.758308253548
80790,11,0.865810507509
80793,71,1.68884669928
80810,44,0.726222131161
80841,11,1.27755616105
80842,21,2.23591777873
80916,10,1.72192809489
80926,11,0
80928,22,1.24326180787
80951,28,0.22226615026
80955,11,1.61715758037
81046,10,0
81061,18,0
81064,15,0
81101,10,0.468995593589
81119,20,1.80160949706
81130,11,0.684024626691
81137,13,0
81166,17,0
81181,10,0
81205,15,0.353336490246
81237,10,2.24643934467
81241,44,1.28547604292
81248,16,0
81258,29,0.216385328249
81262,13,0
81266,24,0.249854019583
81280,12,1.18871791302
81298,16,0
81312,22,1.09576434465
81348,10,0
81349,15,0
81358,31,0.20555451759
81381,15,0.353336490246
81384,14,1.19809644915
81394,26,0
81399,54,1.08602192257
81400,20,1.23449779679
81407,10,0
81408,17,0.522542274769
81417,10,0
81418,17,0
81445,16,1.19819241104
81447,10,1.15677964945
81501,13,0.77321238164
81519,21,0.963708849489
81546,54,0.38093443928
81549,81,1.37562635691
81555,15,0.353336490246
81570,17,0.322745193961
81608,10,0.468995593589
81610,15,0
81619,19,0
81620,22,1.18188623806
81621,54,1.66570517328
81629,23,1.63485949802
81632,44,1.59092704617
81635,11,0.439469806654
81636,16,0
81642,13,0.391235290502
81647,10,0.970950594455
81649,19,1.21080810054
81661,11,2.41306735332
81704,15,0
81708,35,0.373128459892
81719,11,0.865810507509
81724,24,0.413808201579
81726,55,0.734262587701
81736,64,1.59123530368
81741,15,0.905560581263
81746,10,0.721928094887
81750,15,0.353336490246
81758,17,0
81759,43,0.31784389906
81763,10,1.15677964945
81769,11,0.439469806654
81775,39,0.391235290502
81778,15,0.566504105594
81786,25,0.639556365374
81796,12,0
81886,13,1.61432348823
81888,30,0.770324551085
81894,34,1.35620174559
81909,54,2.00682244567
81922,35,1.19151518839
81930,16,1.19819241104
81940,29,1.23749124848
81978,20,1.81924070464
82014,18,1.22439444541
82017,53,1.11543708539
82045,11,0.439469806654
82111,30,1.7246707683
82159,10,0
82192,17,0.978007161614
82288,11,0.439469806654
82290,10,1.36096404744
82594,14,0.371203250795
82633,11,2.41306735332
82650,12,1.72956207096
82677,16,1.84191718669
82679,10,1.29546184424
82756,14,0
82765,45,0.566504105594
82786,10,0.468995593589
82823,31,1.01521269264
82833,11,1.98082434079
82840,15,2.42253856328
82868,13,0.619370843224
82955,12,0
83017,21,0.856951901769
83019,13,1.61432348823
83048,12,0
83069,40,1.78942247123
83086,12,0
83089,15,0.353336490246
83091,28,0.589583566724
83114,13,0.779337811831
83130,10,1.57095059445
83138,11,1.34857100846
83146,11,0.439469806654
83234,44,1.11879660318
83266,58,0.362033124248
83273,11,1.24064789104
83279,18,0.650010811762
83298,28,2.12183467321
83351,12,0.413808201579
83388,55,0.879630859126
83390,24,0
83400,11,0.684024626691
83461,10,0.721928094887
83476,10,1.35677964945
83480,19,0
83548,45,1.15318712218
83552,16,0.6685644432
83592,13,0.391235290502
83606,13,0
83620,13,0.391235290502
83633,29,1.79649262034
83636,10,0
83638,53,1.72374316554
83643,13,1.14010348612
83646,14,1.80731491952
83653,17,1.08629949947
83668,12,1.55458701174
83673,17,1.64569734066
83695,19,0.742479540372
83704,13,0.391235290502
83709,17,0.83432485283
83711,14,0.591658007028
83714,11,0
83734,24,1.02385666943
83788,13,0
83790,37,1.70514075907
83794,20,1.49046857073
83846,16,0
83917,12,0.413808201579
83950,17,0
83953,29,1.90112008707
83957,29,1.52495056548
83960,11,0.945658102678
83987,17,0.83432485283
83999,16,1.875
84063,88,2.03482296504
84064,61,1.75869954503
84114,29,0
84394,15,0
84428,17,0.522542274769
84469,10,0
84485,11,2.11805698981
84579,16,1.96691718669
84632,35,0.591658007028
84639,31,2.72720632877
84642,17,1.51971502343
84707,14,2.40664549324
84739,11,1.09576434465
84741,24,0
84748,30,2.33237190277
84800,12,1.55108718997
84827,23,1.30612760613
84913,12,1.62580165861
84928,14,1.52160634863
84929,27,2.26697541099
84935,17,1.5656513983
84984,10,1.57095059445
84987,13,2.44931183303
85014,27,2.39135557305
85048,46,1.89072317779
85062,107,2.39224357013
85081,125,2.56930177117
85129,126,2.06778504458
85147,17,1.2771830757
85160,71,2.50362525472
85168,21,2.87919618579
85196,14,2.69949799923
85199,298,3.0018501663
85207,10,1.68547529723
85212,22,1.85467904885
85224,32,0.200622324313
85225,95,2.69424378277
85240,19,0.913271519053
85298,37,1.26642047751
85303,10,1.97095059445
85307,33,0
85309,37,0.179221133401
85313,61,0.527676690427
85315,34,0
85327,21,1.80092373006
85460,14,1.09488810785
85534,11,0
85537,18,0.764204506509
85540,13,1.33466645583
85554,20,0.468995593589
85570,32,0.839473435607
85575,19,0.297467859465
85576,14,1.62663140455
85579,75,0.96413356172
85602,18,0.614333889043
85612,53,0.450763066759
85620,16,1.01409765557
85625,11,0.439469806654
85632,16,2.04617969195
85636,10,1.68547529723
85646,24,2.21773458436
85660,80,1.0759866722
85688,15,0.970950594455
85702,16,1.49664076219
85713,14,0
85728,15,0
85735,110,1.65922023581
85736,32,0.857148437428
85741,10,0.468995593589
85743,55,0.568047182761
85747,58,0.216385328249
85750,15,0
85764,13,0.991245877578
85770,147,2.14695715306
85774,38,0.695885321162
85777,52,0.660351175223
85780,11,1.32216107673
85784,21,0.276158381011
85790,49,0.658778840324
85794,41,1.45058612358
85799,18,1.12210309948
85810,10,0
85826,81,1.34972274402
85830,25,0
85849,11,0.439469806654
85853,22,0.266747018774
85856,23,0.257983767354
85875,49,0.870076512529
85878,53,0.269463271327
85883,47,0
85886,18,0
85908,24,0.249854019583
85912,35,1.40890014734
85914,26,1.83802141888
85915,67,1.50588344005
85916,15,0.566504105594
85922,47,1.33696634719
85929,58,0.362033124248
85931,33,0.583544338715
85958,13,0
85976,10,2.52192809489
86247,11,2.4817017585
86389,15,0.905560581263
86403,12,0
86407,17,1.2771830757
86428,13,1.14508741599
86446,11,1.67670893992
86447,32,0.5435644432
86469,10,0.921928094887
86512,10,1.29546184424
86520,12,0
86625,10,0
86632,25,0
86690,18,0.309522991288
86736,15,1.68946770701
86795,20,0
86802,10,0
86866,36,1.33547721118
86887,11,0
86907,11,0.439469806654
86985,20,1.77629762573
87054,14,0.749588562605
87069,10,1.48547529723
87078,12,1.45913999199
87096,17,0.522542274769
87124,10,2.17095059445
87130,13,1.46048041137
87131,10,1.29546184424
87156,23,1.85465879486
87200,38,0.656708859208
87221,10,1.68547529723
87235,12,0
87276,24,0.88865427855
87286,16,0
87294,16,1.75
87296,16,1.75
87322,10,1.96096404744
87323,29,2.37384006163
87341,22,1.61071265841
87344,11,1.24064789104
87388,14,2.26376977745
87392,23,0.76527341044
87429,10,1.68547529723
87434,12,1.78415192439
87436,29,1.53655627424
87468,10,1
87471,40,1.3993708842
87473,29,1.14967618713
87490,33,1.42912956145
87496,12,0.979867543053
87502,22,1.61715758037
87508,16,0.811278124459
87510,11,0.439469806654
87525,32,1.78840372449
87548,14,1.29581496602
87564,11,0.845344504494
87570,16,0.6685644432
87578,31,2.26518855491
87581,10,1.68547529723
87605,19,1.32352622559
87632,17,0.936669439455
87650,12,0
87653,10,2.17095059445
87664,12,0
87672,40,1.73449779679
87675,43,1.33679741604
87718,11,0.439469806654
87719,13,0
87728,46,0.513120245543
87730,59,1.02437210276
87735,11,0.865810507509
87745,99,1.75118668931
87754,50,0.914309554641
87784,16,1.49664076219
87804,31,0.409561353734
87817,18,0.764204506509
87824,15,0.566504105594
87825,20,2.32112747334
87852,68,1.78957116613
87893,14,1.92114510888
87912,11,1.43536236789
87960,16,0.954434002925
88021,13,1.52623254427
88078,81,1.77833006094
88094,19,1.82822541448
88117,19,1.02144384773
88130,41,0.92514653865
88143,17,2.20508636969
88146,23,2.50768071205
88156,10,2.37095059445
88159,32,2.35171661299
88162,18,2.16900896488
88166,20,1.92321967234
88187,82,2.27603666306
88196,31,1.66204157713
88223,56,2.60907221205
88233,35,2.21914902105
88247,15,2.10557258138
88250,11,2.36849707113
88269,87,1.4749486469
88283,17,0
88286,14,0
88290,13,1.77585234415
88332,12,2.05457670764
88340,10,0
88390,68,1.43019723447
88396,26,2.22970693813
88398,22,0.684024626691
88412,10,1.36096404744
88414,13,0.779337811831
88422,16,2.0487949407
88424,25,2.04011283258
88436,15,1.2366022002
88485,31,1.9985536447
88493,23,1.76874071229
88495,91,2.27850025602
88503,13,2.13393001149
88506,16,0.86839272901
88514,20,1.78222871891
88522,17,0.640183451181
88537,14,1.08916335764
88554,37,0.788340648221
88571,30,2.11969080783
88586,33,2.35113453557
88589,12,1.72956207096
88590,12,1.32500409066
88593,21,1.74235216833
88596,11,0
88614,19,0.742479540372
88640,27,1.15414898537
88643,32,1.4409328021
88648,12,1.61398873436
88658,15,1.55458957112
88663,23,1.06759098617
88678,15,1.85653708765
88680,15,1.05296456689
88689,26,2.3646969345
88698,12,1.280665111
88712,16,1.2717822216
88779,131,2.02745827634
88783,27,1.15414898537
88799,15,2.54922907281
88807,14,1.87020602725
88858,12,1.32500409066
88866,34,1.53304622534
88869,19,1.96881332143
88905,110,2.13934688615
88909,26,1.5813238589
88910,113,2.44803553286
88942,46,1.98615905478
88951,38,1.81149207514
88953,27,1.98711927043
88962,10,1.72192809489
88965,30,2.35590207515
88986,11,0.439469806654
88999,10,0
89039,13,2.19968280194
89054,113,2.25880533108
89068,43,1.70648721544
89070,10,1.35677964945
89073,10,2.04643934467
89079,31,1.09098346761
89091,21,1.91421868384
89098,12,0.979867543053
89120,11,1.43536236789
89141,21,1.77229334834
89143,37,2.54713804649
89175,25,1.68229218908
89179,12,1.62580165861
89191,22,1.7080878224
89202,19,1.61076328212
89215,12,2.12580665866
89218,21,2.04452575541
89219,14,1.75338699741
89222,14,1.87737741407
89238,52,2.0758596924
89247,10,1.84643934467
89252,24,1.45058307398
89265,24,2.01787387828
89268,12,1.04083330813
89308,11,2.36849707113
89337,51,0.322745193961
89347,12,0.811278124459
89363,10,1.68547529723
89371,14,0.734478705463
89435,44,1.6162840398
89442,28,1.09845306537
89493,21,1.64438160462
89499,10,0.468995593589
89506,10,0.721928094887
89525,12,0
89570,29,2.12715605755
89615,13,2.13393001149
89650,24,0.5435644432
89677,15,2.65655058465
89693,11,0.439469806654
89701,16,2.00785606369
89726,10,0
89729,29,1.049745202
89731,10,0
89742,88,1.86596642889
89746,17,0.322745193961
89754,33,1.74208566008
89756,12,0.816672478379
89782,46,0.257983767354
89784,34,0.191425836459
89788,32,0.200622324313
89792,10,1.29546184424
89799,10,0.921928094887
89819,35,0.315987888487
89837,21,1.11549101678
89843,12,0.413808201579
89868,10,0
89907,42,1.52437212192
89914,10,1.15677964945
89929,20,2.02321967234
89942,31,0.20555451759
89972,11,1.30928023715
89988,15,0.721928094887
90021,42,1.1851538513
90054,16,1.4237949407
90056,10,0.721928094887
90073,32,1.74832038109
90101,39,1.46330145797
90106,90,1.85505019494
90125,83,2.39312867474
90143,34,1.82946587095
90153,38,1.58210619401
90154,22,0.945658102678
90158,13,1.77585234415
90160,10,1.57095059445
90162,38,1.55419042056
90164,22,0.945658102678
90169,33,2.19491369871
90190,18,2.10772623987
90192,35,1.5424283247
90193,11,1.67670893992
90198,23,1.61426185899
90205,12,0.811278124459
90207,30,2.37121041696
90218,19,1.42878833084
90257,16,0.5435644432
90259,10,0
90269,13,0.890492540169
90273,26,1.74424732365
90282,138,2.17898112739
90294,39,0.941827891977
90308,11,0.99402997235
90326,11,2.04034565821
90327,10,0.468995593589
90336,38,1.18231126736
90350,14,2.52160063283
90355,11,1.67670893992
90371,10,0.970950594455
90376,23,1.99578222019
90383,14,1.75338699741
90385,20,2.27095059445
90406,12,0.413808201579
90408,18,1.69605776169
90422,13,0.391235290502
90451,31,1.01521269264
90466,21,0.548885654886
90471,12,1.04083330813
90490,30,0.210827726028
90498,24,0.979867543053
90508,11,0.439469806654
90520,11,1.24064789104
90524,19,0.297467859465
90532,16,0
90545,11,1.24064789104
90552,76,1.13383499434
90558,22,1.7637754127
90592,27,0
90617,17,2.0948457191
90619,11,1.34857100846
90657,25,0.874309554641
90660,14,2.07413978129
90671,10,2.17095059445
90702,10,1.15677964945
90707,11,0.684024626691
90709,50,1.99829757028
90718,27,0.999010627236
90734,66,1.77027267289
90738,31,1.82839130832
90739,23,1.19157812928
90752,11,1.61715758037
90764,18,0.650010811762
90775,15,0.566504105594
90785,12,1.280665111
90819,15,0
90827,43,1.53934448053
90831,11,1.67670893992
90842,16,1.92117969195
90847,10,1.77095059445
90849,13,0.995726596678
90864,44,2.19544821045
90876,13,0.779337811831
90898,10,2.04643934467
90916,17,0.640183451181
90991,25,2.00273953953
90994,21,0.72280451533
90999,47,1.12087901434
91006,48,0.337290066617
