,num_samp,entropy
19568,11,2.41306735332
19570,26,2.56098485001
19602,15,0.905560581263
19606,20,0.970950594455
19612,13,1.14010348612
19629,10,1.29546184424
19671,12,0.413808201579
19675,86,2.29273803098
19708,20,2.44144607117
19710,22,2.02831302844
19714,22,2.16820320527
19807,12,1.18871791302
19886,45,2.69039480959
19940,13,0.890492540169
19943,59,1.84584689859
19972,15,0.69980336703
20013,11,1.24064789104
20016,29,0.69066646039
20030,11,0
20039,15,0.566504105594
20077,20,1.4166422781
20098,11,1.09576434465
20100,10,1.52192809489
20124,18,0.503258334776
20149,18,0
20188,14,0.985229321843
20201,11,1.24064789104
20204,10,1.15677964945
20208,11,0.439469806654
20218,14,1.14881495138
20247,14,1.92114510888
20248,32,2.38863991221
20249,19,1.71877358902
20262,28,2.27658065547
20263,42,2.27171875589
20267,16,1.7947367178
20279,27,0.38093443928
20280,16,1.74899922306
20282,12,0
20284,17,0
20315,54,1.37191582665
20317,74,1.02982381109
20373,40,1.85507456073
20374,15,0
20383,38,1.48961657787
20388,13,0.391235290502
20390,21,0.591658007028
20398,46,2.44549148883
20429,10,0.468995593589
20458,10,0
20503,11,0.845344504494
20505,25,2.13469395165
20526,10,0
20534,20,0
20564,13,0.779337811831
20571,17,1.45045006556
20603,16,1.70281953111
20629,19,0.297467859465
20739,11,0
20749,10,1.76096404744
20754,11,0
20782,48,1.14112048667
20789,12,1.55108718997
20793,17,2.06354756747
20806,55,0.959312998604
20807,26,1.74424732365
20808,12,1.82500909071
20816,21,0.548885654886
20839,18,1.41081459518
20844,13,0.391235290502
20850,14,1.09488810785
20884,12,2.08495250038
20885,10,0.468995593589
20886,35,2.66377082674
20906,33,1.93078391204
20914,10,0.721928094887
20922,13,1.29573057507
20928,12,1.04083330813
20956,16,0.337290066617
20973,10,1.36096404744
20994,13,1.82300789126
21000,82,0.627627029274
21006,11,2.11805698981
21015,22,1.21973421579
21020,25,0.482179190202
21022,84,0.863118680072
21026,22,0.699818787216
21028,19,1.93007162308
21031,12,0.413808201579
21044,22,2.40395964766
21076,12,0.816672478379
21080,11,2.66351288962
21084,16,1.01409765557
21092,10,1.29546184424
21108,17,1.87511419859
21125,13,1.88107499927
21158,11,1.43536236789
21196,24,1.48992988338
21200,16,1.57943400292
21201,23,1.15450816311
21247,49,0.407899566435
21266,16,2.28063906223
21274,23,2.83966338378
21278,34,2.35560645121
21285,90,1.72497691904
21293,120,2.90319877391
21307,11,1.24064789104
21312,23,0.828045272918
21323,17,0.522542274769
21338,88,2.72499442128
21341,115,2.5263844721
21345,43,3.29927526882
21346,10,1.77095059445
21353,13,1.14508741599
21364,205,3.17166401452
21386,26,2.58045339908
21397,13,0.391235290502
21424,166,3.29382658649
21429,41,1.45158087405
21430,18,1.23264492034
21432,37,0.179221133401
21447,15,2.54922907281
21448,33,2.31269518632
21450,72,3.19438477914
21452,15,2.52320274694
21468,13,1.83392003284
21474,42,2.37215502115
21477,129,3.17469160738
21480,25,3.12385618977
21492,62,3.05793516551
21498,59,2.11498653568
21516,40,2.09020921817
21524,10,1.15677964945
21542,315,3.08358181135
21551,10,1.57095059445
21560,26,2.34807255825
21572,19,1.82480951784
21593,28,2.2782758228
21605,13,0
21610,14,1.43447320533
21659,20,1.78222871891
21673,12,0.413808201579
21676,26,1.87973905656
21682,33,1.93119126494
21688,32,1.07943916165
21690,11,0.865810507509
21694,20,0.286396957116
21698,13,1.33466645583
21702,10,0
21705,28,3.11940821272
21707,18,1.134951234
21715,15,1.2366022002
21725,16,1.2987949407
21748,11,1.82305252683
21752,15,0.970950594455
21777,26,0
21778,11,0
21781,126,2.23458661948
21784,90,2.94884970485
21787,44,2.64731478099
21803,37,3.38822814778
21810,20,2.74643934467
21849,70,3.05234601368
21865,113,2.23950679555
21875,14,2.75339591834
21876,12,0.811278124459
21884,34,0.191425836459
21889,34,2.3518583759
21893,10,0.921928094887
21897,10,1.84643934467
21900,15,1.15891905208
21919,17,2.13337967463
21941,23,1.06657949737
21963,11,0
21969,17,2.44191059796
21979,11,0.439469806654
21984,48,2.80111504733
21990,14,1.29164264995
21996,17,1.43921654583
22002,15,2.78987341377
22007,21,2.62466386424
22035,111,3.19871731367
22054,13,1.14508741599
22062,45,0.583439482497
22064,35,2.20867367588
22065,33,1.66433769329
22067,43,2.74050827508
22072,24,0.413808201579
22078,32,2.76924756296
22088,13,2.41159510597
22093,18,1.61218137256
22101,58,1.91607019296
22103,16,1.80242128383
22116,24,2.50266433457
22119,120,1.84068678297
22122,23,1.61880943506
22136,94,2.6468289442
22137,117,2.12317564582
22142,60,3.24041885092
22144,14,2.75339591834
22164,10,0.468995593589
22176,40,0
22183,47,1.91637358967
22184,52,1.12793996812
22185,15,0
22203,32,1.74311257001
22211,10,1.15677964945
22214,28,2.51514720826
22222,172,1.91565538174
22224,41,1.88824088746
22225,15,1.36990949599
22231,18,1.66878886562
22235,11,1.61715758037
22242,18,1.49318478317
22247,12,1.45913999199
22252,42,2.43811610693
22272,13,1.48850953269
22278,23,1.38848236882
22287,186,1.94474060407
22288,37,1.07270551482
22292,21,2.12988728672
22293,17,0.8739751043
22304,72,1.50565750398
22313,25,1.63293503962
22318,32,2.24203614411
22324,15,1.68946770701
22329,13,1.14508741599
22330,126,1.64626680122
22347,19,1.77320325234
22349,15,0.353336490246
22350,23,0
22352,11,1.49107418877
22361,11,1.67670893992
22376,12,1.45913999199
22382,11,1.24064789104
22401,26,0.779337811831
22404,104,1.00578419275
22405,96,1.25464705625
22408,26,0.969898580038
22409,17,0.672297431674
22423,61,1.65210469814
22438,13,1.48850953269
22443,17,1.2771830757
22448,32,1.48417442782
22452,17,1.6086809983
22454,120,1.71643426847
22457,16,1.12164076219
22458,24,0.785211850605
22469,17,1.49603986937
22478,103,2.18205346139
22488,39,2.30283201258
22492,42,1.66093633947
22504,12,0.650010811762
22506,27,2.08303159955
22510,11,0.439469806654
22516,33,1.58661616736
22519,10,2.37095059445
22520,152,1.10991742336
22530,11,0.684024626691
22541,21,2.04851138711
22549,22,0.266747018774
22550,90,2.09247851805
22560,14,1.19809644915
22576,21,1.26775509201
22578,22,0
22580,26,1.2220081852
22586,15,0.353336490246
22588,21,0
22597,13,0.619370843224
22621,28,0.966616613825
22624,31,2.49228724787
22634,10,1.36096404744
22643,10,0
22645,14,0.371203250795
22646,32,1.48417442782
22654,15,2.42253856328
22657,53,0.313799944807
22666,122,1.83878032407
22667,157,2.39285478822
22671,53,1.18551091088
22672,86,2.2812348959
22673,22,1.3516831744
22674,29,0.940124910025
22686,18,1.09750711478
22695,26,0.515936757746
22702,42,1.13470453756
22715,21,0.791853557996
22716,19,1.58102955802
22718,87,2.32730053855
22720,14,0.591658007028
22732,64,1.70037343265
22738,20,1.21924070464
22741,35,1.33370024588
22742,68,0.772504264291
22749,173,1.4618707208
22753,18,0
22778,40,1.44115352788
22799,253,2.25016705241
22804,38,0.943385484178
22808,31,0
22810,43,0.87065616644
22814,97,2.10644280317
22816,17,1.16607691261
22822,117,1.76691649896
22842,24,0.738282458613
22849,44,1.96867316428
22873,10,0.468995593589
22881,14,1.08916335764
22895,11,0
22917,29,2.76385294145
22918,13,0
22920,20,0.991760148181
22933,109,2.21764923058
22934,10,0.468995593589
22945,35,2.56853560538
22949,28,1.13364854763
22951,64,1.59070481053
22954,35,2.69426659583
22956,56,2.29850284656
22959,11,2.66351288962
22960,18,1.134951234
22962,66,2.88362623669
22967,12,0
22974,49,2.36829631127
22981,13,1.891985806
22997,23,2.78264511698
23001,27,3.23191110971
23002,45,3.33269069561
23007,10,0.468995593589
23013,24,1.62580165861
23018,11,0.865810507509
23039,13,1.46048041137
23054,64,1.76041550094
23056,21,1.86750190719
23060,27,1.97632562368
23063,59,3.1818136327
23065,11,2.36849707113
23072,43,2.49264214025
23090,21,1.40793300097
23097,66,3.19043186966
23100,97,3.09178279908
23101,19,2.37898067593
23127,308,3.06654452096
23134,192,3.00822792167
23150,19,1.29498012429
23151,40,2.7949929344
23178,22,2.76761783057
23186,184,2.97363663576
23193,15,2.42253856328
23206,20,2.82821294584
23215,143,2.2567285423
23216,11,1.34857100846
23218,10,2.24643934467
23224,18,0.309522991288
23229,96,2.74091759974
23255,12,2.4591387336
23262,84,1.72214664056
23272,18,2.5996267877
23288,111,3.32787526241
23291,23,2.0356696604
23293,78,3.34737471071
23318,71,2.35913546871
23335,27,1.63479036077
23342,60,2.80219135071
23343,12,0
23369,20,2.80370169606
23376,50,2.61729336573
23399,99,2.23261255548
23406,11,1.30928023715
23509,20,1.83875868092
23539,44,2.28057508746
23554,54,2.35045784366
23566,137,2.72214798665
23580,207,2.53458212611
23614,26,2.13615652372
23621,24,1.93292619947
23624,22,1.85854439558
23642,10,1.57095059445
23660,70,0.107989160125
23665,37,2.40468542231
23674,70,2.17156104866
23683,22,1.84051224783
23708,21,1.37784575501
23709,22,1.90573173606
23722,30,0.996791246676
23729,22,0
23749,20,1.21924070464
23753,11,0.865810507509
23773,11,0.845344504494
23774,56,1.32018859659
23781,33,0.195895634191
23782,20,0.286396957116
23783,17,0.978007161614
23787,10,2.17095059445
23808,36,2.7549801329
23836,187,3.04226469525
23886,23,0.257983767354
23893,31,0.708822389822
23895,11,0.439469806654
23897,15,1.93010104343
23908,62,0.508605095472
23914,47,1.46457927321
23926,109,1.39280934902
23927,46,2.00179564716
23931,47,1.36013803481
23934,53,2.74939927519
23938,37,2.36234899376
23940,23,1.4126944897
23941,14,1.5566550361
23944,99,2.05510894097
23946,15,1.15891905208
23950,37,1.13149267979
23958,34,2.00772301966
23959,102,2.37086442506
23970,17,0.522542274769
23974,17,0
23979,76,1.37022729712
23983,53,0.886727920188
23986,46,2.16109403249
23992,114,1.18326283621
23993,103,2.87931795338
24004,81,1.07068502472
24005,12,1.25161583364
24007,28,0.805830629223
24008,32,1.07943916165
24010,32,0.200622324313
24021,309,2.48694604749
24043,121,1.52825438599
24048,47,1.1755932163
24054,12,1.04083330813
24073,15,0.353336490246
24080,10,0
24087,14,1.29581496602
24096,14,1.68936510047
24097,12,0.816672478379
24131,43,2.1383915075
24133,15,1.2366022002
24135,12,1.20749497475
24143,23,2.44205558447
24144,29,2.13314486469
24161,14,0.591658007028
24162,12,1.62580165861
24167,21,1.553458267
24168,60,0.353336490246
24169,10,0
24180,12,1.41827916691
24182,34,0.381565782167
24198,60,0.754025712357
24199,16,0.86839272901
24217,16,1.50161447181
24218,11,1.49107418877
24235,50,2.44532276044
24239,56,2.35114475297
24267,13,0.391235290502
24269,28,1.35528780779
24283,30,0
24284,75,1.67574495918
24293,19,0.949454061723
24299,318,2.61457948546
24307,103,2.01748236661
24324,11,0
24325,65,0.504093650733
24335,29,1.90199526873
24338,26,1.24844505397
24360,12,0.413808201579
24362,32,0.644974208757
24378,41,0.461216040514
24386,26,0.969898580038
24395,15,1.56277846441
24397,14,2.06700354605
24399,60,3.16775036696
24402,55,1.70932726361
24405,31,2.7345083802
24416,11,1.27755616105
24422,172,2.91969552338
24429,267,2.2113396684
24435,86,2.07999190876
24452,324,2.95482680253
24463,158,3.42380840131
24491,10,0
24494,10,0.921928094887
24504,20,0
24511,44,1.16429509365
24522,25,0.529360865287
24530,11,0
24532,36,1.49725651592
24539,105,3.11359974661
24552,99,3.24694434503
24568,19,0.742479540372
24576,10,1
24580,13,0.619370843224
24584,12,1.61398873436
24588,11,1.9717119394
24591,118,2.08946403206
24640,29,2.16554834246
24671,14,1.83522207903
24683,11,0.684024626691
24686,22,2.1489854052
24687,12,0.650010811762
24692,35,2.12711093658
24696,24,0.249854019583
24698,39,1.52958601323
24706,25,1.02111918856
24738,34,1.48899106799
24743,16,0.337290066617
24746,55,2.08900957413
24752,37,0.870682840338
24753,12,0.413808201579
24754,24,1.53189558493
24766,11,0.865810507509
24771,10,0.721928094887
24775,14,1.28704246384
24776,12,2.12580665866
24782,15,0.69980336703
24791,11,2.29986266595
24792,10,2.04643934467
24803,11,0.439469806654
24804,17,1.15954189929
24812,45,1.62728452673
24818,17,2.11628675245
24841,31,0.834613506506
24843,40,2.03935387217
24846,37,1.68608843126
24851,69,1.20831114993
24853,106,1.36611468489
24858,38,0.731841111178
24873,22,1.70808197242
24878,83,1.38139228379
24879,20,1.05401577307
24891,11,0.439469806654
24897,16,1.97460175271
24900,21,1.54865561036
24917,82,2.01163998337
24921,32,1.91530829749
24926,17,1.38309970185
24931,50,0.667073000644
24932,13,0.77321238164
24933,10,1.36096404744
24944,12,2.05457670764
24952,15,0.69980336703
24980,12,0.413808201579
24985,29,2.1538777613
24996,12,1.89622373758
25017,11,0.439469806654
25018,19,1.95793225496
25039,28,0.371203250795
25043,15,1.72322625876
25059,104,1.69000599715
25070,143,2.90949252844
25084,176,3.01707583422
25090,22,1.43196371694
25093,29,1.86545399957
25097,139,2.36808124139
25100,28,1.23200764297
25102,151,2.92509096042
25112,29,2.69488433325
25129,11,1.67670893992
25135,92,3.26841218992
25140,23,2.70289699498
25148,21,1.27996834307
25152,76,3.05136007682
25161,146,3.38867778021
25183,170,3.08136320953
25187,23,1.8581564709
25191,245,3.10830839952
25218,27,2.25912710765
25220,52,3.0421770035
25223,45,3.01993354905
25233,283,3.03921568258
25252,89,2.63133053451
25253,18,2.28099833263
25258,39,2.64386586076
25261,12,0
25266,19,1.99901910111
25271,12,2.52204061689
25316,11,0.865810507509
25335,13,1.891985806
25342,26,2.15972759899
25343,35,0.92334875229
25360,32,2.1200167456
25368,15,2.54922907281
25377,40,2.24209185989
25403,13,0
25404,11,1.61715758037
25411,30,1.9898597541
25419,13,2.35352156755
25422,13,0.77321238164
25435,127,2.53385222372
25449,12,0.650010811762
25456,18,0.991076059838
25477,132,2.13930474447
25482,15,1.42558438539
25484,37,0.357362344385
25490,12,1.38442552335
25492,15,0
25498,99,1.93849796547
25506,43,1.24889433974
25523,81,2.42049912704
25546,13,2.28777462683
25548,12,0
25551,14,1.29581496602
25557,71,3.17154432481
25569,22,2.49486454698
25585,58,2.15545069012
25589,12,2.4591387336
25590,15,1.56277846441
25608,89,2.63573059162
25610,11,2.16262682628
25613,103,2.01267396343
25623,19,1.38380178217
25633,10,0.468995593589
25642,86,2.64588014977
25644,84,1.21066109973
25647,13,1.88107499927
25665,62,1.51808380122
25673,318,3.53795652835
25703,21,1.71701354154
25720,11,0.845344504494
25727,80,3.16277177859
25747,97,2.93783221405
25751,29,1.33459496287
25753,94,3.22616241243
25762,38,2.89260827485
25781,10,2.64643934467
25800,13,0.995726596678
25808,26,2.34968647607
25813,149,3.01563298425
25831,10,1.15677964945
25986,11,1.61715758037
26059,15,1.27288925488
26066,16,0.954434002925
26068,22,2.0000188173
26072,129,1.73798952015
26076,88,1.79877723699
26082,22,0.99387253368
26088,226,1.93337234067
26092,12,0
26101,19,0.590715313336
26105,12,0.650010811762
26106,23,0
26109,19,0.485454260725
26114,15,1.56277846441
26118,30,1.51942642222
26140,11,1.30928023715
26150,12,1.280665111
26165,30,0.56078838199
26204,16,2.40563906223
26206,16,1.62255624892
26220,11,1.82305252683
26225,55,2.73512811225
26227,40,2.09111435946
26247,18,2.63602167735
26250,45,2.88144291512
26252,75,2.45582722763
26268,12,0.816672478379
26284,52,1.85613199532
26303,12,1.25161583364
26309,59,1.45996533211
26315,156,1.95542523467
26322,22,1.87481291686
26323,20,0.568995593589
26331,22,1.56778406599
26350,16,1.01409765557
26366,34,1.51809266168
26371,25,0.996118213778
26373,14,0.946337683905
26376,35,1.09037155396
26382,16,0.896038232535
26396,10,1.84643934467
26397,45,0.91918330996
26398,25,0.764114054554
26404,11,1.30928023715
26407,10,0
26417,13,0.391235290502
26418,26,1.21702502455
26419,10,0.921928094887
26433,16,1.1994602933
26464,18,2.25844362403
26468,11,1.67670893992
26472,26,1.19511379503
26493,10,2.37095059445
26494,14,0.946337683905
26500,12,1.78415192439
26504,11,1.9717119394
26512,30,2.38103356838
26513,17,2.18366416067
26541,21,0.988102374738
26546,69,1.37434855872
26566,113,2.71241579207
26571,45,1.84409856999
26592,199,2.79502402892
26607,41,2.02417906558
26620,46,0.79359449713
26635,89,2.15765191423
26645,14,0.591658007028
26652,10,1.96096404744
26672,11,1.43536236789
26674,22,1.26790611255
26676,17,1.22103974864
26679,18,1.78820543372
26683,36,2.30882900016
26694,25,1.59933083224
26699,11,0.945658102678
26703,18,2.18926139871
26710,106,3.00724913462
26714,66,2.58691272927
26725,91,2.77713296258
26726,21,2.10382564181
26727,69,2.97948427617
26730,19,2.2890043593
26731,26,1.05774004694
26732,11,1.49107418877
26749,17,0.997501946592
26750,69,0.687887554232
26780,10,0.468995593589
26794,10,2.12192809489
26804,146,1.36090635982
26808,19,0.297467859465
26828,130,1.58194279943
26836,15,1.56277846441
26860,146,2.38132575544
26866,24,1.92871637595
26868,31,1.82263566654
26883,10,0
26885,10,0
26886,41,0.329974284237
26901,65,1.15121762045
26949,53,1.59693576073
26981,69,0.996276495084
27022,34,2.09760995442
27023,44,0.421660328018
27049,10,0
27060,18,1.53049305676
27066,10,0
27068,12,0
27090,17,1.33280771271
27103,76,2.04500967936
27105,14,1.48379892754
27117,33,2.58198362212
27204,48,1.29469196513
27293,14,1.14881495138
27320,21,2.7965460792
27329,10,0
27369,13,1.98776464818
27373,62,0.80590333529
27400,14,0.749588562605
27458,16,1.19819241104
27465,32,1.3869602933
27469,15,0
27482,17,1.45164656333
27538,11,0
27578,23,0.257983767354
27629,19,0
27713,18,0
27715,25,0.242292189082
27744,12,0
27751,12,0.413808201579
27785,48,0.725916007948
27788,18,0.944464203767
27793,16,0.86839272901
27815,15,0
27822,19,0.831466569793
27840,17,2.38041536981
27870,21,1.27996834307
27872,118,1.02489971732
27876,16,0
27878,16,0
27882,15,1.27288925488
27895,57,0.698985011769
27901,60,1.45123575089
27903,54,0.633073598972
27904,37,1.77261838181
27905,66,0.771856773634
27908,14,0.940286564387
27910,137,2.0728182206
27917,26,0.46815605971
27948,40,0.909736122531
27961,25,1.20229218908
27971,14,0.946337683905
27981,17,0.322745193961
28000,16,0
28005,14,1.09488810785
28006,12,0
28027,14,1.08916335764
28039,18,1.09750711478
28051,16,1.50524081494
28060,40,0.747584679825
28151,10,0
28153,74,1.3971169297
28167,16,0
28183,10,0.970950594455
28186,15,0.918295834054
28204,16,1.49131465704
28241,26,1.61370136255
28271,21,0.548885654886
28290,19,0
28308,40,0.991430758863
28318,10,0
28319,15,0
28348,12,1.41827916691
28364,12,0
28365,20,0
28390,14,0
28394,12,0
28398,12,1.04083330813
28417,11,0
28432,16,1.18627812446
28438,25,0
28453,11,0
28481,59,1.19532969275
28483,11,0
28484,13,0.77321238164
28495,20,1.29176014818
28524,27,0
28526,51,1.41317971322
28534,26,1.19297492153
28538,11,0.439469806654
28548,12,1.55108718997
28556,13,0.77321238164
28571,64,0.885139606093
28572,46,1.08617552708
28588,110,1.4988586295
28598,38,0.175536235625
28629,16,1.37164076219
28630,16,1.37164076219
28642,15,0
28658,23,0.513120245543
28662,47,3.10102946863
28681,10,1.35677964945
28690,10,0.921928094887
28698,41,1.15469471175
28700,24,0.5435644432
28717,29,1.71670382889
28727,33,0.522943732709
28744,13,1.23889510264
28746,13,1.23889510264
28749,18,0.614333889043
28759,41,0.444838699475
28760,22,0.266747018774
28769,72,1.56208319342
28792,12,1.41827916691
28812,174,3.29727412431
28822,35,2.43268575244
28828,15,2.78987341377
28840,38,2.95039693251
28842,14,0
28846,47,2.65904489153
28861,18,3.0441004167
28866,41,2.44704261035
28876,24,2.45079391446
28880,12,2.11748391625
28933,15,1.53288482291
28959,62,3.09352123209
28978,18,0.918295834054
28979,12,0
29016,10,1.29546184424
29065,49,2.79440359482
29070,30,0
29147,417,3.29041622194
29169,282,3.2647688768
29215,221,3.09969009139
29249,405,3.47763329504
29273,121,3.40737137004
29311,10,1.76096404744
29327,11,0
29328,86,1.39045093402
29351,17,1.96886340186
29393,13,1.33466645583
29397,17,2.29883438673
29417,18,1.09750711478
29435,11,1.32216107673
29438,38,2.35835873871
29443,15,2.60621657413
29454,46,0.704713092093
29462,14,1.9501520604
29468,98,2.78361679806
29475,28,2.47571562896
29478,16,1.96691718669
29504,12,1.04083330813
29507,15,2.15590558522
29521,22,1.6387693953
29566,10,1
29571,22,2.20649724696
29573,22,1.20996984705
29591,12,1.9591287334
29595,32,1.69928409554
29615,15,1.56559389041
29628,11,0.945658102678
29643,10,0
29670,10,1.57095059445
29671,33,1.3215632083
29697,14,1.62663140455
