,perm,level_name,entropy
2343,Real,Genus,2.75538747042
2349,Real,Genus,0.944306855495
2350,Real,Class,1.69886709325
2351,Real,Genus,1.42303868854
2355,Real,Family,3.05705987074
2356,Real,Family,0.948889858118
2358,Real,Family,2.00225296091
2360,Real,Family,3.47579517493
2362,Real,Order,2.75779098425
2365,Real,Family,2.7682598791
2366,Real,Genus,3.19438584978
2367,Real,Order,2.29989928328
2368,Real,Genus,2.89197540026
2369,Real,Class,2.62063502285
2374,Real,Genus,2.49467372625
2378,Real,Order,2.32355254817
2379,Real,Order,2.35144715306
2383,Real,Phylum,2.80892215856
2384,Real,Genus,2.74965503127
2385,Real,Genus,2.82289797668
2389,Real,Family,1.13755605481
2390,Real,Genus,1.89402798386
2393,Real,Family,3.22040060104
2396,Real,Class,3.23085372375
2401,Real,Family,2.8808679307
2406,Real,Class,1.36137624735
2409,Real,Phylum,3.09242169583
2414,Real,Family,3.58698531624
2417,Real,Order,2.66864181869
2422,Real,Order,1.27953628139
2425,Real,Species,1.84503451022
2429,Real,Order,1.88995893912
2433,Real,Class,3.24404039685
2434,Real,Order,3.42397633039
2435,Real,Order,1.55284412235
2437,Real,Genus,2.96475206233
2438,Real,Genus,2.55011450294
2439,Real,Order,2.91408988078
2441,Real,Family,2.66857335416
2443,Real,Species,2.32218134681
2444,Real,Order,3.08350384491
2446,Real,Family,2.31158059957
2448,Real,Class,2.40850234838
2453,Real,Genus,1.24833781348
2457,Real,Class,0.982589653138
2463,Real,Genus,3.22163883158
2465,Real,Order,2.9912883263
2466,Real,Family,2.89149644825
2473,Real,Class,2.53295921001
2474,Real,Species,2.22082415311
2475,Real,Order,3.02931147369
2485,Real,Order,1.04411783666
2487,Real,Family,2.6378254666
2490,Real,Class,1.7912065172
2491,Real,Class,3.25042339671
2495,Real,Order,3.21109481043
2496,Real,Phylum,2.12023283222
2499,Real,Genus,2.2727395573
2501,Real,Family,2.85733988283
2502,Real,Family,3.73271729159
2504,Real,Class,1.81091046096
2505,Real,Genus,2.66857335416
2515,Real,Class,2.94522494428
2523,Real,Genus,2.41111417142
2525,Real,Phylum,2.68326216805
2529,Real,Family,1.79812721786
2531,Real,Order,2.15075982081
2532,Real,Order,2.90706040632
2533,Real,Genus,2.51907738283
2535,Real,Genus,2.27800061828
2542,Real,Phylum,2.77368093436
2547,Real,Order,1.71603847894
2549,Real,Family,3.21173483903
2553,Real,Genus,3.13856360317
2556,Real,Family,2.81194735182
2558,Real,Order,2.99260210243
2560,Real,Order,2.11031742073
2562,Real,Species,1.88968507704
2563,Real,Order,3.4830149847
2564,Real,Family,1.94189792221
2566,Real,Family,2.95243294286
2567,Real,Order,2.72241323205
2570,Real,Order,3.21829176124
2571,Real,Family,2.57217028706
2572,Real,Order,3.4680762655
2574,Real,Genus,3.39157143688
2575,Real,Family,2.23496572864
2576,Real,Class,3.59032809781
2581,Real,Phylum,2.31820881634
2583,Real,Class,2.60829263509
2584,Real,Species,1.67668481283
2587,Real,Class,2.07965558819
2590,Real,Family,2.99579756114
2606,Real,Order,2.73833670461
2614,Real,Genus,2.33987123672
2615,Real,Family,3.50892336384
2617,Real,Phylum,2.701031753
2623,Real,Family,2.78112189727
2624,Real,Family,3.52683731361
2626,Real,Class,3.01439572275
2629,Real,Order,2.50418139446
2630,Real,Order,1.79970221321
2635,Real,Order,3.40092573733
2638,Real,Phylum,2.9912883263
2641,Real,Order,1.65422731101
2644,Real,Family,1.43022249746
2645,Real,Family,2.61144961937
2647,Real,Order,2.56361585801
2650,Real,Family,2.18084149302
2652,Real,Genus,2.65654487315
2653,Real,Genus,2.89178022834
2654,Real,Family,3.31682675377
2659,Real,Class,3.51165056871
2661,Real,Order,1.62164576098
2664,Real,Order,3.44598548064
2665,Real,Class,3.04383988509
2667,Real,Family,3.36249082483
2676,Real,Order,3.27800041133
2677,Real,Family,3.23486835914
2685,Real,Genus,2.70308353183
2686,Real,Genus,2.88672305204
2687,Real,Phylum,2.46475385056
2689,Real,Genus,2.76225575694
2690,Real,Family,2.22981335502
2693,Real,Order,1.9031187176
2695,Real,Family,2.558282033
2699,Real,Class,2.52846723356
2701,Real,Class,3.0920195092
2702,Real,Family,2.7814420205
2705,Real,Genus,2.44417240725
2710,Real,Class,2.51555056434
2712,Real,Genus,3.16222856457
2715,Real,Order,2.12746517555
2724,Real,Genus,3.36729257573
2727,Real,Family,2.85923305849
2730,Real,Class,0.939022185504
2731,Real,Order,3.49928051842
2733,Real,Order,2.65063399077
2736,Real,Phylum,2.68094457495
2739,Real,Class,1.87202872643
2740,Real,Order,3.65837803005
2741,Real,Class,2.29169054058
2742,Real,Genus,1.88968507704
2743,Real,Family,3.1131454194
2744,Real,Genus,2.32985480562
2746,Real,Order,3.04455935787
2749,Real,Genus,2.94490529922
2756,Real,Genus,3.3281906353
2760,Real,Order,2.51933353639
2766,Real,Phylum,2.21510891863
2768,Real,Phylum,3.04385706446
2769,Real,Order,3.0422395178
2770,Real,Order,2.38580540345
2774,Real,Order,3.14248825861
2776,Real,Genus,3.01003562746
2779,Real,Family,3.19931804302
2781,Real,Class,1.56593776318
2783,Real,Class,2.76680710245
2785,Real,Genus,2.54889943209
2786,Real,Phylum,2.91132751524
2792,Real,Order,2.558282033
2795,Real,Phylum,3.33781120488
2798,Real,Order,3.20520988563
2806,Real,Order,3.02288197755
2813,Real,Family,3.48096661066
2815,Real,Class,3.51092676459
2817,Real,Phylum,2.3003765243
2821,Real,Class,2.65051839388
2823,Real,Class,2.25963933369
2825,Real,Order,2.20487136705
2827,Real,Order,1.07660293858
2828,Real,Order,2.77387827867
2836,Real,Family,2.77387827867
2837,Real,Class,1.77558378991
2839,Real,Family,2.71480956908
2842,Real,Order,1.25558811975
2846,Real,Order,2.13128646629
2848,Real,Genus,0.350452683432
2849,Real,Genus,2.44178499513
2850,Real,Order,3.35208098654
2853,Real,Genus,2.9434457381
2854,Real,Genus,3.40377226422
2855,Real,Order,2.16631023919
2857,Real,Order,2.88125845119
2858,Real,Class,2.05158734053
2860,Real,Genus,2.83864235642
2861,Real,Class,2.33913962108
2862,Real,Genus,3.29097634685
2873,Real,Order,1.97210014176
2874,Real,Family,2.48785142504
2876,Real,Family,2.26302240902
2878,Real,Class,3.01932813481
2879,Real,Genus,2.15086176508
2885,Real,Family,3.1429268909
2888,Real,Class,2.94343350719
2891,Real,Class,3.30982958965
2892,Real,Family,3.31784162323
2893,Real,Order,3.11495603511
2895,Real,Genus,2.08816155699
2896,Real,Order,3.06357165858
2899,Real,Phylum,2.5222059377
2901,Real,Phylum,2.92877295296
2902,Real,Phylum,1.95277177534
2904,Permuted,Class,3.32342087824
2907,Permuted,Family,3.62741991795
2909,Permuted,Order,3.50289577983
2910,Permuted,Genus,3.59529863332
2916,Permuted,Family,3.41098344278
2917,Permuted,Class,3.60354153655
2918,Permuted,Order,3.30658783708
2919,Permuted,Order,3.63755974967
2923,Permuted,Genus,3.63303994227
2927,Permuted,Genus,3.57092439833
2929,Permuted,Class,3.58360791484
2930,Permuted,Genus,3.45805513999
2931,Permuted,Order,3.52657616146
2933,Permuted,Phylum,3.470370501
2937,Permuted,Genus,3.61316345476
2939,Permuted,Family,3.38204642708
2941,Permuted,Family,3.27631801259
2942,Permuted,Order,3.48524009983
2944,Permuted,Family,3.08149641527
2946,Permuted,Family,3.15399533553
2947,Permuted,Family,3.69019502796
2948,Permuted,Family,3.62216389835
2950,Permuted,Order,3.66582966386
2951,Permuted,Phylum,3.52079075032
2955,Permuted,Order,3.62943636089
2959,Permuted,Genus,3.38728313842
2960,Permuted,Genus,3.52464391987
2963,Permuted,Order,3.68312310622
2965,Permuted,Genus,3.17653472127
2966,Permuted,Genus,3.20017904952
2971,Permuted,Genus,3.40364071033
2979,Permuted,Class,3.55886728879
2980,Permuted,Order,3.60053805705
2981,Permuted,Family,3.51927038731
2982,Permuted,Genus,3.37936316958
2985,Permuted,Family,2.78955116007
2986,Permuted,Genus,3.63229904706
2987,Permuted,Order,3.59667205129
2989,Permuted,Order,3.52152998874
2991,Permuted,Order,3.43742866164
2992,Permuted,Genus,3.26360688809
2996,Permuted,Genus,3.33893104742
2999,Permuted,Family,3.6380674558
3000,Permuted,Family,3.54757514751
3002,Permuted,Family,3.61723184092
3004,Permuted,Class,3.58639220149
3013,Permuted,Family,3.47292458828
3014,Permuted,Order,3.48799379634
3017,Permuted,Genus,3.57683523442
3018,Permuted,Genus,3.42241023468
3021,Permuted,Family,3.66824193262
3022,Permuted,Genus,3.09357253058
3025,Permuted,Genus,3.62139584419
3027,Permuted,Order,3.62762618831
3028,Permuted,Species,3.15403869541
3029,Permuted,Genus,3.29727545245
3032,Permuted,Phylum,3.62325947092
3033,Permuted,Order,3.43449720688
3034,Permuted,Order,3.4604009337
3036,Permuted,Order,3.63643022697
3038,Permuted,Order,3.66608345343
3041,Permuted,Family,3.61064718062
3043,Permuted,Phylum,3.61913532597
3045,Permuted,Family,3.62238473463
3056,Permuted,Family,3.42619996647
3062,Permuted,Family,3.61692406765
3064,Permuted,Order,3.46421120672
3073,Permuted,Order,3.61047306772
3075,Permuted,Order,3.63602580344
3076,Permuted,Family,3.1470797603
3077,Permuted,Order,3.46854551163
3084,Permuted,Order,3.50031218952
3085,Permuted,Phylum,3.26971967673
3086,Permuted,Family,3.57729635698
3088,Permuted,Phylum,3.5996279632
3091,Permuted,Family,3.65588576375
3093,Permuted,Class,2.97116825077
3101,Permuted,Family,3.58882626315
3102,Permuted,Order,3.45948949305
3105,Permuted,Genus,3.23591526227
3110,Permuted,Class,3.55045134882
3114,Permuted,Family,2.95558226267
3118,Permuted,Order,3.49104923894
3119,Permuted,Order,3.06508641185
3121,Permuted,Class,3.31089760344
3122,Permuted,Species,3.53559525784
3125,Permuted,Order,3.59502816602
3127,Permuted,Family,3.67567038944
3130,Permuted,Genus,3.51071734863
3136,Permuted,Order,3.54663377847
3140,Permuted,Family,3.22988329685
3141,Permuted,Order,3.65588576375
3142,Permuted,Genus,3.57020097427
3149,Permuted,Genus,3.67069660716
3152,Permuted,Genus,3.00956430941
3153,Permuted,Phylum,3.5911066163
3162,Permuted,Family,3.52085259024
3165,Permuted,Family,3.56771946028
3171,Permuted,Genus,3.36822831608
3172,Permuted,Family,3.47016924224
3173,Permuted,Family,3.56651224942
3178,Permuted,Family,3.38608480066
3179,Permuted,Genus,3.60156788766
3180,Permuted,Genus,3.05105072255
3182,Permuted,Family,2.92213480064
3184,Permuted,Family,3.52631729357
3185,Permuted,Order,3.61061689986
3187,Permuted,Family,3.56702279607
3189,Permuted,Class,3.59134539408
3190,Permuted,Class,3.63755974967
3193,Permuted,Order,3.66575360721
3194,Permuted,Genus,3.34639343472
3195,Permuted,Genus,3.06396410584
3196,Permuted,Class,3.61914726908
3199,Permuted,Family,3.55314140392
3202,Permuted,Family,3.39985511735
3203,Permuted,Family,3.38778247762
3204,Permuted,Family,3.60135390815
3207,Permuted,Order,3.62977611905
3210,Permuted,Class,3.5278681569
3211,Permuted,Genus,3.5840933977
3214,Permuted,Genus,3.50871607202
3217,Permuted,Family,3.7080877018
3218,Permuted,Family,3.23037861183
3222,Permuted,Family,3.518505774
3224,Permuted,Genus,3.28320390399
3225,Permuted,Family,3.55677628275
3229,Permuted,Phylum,3.2340062939
3232,Permuted,Family,3.60519406567
3233,Permuted,Order,3.40867259122
3239,Permuted,Family,3.43941710285
3241,Permuted,Phylum,3.13033118889
3245,Permuted,Family,3.57092137316
3247,Permuted,Family,3.56756274754
3250,Permuted,Order,3.54320235148
3251,Permuted,Genus,3.41719005893
3252,Permuted,Order,3.54877226825
3253,Permuted,Phylum,3.36423603727
3254,Permuted,Genus,3.3145853987
3259,Permuted,Order,3.62379476024
3266,Permuted,Order,3.50288025781
3268,Permuted,Class,3.13366439514
3272,Permuted,Class,3.5690475644
3273,Permuted,Order,3.56181633267
3277,Permuted,Genus,3.34516180924
3281,Permuted,Family,3.68185979739
3282,Permuted,Genus,3.29683252819
3284,Permuted,Family,3.44494257251
3286,Permuted,Order,3.44806694858
3287,Permuted,Order,3.60630503059
3288,Permuted,Order,3.33430287318
3289,Permuted,Family,3.52185525647
3292,Permuted,Class,3.61372110112
3295,Permuted,Genus,3.40594834977
3296,Permuted,Family,3.37771002354
3297,Permuted,Order,3.36807418658
3300,Permuted,Genus,3.22820505529
3303,Permuted,Order,3.61337100578
3305,Permuted,Order,3.54757514751
3310,Permuted,Family,3.33025640697
3311,Permuted,Class,3.51319108754
3312,Permuted,Genus,3.52354256139
3314,Permuted,Genus,3.19945562595
3318,Permuted,Order,3.58506697035
3321,Permuted,Class,2.96120772455
3325,Permuted,Class,3.46891134181
3328,Permuted,Order,3.34531372044
3335,Permuted,Family,3.65324447286
3336,Permuted,Family,3.59114836894
3337,Permuted,Species,3.51107387379
3338,Permuted,Class,3.6040364859
3342,Permuted,Genus,3.51296011964
3343,Permuted,Class,3.63964878458
3344,Permuted,Genus,3.43126733388
3345,Permuted,Order,3.60285930829
3347,Permuted,Species,3.53018748405
3348,Permuted,Family,3.46294573797
3353,Permuted,Order,3.42865528003
3356,Permuted,Order,3.67611381383
3357,Permuted,Order,3.63404281624
3359,Permuted,Order,3.50940340961
3360,Permuted,Order,3.5388423257
3361,Permuted,Order,3.1118748167
3363,Permuted,Order,3.65283854578
3365,Permuted,Genus,3.21805426947
3366,Permuted,Genus,3.64245718116
3371,Permuted,Family,3.42063098361
3375,Permuted,Genus,3.15095851073
3378,Permuted,Genus,3.55858361929
3381,Permuted,Family,3.58694388026
3385,Permuted,Species,3.39643900347
3386,Permuted,Genus,3.6154628197
3388,Permuted,Family,3.73513677773
3395,Permuted,Genus,3.5473223418
3396,Permuted,Order,3.65987338629
3397,Permuted,Genus,3.23455578116
3401,Permuted,Class,3.17391185485
3404,Permuted,Phylum,3.45062100883
3412,Permuted,Genus,3.36604898445
3414,Permuted,Class,3.61402991356
3415,Permuted,Genus,3.36408706779
3416,Permuted,Class,3.52079075032
3420,Permuted,Family,3.70422173989
3427,Permuted,Genus,3.57559386539
3431,Permuted,Class,3.60062331018
3432,Permuted,Family,3.23073085836
3433,Permuted,Genus,3.20891429182
3437,Permuted,Class,3.61337100578
3443,Permuted,Order,3.25938597426
3446,Permuted,Genus,3.56651224942
3447,Permuted,Genus,3.61821078751
3448,Permuted,Genus,3.19603250008
3449,Permuted,Class,3.62234674764
3451,Permuted,Genus,3.49307331431
3453,Permuted,Family,3.27528452883
3455,Permuted,Family,3.46061718219
3458,Permuted,Family,3.52097938615
3462,Permuted,Family,3.37977035223
3463,Permuted,Family,3.17572222335
3464,Permuted,Genus,3.54738034702
3468,Permuted,Family,2.92633854127
3473,Permuted,Genus,3.48359253354
3475,Permuted,Order,3.63964878458
3478,Permuted,Genus,3.23246386919
3480,Permuted,Family,3.59996477834
3481,Permuted,Order,3.58288676271
3482,Permuted,Family,2.62490168493
3483,Permuted,Order,3.29719348497
3484,Permuted,Family,3.33448041055
3486,Permuted,Class,3.5730567354
3487,Permuted,Class,3.6110121549
3497,Permuted,Order,3.3311110436
3498,Permuted,Phylum,3.463154833
3499,Permuted,Order,3.59447416899
3505,Permuted,Order,3.63991648681
3508,Permuted,Family,3.30829551324
3509,Permuted,Order,3.57384982689
3511,Permuted,Phylum,3.63157406589
3512,Permuted,Genus,3.62173987993
3519,Permuted,Family,3.6175001981
3523,Permuted,Family,3.33892399092
3525,Permuted,Order,3.5404020435
3526,Permuted,Phylum,3.53666451081
3527,Permuted,Family,3.63404281624
3531,Permuted,Family,3.40423591352
3532,Permuted,Order,3.66077792691
3533,Permuted,Genus,3.58282686088
3543,Permuted,Family,3.40138320566
3544,Permuted,Class,3.463154833
3546,Permuted,Genus,3.55656417455
3548,Permuted,Class,3.60990952228
3549,Permuted,Genus,3.51247025556
3550,Permuted,Genus,3.1959450721
3551,Permuted,Order,3.65348032297
3555,Permuted,Order,3.42456036942
3559,Permuted,Order,3.63271999902
3562,Permuted,Genus,3.48930762807
3564,Permuted,Genus,3.50413372223
3567,Permuted,Family,3.10761244882
3569,Permuted,Genus,3.03069884436
3575,Permuted,Order,3.15130667995
3579,Permuted,Genus,3.48420735281
3580,Permuted,Class,3.62246953124
3581,Permuted,Order,3.56205589732
3583,Permuted,Genus,3.60143763052
3584,Permuted,Order,3.12453926896
3586,Permuted,Family,3.49430658041
3589,Permuted,Order,3.15641867088
3594,Permuted,Class,3.69550775699
3598,Permuted,Genus,3.31346821331
3601,Permuted,Family,3.14977365118
3605,Permuted,Family,3.48625834667
3608,Permuted,Order,3.60634617118
3609,Permuted,Order,3.64556678361
3610,Permuted,Order,3.45017202685
3616,Permuted,Genus,3.44241697752
3617,Permuted,Family,3.52588839545
3619,Permuted,Family,3.23741836514
3620,Permuted,Genus,3.71769098529
3621,Permuted,Genus,3.37663043147
3628,Permuted,Order,3.02287711973
3630,Permuted,Genus,3.09562556155
3633,Permuted,Genus,3.3331274977
3636,Permuted,Genus,3.69353171847
3643,Permuted,Genus,3.45632282018
3644,Permuted,Genus,3.15185779802
3656,Permuted,Order,3.21683341012
3657,Permuted,Order,3.41036208482
3658,Permuted,Genus,3.42408351639
3661,Permuted,Genus,3.35359468569
3669,Permuted,Family,3.60085160926
3673,Permuted,Class,3.53404472832
3681,Permuted,Class,3.57406713839
3687,Permuted,Family,3.60634617118
3692,Permuted,Family,3.66614784273
3693,Permuted,Class,3.55946231564
3695,Permuted,Family,3.57491922428
3696,Permuted,Genus,3.04869359144
3698,Permuted,Family,3.62845846101
3699,Permuted,Genus,3.74781254092
3700,Permuted,Family,3.56205589732
3703,Permuted,Order,3.61012110359
3708,Permuted,Genus,3.36081436283
3709,Permuted,Family,3.23567466114
3712,Permuted,Family,3.65700810161
3713,Permuted,Order,3.25305052449
3714,Permuted,Class,3.57195083714
3715,Permuted,Family,3.28247995522
3716,Permuted,Class,3.20959958767
3718,Permuted,Order,3.50527774563
3719,Permuted,Class,3.51959612612
3720,Permuted,Class,3.55431215922
3728,Permuted,Class,3.48595763923
3729,Permuted,Order,3.66346037996
3737,Permuted,Family,3.23916349604
3740,Permuted,Order,3.61132282059
3742,Permuted,Genus,3.32049017825
3745,Permuted,Family,3.5318550242
3749,Permuted,Genus,3.22643553012
3750,Permuted,Order,3.53802977102
3755,Permuted,Order,3.4414153849
3756,Permuted,Family,3.57813313692
3757,Permuted,Order,3.48691174331
3759,Permuted,Genus,3.46634485981
3760,Permuted,Class,3.5895875712
3763,Permuted,Class,3.15534992973
3765,Permuted,Class,3.57846645016
3766,Permuted,Genus,3.47514297594
3768,Permuted,Class,3.36951686138
3770,Permuted,Class,3.60972897307
3772,Permuted,Family,3.16450190602
3776,Permuted,Phylum,3.6573198494
3778,Permuted,Order,3.33114248967
3786,Permuted,Order,3.61100657817
3789,Permuted,Family,3.45085025218
3791,Permuted,Order,3.6078917788
3792,Permuted,Genus,3.26663052887
3793,Permuted,Class,3.64604526597
3795,Permuted,Genus,3.11138041525
3800,Permuted,Genus,3.696885579
3801,Permuted,Class,3.64471740868
3803,Permuted,Genus,3.32624691234
3804,Permuted,Class,3.52049458416
3805,Permuted,Family,3.67469872529
3806,Permuted,Order,3.35423184462
3808,Permuted,Order,3.62890141992
3811,Permuted,Order,3.24825106737
3812,Permuted,Family,3.62561245691
3816,Permuted,Family,3.52977312197
3817,Permuted,Family,3.6039634269
3821,Permuted,Order,3.29030630769
3823,Permuted,Family,3.35633585841
3826,Permuted,Family,3.24970302563
3835,Permuted,Family,3.54376231907
3843,Permuted,Order,3.54141690886
3845,Permuted,Phylum,3.59229749718
3846,Permuted,Order,3.6582707721
3848,Permuted,Phylum,3.49828829739
3849,Permuted,Order,3.54483424714
3850,Permuted,Class,3.55301024969
3851,Permuted,Family,3.04640258099
3853,Permuted,Family,3.58417259766
3856,Permuted,Order,2.97874069797
3858,Permuted,Order,3.55757355156
3865,Permuted,Family,3.40405150028
3868,Permuted,Class,3.6527328245
3873,Permuted,Order,3.45182672636
3875,Permuted,Genus,3.62417693711
3884,Permuted,Genus,3.33090184928
3885,Permuted,Order,3.31504104942
3888,Permuted,Genus,3.15261045286
3889,Permuted,Order,3.41603742577
3890,Permuted,Phylum,3.47648594712
3892,Permuted,Family,3.27752656184
3893,Permuted,Order,3.10894948501
3896,Permuted,Phylum,3.63240286085
3901,Permuted,Order,3.60280723116
3905,Permuted,Family,3.59675599776
3906,Permuted,Family,3.40103347294
3907,Permuted,Genus,3.53257450924
3910,Permuted,Family,3.63954825892
3913,Permuted,Family,3.27840503687
3914,Permuted,Order,3.54419797946
3916,Permuted,Class,3.56540479179
3918,Permuted,Genus,3.71611134156
3919,Permuted,Genus,3.29962442536
3922,Permuted,Phylum,3.62886651929
3925,Permuted,Class,3.61269317276
3927,Permuted,Family,3.50035848406
3929,Permuted,Class,3.20644061572
3930,Permuted,Phylum,3.61637476651
3932,Permuted,Genus,3.57980609481
3933,Permuted,Order,3.52174738342
3935,Permuted,Genus,3.45998962978
3938,Permuted,Order,3.57623654798
3939,Permuted,Class,3.21429267309
3942,Permuted,Family,3.56829935305
3947,Permuted,Order,3.40757054434
3950,Permuted,Class,3.55641410935
3951,Permuted,Order,3.561314231
3954,Permuted,Genus,3.31052988134
3956,Permuted,Phylum,3.45557018441
3961,Permuted,Order,3.08977597733
3976,Permuted,Phylum,3.68332222193
3977,Permuted,Family,3.54640731329
3978,Permuted,Class,3.106370035
3988,Permuted,Order,3.60157056342
3989,Permuted,Genus,3.49702550482
3990,Permuted,Phylum,3.65572652384
3991,Permuted,Class,3.36706352213
3993,Permuted,Class,3.60094921888
4000,Permuted,Family,3.57177174955
4004,Permuted,Family,3.40100285539
4008,Permuted,Order,3.27811143414
4010,Permuted,Family,3.54421569026
4024,Permuted,Genus,3.3099634955
4028,Permuted,Order,3.39104415099
4036,Permuted,Order,3.65145759309
4038,Permuted,Class,3.51562447421
4040,Permuted,Order,3.55765418893
4042,Permuted,Genus,3.55297840211
4044,Permuted,Order,3.59801143545
4048,Permuted,Genus,3.06417617356
4050,Permuted,Class,3.60656170625
4052,Permuted,Class,3.50444973489
4053,Permuted,Order,3.65231448966
4054,Permuted,Genus,3.785226004
4057,Permuted,Family,3.5983978235
4060,Permuted,Class,3.50031184179
4063,Permuted,Order,3.49385460656
4065,Permuted,Family,3.61268899707
4066,Permuted,Order,3.58980475901
4067,Permuted,Genus,3.47829962431
4069,Permuted,Genus,3.56211379581
4073,Permuted,Order,3.55682271161
4074,Permuted,Class,3.59946208237
4076,Permuted,Class,3.59229749718
4077,Permuted,Order,3.40338022202
4078,Permuted,Order,3.11225645031
4084,Permuted,Genus,3.49718835714
4085,Permuted,Order,3.15074141215
4088,Permuted,Order,3.68727826309
4089,Permuted,Class,3.58377714659
4097,Permuted,Family,3.38886553073
4099,Permuted,Family,3.56299107684
4103,Permuted,Class,3.6809476509
4105,Permuted,Genus,3.22730668974
4112,Permuted,Class,3.22170091644
4114,Permuted,Class,3.3200005451
4118,Permuted,Genus,2.86716290395
4120,Permuted,Order,3.6022348217
4128,Permuted,Genus,3.62746259427
4129,Permuted,Phylum,3.63503789568
4130,Permuted,Genus,3.15447010938
4131,Permuted,Class,3.62244839179
4137,Permuted,Class,3.62593854776
4139,Permuted,Order,3.66926753895
4143,Permuted,Genus,3.43167664347
4148,Permuted,Class,3.63404281624
4150,Permuted,Class,3.57298690356
4151,Permuted,Phylum,3.46638814959
4152,Permuted,Order,3.52609142338
4159,Permuted,Phylum,3.59681318071
4160,Permuted,Family,3.51248817567
4164,Permuted,Genus,3.70610413309
4168,Permuted,Order,3.51924245924
4179,Permuted,Class,3.65873377779
4183,Permuted,Order,3.63160053877
4187,Permuted,Family,3.48558759951
4189,Permuted,Family,3.53428144065
4191,Permuted,Genus,3.50727023274
4192,Permuted,Class,3.6507158142
4196,Permuted,Genus,3.49534841716
4199,Permuted,Genus,3.39985218371
4201,Permuted,Family,3.5737790616
4204,Permuted,Family,3.68159076529
4205,Permuted,Family,3.49072439094
4210,Permuted,Genus,3.271480548
4216,Permuted,Order,3.10437009978
4219,Permuted,Genus,3.02213010529
4220,Permuted,Genus,3.53187903892
4221,Permuted,Order,3.5545235515
4223,Permuted,Order,3.61831012507
4224,Permuted,Class,3.47956202931
4226,Permuted,Phylum,3.63161597254
4228,Permuted,Family,3.63986782983
4230,Permuted,Family,2.8066475941
4231,Permuted,Order,3.60272013042
4237,Permuted,Family,3.45012556876
4238,Permuted,Genus,3.46294573797
4239,Permuted,Family,3.15076650109
4241,Permuted,Family,3.63957281934
4243,Permuted,Order,3.33436329145
4244,Permuted,Family,3.56749533776
4249,Permuted,Order,3.65158568715
4258,Permuted,Order,3.59229749718
4259,Permuted,Phylum,3.47763789921
4263,Permuted,Family,3.67997136537
4265,Permuted,Order,3.49430658041
4268,Permuted,Family,3.36408706779
4273,Permuted,Class,3.5996279632
4277,Permuted,Genus,3.48198166778
4282,Permuted,Order,3.46154885503
4286,Permuted,Family,3.2260265214
4287,Permuted,Order,3.67971016397
4290,Permuted,Class,3.01650964281
4294,Permuted,Family,3.63350383546
4296,Permuted,Order,3.6281275642
4298,Permuted,Genus,3.4604009337
4303,Permuted,Family,3.61337100578
4305,Permuted,Family,3.48238907249
4306,Permuted,Phylum,3.63189912977
4308,Permuted,Order,3.2022674997
4312,Permuted,Order,3.19655657242
4319,Permuted,Class,3.57384982689
4321,Permuted,Genus,3.67173761975
4322,Permuted,Genus,3.28398637774
4324,Permuted,Class,3.40338022202
4326,Permuted,Family,3.59058203895
4331,Permuted,Family,3.59667205129
4333,Permuted,Phylum,3.50154813805
4341,Permuted,Order,3.64337208908
4346,Permuted,Class,3.10894948501
4350,Permuted,Family,3.66807521964
4352,Permuted,Family,3.57710696646
4353,Permuted,Family,3.58868165739
4355,Permuted,Order,3.2045115301
4357,Permuted,Species,3.33820285373
4358,Permuted,Order,3.57075697568
4359,Permuted,Phylum,3.43356372412
4360,Permuted,Phylum,3.13500386255
4363,Permuted,Order,3.37152009467
4367,Permuted,Order,3.55174157956
4368,Permuted,Class,3.62950279522
4369,Permuted,Genus,3.38736713342
4378,Permuted,Genus,3.59381590351
4379,Permuted,Genus,3.22294425379
4381,Permuted,Order,3.56415369284
4383,Permuted,Family,3.46462275154
4388,Permuted,Phylum,3.61350593153
4396,Permuted,Class,3.53581358575
4402,Permuted,Genus,3.53675630327
4406,Permuted,Phylum,3.30085004482
4407,Permuted,Family,3.44737011548
4409,Permuted,Family,3.42554048834
4412,Permuted,Genus,3.68240596313
4413,Permuted,Genus,3.42271445236
4416,Permuted,Genus,3.56958246281
4418,Permuted,Order,3.45742449747
4420,Permuted,Family,3.61772701797
4421,Permuted,Class,3.55375558713
4426,Permuted,Genus,3.38149082135
4428,Permuted,Order,3.57128337433
4431,Permuted,Order,3.48711127137
4434,Permuted,Class,3.46231723827
4435,Permuted,Phylum,3.62436307134
4438,Permuted,Order,3.40434868306
4439,Permuted,Family,3.57981926776
4441,Permuted,Genus,3.56544472658
4445,Permuted,Family,3.68769836212
4448,Permuted,Family,3.28977628021
4449,Permuted,Order,3.57206119335
4453,Permuted,Genus,3.26640055542
4455,Permuted,Family,3.65825110879
4459,Permuted,Phylum,3.60182125916
4460,Permuted,Order,3.57383957135
4461,Permuted,Class,3.64399371968
4463,Permuted,Family,3.27405187925
4465,Permuted,Order,3.07374612661
4468,Permuted,Order,3.67732740896
4474,Permuted,Family,3.62302008056
4480,Permuted,Family,3.58291002873
4481,Permuted,Phylum,3.59312105051
4482,Permuted,Family,3.19655657242
4484,Permuted,Family,3.62640080322
4489,Permuted,Family,3.50034456706
4493,Permuted,Order,3.65160738382
4494,Permuted,Family,3.61520479601
4495,Permuted,Family,3.23057056441
4498,Permuted,Class,3.42907305535
4499,Permuted,Class,3.24678116051
