sample_name	sample_accession
1748.BLANK12	ERS1610346
1748.5.18.12.R.2.V	ERS1610220
1748.5.30.12.P.4.V	ERS1610282
1748.5.30.12.P.19.D	ERS1610267
1748.6.15.12.I.3.V	ERS1610328
1748.5.18.12.R.25.D	ERS1610231
1748.5.15.12.FI.6.D	ERS1610188
1748.4.24.12.FR.7.V	ERS1610149
1748.5.15.12.FI.10.D	ERS1610154
1748.4.24.12.FR.22.V	ERS1610139
1748.5.30.12.P.4.D	ERS1610281
1748.6.15.12.I.5.D	ERS1610331
1748.4.24.12.FR.16.V	ERS1610125
1748.6.15.12.I.3.D	ERS1610327
1748.5.30.12.P.19.V	ERS1610268
1748.4.24.12.FR.7.D	ERS1610148
1748.5.18.12.R.25.V	ERS1610232
1748.5.18.12.R.6.V	ERS1610240
1748.5.15.12.FI.17.V	ERS1610169
1748.4.24.12.FR.21.V	ERS1610137
1748.6.15.12.I.11.V	ERS1610300
1748.5.15.12.FI.11.D	ERS1610156
1748.5.18.12.R.15.V	ERS1610210
1748.5.30.12.P.2.D	ERS1610269
1748.5.30.12.P.3.V	ERS1610280
1748.6.15.12.I.8.V	ERS1610338
1748.6.15.12.I.17.D	ERS1610311
1748.5.15.12.FI.25.D	ERS1610182
1748.BLANK52	ERS1610390
1748.BLANK51	ERS1610389
1748.5.15.12.FI.17.D	ERS1610168
1748.5.18.12.R.15.D	ERS1610209
1748.5.30.12.P.2.V	ERS1610270
1748.BLANK55	ERS1610393
1748.5.15.12.FI.11.V	ERS1610157
1748.5.15.12.FI.22.D	ERS1610180
1748.6.15.12.I.17.V	ERS1610312
1748.5.18.12.R.8.D	ERS1610243
1748.5.15.12.FI.18.D	ERS1610170
1748.BLANK9	ERS1610397
1748.4.24.12.FR.3.D	ERS1610140
1748.5.30.12.P.22.D	ERS1610275
1748.BLANK33	ERS1610369
1748.BLANK3	ERS1610365
1748.6.15.12.I.19.D	ERS1610315
1748.5.30.12.P.17.D	ERS1610263
1748.BLANK7	ERS1610396
1748.BLANK34	ERS1610370
1748.5.30.12.P.11.V	ERS1610252
1748.5.18.12.R.10.V	ERS1610200
1748.5.15.12.FI.18.V	ERS1610171
1748.5.30.12.P.6.D	ERS1610285
1748.5.30.12.P.22.V	ERS1610276
1748.4.24.12.FR.3.V	ERS1610141
1748.5.30.12.P.17.V	ERS1610264
1748.5.15.12.FI.12.D	ERS1610158
1748.6.15.12.I.19.V	ERS1610316
1748.5.30.12.P.11.D	ERS1610251
1748.5.18.12.R.10.D	ERS1610199
1748.5.18.12.R.16.D	ERS1610211
1748.5.15.12.FI.14.D	ERS1610162
1748.5.18.12.R.4.D	ERS1610235
1748.6.15.12.I.5.V	ERS1610332
1748.5.15.12.FI.9.V	ERS1610195
1748.4.24.12.FR.5.D	ERS1610144
1748.5.18.12.R.20.D	ERS1610221
1748.5.15.12.FI.19.V	ERS1610173
1748.5.18.12.R.16.V	ERS1610212
1748.5.18.12.R.2.D	ERS1610219
1748.5.18.12.R.18.D	ERS1610215
1748.5.15.12.FI.14.V	ERS1610163
1748.5.18.12.R.4.V	ERS1610236
1748.4.24.12.FR.5.V	ERS1610145
1748.5.15.12.FI.9.D	ERS1610194
1748.6.15.12.I.CTRL.BENCH.PAPER	ERS1610340
1748.4.24.12.FR.18.V	ERS1610129
1748.5.18.12.R.23.D	ERS1610227
1748.5.18.12.R.6.D	ERS1610239
1748.4.24.12.FR.10.D	ERS1610112
1748.4.24.12.FR.6.V	ERS1610147
1748.4.24.12.FR.20.D	ERS1610134
1748.5.18.12.R.7.D	ERS1610241
1748.4.24.12.FR.18.D	ERS1610128
1748.5.18.12.R.23.V	ERS1610228
1748.4.24.12.FR.6.D	ERS1610146
1748.5.18.12.R.20.V	ERS1610222
1748.4.24.12.FR.10.V	ERS1610113
1748.5.15.12.FI.6.V	ERS1610189
1748.6.15.12.I.16.D	ERS1610309
1748.6.15.12.I.10.V	ERS1610298
1748.5.18.12.R.21.V	ERS1610224
1748.5.18.12.R.22.V	ERS1610226
1748.6.15.12.I.25.V	ERS1610326
1748.4.24.12.FR.12.V	ERS1610117
1748.6.15.12.I.16.V	ERS1610310
1748.5.30.12.P.CTRL.MOUTH	ERS1610294
1748.5.18.12.R.14.D	ERS1610207
1748.6.15.12.I.10.D	ERS1610297
1748.5.18.12.R.21.D	ERS1610223
1748.6.15.12.I.25.D	ERS1610325
1748.6.15.12.I.8.D	ERS1610337
1748.4.24.12.FR.12.D	ERS1610116
1748.4.24.12.FR.22.D	ERS1610138
1748.5.18.12.R.11.V	ERS1610202
1748.5.15.12.FI.13.V	ERS1610161
1748.6.15.12.I.1.D	ERS1610295
1748.5.18.12.R.19.D	ERS1610217
1748.5.15.12.FI.21.D	ERS1610178
1748.4.24.12.FR.2.V	ERS1610133
1748.6.15.12.I.18.D	ERS1610313
1748.5.15.12.FI.25.V	ERS1610183
1748.6.15.12.I.15.V	ERS1610308
1748.5.18.12.R.11.D	ERS1610201
1748.6.15.12.I.7.V	ERS1610336
1748.6.15.12.I.1.V	ERS1610296
1748.5.15.12.FI.13.D	ERS1610160
1748.4.24.12.FR.2.D	ERS1610132
1748.6.15.12.I.22.V	ERS1610324
1748.5.18.12.R.19.V	ERS1610218
1748.6.15.12.I.15.D	ERS1610307
1748.5.15.12.FI.21.V	ERS1610179
1748.5.15.12.FI.15.D	ERS1610164
1748.4.24.12.FR.16.D	ERS1610124
1748.6.15.12.I.13.D	ERS1610303
1748.5.18.12.R.9.D	ERS1610245
1748.5.18.12.R.17.D	ERS1610213
1748.5.30.12.P.13.D	ERS1610255
1748.6.15.12.I.21.D	ERS1610321
1748.4.24.12.FR.1.D	ERS1610110
1748.5.30.12.P.CTRL.BENCH.PAPER	ERS1610293
1748.5.15.12.FI.8.V	ERS1610193
1748.4.24.12.FR.9.V	ERS1610153
1748.4.24.12.FR.4.D	ERS1610142
1748.5.15.12.FI.7.D	ERS1610190
