sample_name	sample_accession
2080.S79D5	ERS1229272
2080.S79D97	ERS1229274
2080.S79D740	ERS1229273
2080.S79D240	ERS1229271
2080.S71D62	ERS1229270
2080.S71D2500	ERS1229267
2080.S71D4336	ERS1229269
2080.S63D60.85	ERS1229266
2080.S63D435	ERS1229265
2080.S63D2585	ERS1229264
2080.S60D115	ERS1229259
2080.S60D315	ERS1229261
2080.S60D2835	ERS1229260
2080.S60D5450.2	ERS1229263
2080.S60D5450	ERS1229262
2080.S57D60.86	ERS1229258
2080.S71D350.400	ERS1229268
2080.S16D4611	ERS1229222
2080.S16D2165	ERS1229220
2080.S16D765	ERS1229223
2080.S16D90	ERS1229224
2080.S16D40	ERS1229221
2080.S24D4898	ERS1229228
2080.S24D2085	ERS1229225
2080.S24D365	ERS1229227
2080.S24D85	ERS1229229
2080.S24D35	ERS1229226
2080.S26D350.400	ERS1229230
2080.S26D75.100	ERS1229231
2080.S30D2085	ERS1229232
2080.S30D2085.2	ERS1229233
2080.S30D215	ERS1229234
2080.S30D60	ERS1229235
2080.S33D2585	ERS1229236
2080.S33D365	ERS1229237
2080.S33D60.85	ERS1229238
2080.S39D5329	ERS1229241
2080.S39D5329.2	ERS1229242
2080.S39D2585	ERS1229239
2080.S39D435	ERS1229240
2080.S39D60.85	ERS1229243
2080.S42D2085	ERS1229244
2080.S42D735	ERS1229246
2080.S42D60.85	ERS1229245
2080.S45D2585	ERS1229248
2080.S45D435	ERS1229249
2080.S45D115	ERS1229247
2080.S48D2335	ERS1229250
2080.S48D835	ERS1229251
2080.S48D85	ERS1229252
2080.S57D3700	ERS1229256
2080.S54D2585	ERS1229253
2080.S54D365	ERS1229254
2080.S54D60.85	ERS1229255
2080.S57D435	ERS1229257
