sample_name	sample_accession
1673.MBS0613.3	ERS1303329
1673.MBS2	ERS1303342
1673.MBS65.2	ERS1303345
1673.MBS65.3	ERS1303346
1673.MBS65.4	ERS1303347
1673.MBS119.3DY	ERS1303338
1673.MBS0428.3	ERS1303326
1673.MBS119.3D	ERS1303337
1673.MBS0428.1	ERS1303325
1673.MBS119.4	ERS1303339
1673.MBS119.3	ERS1303336
1673.MBS0428.5	ERS1303328
1673.MBS0428.4	ERS1303327
1673.MBS61	ERS1303343
1673.MBS1.2	ERS1303332
1673.MBS1.1	ERS1303331
1673.MBS0119.3	ERS1303322
1673.MBS119.4DY	ERS1303341
1673.MBS119.4D	ERS1303340
1673.MBS0613.4	ERS1303330
1673.MBS0330.3	ERS1303323
1673.MBS65.1	ERS1303344
1673.MBS0330.4	ERS1303324
1673.MBS105.2	ERS1303333
1673.MBS105.3	ERS1303334
1673.MBS105.4	ERS1303335
