sample_name	sample_accession
2338.0626.1.I	ERS1254272
2338.0625.2.I2	ERS1254270
2338.0625.2.I	ERS1254269
2338.0625.1.I	ERS1254266
2338.0624.9.I	ERS1254264
2338.0624.8.I	ERS1254263
2338.0624.7.I	ERS1254262
2338.0624.6.I	ERS1254261
2338.0624.5.I	ERS1254260
2338.0624.4.W	ERS1254259
2338.0624.4.I	ERS1254258
2338.0624.3.I	ERS1254256
2338.0624.2.I	ERS1254254
2338.0624.1.I	ERS1254253
2338.0623.9.I	ERS1254251
2338.0623.8.I	ERS1254249
2338.0623.7.I	ERS1254248
2338.0623.6.I	ERS1254247
2338.0623.5.I	ERS1254246
2338.0623.4.I	ERS1254244
2338.0623.3.I	ERS1254242
2338.0623.2.I	ERS1254241
2338.0623.1.I	ERS1254239
2338.0622.1.I	ERS1254237
2338.0620.9.I	ERS1254235
2338.0620.8.I	ERS1254234
2338.0620.7.I	ERS1254233
2338.0620.6.I	ERS1254232
2338.0620.4.I	ERS1254231
2338.0620.3.I	ERS1254230
2338.0620.1.I	ERS1254229
2338.0626.1.I2	ERS1254273
2338.0626.2.I	ERS1254274
2338.0626.3.I	ERS1254275
2338.0626.4.I	ERS1254277
2338.0626.4.I2	ERS1254278
2338.0626.5.I	ERS1254281
2338.0627.1.I	ERS1254283
2338.0627.11.I	ERS1254284
2338.0627.12.I	ERS1254285
2338.0627.13.I	ERS1254286
2338.0627.14.I	ERS1254287
2338.0627.15.I	ERS1254288
2338.0627.16.I	ERS1254290
2338.0627.17.I	ERS1254292
2338.0627.18.I	ERS1254293
2338.0627.19.I	ERS1254294
2338.0627.2.I	ERS1254296
2338.0627.21.I	ERS1254298
2338.0627.22.I	ERS1254299
2338.0627.22.I2	ERS1254300
2338.0627.3.I	ERS1254302
2338.0627.4.I	ERS1254303
2338.0627.5.I	ERS1254304
2338.0627.6.I	ERS1254305
2338.0627.7.M	ERS1254306
2338.0627.8.I	ERS1254307
2338.0627.9.I	ERS1254308
2338.0628.1.I	ERS1254310
2338.0628.11.I	ERS1254312
2338.0628.12.I	ERS1254314
2338.0628.14.I	ERS1254316
2338.0628.15.I	ERS1254317
2338.0628.26.I	ERS1254320
2338.0628.3.I.A	ERS1254321
2338.0628.3.I.B	ERS1254322
2338.0628.4.I	ERS1254324
2338.0628.5.I	ERS1254326
2338.0628.6.I	ERS1254327
2338.0628.7.I	ERS1254329
2338.0628.8.I	ERS1254331
2338.628.13.I	ERS1254383
2338.0701.1.I	ERS1254334
2338.0701.11.I	ERS1254337
2338.0701.13.I	ERS1254339
2338.0701.14.I	ERS1254340
2338.0701.15.I	ERS1254342
2338.0701.16.I	ERS1254344
2338.0701.17.I	ERS1254346
2338.0701.19.I	ERS1254348
2338.0701.2.I	ERS1254350
2338.0701.21.I	ERS1254352
2338.0701.22.I	ERS1254353
2338.0701.3.I	ERS1254355
2338.0701.3.I1	ERS1254356
2338.0701.4.I	ERS1254359
2338.0701.6.I	ERS1254361
2338.0701.7.I	ERS1254362
2338.0701.8.I	ERS1254363
2338.0701.9.I	ERS1254364
2338.0702.1.I	ERS1254365
2338.0702.2.I	ERS1254368
2338.0702.4.I	ERS1254371
2338.0702.6.I	ERS1254373
2338.0702.7.I	ERS1254375
2338.0702.8.I	ERS1254376
2338.0702.9.I	ERS1254377
2338.0703.13.I	ERS1254378
2338.0703.3.I	ERS1254379
2338.0703.4.I	ERS1254380
2338.0703.6.I	ERS1254381
2338.0703.7.I	ERS1254382
2338.0622.1.M	ERS1254238
2338.0623.1.M	ERS1254240
2338.0623.4.M	ERS1254245
2338.0623.9.M	ERS1254252
2338.0624.3.M	ERS1254257
2338.0625.1.M	ERS1254267
2338.0625.2.M	ERS1254271
2338.0626.3.M	ERS1254276
2338.0626.4.M	ERS1254279
2338.0626.5.M	ERS1254282
2338.0627.16.M	ERS1254291
2338.0627.2.M	ERS1254297
2338.0627.22.M	ERS1254301
2338.0628.1.M	ERS1254311
2338.0628.13.M	ERS1254315
2338.0628.2.M	ERS1254319
2338.0628.3.M	ERS1254323
2338.0628.4.M	ERS1254325
2338.0628.6.M	ERS1254328
2338.0628.8.M	ERS1254332
2338.0701.1.M	ERS1254335
2338.0701.11.M	ERS1254338
2338.0701.15.M	ERS1254343
2338.0701.17.M	ERS1254347
2338.0701.2.M	ERS1254351
2338.0701.3.M	ERS1254357
2338.0701.4.M	ERS1254360
2338.0702.1.M	ERS1254366
2338.0702.2.M	ERS1254369
2338.0702.4.M	ERS1254372
2338.0702.6.M	ERS1254374
2338.0623.9.E	ERS1254250
2338.0624.3.E	ERS1254255
2338.0625.2.E	ERS1254268
2338.0626.5.E	ERS1254280
2338.0627.16.E	ERS1254289
2338.0627.2.E	ERS1254295
2338.0622.1.E	ERS1254236
2338.0623.4.E	ERS1254243
2338.0625.1.E	ERS1254265
2338.A.HAND.E	ERS1254384
2338.C.HAND.E	ERS1254419
2338.0701.1.E	ERS1254333
2338.0701.11.E	ERS1254336
2338.0701.17.E	ERS1254345
2338.0701.2.E	ERS1254349
2338.0628.1.E	ERS1254309
2338.0628.12.E	ERS1254313
2338.0628.8.E	ERS1254330
2338.0701.15.E	ERS1254341
2338.0701.3.E	ERS1254354
2338.0701.4.E	ERS1254358
2338.0702.2.E	ERS1254367
2338.0702.4.E	ERS1254370
2338.0628.2.E	ERS1254318
2338.BLANK.B.1	ERS1254385
2338.BLANK.B.10	ERS1254386
2338.BLANK.B.11	ERS1254387
2338.BLANK.B.12	ERS1254388
2338.BLANK.B.13	ERS1254389
2338.BLANK.B.14	ERS1254390
2338.BLANK.B.15	ERS1254391
2338.BLANK.B.16	ERS1254392
2338.BLANK.B.17	ERS1254393
2338.BLANK.B.18	ERS1254394
2338.BLANK.B.19	ERS1254395
2338.BLANK.B.2	ERS1254396
2338.BLANK.B.20	ERS1254397
2338.BLANK.B.21	ERS1254398
2338.BLANK.B.22	ERS1254399
2338.BLANK.B.23	ERS1254400
2338.BLANK.B.24	ERS1254401
2338.BLANK.B.25	ERS1254402
2338.BLANK.B.26	ERS1254403
2338.BLANK.B.27	ERS1254404
2338.BLANK.B.28	ERS1254405
2338.BLANK.B.29	ERS1254406
2338.BLANK.B.3	ERS1254407
2338.BLANK.B.30	ERS1254408
2338.BLANK.B.31	ERS1254409
2338.BLANK.B.32	ERS1254410
2338.BLANK.B.33	ERS1254411
2338.BLANK.B.34	ERS1254412
2338.BLANK.B.4	ERS1254413
2338.BLANK.B.5	ERS1254414
2338.BLANK.B.6	ERS1254415
2338.BLANK.B.7	ERS1254416
2338.BLANK.B.8	ERS1254417
2338.BLANK.B.9	ERS1254418
2338.CONTROL.1	ERS1254420
