sample_name	sample_accession
1222.B2.5.12.06	None
1222.B1.5.8.06	ERS1247899
1222.B1.5.9.06	ERS1247900
1222.B1.5.10.06	ERS1247886
1222.B1.5.11.06	ERS1247887
1222.B1.5.12.06	ERS1247888
1222.B1.5.13.06	ERS1247889
1222.B1.5.14.06	ERS1247890
1222.B1.5.15.06	ERS1247891
1222.B1.5.17.06	ERS1247893
1222.B1.5.18.06	ERS1247894
1222.B1.5.20.06	ERS1247895
1222.B1.5.21.06	ERS1247896
1222.B2.5.6.06	ERS1247909
1222.2B2.5.6.06	ERS1247885
1222.B2.5.7.06	ERS1247910
1222.B2.5.8.06	ERS1247911
1222.B2.5.9.06	ERS1247912
1222.B2.5.10.06	ERS1247901
1222.B2.5.11.06	ERS1247902
1222.B2.5.13.06	ERS1247903
1222.B2.5.15.06	ERS1247904
1222.B2.5.16.06	ERS1247905
1222.B2.5.17.06	ERS1247906
1222.B2.5.18.06	ERS1247907
1222.B2.5.21.06	ERS1247908
1222.B3.5.8.06	ERS1247922
1222.B3.5.9.06	ERS1247923
1222.B3.5.10.06	ERS1247913
1222.B3.5.11.06	ERS1247914
1222.B3.5.12.06	ERS1247915
1222.B3.5.13.06	ERS1247916
1222.B3.5.15.06	ERS1247917
1222.B3.5.16.06	ERS1247918
1222.B3.5.17.06	ERS1247919
1222.B3.5.19.06	ERS1247920
1222.B3.5.21.06	ERS1247921
1222.B4.5.7.06	ERS1247926
1222.B4.5.8.06	ERS1247927
1222.B4.5.9.06	ERS1247928
1222.B4.5.12.06	ERS1247924
1222.B4.5.16.06	ERS1247925
1222.B5.5.6.06	ERS1247940
1222.B5.5.7.06	ERS1247941
1222.B5.5.8.06	ERS1247942
1222.B5.5.9.06	ERS1247943
1222.B5.5.10.06	ERS1247929
1222.B5.5.12.06	ERS1247930
1222.B5.5.13.06	ERS1247931
1222.B5.5.14.06	ERS1247932
1222.B5.5.15.06	ERS1247933
1222.B5.5.16.06	ERS1247934
1222.B5.5.17.06	ERS1247935
1222.B5.5.18.06	ERS1247936
1222.B5.5.19.06	ERS1247937
1222.B5.5.20.06	ERS1247938
1222.B5.5.21.06	ERS1247939
1222.B6.5.5.06	ERS1247953
1222.B6.5.7.06	ERS1247954
1222.B6.5.9.06	ERS1247956
1222.B6.5.11.06	ERS1247945
1222.B6.5.12.06	ERS1247946
1222.B6.5.13.06	ERS1247947
1222.B6.5.14.06	ERS1247948
1222.B6.5.16.06	ERS1247949
1222.B6.5.17.06	ERS1247950
1222.B6.5.19.06	ERS1247951
1222.B6.5.21.06	ERS1247952
1222.B1.5.6.06	ERS1247897
1222.B1.5.7.06	ERS1247898
1222.B1.5.16.06	ERS1247892
1222.B6.5.8.06	ERS1247955
1222.B6.5.10.06	ERS1247944
