sample_name	sample_accession
1041.S001.5	ERS1254441
1041.M041.5	ERS1254435
1041.S019.5	ERS1254458
1041.M028.5	ERS1254426
1041.S019.10	ERS1254452
1041.S001.10m.off.bottom	ERS1254438
1041.S008.150	ERS1254446
1041.M041.20	ERS1254432
1041.S001.20	ERS1254439
1041.S114.50	ERS1254469
1041.S008.50	ERS1254451
1041.S019.2m.off.bottom	ERS1254457
1041.M041.10	ERS1254428
1041.S019.50	ERS1254459
1041.S008.10	ERS1254443
1041.M028.10	ERS1254421
1041.S114.200	ERS1254464
1041.M028.20	ERS1254424
1041.S114.365	ERS1254467
1041.S019.150	ERS1254455
1041.S019.20	ERS1254456
1041.M028.50	ERS1254427
1041.S114.300	ERS1254466
1041.M041.10m.off.bottom	ERS1254430
1041.S008.5	ERS1254450
1041.S114.150	ERS1254462
1041.S114.20	ERS1254463
1041.M041.150	ERS1254431
1041.M028.10m.off.bottom	ERS1254423
1041.S008.100	ERS1254444
1041.S001.10	ERS1254437
1041.S008.200	ERS1254448
1041.M028.2m.off.bottom	ERS1254425
1041.S019.10m.off.bottom	ERS1254454
1041.M028.100	ERS1254422
1041.S001.50	ERS1254442
1041.M041.2m.off.bottom	ERS1254434
1041.S114.10	ERS1254460
1041.M041.50	ERS1254436
1041.S001.2m.off.bottom	ERS1254440
1041.S008.10m.off.bottom	ERS1254445
1041.S114.5	ERS1254468
1041.S008.20	ERS1254447
1041.M041.200	ERS1254433
1041.S008.2m.off.bottom	ERS1254449
1041.S019.100	ERS1254453
1041.M041.100	ERS1254429
1041.S114.250	ERS1254465
1041.S114.100	ERS1254461
