sample_name	sample_accession
1289.KH16	ERS1292620
1289.KH65	ERS1292674
1289.KH64	ERS1292673
1289.KH63	ERS1292672
1289.KH61	ERS1292670
1289.KH59	ERS1292667
1289.KH58	ERS1292666
1289.KH52	ERS1292660
1289.KH27	ERS1292632
1289.KH26	ERS1292631
1289.KH25	ERS1292630
1289.KH24	ERS1292629
1289.KH23	ERS1292628
1289.KH21	ERS1292626
1289.KH20	ERS1292625
1289.KH44	ERS1292651
1289.KH48	ERS1292655
1289.KH29	ERS1292634
1289.KH28	ERS1292633
1289.KH49	ERS1292656
1289.KH62	ERS1292671
1289.KH1	ERS1292613
1289.KH2	ERS1292624
1289.KH3	ERS1292635
1289.KH4	ERS1292646
1289.KH5	ERS1292657
1289.KH7	ERS1292675
1289.KH8	ERS1292676
1289.KH9	ERS1292677
1289.KH10	ERS1292614
1289.KH11	ERS1292615
1289.KH12	ERS1292616
1289.KH13	ERS1292617
1289.KH14	ERS1292618
1289.KH15	ERS1292619
1289.KH45	ERS1292652
1289.KH42	ERS1292649
1289.KH6	ERS1292668
1289.KH43	ERS1292650
1289.KH40	ERS1292647
1289.KH41	ERS1292648
1289.KH37	ERS1292643
1289.KH46	ERS1292653
1289.KH36	ERS1292642
1289.KH35	ERS1292641
1289.KH31	ERS1292637
1289.KH34	ERS1292640
1289.KH54	ERS1292662
1289.KH55	ERS1292663
1289.KH33	ERS1292639
1289.KH57	ERS1292665
1289.KH56	ERS1292664
1289.KH51	ERS1292659
1289.KH50	ERS1292658
1289.KH53	ERS1292661
1289.KH32	ERS1292638
1289.KH17	ERS1292621
1289.KH19	ERS1292623
1289.KH18	ERS1292622
1289.KH30	ERS1292636
1289.KH39	ERS1292645
1289.KH38	ERS1292644
1289.KH47	ERS1292654
1289.KH60	ERS1292669
1289.KH22	ERS1292627
