sample_name	sample_accession
1799.3.N.SD.Soup1	None
1799.4.N.SD.Soup2	None
1799.1.N.SD.whole.fly1	ERS1795379
1799.2.N.SD.whole.fly2	ERS1795427
1799.5.N.SD1	ERS1795458
1799.6.N.SD2	ERS1795469
1799.7.N.SD3	ERS1795480
1799.8.N.SD4	ERS1795491
1799.9.N.SD5	ERS1795502
1799.10.N.SD6	ERS1795380
1799.11.N.SD7	ERS1795391
1799.12.N.SD8	ERS1795402
1799.13.N.SD9	ERS1795413
1799.14.N.SD10	ERS1795421
1799.15.N.SD11	ERS1795422
1799.16.N.SD12	ERS1795423
1799.17.N.SD13	ERS1795424
1799.18.N.SD14	ERS1795425
1799.19.N.SD15	ERS1795426
1799.20.N.SD16	ERS1795428
1799.21.N.SD17	ERS1795429
1799.22.N.SD18	ERS1795430
1799.23.N.SD19	ERS1795431
1799.24.N.SD20	ERS1795432
1799.25.N.SD21	ERS1795433
1799.26.N.SD22	ERS1795434
1799.27.N.SD23	ERS1795435
1799.28.SD1.whole.fly1	ERS1795436
1799.29.SD1.whole.fly2	ERS1795437
1799.30.SD1.Soup1	ERS1795438
1799.31.SD1.Soup2	ERS1795439
1799.32.SD1	ERS1795440
1799.33.SD2	ERS1795441
1799.34.SD3	ERS1795442
1799.35.SD4	ERS1795443
1799.36.SD5	ERS1795444
1799.37.SD6	ERS1795445
1799.38.SD7	ERS1795446
1799.39.SD8	ERS1795447
1799.40.SD9	ERS1795448
1799.41.SD10	ERS1795449
1799.42.SD11	ERS1795450
1799.43.SD12	ERS1795451
1799.44.SD13	ERS1795452
1799.45.SD14	ERS1795453
1799.46.SD15	ERS1795454
1799.47.SD16	ERS1795455
1799.48.SD17	ERS1795456
1799.49.SD18	ERS1795457
1799.50.SD19	ERS1795459
1799.51.SD20	ERS1795460
1799.52.SD21	ERS1795461
1799.53.SD22	ERS1795462
1799.54.SD23	ERS1795463
1799.55.SD24	ERS1795464
1799.56.SD25	ERS1795465
1799.57.N.SD.Pum.whole.fly1	ERS1795466
1799.58.N.SD.Pum.whole.fly2	ERS1795467
1799.59.N.SD.Pum.Soup1	ERS1795468
1799.60.N.SD.Pum.Soup2	ERS1795470
1799.61.N.SD.Pum1	ERS1795471
1799.62.N.SD.Pum2	ERS1795472
1799.63.N.SD.Pum3	ERS1795473
1799.64.N.SD.Pum4	ERS1795474
1799.65.N.SD.Pum5	ERS1795475
1799.66.N.SD.Pum6	ERS1795476
1799.67.N.SD.Pum7	ERS1795477
1799.68.N.SD.Pum8	ERS1795478
1799.69.N.SD.Pum9	ERS1795479
1799.70.N.SD.Pum10	ERS1795481
1799.71.N.SD.Pum11	ERS1795482
1799.72.N.SD.Pum12	ERS1795483
1799.73.N.SD.Pum13	ERS1795484
1799.74.N.SD.Pum14	ERS1795485
1799.75.N.SD.Pum15	ERS1795486
1799.76.N.SD.Pum16	ERS1795487
1799.77.N.SD.Pum17	ERS1795488
1799.78.N.SD.Pum18	ERS1795489
1799.79.N.SD.Pum19	ERS1795490
