sample_name	sample_accession
1694.St4G10.Pmoss.Jstar.16s.NoIndex.sequences	None
1694.3.D1.r.EMPbird.v4.NoIndex.L001.r	None
1694.3.D1.r.EMPbird.v4.NoIndex.L001	ERS1248310
1694.4.H12.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248311
1694.St2H6.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248499
1694.St6B1.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248879
1694.St5A2.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248787
1694.St4F6.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248757
1694.St3C1.r.EMPbird.v4.NoIndex.L001	ERS1248552
1694.St2F3.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248473
1694.St3B7.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248545
1694.St2C4.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248438
1694.St3E8.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248617
1694.St5C11.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248809
1694.St2H8.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248501
1694.St1B6.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248332
1694.St3A4.r.EMPbird.v4.NoIndex.L001	ERS1248516
1694.St3F7.r.EMPbird.v4.NoIndex.L001	ERS1248640
1694.St2D5.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248451
1694.St1C10.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248337
1694.St2D11.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248446
1694.St3C6.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248567
1694.St3F11.r.EMPbird.v4.NoIndex.L001	ERS1248626
1694.St4G9.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248771
1694.St3E3.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248607
1694.St5G11.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248857
1694.St5E8.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248841
1694.St3B3.Pmoss.Jstar.16s.NoIndex.sequences	ERS1248537
