sample_name	sample_accession
755.SSFA.L1.D30.03.05.11.lane1.NoIndex.L001	None
755.SSFB.L1.D30.10.05.11.lane1.NoIndex.L001	None
755.LSSF.DELTA.D1.26.05.11.lane1.NoIndex.L001	None
755.SSFA.L3.D5.07.06.11.lane1.NoIndex.L001	ERS1472131
755.LSSF.BETA.D15.16.06.11.lane1.NoIndex.L001	ERS1471601
755.SSFB.L1.D3.21.06.11.lane1.NoIndex.L001	ERS1472237
755.SSFA.L1.2.D5.21.06.11.lane1.NoIndex.L001	ERS1471809
755.EF.EPSILON.30.06.11.lane3.NoIndex.L003	ERS1471452
755.LSSF.DELTA.D5.30.06.11.lane1.NoIndex.L001	None
755.LSSF.ALPHA.D15.30.06.11.lane1.NoIndex.L001	ERS1471550
755.SSFA.L3.D20.26.07.11.lane1.NoIndex.L001	None
755.MP.Mock.bacteria.2.archae.lane3.NoIndex.L003	ERS1471795
755.SSF.uneven.mix1.lane3.NoIndex.L003	ERS1471797
755.MP.Mock.bacteria.1.lane3.NoIndex.L003	ERS1471794
755.SSF.uneven.mix3.lane3.NoIndex.L003	ERS1471799
755.MP.Mock.mix.1.lane3.NoIndex.L003	ERS1471796
755.SSF.uneven.mix4.lane3.NoIndex.L003	ERS1471800
755.SSF.uneven.mix2.lane3.NoIndex.L003	ERS1471798
755.SSF.uneven.mix5.lane3.NoIndex.L003	ERS1471801
755.SSF.uneven.mix6.lane3.NoIndex.L003	ERS1471802
755.LSSF.GAMMA.D10.09.06.11.lane1.NoIndex.L001	ERS1471728
755.SSFB.L1.D40.18.10.11.lane1.NoIndex.L001	ERS1472263
755.LSSF.GAMMA.D5.23.06.11.lane1.NoIndex.L001	ERS1471777
755.LSSF.ETA.D10.22.07.11.lane1.NoIndex.L001	ERS1471711
755.LSSF.BETA.D1.09.06.11.lane1.NoIndex.L001	ERS1471581
755.SSFA.L1.D1.14.06.11.lane1.NoIndex.L001	ERS1471822
755.LSSF.DELTA.D1.16.06.11.lane1.NoIndex.L001	ERS1471646
755.SSFA.L3.D1.12.07.11.lane1.NoIndex.L001	ERS1472038
755.SSFB.L1.D10.24.08.11.lane1.NoIndex.L001	ERS1472208
755.LSSF.BETA.D15.26.05.11.lane1.NoIndex.L001	ERS1471604
755.LAB.IN.09.06.11.lane1.NoIndex.L001	ERS1471526
755.LSSF.BETA.D15.23.06.11.lane1.NoIndex.L001	ERS1471603
755.SSFA.L2.D20.28.06.11.lane1.NoIndex.L001	ERS1471941
755.SSFA.L3.D50.14.06.11.lane1.NoIndex.L001	ERS1472150
755.SSFA.L3.D40.14.06.11.lane1.NoIndex.L001	ERS1472118
755.SSFA.L3.D30.19.04.11.lane1.NoIndex.L001	ERS1472105
755.SSFA.L1.D20.17.05.11.lane1.NoIndex.L001	ERS1471843
755.LSSF.DELTA.D20.22.07.11.lane1.NoIndex.L001	ERS1471673
755.SSFB.L3.2.D3.21.06.11.lane1.NoIndex.L001	ERS1472305
755.SSFA.L2.D1.19.04.11.lane1.NoIndex.L001	ERS1471905
755.LSSF.DELTA.D30.23.06.11.lane1.NoIndex.L001	ERS1471683
755.SSFA.L3.D30.10.05.11.lane1.NoIndex.L001	ERS1472100
755.LSSF.EPSILON.D1.22.07.11.lane1.NoIndex.L001	ERS1471703
755.LAB.IN.02.06.11.lane1.NoIndex.L001	ERS1471525
755.SSFB.L1.D5.17.05.11.lane1.NoIndex.L001	ERS1472277
755.EF.GAMMA.30.06.11.lane1.NoIndex.L001	ERS1471460
755.LSSF.GAMMA.D20.26.05.11.lane1.NoIndex.L001	ERS1471751
755.LSSF.ZETA.D15.22.07.11.lane1.NoIndex.L001	ERS1471789
755.INB.06.07.11.lane1.NoIndex.L001	ERS1471511
755.SSFA.L1.D20.21.06.11.lane1.NoIndex.L001	ERS1471847
755.LSSF.GAMMA.D1.22.07.11.lane1.NoIndex.L001	ERS1471722
755.SSFA.L1.D10.17.05.11.lane1.NoIndex.L001	ERS1471833
755.SSFB.L1.D50.26.07.11.lane1.NoIndex.L001	ERS1472298
755.LSSF.ALPHA.D10.16.06.11.lane1.NoIndex.L001	ERS1471540
755.SSFA.L3.2.D40.21.06.11.lane1.NoIndex.L001	ERS1472023
755.LSSF.DELTA.D20.16.06.11.lane1.NoIndex.L001	ERS1471672
755.LSSF.DELTA.D15.09.06.11.lane1.NoIndex.L001	ERS1471661
755.LSSF.GAMMA.D45.26.05.11.lane1.NoIndex.L001	ERS1471769
755.SSFA.L2.D1.26.07.11.lane1.NoIndex.L001	ERS1471910
755.SSFA.L3.D1.20.09.11.lane1.NoIndex.L001	ERS1472044
755.SSFA.L2.D30.03.05.11.lane1.NoIndex.L001	ERS1471958
755.SSFB.L1.D50.10.05.11.lane1.NoIndex.L001	ERS1472289
755.SSFB.L1.D5.10.05.11.lane1.NoIndex.L001	ERS1472274
755.LSSF.ZETA.D30.22.07.11.lane1.NoIndex.L001	ERS1471791
755.SSFB.L3.D40.14.06.11.lane1.NoIndex.L001	ERS1472391
755.SSFA.L1.D50.03.05.11.lane1.NoIndex.L001	ERS1471888
755.LSSF.GAMMA.D45.16.06.11.lane1.NoIndex.L001	ERS1471766
755.SSFA.L3.D20.14.06.11.lane1.NoIndex.L001	ERS1472071
755.SSFB.L3.D20.21.06.11.lane1.NoIndex.L001	ERS1472355
755.SSFA.L3.D10.12.07.11.lane1.NoIndex.L001	ERS1472054
755.SSFA.L2.D30.19.07.11.lane1.NoIndex.L001	ERS1471966
755.SSFB.L3.D3.17.05.11.lane1.NoIndex.L001	ERS1472365
755.SSFA.L2.D20.03.05.11.lane1.NoIndex.L001	ERS1471928
755.SSFA.L1.2.D10.21.06.11.lane1.NoIndex.L001	ERS1471804
755.LSSF.BETA.D5.26.05.11.lane1.NoIndex.L001	ERS1471640
755.LSSF.BETA.D5.14.07.11.lane1.NoIndex.L001	ERS1471636
755.LSSF.ALPHA.D20.14.07.11.lane1.NoIndex.L001	ERS1471553
755.SSFB.L3.3.D50.21.06.11.lane1.NoIndex.L001	ERS1472317
755.SSFB.L1.D20.12.07.11.lane1.NoIndex.L001	ERS1472216
755.INB.17.05.11.lane1.NoIndex.L001	ERS1471516
755.EF.DELTA.02.06.11.lane1.NoIndex.L001	ERS1471443
755.LSSF.BETA.D5.23.06.11.lane1.NoIndex.L001	ERS1471639
755.SSFB.L1.D1.26.07.11.lane1.NoIndex.L001	ERS1472194
755.SSFB.L1.D3.26.07.11.lane1.NoIndex.L001	ERS1472239
755.EF.GAMMA.26.05.11.lane1.NoIndex.L001	ERS1471459
755.LSSF.ALPHA.D15.14.07.11.lane1.NoIndex.L001	ERS1471546
755.LSSF.THETA.D45.22.07.11.lane3.NoIndex.L003	ERS1471785
755.SSFB.L3.D10.06.07.11.lane1.NoIndex.L001	ERS1472332
755.SSFA.L1.D5.18.10.11.lane1.NoIndex.L001	ERS1471883
755.SSFA.MIX.4.19.04.11.lane3.NoIndex.L003	ERS1472164
755.SSFB.L3.2.D50.21.06.11.lane1.NoIndex.L001	ERS1472309
755.EFA.03.05.11.lane1.NoIndex.L001	ERS1471469
755.SSFA.L1.D30.14.06.11.lane1.NoIndex.L001	ERS1471861
755.SSFA.L2.D10.20.09.11.lane1.NoIndex.L001	ERS1471922
755.EFB.12.07.11.lane1.NoIndex.L001	ERS1471486
755.LAB.IN.22.07.11.lane1.NoIndex.L001	ERS1471527
755.LSSF.BETA.D45.09.06.11.lane1.NoIndex.L001	ERS1471626
755.LSSF.DELTA.D5.09.06.11.lane1.NoIndex.L001	ERS1471697
755.SSFB.L3.D5.20.09.11.lane1.NoIndex.L001	ERS1472410
755.LSSF.GAMMA.D45.23.06.11.lane1.NoIndex.L001	ERS1471768
755.SSFB.L3.2.D1.21.06.11.lane1.NoIndex.L001	ERS1472302
755.INB.24.08.11.lane1.NoIndex.L001	ERS1471521
755.SSFA.L2.D20.19.07.11.lane1.NoIndex.L001	ERS1471936
755.LSSF.BETA.D20.08.07.11.lane1.NoIndex.L001	ERS1471607
