sample_name	sample_accession
1580.WPC.sed.D1	ERS1296786
1580.BBB.number2.filt.	ERS1296774
1580.2CA.sed.D1	ERS1296765
1580.BBB.number1.filt.	ERS1296773
1580.BBA.number1.filt.	ERS1296771
1580.WPB.filt.	ERS1296783
1580.P20.A.filt.	ERS1296775
1580.A23.number2.filt.D1	ERS1296770
1580.TtB.sed.D1	ERS1296779
1580.WPB.sed.D1	ERS1296784
1580.2CB.sed.D1	ERS1296766
1580.1CA.sed.D1	ERS1296762
1580.BBA.number2.filt.	ERS1296772
1580.1C.sed.D1	ERS1296761
1580.WPA.filt.	ERS1296781
1580.TtA.sed.D1	ERS1296778
1580.A23.number1.filt.D1	ERS1296769
1580.WPA.sed.D1	ERS1296782
1580.2C.sed.D1	ERS1296764
1580.A23.1.sed.D1	ERS1296767
1580.P20.C.filt.	ERS1296777
1580.P20.B.filt.	ERS1296776
1580.WPC.filt.	ERS1296785
1580.1CB.sed.D1	ERS1296763
1580.A23.2.sed.D1	ERS1296768
1580.TtC.sed.D1	ERS1296780
