sample_name	sample_accession
1034.CHC7	ERS1280102
1034.CHC6	ERS1280101
1034.CHC5	ERS1280100
1034.CHC4	ERS1280099
1034.CHC3	ERS1280098
1034.CHC2	ERS1280097
1034.CHC17	ERS1280096
1034.CHC16	ERS1280095
1034.CHC13	ERS1280094
1034.CHC12	ERS1280093
1034.CHC11	ERS1280092
1034.CHC10	ERS1280091
1034.CHC1	ERS1280090
1034.CHB9	ERS1280089
1034.CHB8	ERS1280088
1034.CHB7	ERS1280087
1034.CHB6	ERS1280086
1034.CHB5	ERS1280085
1034.CHB4	ERS1280084
1034.CHB3	ERS1280083
1034.CHB2	ERS1280082
1034.CHB10	ERS1280081
1034.CHB1	ERS1280080
1034.CHA3	ERS1280079
1034.CHA2	ERS1280078
1034.CHA12	ERS1280077
1034.CHA11	ERS1280076
1034.CHA10	ERS1280075
1034.CHA1	ERS1280074
1034.CHI11	ERS1280134
1034.CHC8	ERS1280103
1034.CHD11	ERS1280107
1034.CHD10	ERS1280106
1034.ZKH4	ERS1280163
1034.CHC9	ERS1280104
1034.CHD1	ERS1280105
1034.CHD2	ERS1280108
1034.CHD3	ERS1280109
1034.CHD4	ERS1280110
1034.CHD5	ERS1280111
1034.CHD8	ERS1280112
1034.CHD9	ERS1280113
1034.CHF1	ERS1280114
1034.CHF2	ERS1280120
1034.CHF5	ERS1280121
1034.CHF6	ERS1280122
1034.CHF10	ERS1280115
1034.CHF11	ERS1280116
1034.CHF12	ERS1280117
1034.CHF13	ERS1280118
1034.CHF14	ERS1280119
1034.CHF7	ERS1280123
1034.CHF8	ERS1280124
1034.CHF9	ERS1280125
1034.CHG1	ERS1280126
1034.CHG10	ERS1280127
1034.CHG11	ERS1280128
1034.CHG3	ERS1280129
1034.CHG4	ERS1280130
1034.CHG9	ERS1280131
1034.CHI1	ERS1280132
1034.CHI10	ERS1280133
1034.CHI12	ERS1280135
1034.CHI13	ERS1280136
1034.CHI2	ERS1280137
1034.CHI3	ERS1280138
1034.CHI4	ERS1280139
1034.CHI5	ERS1280140
1034.CHI6	ERS1280141
1034.CHI7	ERS1280142
1034.CHI9	ERS1280143
1034.ZKA1	ERS1280144
1034.ZKA2	ERS1280145
1034.ZKA3	ERS1280146
1034.ZKA4	ERS1280147
1034.ZKB1	ERS1280148
1034.ZKB2	ERS1280149
1034.ZKB4	ERS1280150
1034.ZKD1	ERS1280151
1034.ZKD2	ERS1280152
1034.ZKD3	ERS1280153
1034.ZKE2	ERS1280154
1034.ZKE3	ERS1280155
1034.ZKE4	ERS1280156
1034.ZKE5	ERS1280157
1034.ZKG1	ERS1280158
1034.ZKG4	ERS1280159
1034.ZKH1	ERS1280160
1034.ZKH2	ERS1280161
1034.ZKH3	ERS1280162
