sample_name	sample_accession
1721.B4B	ERS1304312
1721.B24M	ERS1304289
1721.S11T	ERS1304454
1721.S1B	ERS1304479
1721.BMC.8.1T.30.3	ERS1304353
1721.R10T	ERS1304365
1721.S28B	ERS1304505
1721.B3T	ERS1304311
1721.Soil.NIL.100.N.22.2	ERS1304551
1721.S26T	ERS1304501
1721.BMC.8.1T.30.1	ERS1304351
1721.BMC.8.1T.30.2	ERS1304352
1721.B3B	ERS1304309
1721.S27M	ERS1304503
1721.S9B	ERS1304535
1721.S11M	ERS1304453
1721.S12T	ERS1304457
1721.S21T	ERS1304487
1721.S29M	ERS1304509
1721.S29B	ERS1304508
1721.R25M	ERS1304411
1721.B30M	ERS1304307
1721.B4M	ERS1304313
1721.S21B	ERS1304485
1721.S12B	ERS1304455
1721.B4T	ERS1304314
1721.S12M	ERS1304456
1721.S29T	ERS1304510
1721.S21M	ERS1304486
1721.R30T	ERS1304429
1721.R13M	ERS1304373
1721.R23T	ERS1304406
1721.BMC.8.1T.11.2	ERS1304349
1721.BMC.8.1T.11.3	ERS1304350
1721.BMC.8.1T.11.1	ERS1304348
1721.R13B	ERS1304372
1721.R16B	ERS1304381
1721.S3B	ERS1304517
1721.S20T	ERS1304484
1721.B2B	ERS1304303
1721.R13T	ERS1304374
1721.R26M	ERS1304414
1721.R23M	ERS1304405
1721.R25T	ERS1304412
1721.R1M	ERS1304394
1721.B5B	ERS1304315
1721.BMC.7.1T.26.3	ERS1304335
1721.S28M	ERS1304506
1721.B9B	ERS1304327
1721.S5B	ERS1304523
1721.S5M	ERS1304524
1721.S13T	ERS1304460
1721.BMC.8.5T.23.1	ERS1304360
1721.B5M	ERS1304316
1721.BMC.8.5T.23.3	ERS1304362
1721.BMC.8.5T.23.2	ERS1304361
1721.S5T	ERS1304525
1721.S13M	ERS1304459
1721.S20B	ERS1304482
1721.B5T	ERS1304317
1721.B23M	ERS1304286
1721.B12B	ERS1304261
1721.R1T	ERS1304395
1721.R28M	ERS1304420
1721.S20M	ERS1304483
1721.S13B	ERS1304458
1721.R24M	ERS1304408
1721.B17B	ERS1304270
1721.B27T	ERS1304299
1721.S2T	ERS1304513
1721.R8B	ERS1304444
1721.R12M	ERS1304370
1721.R12B	ERS1304369
1721.R8M	ERS1304445
1721.SBT1	ERS1304542
1721.B17M	ERS1304271
1721.SBT2	ERS1304543
1721.S2B	ERS1304511
1721.R20M	ERS1304397
1721.B17T	ERS1304272
1721.B27B	ERS1304297
1721.SBM1	ERS1304540
1721.B27M	ERS1304298
1721.R20B	ERS1304396
1721.S2M	ERS1304512
1721.R12T	ERS1304371
1721.B21M	ERS1304283
1721.B18M	ERS1304274
1721.S14T	ERS1304463
1721.B19M	ERS1304277
1721.R2B	ERS1304425
1721.R2M	ERS1304426
1721.B23T	ERS1304287
1721.B19B	ERS1304276
1721.B6T	ERS1304320
1721.R15T	ERS1304380
1721.B21B	ERS1304282
1721.B6M	ERS1304319
1721.R15M	ERS1304379
1721.R15B	ERS1304378
1721.B21T	ERS1304284
1721.B19T	ERS1304278
1721.B6B	ERS1304318
1721.B9T	ERS1304329
1721.BMC.7.5T.18.3	ERS1304341
1721.R25B	ERS1304410
1721.R5T	ERS1304437
1721.S23M	ERS1304492
1721.S23B	ERS1304491
1721.B25T	ERS1304293
1721.S9M	ERS1304536
1721.S11B	ERS1304452
1721.B12T	ERS1304263
1721.S14B	ERS1304461
1721.S9T	ERS1304537
1721.B12M	ERS1304262
1721.B9M	ERS1304328
1721.B20T	ERS1304281
1721.R5M	ERS1304436
1721.B23B	ERS1304285
1721.R3B	ERS1304430
1721.S15T	ERS1304466
1721.S22T	ERS1304490
1721.B7B	ERS1304321
1721.B26M	ERS1304295
1721.B26B	ERS1304294
1721.B7M	ERS1304322
1721.R14T	ERS1304377
1721.B18B	ERS1304273
1721.B7T	ERS1304323
1721.B30T	ERS1304308
1721.R14M	ERS1304376
1721.S22B	ERS1304488
1721.R3T	ERS1304432
1721.S15B	ERS1304464
1721.S15M	ERS1304465
1721.B18T	ERS1304275
1721.S22M	ERS1304489
1721.R14B	ERS1304375
1721.B26T	ERS1304296
1721.BMC.7.5T.18.1	ERS1304339
1721.R22T	ERS1304403
1721.S8M	ERS1304533
1721.B11B	ERS1304258
1721.R30B	ERS1304427
1721.B29B	ERS1304300
1721.B29M	ERS1304301
1721.R30M	ERS1304428
1721.B11M	ERS1304259
1721.BMC.8.5T.2.1	ERS1304357
1721.BMC.8.5T.2.3	ERS1304359
1721.BMC.8.5T.2.2	ERS1304358
1721.B29T	ERS1304302
1721.B11T	ERS1304260
1721.R21M	ERS1304399
1721.R22B	ERS1304401
1721.R22M	ERS1304402
1721.BMC.8.5T.17.2	ERS1304355
1721.BMC.8.5T.17.3	ERS1304356
1721.BMC.7.1T.3.1	ERS1304336
1721.S6M	ERS1304527
1721.BMC.7.1T.3.3	ERS1304338
1721.BMC.7.1T.3.2	ERS1304337
1721.R17T	ERS1304386
1721.B2T	ERS1304305
1721.R10B	ERS1304363
1721.S6B	ERS1304526
1721.R10M	ERS1304364
1721.R17B	ERS1304384
1721.BMC.7.5T.21.1	ERS1304342
1721.BMC.7.5T.21.2	ERS1304343
1721.BMC.7.5T.21.3	ERS1304344
1721.S6T	ERS1304528
1721.R17M	ERS1304385
1721.S16M	ERS1304468
1721.R7T	ERS1304443
1721.S25M	ERS1304497
