sample_name	sample_accession
1037.IDF2.REF.MIN	ERS1266183
1037.IDF3.REF.MIN	ERS1266187
1037.IDF2.OM2C0.ORG	ERS1266182
1037.IDF1.OM2C0.ORG	ERS1266178
1037.SBS1.REF.MIN	ERS1266191
1037.SBS1.OM2C0.MIN	ERS1266189
1037.SBS1.OM2C0.ORG	ERS1266190
1037.IDF1.REF.ORG	ERS1266180
1037.SBS1.REF.ORG	ERS1266192
1037.IDF2.OM2C0.MIN	ERS1266181
1037.IDF3.OM2C0.MIN	ERS1266185
1037.IDF1.OM2C0.MIN	ERS1266177
1037.IDF3.REF.ORG	ERS1266188
1037.SBS3.OM2C0.ORG	ERS1266198
1037.SBS2.OM2C0.ORG	ERS1266194
1037.SBS2.REF.ORG	ERS1266196
1037.SBS3.OM2C0.MIN	ERS1266197
1037.SBS3.REF.ORG	ERS1266200
1037.IDF2.REF.ORG	ERS1266184
1037.IDF1.REF.MIN	ERS1266179
1037.SBS2.REF.MIN	ERS1266195
1037.IDF3.OM2C0.ORG	ERS1266186
1037.SBS3.REF.MIN	ERS1266199
1037.SBS2.OM2C0.MIN	ERS1266193
