sample_name	sample_accession
1715.McG.NA1	ERS1563319
1715.McG.NA2	ERS1563320
1715.McG.NA3	ERS1563321
1715.McG.NB1	ERS1563322
1715.McG.NB2	ERS1563323
1715.McG.NB3	ERS1563324
1715.McG.NC1	ERS1563325
1715.McG.NC2	ERS1563326
1715.McG.NC3	ERS1563327
1715.McG.ND1	ERS1563328
1715.McG.ND2	ERS1563329
1715.McG.ND3	ERS1563330
1715.McG.NE1	ERS1563331
1715.McG.NF2	None
1715.McG.NM2	ERS1563355
1715.McG.NM3	ERS1563356
1715.McG.NK2	ERS1563349
1715.McG.NK3	ERS1563350
1715.McG.NK1	ERS1563348
1715.McG.NI1	ERS1563342
1715.McG.NI2	ERS1563343
1715.McG.NI3	ERS1563344
1715.McG.NG2	ERS1563337
1715.McG.NG3	ERS1563338
1715.McG.NG1	ERS1563336
1715.McG.NE2	ERS1563332
1715.McG.NE3	ERS1563333
1715.McG.NSEC2	ERS1563379
1715.McG.NR1	ERS1563372
1715.McG.NR3	ERS1563374
1715.McG.NR2	ERS1563373
1715.McG.NP3	ERS1563365
1715.McG.NH3	ERS1563341
1715.McG.NH2	ERS1563340
1715.McG.NH1	ERS1563339
1715.McG.NF1	ERS1563334
1715.McG.NF3	ERS1563335
1715.McG.NSEC3	ERS1563380
1715.McG.NPRI1	ERS1563366
1715.McG.NPRI2	ERS1563367
1715.McG.NPRI3	ERS1563368
1715.McG.NSEC1	ERS1563378
1715.McG.NS2	ERS1563376
1715.McG.NS3	ERS1563377
1715.McG.NS1	ERS1563375
1715.McG.NQ1	ERS1563369
1715.McG.NQ2	ERS1563370
1715.McG.NQ3	ERS1563371
1715.McG.NO2	ERS1563361
1715.McG.NO3	ERS1563362
1715.McG.NO1	ERS1563360
1715.McG.NM1	ERS1563354
1715.McG.NP2	ERS1563364
1715.McG.NP1	ERS1563363
1715.McG.NN1	ERS1563357
1715.McG.NN3	ERS1563359
1715.McG.NN2	ERS1563358
1715.McG.NL3	ERS1563353
1715.McG.NL2	ERS1563352
1715.McG.NL1	ERS1563351
1715.McG.NJ1	ERS1563345
1715.McG.NJ3	ERS1563347
1715.McG.NJ2	ERS1563346
