sample_name	sample_accession
678.OA.mesocosm.409	ERS1360067
678.OA.mesocosm.390	ERS1360048
678.OA.mesocosm.391	ERS1360049
678.OA.mesocosm.392	ERS1360050
678.OA.mesocosm.393	ERS1360051
678.OA.mesocosm.394	ERS1360052
678.OA.mesocosm.401	ERS1360059
678.OA.mesocosm.402	ERS1360060
678.OA.mesocosm.403	ERS1360061
678.seasonal.insitu.sample.533	ERS1360235
678.seasonal.insitu.sample.532	ERS1360234
678.seasonal.insitu.sample.535	ERS1360237
678.seasonal.insitu.sample.534	ERS1360236
678.seasonal.insitu.sample.537	ERS1360239
678.OA.mesocosm.380	ERS1360039
678.OA.mesocosm.404	ERS1360062
678.OA.mesocosm.410	ERS1360068
678.OA.mesocosm.406	ERS1360064
678.T.RFLP.Sample.675	ERS1360144
678.OA.mesocosm.407	ERS1360065
678.T.RFLP.Sample.661	ERS1360141
678.T.RFLP.Sample.747	ERS1360169
678.OA.mesocosm.400	ERS1360058
678.seasonal.insitu.sample.587	ERS1360280
678.T.RFLP.Sample.668	ERS1360142
678.T.RFLP.Sample.742	ERS1360167
678.seasonal.insitu.sample.582	ERS1360276
678.OA.mesocosm.395	ERS1360053
678.OA.mesocosm.431	ERS1360087
678.OA.mesocosm.430	ERS1360086
678.OA.mesocosm.433	ERS1360088
678.OA.mesocosm.435	ERS1360089
678.OA.mesocosm.396	ERS1360054
678.OA.mesocosm.437	ERS1360091
678.OA.mesocosm.436	ERS1360090
678.OA.mesocosm.439	ERS1360093
678.OA.mesocosm.438	ERS1360092
678.OA.mesocosm.397	ERS1360055
678.seasonal.insitu.sample.509	ERS1360217
678.OA.mesocosm.418	ERS1360076
678.seasonal.insitu.sample.505	ERS1360214
678.OA.mesocosm.467	ERS1360106
678.OA.mesocosm.388	ERS1360046
678.OA.mesocosm.446	ERS1360096
678.T.RFLP.Sample.611	ERS1360116
678.T.RFLP.Sample.610	ERS1360115
678.T.RFLP.Sample.612	ERS1360117
678.seasonal.insitu.sample.506	ERS1360215
678.OA.mesocosm.452	ERS1360098
678.T.RFLP.Sample.619	ERS1360119
678.T.RFLP.Sample.751	ERS1360170
678.T.RFLP.Sample.753	ERS1360171
678.OA.mesocosm.451	ERS1360097
678.OA.mesocosm.426	ERS1360083
678.OA.mesocosm.427	ERS1360084
678.OA.mesocosm.424	ERS1360081
678.OA.mesocosm.422	ERS1360079
678.OA.mesocosm.423	ERS1360080
678.OA.mesocosm.420	ERS1360077
678.OA.mesocosm.421	ERS1360078
678.seasonal.insitu.sample.544	ERS1360245
678.T.RFLP.Sample.606	ERS1360114
678.seasonal.insitu.sample.518	ERS1360223
678.OA.mesocosm.429	ERS1360085
678.T.RFLP.Sample.698	ERS1360148
678.seasonal.insitu.sample.560	ERS1360258
678.T.RFLP.Sample.690	ERS1360146
678.OA.mesocosm.416	ERS1360074
678.T.RFLP.Sample.605	ERS1360113
678.T.RFLP.Sample.697	ERS1360147
678.T.RFLP.Sample.708	ERS1360150
678.seasonal.insitu.sample.590	ERS1360283
678.seasonal.insitu.sample.545	ERS1360246
678.seasonal.insitu.sample.536	ERS1360238
678.OA.mesocosm.415	ERS1360073
678.T.RFLP.Sample.600	ERS1360110
678.T.RFLP.Sample.601	ERS1360111
678.seasonal.insitu.sample.562	ERS1360260
678.seasonal.insitu.sample.563	ERS1360261
678.OA.mesocosm.455	ERS1360099
678.seasonal.insitu.sample.561	ERS1360259
678.OA.mesocosm.387	ERS1360045
678.OA.mesocosm.458	ERS1360100
678.seasonal.insitu.sample.568	ERS1360264
678.OA.mesocosm.386	ERS1360044
678.T.RFLP.Sample.740	ERS1360166
678.T.RFLP.Sample.715	ERS1360153
678.T.RFLP.Sample.655	ERS1360139
678.T.RFLP.Sample.686	ERS1360145
678.OA.mesocosm.378	ERS1360037
678.T.RFLP.Sample.724	ERS1360158
678.T.RFLP.Sample.727	ERS1360160
678.T.RFLP.Sample.726	ERS1360159
678.seasonal.insitu.sample.502	ERS1360211
678.T.RFLP.Sample.720	ERS1360157
678.seasonal.insitu.sample.575	ERS1360270
678.seasonal.insitu.sample.574	ERS1360269
678.seasonal.insitu.sample.577	ERS1360272
678.seasonal.insitu.sample.571	ERS1360266
678.seasonal.insitu.sample.570	ERS1360265
678.seasonal.insitu.sample.573	ERS1360268
678.T.RFLP.Sample.636	ERS1360129
678.T.RFLP.Sample.635	ERS1360128
