sample_name	sample_accession
1521.HF1.s.6.1.sequences	None
1521.PE1.s.6.1.sequences	None
1521.PE3.s.6.1.sequences	None
1521.Aphid36.s.7.1.sequences	None
1521.SPL.Fall.5.s.8.1.sequences	None
1521.Am3.s.7.1.sequences	ERS1794840
1521.230.2.s.7.1.sequences	ERS1794697
1521.S8.s.7.1.sequences	ERS1795224
1521.Flea4.s.7.1.sequences	ERS1795087
1521.228.4.s.7.1.sequences	ERS1794676
1521.Aphid17.s.7.1.sequences	ERS1794849
1521.PE2.s.6.1.sequences	ERS1795211
1521.EB084.s.6.1.sequences	ERS1795010
1521.Sample53.s.7.1.sequences	ERS1795325
1521.EB150.s.6.1.sequences	ERS1795076
1521.24.W.s.6.1.sequences	ERS1794715
1521.Sample62.s.7.1.sequences	ERS1795330
1521.MZ.47b.s.8.1.sequences	ERS1795148
1521.72.W.s.6.1.sequences	ERS1794798
1521.Mayv.6.s.8.1.sequences	ERS1795179
1521.NTP18.s.6.1.sequences	ERS1795190
1521.DF1.M.s.6.1.sequences	ERS1794929
1521.79.W.s.6.1.sequences	ERS1794805
1521.227.1.s.7.1.sequences	ERS1794661
1521.Sample108.s.7.1.sequences	ERS1795255
1521.Sample3.s.7.1.sequences	ERS1795313
1521.EB043.s.6.1.sequences	ERS1794969
1521.DL1.s.6.1.sequences	ERS1794933
1521.Det.1.s.8.1.sequences	ERS1794935
1521.226.5.s.7.1.sequences	ERS1794655
1521.EB041.s.6.1.sequences	ERS1794967
1521.67.W.s.6.1.sequences	ERS1794792
1521.KP1.s.6.1.sequences	ERS1795114
1521.AG3.s.8.1.sequences	ERS1794826
1521.Aphid11.s.7.1.sequences	ERS1794843
1521.228.8.s.7.1.sequences	ERS1794680
1521.EB120.s.6.1.sequences	ERS1795046
1521.60.W.s.6.1.sequences	ERS1794785
1521.EB110.s.6.1.sequences	ERS1795036
1521.228.9.s.7.1.sequences	ERS1794681
1521.331.7.s.7.1.sequences	ERS1794743
1521.GB2.s.6.1.sequences	ERS1795092
1521.231.9.s.7.1.sequences	ERS1794714
1521.231.3.s.7.1.sequences	ERS1794708
1521.Sample35.s.7.1.sequences	ERS1795318
1521.Sample2.s.7.1.sequences	ERS1795291
1521.34.W.s.6.1.sequences	ERS1794756
1521.69.W.s.6.1.sequences	ERS1794794
1521.AF3.s.6.1.sequences	ERS1794823
1521.EB033.s.6.1.sequences	ERS1794959
1521.NTP38.s.6.1.sequences	ERS1795204
1521.88.W.s.6.1.sequences	ERS1794815
1521.BZ1.s.6.1.sequences	ERS1794894
1521.Northern.peatlands.s.8.1.sequences	ERS1795210
1521.Sample265.s.7.1.sequences	ERS1795306
1521.DF2.s.6.1.sequences	ERS1794931
1521.CO3.s.6.1.sequences	ERS1794911
1521.227.11.s.7.1.sequences	ERS1794662
1521.Sample113.s.7.1.sequences	ERS1795259
1521.EB107.s.6.1.sequences	ERS1795033
1521.Cle.W2.s.8.1.sequences	ERS1794926
1521.54.W.s.6.1.sequences	ERS1794778
1521.EB085.s.6.1.sequences	ERS1795011
1521.NTP24.s.6.1.sequences	ERS1795194
1521.CL2.s.6.1.sequences	ERS1794905
1521.227.9.s.7.1.sequences	ERS1794670
1521.Sample292.s.7.1.sequences	ERS1795310
1521.Agricultural.soil.soy.s.8.1.sequences	ERS1794834
1521.EB049.s.6.1.sequences	ERS1794975
1521.EB047.s.6.1.sequences	ERS1794973
1521.SPL.Sum.1.s.8.1.sequences	ERS1795241
1521.77.W.s.6.1.sequences	ERS1794803
1521.10.W.s.6.1.sequences	ERS1794635
1521.229.4.s.7.1.sequences	ERS1794687
1521.Aphid20.s.7.1.sequences	ERS1794853
1521.331.2.s.7.1.sequences	ERS1794738
1521.MZ.72b.blank.s.8.1.sequences	ERS1795162
1521.Sample109.s.7.1.sequences	ERS1795256
1521.Sample260.s.7.1.sequences	ERS1795303
1521.Aphid30.s.7.1.sequences	ERS1794864
1521.332.4.s.7.1.sequences	ERS1794750
1521.Sample291.s.7.1.sequences	ERS1795309
1521.PE7.s.6.1.sequences	ERS1795216
1521.Flea10.s.7.1.sequences	ERS1795084
1521.AR3.s.6.1.sequences	ERS1794830
1521.EB094.s.6.1.sequences	ERS1795020
1521.MZ.11b.s.8.1.sequences	ERS1795134
1521.65.W.s.6.1.sequences	ERS1794790
1521.Aphid14.s.7.1.sequences	ERS1794846
1521.EB093.s.6.1.sequences	ERS1795019
1521.EB088.s.6.1.sequences	ERS1795014
1521.228.6.s.7.1.sequences	ERS1794678
1521.331.3.s.7.1.sequences	ERS1794739
1521.330.4.s.7.1.sequences	ERS1794730
1521.Am2.3.s.7.1.sequences	ERS1794838
1521.43.W.s.6.1.sequences	ERS1794766
1521.226.1.1.s.7.1.sequences	ERS1794649
1521.Aphid12.s.7.1.sequences	ERS1794844
1521.KP3.s.6.1.sequences	ERS1795115
1521.226.6.s.7.1.sequences	ERS1794656
1521.Aphid23.s.7.1.sequences	ERS1794856
1521.Sample159.s.7.1.sequences	ERS1795278
1521.332.1.1.s.7.1.sequences	ERS1794746
1521.HI3.s.6.1.sequences	ERS1795100
1521.Compost.s.8.1.sequences	ERS1794928
1521.EB026.s.6.1.sequences	ERS1794952
1521.Flea7.s.7.1.sequences	ERS1795089
1521.EB073.s.6.1.sequences	ERS1794999
1521.Sample199.s.7.1.sequences	ERS1795290
1521.Aphid38.s.7.1.sequences	ERS1794871
1521.Sample320.s.7.1.sequences	ERS1795317
1521.330.1.1.s.7.1.sequences	ERS1794726
1521.EB019.M.s.6.1.sequences	ERS1794942
1521.8.W.s.6.1.sequences	ERS1794806
1521.227.6.s.7.1.sequences	ERS1794667
1521.227.2.s.7.1.sequences	ERS1794663
1521.EB069.s.6.1.sequences	ERS1794995
1521.Det.W4.s.8.1.sequences	ERS1794938
1521.GB5.s.6.1.sequences	ERS1795094
1521.331.4.s.7.1.sequences	ERS1794740
1521.HI4.s.6.1.sequences	ERS1795101
1521.EB089.s.6.1.sequences	ERS1795015
1521.SPL.Fall.9.s.8.1.sequences	ERS1795237
1521.EB103.s.6.1.sequences	ERS1795029
1521.Tick1.s.7.1.sequences	ERS1795369
1521.EB034.s.6.1.sequences	ERS1794960
1521.5.W.s.6.1.sequences	ERS1794773
1521.Sample164.s.7.1.sequences	ERS1795282
1521.TL3.s.6.1.sequences	ERS1795364
1521.Ag0152.1.s.7.1.sequences	ERS1794833
1521.EB036.s.6.1.sequences	ERS1794962
1521.Aphid10.s.7.1.sequences	ERS1794842
1521.Aphid2.s.7.1.sequences	ERS1794852
1521.226.8.s.7.1.sequences	ERS1794658
1521.EB076.s.6.1.sequences	ERS1795002
1521.89.W.s.6.1.sequences	ERS1794816
1521.LQ3.s.6.1.sequences	ERS1795119
1521.25.W.s.6.1.sequences	ERS1794716
1521.SV1.s.6.1.sequences	ERS1795251
1521.SF2.M.s.6.1.sequences	ERS1795228
1521.Cle.W3.s.8.1.sequences	ERS1794927
1521.Aphid16.s.7.1.sequences	ERS1794848
1521.Sample145.s.7.1.sequences	ERS1795270
1521.LQ1.s.6.1.sequences	ERS1795117
1521.226.2.s.7.1.sequences	ERS1794652
1521.MD5.s.6.1.sequences	ERS1795124
1521.Det.W6.s.8.1.sequences	ERS1794939
1521.GB1.s.6.1.sequences	ERS1795091
1521.40.W.s.6.1.sequences	ERS1794763
1521.Sample22.s.7.1.sequences	ERS1795298
1521.MT1.s.6.1.sequences	ERS1795127
1521.EB066.s.6.1.sequences	ERS1794992
1521.Am2.4.s.7.1.sequences	ERS1794839
1521.EB024.s.6.1.sequences	ERS1794950
1521.SPL.Sp.25.s.8.1.sequences	ERS1795239
1521.Aphid4.s.7.1.sequences	ERS1794873
1521.SPL.Fall.1.s.8.1.sequences	ERS1795236
1521.NTP21.s.6.1.sequences	ERS1795192
1521.NTP10.s.6.1.sequences	ERS1795186
1521.Sample68.s.7.1.sequences	ERS1795334
1521.NTP12.s.6.1.sequences	ERS1795188
1521.Agricultural.soil.wheat.s.8.1.sequences	ERS1794835
1521.C3.s.8.1.sequences	ERS1794898
1521.Sample88.s.7.1.sequences	ERS1795354
1521.IE1.s.6.1.sequences	ERS1795104
1521.EB127.s.6.1.sequences	ERS1795053
1521.EB121.s.6.1.sequences	ERS1795047
1521.228.7.s.7.1.sequences	ERS1794679
1521.EB124.s.6.1.sequences	ERS1795050
1521.MZ.23a.blank.s.8.1.sequences	ERS1795139
1521.331.6.s.7.1.sequences	ERS1794742
1521.MD3.M.s.6.1.sequences	ERS1795121
1521.29.W.s.6.1.sequences	ERS1794720
1521.EB117.s.6.1.sequences	ERS1795043
1521.MZ.15a.s.8.1.sequences	ERS1795135
1521.SPL.Wint.5.s.8.1.sequences	ERS1795245
1521.Mayv.5.s.8.1.sequences	ERS1795178
1521.DF1.s.6.1.sequences	ERS1794930
1521.332.1.s.7.1.sequences	ERS1794747
1521.Mi2.s.7.1.sequences	ERS1795184
1521.46.W.s.6.1.sequences	ERS1794769
1521.Sample21.s.7.1.sequences	ERS1795297
1521.Arctic.Tundra.1.s.8.1.sequences	ERS1794887
1521.Sample9.s.7.1.sequences	ERS1795356
1521.Sample259.s.7.1.sequences	ERS1795302
1521.Iso2.2.s.7.1.sequences	ERS1795108
1521.PE4.s.6.1.sequences	ERS1795212
1521.84.W.s.6.1.sequences	ERS1794811
1521.EB038.s.6.1.sequences	ERS1794964
1521.230.3.s.7.1.sequences	ERS1794698
1521.C1.s.8.1.sequences	ERS1794896
1521.EB101.s.6.1.sequences	ERS1795027
1521.1.W.s.6.1.sequences	ERS1794634
1521.330.8.s.7.1.sequences	ERS1794734
1521.83.W.s.6.1.sequences	ERS1794810
1521.EB074.s.6.1.sequences	ERS1795000
1521.230.4.s.7.1.sequences	ERS1794699
1521.CF1.s.6.1.sequences	ERS1794901
1521.EB027.s.6.1.sequences	ERS1794953
1521.Det.2.s.8.1.sequences	ERS1794936
1521.Flea5.s.7.1.sequences	ERS1795088
1521.CM1.s.6.1.sequences	ERS1794908
1521.Arctic.Tundra.2.s.8.1.sequences	ERS1794888
1521.EB082.s.6.1.sequences	ERS1795008
1521.EB146.s.6.1.sequences	ERS1795072
1521.59.W.s.6.1.sequences	ERS1794783
1521.70.W.s.6.1.sequences	ERS1794796
1521.228.5.s.7.1.sequences	ERS1794677
1521.332.3.s.7.1.sequences	ERS1794749
1521.93.W.s.6.1.sequences	ERS1794821
1521.228.11.s.7.1.sequences	ERS1794673
1521.EB060.s.6.1.sequences	ERS1794986
1521.MZ.103b.s.8.1.sequences	ERS1795132
1521.Aphid32.s.7.1.sequences	ERS1794866
1521.226.9.s.7.1.sequences	ERS1794659
1521.SPL.Wint.13.s.8.1.sequences	ERS1795244
1521.Cle.W1.s.8.1.sequences	ERS1794925
1521.EB112.s.6.1.sequences	ERS1795038
1521.Aphid9.s.7.1.sequences	ERS1794886
1521.EB042.s.6.1.sequences	ERS1794968
1521.229.5.s.7.1.sequences	ERS1794688
1521.EB133.s.6.1.sequences	ERS1795059
1521.Aphid41.s.7.1.sequences	ERS1794875
1521.20.W.s.6.1.sequences	ERS1794646
1521.74.W.s.6.1.sequences	ERS1794800
1521.BF1.s.6.1.sequences	ERS1794891
1521.MZ.47a.s.8.1.sequences	ERS1795147
1521.Sample115.s.7.1.sequences	ERS1795261
1521.EB119.s.6.1.sequences	ERS1795045
1521.Aphid13.s.7.1.sequences	ERS1794845
1521.EB081.s.6.1.sequences	ERS1795007
1521.CL1.M.s.6.1.sequences	ERS1794903
1521.Aphid19.s.7.1.sequences	ERS1794851
1521.231.2.s.7.1.sequences	ERS1794707
1521.332.7.s.7.1.sequences	ERS1794753
1521.73.W.s.6.1.sequences	ERS1794799
1521.st2.2.s.7.1.sequences	ERS1795378
1521.Sample38.s.7.1.sequences	ERS1795321
1521.Sample114.s.7.1.sequences	ERS1795260
1521.Aphid37.s.7.1.sequences	ERS1794870
1521.EB126.s.6.1.sequences	ERS1795052
1521.EB128.s.6.1.sequences	ERS1795054
1521.EB051.s.6.1.sequences	ERS1794977
1521.EB149.s.6.1.sequences	ERS1795075
1521.Aphid22.s.7.1.sequences	ERS1794855
1521.33.W.s.6.1.sequences	ERS1794725
1521.45.W.s.6.1.sequences	ERS1794768
1521.56.W.s.6.1.sequences	ERS1794780
1521.HI1.s.6.1.sequences	ERS1795098
1521.Aphid43.s.7.1.sequences	ERS1794877
1521.Abi.I.s.6.1.sequences	ERS1794832
1521.EB080.s.6.1.sequences	ERS1795006
1521.Boreal.coniferous.forest.s.8.1.sequences	ERS1794895
1521.MZ.88b.s.8.1.sequences	ERS1795172
1521.Sample162.s.7.1.sequences	ERS1795280
1521.VC1.s.6.1.sequences	ERS1795376
1521.Sample23.s.7.1.sequences	ERS1795299
1521.Sample197.s.7.1.sequences	ERS1795289
1521.226.3.s.7.1.sequences	ERS1794653
1521.42.W.s.6.1.sequences	ERS1794765
1521.EB096.s.6.1.sequences	ERS1795022
1521.AR1.s.6.1.sequences	ERS1794827
1521.Aphid15.s.7.1.sequences	ERS1794847
1521.SR3.s.6.1.sequences	ERS1795249
1521.Aphid1.s.7.1.sequences	ERS1794841
1521.11.W.s.6.1.sequences	ERS1794636
1521.332.2.s.7.1.sequences	ERS1794748
1521.227.3.s.7.1.sequences	ERS1794664
1521.EB023.s.6.1.sequences	ERS1794948
1521.Sample158.s.7.1.sequences	ERS1795277
1521.S40.s.7.1.sequences	ERS1795222
1521.SV1.M.s.6.1.sequences	ERS1795250
1521.Flea3.s.7.1.sequences	ERS1795086
1521.NTP36.s.6.1.sequences	ERS1795203
1521.NTP34.s.6.1.sequences	ERS1795202
1521.EB099.s.6.1.sequences	ERS1795025
1521.EB039.s.6.1.sequences	ERS1794965
1521.CT3.s.6.1.sequences	ERS1794914
1521.Sample293.s.7.1.sequences	ERS1795311
1521.EB138.s.6.1.sequences	ERS1795064
1521.52.W.s.6.1.sequences	ERS1794776
1521.230.5.s.7.1.sequences	ERS1794700
1521.229.6.s.7.1.sequences	ERS1794689
1521.EB145.s.6.1.sequences	ERS1795071
1521.DL3.s.6.1.sequences	ERS1794934
1521.231.7.s.7.1.sequences	ERS1794712
1521.Tick3.s.7.1.sequences	ERS1795371
1521.55.W.s.6.1.sequences	ERS1794779
1521.Sample70.s.7.1.sequences	ERS1795337
1521.Iso2.1.s.7.1.sequences	ERS1795107
1521.Sample61.s.7.1.sequences	ERS1795329
1521.JT1.s.6.1.sequences	ERS1795112
1521.330.9.s.7.1.sequences	ERS1794735
1521.MZ.62a.s.8.1.sequences	ERS1795157
1521.227.1.1.s.7.1.sequences	ERS1794660
1521.EB063.s.6.1.sequences	ERS1794989
1521.MZ.26a.s.8.1.sequences	ERS1795141
1521.23.W.s.6.1.sequences	ERS1794693
1521.Cle.4.s.8.1.sequences	ERS1794924
1521.Sample39.s.7.1.sequences	ERS1795322
1521.EB075.s.6.1.sequences	ERS1795001
1521.37.W.s.6.1.sequences	ERS1794759
1521.90.W.s.6.1.sequences	ERS1794818
1521.Too.3.s.6.1.sequences	ERS1795373
1521.EB102.s.6.1.sequences	ERS1795028
1521.BP1.s.6.1.sequences	ERS1794893
1521.SPL.Wint.9.s.8.1.sequences	ERS1795246
1521.SA2.s.6.1.sequences	ERS1795226
1521.Aphid42.s.7.1.sequences	ERS1794876
1521.Chi.2.s.8.1.sequences	ERS1794917
1521.27.W.s.6.1.sequences	ERS1794718
1521.Temperate.deciduous.forest.s.8.1.sequences	ERS1795367
1521.EB139.s.6.1.sequences	ERS1795065
1521.NTP3.s.6.1.sequences	ERS1795200
1521.SP1.s.6.1.sequences	ERS1795234
1521.Sample7.s.7.1.sequences	ERS1795336
1521.Sample165.s.7.1.sequences	ERS1795283
1521.MZ.41b.s.8.1.sequences	ERS1795146
1521.6.W.s.6.1.sequences	ERS1794784
1521.229.1.s.7.1.sequences	ERS1794683
