sample_name	sample_accession
1713.McG.L3B1020	ERS1563278
1713.McG.L2N1020	ERS1563275
1713.McG.L1N1020	ERS1563263
1713.McG.L2K1020	ERS1563269
1713.McG.L3N210	ERS1563287
1713.McG.L1N210	ERS1563264
1713.McG.L1M210	ERS1563261
1713.McG.L3M1020	ERS1563284
1713.McG.L1K210	ERS1563258
1713.McG.L2M210	ERS1563273
1713.McG.L1B1020	ERS1563254
1713.McG.L1M1020	ERS1563260
1713.McG.L3K210	ERS1563282
1713.McG.L2N210	ERS1563276
1713.McG.L1K1020	ERS1563257
1713.McG.L2K210	ERS1563270
1713.McG.L3N1020	ERS1563286
1713.McG.L2B1020	ERS1563266
1713.McG.L3B210	ERS1563279
1713.McG.L1B02	ERS1563253
1713.McG.L2B210	ERS1563267
1713.McG.L3K1020	ERS1563281
1713.McG.L3N02	None
1713.McG.L2K02	ERS1563268
1713.McG.L1N02	ERS1563262
1713.McG.L3B02	ERS1563277
1713.McG.L1K02	ERS1563256
1713.McG.L2N02	ERS1563274
1713.McG.L3K02	ERS1563280
1713.McG.L2M1020	ERS1563272
1713.McG.L1B210	ERS1563255
1713.McG.L3M210	ERS1563285
1713.McG.L1M02	ERS1563259
1713.McG.L2M02	ERS1563271
1713.McG.L3M02	ERS1563283
1713.McG.L2B02	ERS1563265
