sample_name	sample_accession
1747.200188.skin	None
1747.Hi.Five.232569.fecal	ERS1222557
1747.DZF.6132012.TJ.tree.in.central.planter.bark	ERS1222516
1747.DZF.6132012.TJ.saliva	ERS1222512
1747.992317.skin	ERS1222477
1747.slasher.34.101112	ERS1222633
1747.992319.saliva	ERS1222482
1747.DZF.742012.A.skin.right.armpit.2	ERS1222550
1747.DZF.6202012.KK.water	ERS1222520
1747.v.indicus.58.skin	ERS1222647
1747.992491.skin	ERS1222486
1747.slasher.31.101112	ERS1222630
1747.200315.92812.fecal	ERS1222447
1747.200080.92812.fecal	ERS1222437
1747.DZF.6202012.RJ.plant	ERS1222528
1747.212070.saliva	ERS1222460
1747.DZF.6132012.TJ.shelf	ERS1222513
1747.DZF.6132012.TJ.holding.floor	ERS1222506
1747.992491.fecal	ERS1222484
1747.207507.10512.skin	ERS1222454
1747.DZF.6202012.RJ.glass.window	ERS1222524
1747.DZF.6132012.TJ.exhibit.glass	ERS1222505
1747.992317.fecal	ERS1222475
1747.946303.10512.skin	ERS1222471
1747.DZF.6252012.A.concrete.wall	ERS1222532
1747.992495.saliva	ERS1222488
1747.DZF.6132012.TJ.holding.wall	ERS1222507
1747.slasher.48.101212	ERS1222637
1747.rinca.50.101212	ERS1222625
1747.boga.23290.oral	ERS1222586
1747.RGZ.7172012.H.fecal	ERS1222567
1747.DZF.6252012.A.water.bowl	ERS1222537
1747.992319.fecal	ERS1222481
1747.szelma.992677.saliva	ERS1222643
1747.907019.exhibit.dirt.plant	ERS1222461
1747.DZF.6132012.TJ.door	ERS1222504
1747.Sanchez.72612.feces2	ERS1222574
1747.200080.92812.skin	ERS1222439
1747.c.v.v.2011007.fecal	ERS1222592
1747.lima.991488.skin	ERS1222615
1747.DZF.6142012.KK.fecal	ERS1222518
1747.200188.saliva	ERS1222441
1747.207495.10512.saliva	ERS1222451
1747.jordy.409305.fecal	ERS1222607
1747.DZF.672012.KK.fecal	ERS1222546
1747.DZF.742012.A.saliva	ERS1222547
1747.992491.saliva	ERS1222485
1747.H10140.oral	ERS1222556
1747.jordy.409305.forehead	ERS1222608
1747.L00376.81512.leftarmpit	ERS1222561
1747.c.v.v.2011007.oral	ERS1222593
1747.200197.holding.pen2.straw	ERS1222444
