sample_name	sample_accession
1235.sp0329	ERS1261630
1235.sp0325	ERS1261629
1235.sp0355	ERS1261647
1235.sp0352	ERS1261644
1235.sp0351	ERS1261643
1235.sp0350	ERS1261642
1235.sp0195	ERS1261624
1235.sp0193	ERS1261623
1235.sp0192	ERS1261622
1235.sp0354	ERS1261646
1235.sp0353	ERS1261645
1235.sp0349	ERS1261641
1235.sp0344	ERS1261637
1235.sp0345	ERS1261638
1235.sp0346	ERS1261639
1235.sp0347	ERS1261640
1235.sp1347	ERS1261783
1235.sp1345	ERS1261782
1235.sp1342	ERS1261780
1235.sp1639	ERS1261867
1235.sp1588	ERS1261842
1235.sp1035	ERS1261723
1235.sp0200	ERS1261625
1235.sp1344	ERS1261781
1235.sp1341	ERS1261779
1235.sp1614	ERS1261855
1235.sp1348	ERS1261784
1235.sp1010	ERS1261701
1235.sp1632	ERS1261863
1235.sp1585	ERS1261840
1235.sp1584	ERS1261839
1235.sp1587	ERS1261841
1235.sp1580	ERS1261837
1235.sp1294	ERS1261765
1235.sp1637	ERS1261866
1235.sp1636	ERS1261865
1235.sp1635	ERS1261864
1235.sp1631	ERS1261862
1235.sp1034	ERS1261722
1235.sp0759	ERS1261691
1235.sp0758	ERS1261690
1235.sp1031	ERS1261719
1235.sp1030	ERS1261718
1235.sp1033	ERS1261721
1235.sp1032	ERS1261720
1235.sp0753	ERS1261685
1235.sp0757	ERS1261689
1235.sp0756	ERS1261688
1235.sp0755	ERS1261687
1235.sp0754	ERS1261686
1235.sp1015	ERS1261706
1235.sp1268	ERS1261748
1235.sp1014	ERS1261705
1235.sp1598	ERS1261846
1235.sp1599	ERS1261847
1235.sp1590	ERS1261843
1235.sp1142	ERS1261734
1235.sp1597	ERS1261845
1235.sp1028	ERS1261716
1235.sp1029	ERS1261717
1235.sp1023	ERS1261713
1235.sp1627	ERS1261861
1235.sp1026	ERS1261714
1235.sp1012	ERS1261703
1235.sp1021	ERS1261712
1235.sp0740	ERS1261680
1235.sp1100	ERS1261732
1235.sp0742	ERS1261681
1235.sp0743	ERS1261682
1235.sp1020	ERS1261711
1235.sp0747	ERS1261683
1235.sp1163	ERS1261744
1235.sp1160	ERS1261743
1235.sp1165	ERS1261746
1235.sp1027	ERS1261715
1235.sp1158	ERS1261742
1235.sp1611	ERS1261852
1235.sp1610	ERS1261851
1235.sp1613	ERS1261854
1235.sp1612	ERS1261853
1235.sp1615	ERS1261856
1235.sp1617	ERS1261858
1235.sp1616	ERS1261857
1235.sp0340	ERS1261633
1235.sp0341	ERS1261634
1235.sp0342	ERS1261635
1235.sp0343	ERS1261636
1235.sp1295	ERS1261766
1235.sp1566	ERS1261832
1235.sp1565	ERS1261831
1235.sp0310	ERS1261626
1235.sp1561	ERS1261830
1235.sp1560	ERS1261829
1235.sp1299	ERS1261768
1235.sp1298	ERS1261767
1235.sp1568	ERS1261833
1235.sp1277	ERS1261755
1235.sp1276	ERS1261754
1235.sp1275	ERS1261753
1235.sp1274	ERS1261752
1235.sp1273	ERS1261751
1235.sp1272	ERS1261750
1235.sp1271	ERS1261749
1235.sp1944	ERS1261889
1235.sp1410	ERS1261805
1235.sp1279	ERS1261757
1235.sp1278	ERS1261756
1235.sp1011	ERS1261702
1235.sp1039	ERS1261727
1235.sp0371	ERS1261650
1235.sp0370	ERS1261649
1235.sp0373	ERS1261652
1235.sp0372	ERS1261651
1235.sp0375	ERS1261654
1235.sp0374	ERS1261653
1235.sp0376	ERS1261655
1235.sp1282	ERS1261760
1235.sp1016	ERS1261707
1235.sp1280	ERS1261758
1235.sp1281	ERS1261759
1235.sp1286	ERS1261762
1235.sp1287	ERS1261763
1235.sp1284	ERS1261761
1235.sp1609	ERS1261850
1235.sp1576	ERS1261835
1235.sp0767	ERS1261692
1235.sp1573	ERS1261834
1235.sp0768	ERS1261693
1235.sp0769	ERS1261694
1235.sp1579	ERS1261836
1235.sp1529	ERS1261810
1235.sp1309	ERS1261773
1235.sp1308	ERS1261772
1235.sp1149	ERS1261738
1235.sp1261	ERS1261747
1235.sp1145	ERS1261736
1235.sp1144	ERS1261735
1235.sp1147	ERS1261737
1235.sp1300	ERS1261769
1235.sp1307	ERS1261771
1235.sp1140	ERS1261733
1235.sp1304	ERS1261770
1235.sp0368	ERS1261648
1235.sp1548	ERS1261822
1235.sp1648	ERS1261874
1235.sp1941	ERS1261887
1235.sp1942	ERS1261888
1235.sp1541	ERS1261816
1235.sp1540	ERS1261815
1235.sp1543	ERS1261818
1235.sp1542	ERS1261817
1235.sp1545	ERS1261819
1235.sp1037	ERS1261725
1235.sp1547	ERS1261821
1235.sp1546	ERS1261820
1235.sp1620	ERS1261859
1235.sp0715	ERS1261668
1235.sp0714	ERS1261667
1235.sp1378	ERS1261788
1235.sp1379	ERS1261789
1235.sp1376	ERS1261786
1235.sp1377	ERS1261787
1235.sp1374	ERS1261785
1235.sp1017	ERS1261708
1235.sp1098	ERS1261731
1235.sp1157	ERS1261741
1235.sp1641	ERS1261869
1235.sp1155	ERS1261740
1235.sp0380	ERS1261657
1235.sp0381	ERS1261658
1235.sp0382	ERS1261659
1235.sp0383	ERS1261660
1235.sp0384	ERS1261661
1235.sp1288	ERS1261764
1235.sp0752	ERS1261684
1235.sp1409	ERS1261804
1235.sp1164	ERS1261745
1235.sp1557	ERS1261828
1235.sp1554	ERS1261826
1235.sp1555	ERS1261827
1235.sp1552	ERS1261824
1235.sp1553	ERS1261825
1235.sp1550	ERS1261823
1235.sp1038	ERS1261726
1235.sp0379	ERS1261656
1235.sp0706	ERS1261666
1235.sp1380	ERS1261790
1235.sp0317	ERS1261628
1235.sp1386	ERS1261792
1235.sp0702	ERS1261663
1235.sp0314	ERS1261627
1235.sp1389	ERS1261793
1235.sp1384	ERS1261791
1235.sp0724	ERS1261671
1235.sp1626	ERS1261860
1235.sp1310	ERS1261774
1235.sp1089	ERS1261730
1235.sp0703	ERS1261664
1235.sp0705	ERS1261665
1235.sp1083	ERS1261728
1235.sp1087	ERS1261729
1235.sp1591	ERS1261844
1235.sp1151	ERS1261739
1235.sp1608	ERS1261849
1235.sp1929	ERS1261879
1235.sp1928	ERS1261878
1235.sp1927	ERS1261877
1235.sp1926	ERS1261876
1235.sp1601	ERS1261848
1235.sp0721	ERS1261669
1235.sp1018	ERS1261709
1235.sp0739	ERS1261679
