sample_name	sample_accession
1734.LD.NBS1047C	ERS1211549
1734.LD.Perkap1	ERS1211576
1734.Ext.BLANK	ERS1211537
1734.LD.Sl1	ERS1211587
1734.LD.QCAZ.M50993	ERS1211581
1734.LD.QCAZ.M50990	ERS1211579
1734.LD.QCAZ.M50991	ERS1211580
1734.LD.NBS1086E	ERS1211573
1734.BLANK.11	ERS1211516
1734.LD.NBS1074E	ERS1211566
1734.BLANK.4	ERS1211531
1734.BLANK.5	ERS1211532
1734.BLANK.6	ERS1211533
1734.BLANK.7	ERS1211534
1734.LD.Urobil1	ERS1211589
1734.LD.NBS1080E	ERS1211569
1734.LD.NBS1076E	ERS1211567
1734.LD.NBS1056E	ERS1211556
1734.BD.ERD508	ERS1211501
1734.BD.ERD509	ERS1211502
1734.LD.NBS1079E	ERS1211568
1734.BD.ERD502	ERS1211495
1734.LD.DTS1222	ERS1211543
1734.LD.DTS1221	ERS1211542
1734.BD.ERD501	ERS1211494
1734.LD.DTS1220	ERS1211541
1734.LD.DTS1224	ERS1211544
1734.LD.DTS1225	ERS1211545
1734.LD.Stulil2	ERS1211588
1734.BD.ERD503	ERS1211496
1734.BD.ERD510	ERS1211503
1734.BD.NBS1051	ERS1211505
1734.BD.NBS1052	ERS1211506
1734.BD.NBS1054	ERS1211507
1734.BD.NBS1055	ERS1211508
1734.BD.NBS1059	ERS1211509
1734.BD.NBS1062	ERS1211510
1734.LD.NBS1051E	ERS1211551
1734.LD.NBS1051F	ERS1211552
1734.LD.NBS1054E	ERS1211554
1734.LD.NBS1060E	ERS1211557
1734.LD.NBS1061E	ERS1211558
1734.LD.Carsow1	ERS1211539
1734.LD.Glosor1	ERS1211547
1734.BD.NBS1076	ERS1211512
1734.BD.NBS1073	ERS1211511
1734.BLANK.22	ERS1211528
1734.BLANK.23	ERS1211529
1734.BLANK.20	ERS1211526
1734.BLANK.21	ERS1211527
1734.LD.NBS1083E	ERS1211571
1734.BD.NBS1086	ERS1211513
1734.LD.NBS1068E	ERS1211561
1734.LD.NBS1072E	ERS1211564
1734.BLANK.19	ERS1211524
1734.BLANK.18	ERS1211523
1734.BLANK.17	ERS1211522
1734.BLANK.16	ERS1211521
1734.BLANK.15	ERS1211520
1734.BLANK.14	ERS1211519
1734.BLANK.13	ERS1211518
1734.BLANK.12	ERS1211517
1734.BLANK.10	ERS1211515
1734.LD.NBS1089B	ERS1211575
1734.LD.NBS1084B	ERS1211572
1734.LD.NBS1069E	ERS1211562
1734.LD.NBS1081E	ERS1211570
1734.LD.NBS1070E	ERS1211563
1734.LD.DTS1230	ERS1211546
1734.LD.QCAZ.M51309	ERS1211586
1734.LD.QCAZ.M51303	ERS1211582
1734.LD.QCAZ.M51307	ERS1211585
1734.LD.QCAZ.M51306	ERS1211584
1734.LD.QCAZ.M51304	ERS1211583
1734.LD.Artlit1	ERS1211538
1734.LD.NBS1053E	ERS1211553
1734.LD.NBS1073B	ERS1211565
1734.BD.ERD511	ERS1211504
1734.BD.ERD505	ERS1211498
1734.BD.ERD504	ERS1211497
1734.BD.ERD507	ERS1211500
1734.BD.ERD506	ERS1211499
1734.BLANK.1	ERS1211514
1734.BLANK.2	ERS1211525
1734.BLANK.3	ERS1211530
1734.BLANK.8	ERS1211535
1734.BLANK.9	ERS1211536
1734.LD.NBS1067E	ERS1211560
1734.LD.Ptepar1	ERS1211577
1734.LD.Ptepar2	ERS1211578
1734.LD.Glosor2	ERS1211548
1734.LD.NBS1088B	ERS1211574
1734.LD.NBS1055E	ERS1211555
1734.LD.NBS1049B	ERS1211550
1734.LD.DTS1218	ERS1211540
1734.LD.NBS1062E	ERS1211559
