sample_name	sample_accession
662.M11	ERS1471292
662.M12	ERS1471293
662.M4	ERS1471322
662.M7	ERS1471331
662.M6	ERS1471330
662.M1	ERS1471290
662.M3	ERS1471311
662.M2	ERS1471300
662.M5a	ERS1471328
662.M5b	ERS1471329
662.M30	ERS1471312
662.C1	ERS1471288
662.M19	None
662.M15	ERS1471296
662.M14	ERS1471295
662.M16	ERS1471297
662.M9	ERS1471333
662.M8	ERS1471332
662.C2	ERS1471289
662.M10	ERS1471291
662.M13	ERS1471294
662.M17	ERS1471298
662.M18	ERS1471299
662.M39	ERS1471321
662.M38	ERS1471320
662.M37	ERS1471319
662.M36	ERS1471318
662.M42	ERS1471325
662.M43	ERS1471326
662.M40	ERS1471323
662.M34	ERS1471316
662.M44	ERS1471327
662.M21	ERS1471302
662.M33	ERS1471315
662.M32	ERS1471314
662.M24	ERS1471305
662.M25	ERS1471306
662.M26	ERS1471307
662.M27	ERS1471308
662.M20	ERS1471301
662.M31	ERS1471313
662.M22	ERS1471303
662.M23	ERS1471304
662.M35	ERS1471317
662.M28	ERS1471309
662.M29	ERS1471310
662.M41	ERS1471324
