sample_name	sample_accession
550.L3S184.s.3.sequence	None
550.L6S95.s.6.sequence	ERS1579902
550.L6S85.s.6.sequence	ERS1579891
550.L6S97.s.6.sequence	ERS1579903
550.L6S99.s.6.sequence	ERS1579905
550.L6S86.s.6.sequence	ERS1579892
550.L6S89.s.6.sequence	ERS1579895
550.L6S81.s.6.sequence	ERS1579887
550.L6S80.s.6.sequence	ERS1579886
550.L6S83.s.6.sequence	ERS1579889
550.L6S9.s.6.sequence	ERS1579896
550.L6S91.s.6.sequence	ERS1579898
550.L6S90.s.6.sequence	ERS1579897
550.L6S94.s.6.sequence	ERS1579901
550.L6S98.s.6.sequence	ERS1579904
550.L6S84.s.6.sequence	ERS1579890
550.L6S8.s.6.sequence	ERS1579885
550.L6S82.s.6.sequence	ERS1579888
550.L6S93.s.6.sequence	ERS1579900
550.L6S87.s.6.sequence	ERS1579893
550.L6S88.s.6.sequence	ERS1579894
550.L6S92.s.6.sequence	ERS1579899
550.L1S277.s.1.sequence	ERS1576944
550.L5S150.s.5.sequence	ERS1579374
550.L2S321.s.2.sequence	ERS1577793
550.L5S16.s.5.sequence	ERS1579384
550.L5S255.s.5.sequence	ERS1579489
550.L4S86.s.4.sequence	ERS1579296
550.L5S225.s.5.sequence	ERS1579456
550.L6S226.s.6.sequence	ERS1579721
550.L1S293.s.1.sequence	ERS1576975
550.L1S98.s.1.sequence	ERS1577305
550.L3S249.s.3.sequence	ERS1578354
550.L1S310.s.1.sequence	ERS1577019
550.L1S294.s.1.sequence	ERS1576977
550.L4S132.s.4.sequence	ERS1578851
550.L3S49.s.3.sequence	ERS1578672
550.L2S332.s.2.sequence	ERS1577815
550.L6S168.s.6.sequence	ERS1579657
550.L5S148.s.5.sequence	ERS1579371
550.L1S220.s.1.sequence	ERS1576822
550.L6S33.s.6.sequence	ERS1579832
550.L1S46.s.1.sequence	ERS1577196
550.L1S303.s.1.sequence	ERS1577001
550.L3S62.s.3.sequence	ERS1578701
550.L3S129.s.3.sequence	ERS1578117
550.L4S179.s.4.sequence	ERS1578952
550.L4S70.s.4.sequence	ERS1579261
550.L1S252.s.1.sequence	ERS1576892
550.L6S105.s.6.sequence	ERS1579590
550.L6S179.s.6.sequence	ERS1579669
550.L4S60.s.4.sequence	ERS1579237
550.L2S296.s.2.sequence	ERS1577737
550.L3S359.s.3.sequence	ERS1578593
550.L6S227.s.6.sequence	ERS1579722
550.L2S38.s.2.sequence	ERS1577913
550.L6S222.s.6.sequence	ERS1579717
550.L1S312.s.1.sequence	ERS1577023
550.L1S48.s.1.sequence	ERS1577200
550.L3S107.s.3.sequence	ERS1578067
550.L4S1.s.4.sequence	ERS1578778
550.L5S253.s.5.sequence	ERS1579487
550.L2S105.s.2.sequence	ERS1577321
550.L5S137.s.5.sequence	ERS1579359
550.L2S319.s.2.sequence	ERS1577788
550.L6S199.s.6.sequence	ERS1579690
550.L5S275.s.5.sequence	ERS1579511
550.L2S77.s.2.sequence	ERS1578005
550.L2S74.s.2.sequence	ERS1577999
550.L5S40.s.5.sequence	ERS1579535
550.L3S281.s.3.sequence	ERS1578427
550.L5S166.s.5.sequence	ERS1579391
550.L3S374.s.3.sequence	ERS1578628
550.L5S15.s.5.sequence	ERS1579373
550.L6S70.s.6.sequence	ERS1579875
550.L5S138.s.5.sequence	ERS1579360
550.L2S216.s.2.sequence	ERS1577569
550.L1S86.s.1.sequence	ERS1577282
550.L4S182.s.4.sequence	ERS1578960
550.L6S130.s.6.sequence	ERS1579616
550.L5S132.s.5.sequence	ERS1579354
550.L5S271.s.5.sequence	ERS1579507
550.L1S23.s.1.sequence	ERS1576843
550.L4S247.s.4.sequence	ERS1579095
550.L3S17.s.3.sequence	ERS1578192
550.L1S364.s.1.sequence	ERS1577140
550.L2S325.s.2.sequence	ERS1577801
550.L4S25.s.4.sequence	ERS1579101
550.L4S63.s.4.sequence	ERS1579243
550.L6S253.s.6.sequence	ERS1579750
550.L5S254.s.5.sequence	ERS1579488
550.L1S327.s.1.sequence	ERS1577057
550.L3S207.s.3.sequence	ERS1578263
550.L5S211.s.5.sequence	ERS1579441
550.L2S210.s.2.sequence	ERS1577556
550.L3S98.s.3.sequence	ERS1578774
550.L3S380.s.3.sequence	ERS1578643
550.L3S203.s.3.sequence	ERS1578255
550.L5S239.s.5.sequence	ERS1579471
550.L2S231.s.2.sequence	ERS1577601
550.L4S18.s.4.sequence	ERS1578954
550.L3S286.s.3.sequence	ERS1578437
550.L1S85.s.1.sequence	ERS1577279
550.L2S257.s.2.sequence	ERS1577656
550.L1S148.s.1.sequence	ERS1576551
550.L6S272.s.6.sequence	ERS1579771
550.L1S55.s.1.sequence	ERS1577214
550.L5S264.s.5.sequence	ERS1579499
550.L5S23.s.5.sequence	ERS1579461
550.L5S105.s.5.sequence	ERS1579325
550.L3S366.s.3.sequence	ERS1578610
550.L6S32.s.6.sequence	ERS1579822
550.L2S371.s.2.sequence	ERS1577897
550.L5S259.s.5.sequence	ERS1579493
550.L1S161.s.1.sequence	ERS1576581
550.L1S3.s.1.sequence	ERS1576990
550.L1S73.s.1.sequence	ERS1577252
550.L1S259.s.1.sequence	ERS1576907
550.L4S180.s.4.sequence	ERS1578956
550.L6S250.s.6.sequence	ERS1579747
550.L4S251.s.4.sequence	ERS1579104
550.L3S197.s.3.sequence	ERS1578240
550.L2S351.s.2.sequence	ERS1577856
550.L6S189.s.6.sequence	ERS1579680
550.L4S37.s.4.sequence	ERS1579183
550.L5S58.s.5.sequence	ERS1579554
