sample_name	sample_accession
861.C4.mar09	ERS1355439
861.H4.jul09	ERS1355443
861.CS.dec08	ERS1355440
861.X10.mar09	ERS1355449
861.C18.jul09	ERS1355437
861.H10.4.jul09	ERS1355441
861.C13.5.jul09	ERS1355434
861.U70.jul09	ERS1355446
861.X52.jul09	ERS1355450
861.H4.mar09	ERS1355444
861.U80.jul09	ERS1355447
861.X10.jul09	ERS1355448
861.H10.mar09	ERS1355442
861.XS.dec08	ERS1355454
861.X83.dec08	ERS1355453
861.U10.jul09	ERS1355445
861.X60.dec08	ERS1355451
861.C4.jul09	ERS1355438
861.X70.jul09	ERS1355452
861.C17.dec08	ERS1355436
861.C15.dec08	ERS1355435
