sample_name	sample_accession
807.W.S.11.a	ERS1248255
807.E.S.12.a	ERS1248241
807.W.S.12.a	ERS1248257
807.W.S.12.b	ERS1248258
807.W.F.11.a	ERS1248253
807.W.F.11.b	ERS1248254
807.BG.F.11.a	ERS1248221
807.E.F.11.b	ERS1248238
807.E.F.11.a	ERS1248237
807.C.S.12.a	ERS1248233
807.C.S.12.b	ERS1248234
807.S.S.11.b	ERS1248248
807.S.S.11.a	ERS1248247
807.BG.S.12.b	ERS1248226
807.W.S.11.b	ERS1248256
807.C.S.11.b	ERS1248232
807.C.S.11.a	ERS1248231
807.B.S.11.a	ERS1248217
807.B.S.11.b	ERS1248218
807.B.F.11.b	ERS1248216
807.B.F.11.a	ERS1248215
807.E.S.12.b	ERS1248242
807.S.F.11.a	ERS1248245
807.S.F.11.b	ERS1248246
807.S.F.10.a	ERS1248243
807.S.F.10.b	ERS1248244
807.BG.S.11.b	ERS1248224
807.BG.S.11.a	ERS1248223
807.E.F.10.a	ERS1248235
807.E.F.10.b	ERS1248236
807.S.S.12.b	ERS1248250
807.W.F.10.a	ERS1248251
807.W.F.10.b	ERS1248252
807.B.S.12.b	ERS1248220
807.B.S.12.a	ERS1248219
807.C.F.11.a	ERS1248229
807.C.F.11.b	ERS1248230
807.E.S.11.a	ERS1248239
807.E.S.11.b	ERS1248240
807.BG.S.12.a	ERS1248225
807.C.F.10.b	ERS1248228
807.C.F.10.a	ERS1248227
807.S.S.12.a	ERS1248249
807.BG.F.11.b	ERS1248222
