sample_name	sample_accession
1526.Stillton3R1	ERS1295020
1526.Halls6R2	ERS1295000
1526.Halls6R1	ERS1294999
1526.Stillton7R2	ERS1295031
1526.Stillton9R3	ERS1295037
1526.CrustControlR1	ERS1294943
1526.CrustControlR2	ERS1294944
1526.CrustControlR3	ERS1294945
1526.Halls9R1	ERS1295005
1526.Halls9R2	ERS1295006
1526.Halls8R1	ERS1295003
1526.Halls8R2	ERS1295004
1526.Halls3R1	ERS1294993
1526.Halls3R2	ERS1294994
1526.Halls4R1	ERS1294995
1526.Halls4R2	ERS1294996
1526.Halls5R1	ERS1294997
1526.Halls5R2	ERS1294998
1526.Halls7R1	ERS1295001
1526.Halls7R2	ERS1295002
1526.Halls0R1	ERS1294985
1526.Halls0R2	ERS1294986
1526.Halls1R1	ERS1294989
1526.Halls1R2	ERS1294990
1526.Halls2R1	ERS1294991
1526.Halls2R2	ERS1294992
1526.Stillton0R1	ERS1295007
1526.Stillton0R2	ERS1295008
1526.Stillton0R3	ERS1295009
1526.Stillton1R1	ERS1295015
1526.Stillton1R2	ERS1295016
1526.Stillton2R1	ERS1295017
1526.Stillton2R2	ERS1295018
1526.Stillton2R3	ERS1295019
1526.Stillton3R2	ERS1295021
1526.Stillton3R3	ERS1295022
1526.Stillton4R1	ERS1295023
1526.Stillton4R2	ERS1295024
1526.Stillton4R3	ERS1295025
1526.Stillton5R2	ERS1295026
1526.Stillton6R1	ERS1295027
1526.Stillton6R2	ERS1295028
1526.Stillton6R3	ERS1295029
1526.Stillton10R1	ERS1295010
1526.Stillton10R2	ERS1295011
1526.Stillton10R3	ERS1295012
1526.Stillton11R1	ERS1295013
1526.Stillton11R3	ERS1295014
1526.Stillton9R1	ERS1295035
1526.Stillton9R2	ERS1295036
1526.Stillton7R1	ERS1295030
1526.Stillton7R3	ERS1295032
1526.Stillton8R1	ERS1295033
1526.Stillton8R3	ERS1295034
1526.HCanyon10R1	ERS1294949
1526.HCanyon10R2	ERS1294950
1526.HCanyon10R3	ERS1294951
1526.HCanyon11R1	ERS1294952
1526.HCanyon11R2	ERS1294953
1526.HCanyon11R3	ERS1294954
1526.HCanyon12R1	ERS1294955
1526.HCanyon12R2	ERS1294956
1526.HCanyon12R3	ERS1294957
1526.HCanyon9R1	ERS1294982
1526.HCanyon9R2	ERS1294983
1526.HCanyon9R3	ERS1294984
1526.HCanyon6R1	ERS1294973
1526.HCanyon6R2	ERS1294974
1526.HCanyon6R3	ERS1294975
1526.HCanyon7R1	ERS1294976
1526.HCanyon7R2	ERS1294977
1526.HCanyon7R3	ERS1294978
1526.HCanyon8R1	ERS1294979
1526.HCanyon8R2	ERS1294980
1526.HCanyon8R3	ERS1294981
1526.HCanyon3R1	ERS1294964
1526.HCanyon3R2	ERS1294965
1526.HCanyon3R3	ERS1294966
1526.HCanyon4R1	ERS1294967
1526.HCanyon4R2	ERS1294968
1526.HCanyon4R3	ERS1294969
1526.HCanyon5R1	ERS1294970
1526.HCanyon5R2	ERS1294971
1526.HCanyon5R3	ERS1294972
1526.HCanyon0R1	ERS1294946
1526.HCanyon0R2	ERS1294947
1526.HCanyon0R3	ERS1294948
1526.HCanyon1R1	ERS1294958
1526.HCanyon1R2	ERS1294959
1526.HCanyon1R3	ERS1294960
1526.HCanyon2R1	ERS1294961
1526.HCanyon2R2	ERS1294962
1526.HCanyon2R3	ERS1294963
1526.Halls10R1	ERS1294987
1526.Halls10R2	ERS1294988
