sample_name	sample_accession
1736.Y20b.0510	None
1736.O44.1210	ERS1250777
1736.R12.0911	ERS1250839
1736.R2.0910	ERS1250863
1736.R7b.0410	ERS1250964
1736.R21c.1010	ERS1250870
1736.O46.1110	ERS1250787
1736.W2.0910	ERS1250977
1736.Y17.0811	ERS1251013
1736.Y6.0811	ERS1251100
1736.O41.0610	ERS1250768
1736.O13.1109	ERS1250666
1736.Y17.1010	ERS1251014
1736.Y29.0310	ERS1251038
1736.O22.0811	ERS1250702
1736.Y45.0310	ERS1251087
1736.Y45.0311	ERS1251088
1736.R33.0310	ERS1250903
1736.R1.0510	ERS1250824
1736.R1.0511	ERS1250825
1736.O32c.0211	ERS1250731
1736.O41.1109	ERS1250769
1736.B23.0709	ERS1250525
1736.O32c.0810	ERS1250733
1736.O35.0709	ERS1250743
1736.O40.0111	ERS1250764
1736.O24.0611	ERS1250713
1736.O48.0610	ERS1250795
1736.R36.0910	ERS1250908
1736.B33.0510	ERS1250572
1736.R52.0811	ERS1250958
1736.Y28.0310	ERS1251034
1736.Y20b.0910	ERS1251021
1736.Y31d.1111	ERS1251052
1736.W4.0411	ERS1250982
1736.B40b.1009	ERS1250602
1736.B32.1109	ERS1250568
1736.O23b.1110	ERS1250710
1736.O23b.1111	ERS1250711
1736.O48.0609	ERS1250794
1736.R31b.0910	ERS1250898
1736.Y28.0910	ERS1251037
1736.O38.1109	ERS1250757
1736.Y47.0811	ERS1251096
1736.R10.1011	ERS1250831
1736.O47b.0809	ERS1250791
1736.B32.1110	ERS1250569
1736.Y39b.0511	ERS1251071
1736.R38.0811	ERS1250915
1736.O4.0211	ERS1250758
1736.B40b.0611	ERS1250601
1736.O17b.0611	ERS1250682
1736.O17b.0610	ERS1250681
1736.R31b.0410	ERS1250897
1736.R43.0611	ERS1250930
1736.R24b.0111	ERS1250876
1736.Y42.0910	ERS1251084
1736.B30.1111	ERS1250564
1736.B5.1109	ERS1250631
1736.W2.0310	ERS1250974
1736.Y45.1110	ERS1251090
1736.R21c.0510	ERS1250868
1736.O35.0211	ERS1250742
1736.B7.0709	ERS1250647
1736.B29.1111	ERS1250554
1736.B23.0111	ERS1250522
1736.O33.0810	ERS1250737
1736.B17.1109	ERS1250503
1736.O46.0610	ERS1250784
1736.O46.0611	ERS1250785
1736.B6.0611	ERS1250642
1736.B12.1110	ERS1250481
1736.B12.1111	ERS1250482
1736.Y43b.0511	ERS1251085
1736.R36.0310	ERS1250906
1736.B3.0211	ERS1250555
1736.O9.0609	ERS1250819
1736.Y14.0511	ERS1251003
1736.Y6.0910	ERS1251101
1736.Y9.1011	ERS1251104
1736.B57.1109	ERS1250639
1736.B43.0211	ERS1250610
1736.B1.1110	ERS1250467
1736.O37.1109	ERS1250753
1736.O13.0710	ERS1250665
1736.Y27.0611	ERS1251031
1736.Y40.0911	ERS1251080
1736.O18.0211	ERS1250686
1736.R2.0310	ERS1250862
1736.R29b.0410	ERS1250887
1736.O8b.0111	ERS1250815
1736.O8b.0110	ERS1250814
1736.W1b.0310	ERS1250970
1736.W1b.0311	ERS1250971
1736.B27.0211	ERS1250537
1736.O12.1111	ERS1250663
1736.R23b.0410	ERS1250873
1736.O15.0609	ERS1250672
1736.Y37b.0310	ERS1251063
1736.Y37b.0311	ERS1251064
1736.O20.0610	ERS1250697
1736.O20.0611	ERS1250698
1736.O20.0110	ERS1250695
1736.Y47.0510	ERS1251094
1736.Y36.0310	ERS1251059
1736.B40b.1210	ERS1250604
1736.B35.0510	ERS1250584
1736.Y47.0511	ERS1251095
1736.R26b.0311	ERS1250878
1736.B39c.0611	ERS1250593
1736.O23b.0711	ERS1250708
1736.R3.0311	ERS1250888
1736.B6.0510	ERS1250641
1736.B33.0311	ERS1250571
1736.R17.1010	ERS1250854
1736.O32c.0611	ERS1250732
1736.O45b.0610	ERS1250778
1736.O45b.0611	ERS1250779
1736.R19.0510	ERS1250859
1736.R19.0511	ERS1250860
1736.B13b.1109	ERS1250486
1736.O4.0709	ERS1250761
1736.O18.1109	ERS1250689
1736.W1b.0810	ERS1250972
1736.O18.0611	ERS1250688
1736.R30.0510	ERS1250892
1736.Y2b.0911	ERS1251044
1736.Y39b.0811	ERS1251072
