sample_name	sample_accession
804.3651.0938	ERS1238483
804.3651.0944	ERS1238484
804.3651.1231	ERS1238487
804.3862.1219	ERS1238488
804.3862.1325	ERS1238489
804.3867.1225	ERS1238491
804.3869.1404	ERS1238496
804.3869.1446	ERS1238502
804.3871.1241	ERS1238503
804.3872.1544	ERS1238511
804.3876.1104	ERS1238514
804.3876.1113	ERS1238515
804.3876.1133	ERS1238516
804.3876.1219	ERS1238517
804.073105.bio1slurpA1.2109.2.1	ERS1238481
804.073105.bio1slurpA1.2109.3.1	ERS1238482
804.3651.1123A	ERS1238485
804.3651.1123B	ERS1238486
804.3867.1228.2	ERS1238492
804.3867.1228.4	ERS1238493
804.3867.1228.5	ERS1238494
804.3867.1228.6	ERS1238495
804.3869.1443A	ERS1238497
804.3869.1443B	ERS1238498
804.3869.1443C	ERS1238499
804.3869.1443D	ERS1238500
804.3869.1443E	ERS1238501
804.3871.1442.1	ERS1238504
804.3871.1442.2	ERS1238505
804.3871.1442.dark.side	ERS1238506
804.3872.1347A	ERS1238507
804.3872.1347B	ERS1238508
804.3872.1530A	ERS1238509
804.3872.1530B	ERS1238510
804.3873.1233A	ERS1238512
804.3873.1233B	ERS1238513
804.3881.1228.1	ERS1238519
804.3881.1228.2	ERS1238520
804.3881.1228.3	ERS1238521
804.3881.1256B	ERS1238526
804.H02.072605.R0621	ERS1238527
804.H02.072605.R0715	ERS1238528
804.H03.072605.R2252	ERS1238529
804.H03.072705.R0229	ERS1238530
804.H03.072705.R0424	ERS1238531
804.H03.072705.R0631	ERS1238532
804.H04.072805.R0325	ERS1238533
804.H05.072905.R0229A	ERS1238534
804.H05.072905.R0229B	ERS1238535
804.H05.072905.R0347	ERS1238536
804.H06.073005.Bio2slurpA2.0326	ERS1238537
804.H06.073005.R0316	ERS1238538
804.H07.073105.R1053	ERS1238539
804.H08.073105.R2057	ERS1238541
804.H08.073105.R2238	ERS1238542
804.H08.080105.Bio5slurpB1.0428.3.1	ERS1238545
804.H08.080105.Bio5slurpB1.0428.4.1	ERS1238546
804.Julie.1	ERS1238547
804.Julie.10	ERS1238548
804.Julie.11	ERS1238549
804.Julie.12	ERS1238550
804.Julie.2	ERS1238551
804.Julie.3	ERS1238552
804.Julie.4	ERS1238553
804.Julie.5	ERS1238554
804.Julie.6	ERS1238555
804.Julie.7	ERS1238556
804.Julie.8	ERS1238557
804.Julie.9	ERS1238558
804.LS11.127	ERS1238559
804.LS11.128	ERS1238560
804.LS11.129	ERS1238561
804.LS11.130	ERS1238562
804.LS11.131	ERS1238563
804.LS11.19	ERS1238564
804.LS11.20	ERS1238565
804.LS11.30	ERS1238566
804.LS11.31	ERS1238567
804.LS11.32	ERS1238568
804.LS11.69	ERS1238569
804.LS11.70	ERS1238570
804.H07.073105.R1053.red.coating	ERS1238540
804.3876.1436	ERS1238518
804.H08.080105.Bio5slurpB1.0428.2.1	ERS1238544
804.LS11.71a	ERS1238573
804.LS11.71	ERS1238572
804.LS11.72	ERS1238574
804.LS11.70a	ERS1238571
804.3864.1537E	ERS1238490
804.3881.1256A	ERS1238525
804.3881.1228.6	ERS1238524
804.3881.1228.4	ERS1238522
804.3881.1228.5	ERS1238523
804.LS11.72a	ERS1238575
804.H08.080105.Bio5slurpB1.0428.1.1	ERS1238543
804.073105.bio1slurpA1.2109.1.1	ERS1238480
