sample_name	sample_accession
809.PLRP5.55	ERS1459036
809.PLRP1.50	ERS1459020
809.PLRP20.106	ERS1459032
809.PLRP12.60	ERS1459023
809.PLRP4.35	ERS1459035
809.PLRP21.150	ERS1459033
809.PLRP15.mat	ERS1459026
809.PLRP19.35	ERS1459030
809.PLRP6.70	ERS1459037
809.PLRP2.42	ERS1459031
809.PLRP8.41	ERS1459039
809.PLRP7.40	ERS1459038
809.PLRP10.146	ERS1459021
809.PLRP11.85	ERS1459022
809.PLRP3.85	ERS1459034
809.PLRP16.mat	ERS1459027
809.PLRP18.10	ERS1459029
809.PLRP9.146	ERS1459040
809.PLRP13.35	ERS1459024
809.PLRP14.150	ERS1459025
809.PLRP17.mat	ERS1459028
