sample_name	sample_accession
1692.Biofilm.A.E2.2.C.2012	ERS1303725
1692.Soil.BE.PolygonB.Shallow.Center.08.11.2012	ERS1303781
1692.Soil.BE.PolygonA.Shallow.Center.7.15.2012	ERS1303766
1692.Soil.BE.PolygonB.Shallow.Rim.7.28.2012	ERS1303787
1692.Soil.BE.PolygonC.Medium.Rim.7.8.2012	ERS1303796
1692.Soil.BE.PolygonB.Medium.Rim.7.8.2012	ERS1303780
1692.Soil.BE.PolygonA.Medium.Rim.7.15.2012	ERS1303761
1692.Biofilm.B.E2.2.W.2012	ERS1303738
1692.Soil.BE.PolygonC.Shallow.Rim.7.28.2012	ERS1303803
1692.Biofilm.B.E1.1.C.2012	ERS1303731
1692.Soil.BE.PolygonB.Medium.Rim.7.28.2012	ERS1303779
1692.Soil.BE.PolygonC.Shallow.Center.08.11.2012	ERS1303797
1692.Soil.BE.PolygonA.Shallow.Center.7.28.2012	ERS1303767
1692.Soil.BE.PolygonA.Medium.Rim.7.28.2012.1	ERS1303762
1692.Soil.BE.PolygonA.Medium.Rim.7.28.2012.2	ERS1303763
1692.Soil.BE.PolygonB.Shallow.Rim.7.15.2012	ERS1303786
1692.Soil.BE.PolygonC.Medium.Center.7.15.2012	ERS1303790
1692.Soil.BE.PolygonA.Shallow.Rim.7.15.2012	ERS1303770
1692.Soil.BE.PolygonA.Medium.Center.7.15.2012	ERS1303757
1692.Biofilm.C.E1.2.W.2012	ERS1303746
1692.Soil.Ael.Medium.2011	ERS1303754
1692.Biofilm.B.E1.1.W.2012	ERS1303732
1692.Soil.BE.PolygonB.Medium.Rim.08.11.2012	ERS1303777
1692.Biofilm.B.E1.2.W.2012	ERS1303734
1692.Biofilm.A.E1.1.W.2012	ERS1303720
1692.Soil.BE.PolygonB.Medium.Center.08.11.2012	ERS1303773
1692.Soil.BE.PolygonA.Shallow.Center.7.8.2012	ERS1303768
1692.Biofilm.B.DC.2.W.2012	ERS1303730
1692.Biofilm.C.E1.1.C.2012	ERS1303743
1692.Biofilm.C.E2.2.C.2012	ERS1303749
1692.Biofilm.C.E2.1.C.2012	ERS1303747
1692.Biofilm.C.DC.1.W.2012	ERS1303740
1692.Soil.BE.PolygonC.Medium.Rim.7.15.2012	ERS1303794
1692.Biofilm.A.E1.2.C.2012	ERS1303721
1692.Biofilm.A.DC.2.W.2012	ERS1303718
1692.Soil.A54.Deep.2011	ERS1303753
1692.Biofilm.B.E2.2.C.2012	ERS1303737
1692.Biofilm.A.DC.1.W.2012	ERS1303716
1692.Soil.BE.PolygonC.Medium.Center.7.8.2012	ERS1303792
1692.Biofilm.C.E1.2.C.2012	ERS1303745
1692.Biofilm.B.E1.2.C.2012	ERS1303733
1692.Soil.BE.PolygonB.Medium.Center.7.15.2012	ERS1303774
1692.Biofilm.A.E2.1.W.2012	ERS1303724
1692.Soil.BE.PolygonA.Medium.Center.08.11.2012	ERS1303756
1692.Soil.A18.Shallow.2011	ERS1303752
1692.Biofilm.B.DC.1.W.2012	ERS1303728
1692.Soil.BE.PolygonB.Shallow.Center.7.8.2012	ERS1303784
1692.Soil.BE.PolygonC.Shallow.Rim.7.15.2012	ERS1303802
1692.Biofilm.B.DC.1.C.2012	ERS1303727
1692.Soil.O42.Medium.2011	ERS1303806
1692.Soil.BE.PolygonB.Shallow.Center.7.15.2012	ERS1303782
1692.Soil.BE.PolygonC.Shallow.Center.7.28.2012	ERS1303799
1692.Soil.BE.PolygonA.Shallow.Rim.08.11.2012	ERS1303769
1692.Soil.BE.PolygonC.Medium.Center.7.28.2012	ERS1303791
