sample_name	sample_accession
659.NZFACE.R5.warm	ERS1355178
659.NZFACE.R1.Ryegrass.26.4	ERS1355160
659.NZFACE.R4.Browntop	ERS1355171
659.NZFACE.R2.Ryegrass.24.4	ERS1355164
659.NZFACE.R3.Ryegrass.19.7	ERS1355168
659.NZFACE.R4.Ryegrass.16.4	ERS1355172
659.NZFACE.R6.control	ERS1355181
659.NZFACE.R2.warm	ERS1355166
659.NZFACE.R4.control.19.8	ERS1355173
659.NZFACE.R2.Browntop	ERS1355163
659.NZFACE.R3.control.19.4	ERS1355169
659.NZFACE.R3.Browntop	ERS1355167
659.NZFACE.R6.warm	ERS1355182
659.NZFACE.R1.Browntop	ERS1355159
659.NZFACE.R1.control.19.4	ERS1355161
659.NZFACE.R1.warm	ERS1355162
659.NZFACE.R5.Browntop	ERS1355175
659.NZFACE.R6.Ryegrass	ERS1355180
659.NZFACE.R5.control	ERS1355177
659.NZFACE.R3.warm	ERS1355170
659.NZFACE.R5.Ryegrass	ERS1355176
659.NZFACE.R4.warm	ERS1355174
659.NZFACE.R6.Browntop	ERS1355179
659.NZFACE.R2.control.23.4	ERS1355165
