sample_name	sample_accession
1035.UQ001	ERS1575724
1035.UQ013	ERS1575725
1035.UQ014	ERS1575726
1035.UQ033	ERS1575727
1035.UQ040	ERS1575728
1035.UQ085	ERS1575729
1035.UQ089	ERS1575730
1035.UQ100	ERS1575731
1035.UQ11002	ERS1575732
1035.UQ11007	ERS1575733
1035.UQ11010	ERS1575734
1035.UQ11012	ERS1575735
1035.UQ11013	ERS1575736
1035.UQ11014	ERS1575737
1035.UQ11015	ERS1575738
1035.UQ11017	ERS1575739
1035.UQ11019	ERS1575740
1035.UQ11020	ERS1575741
1035.UQ11108.1.6	ERS1575742
1035.UQ11111.2.9	ERS1575743
1035.UQ11117.0.8	ERS1575744
1035.UQ11123.1.4	ERS1575745
1035.UQ11125	ERS1575746
1035.UQ11126.0.3	ERS1575747
1035.UQ11127	ERS1575748
1035.UQ114	ERS1575749
1035.UQ134	ERS1575750
1035.UQ168	ERS1575751
1035.UQ171	ERS1575752
1035.UQ173	ERS1575753
1035.UQ184	ERS1575754
1035.UQ203	ERS1575755
1035.UQ205	ERS1575756
1035.UQ215	ERS1575757
1035.UQ223	ERS1575758
1035.UQ234	ERS1575759
1035.UQ246	ERS1575760
1035.UQ249	ERS1575761
1035.UQ262	ERS1575762
1035.UQ269	ERS1575763
1035.UQ271	ERS1575764
1035.UQ272	ERS1575765
1035.UQ279	ERS1575766
1035.UQ288	ERS1575767
1035.UQ291	ERS1575768
1035.UQ298	ERS1575769
1035.UQ299	ERS1575770
1035.UQ301	ERS1575771
1035.UQ302	ERS1575772
1035.UQ311	ERS1575773
1035.UQ322	ERS1575774
1035.UQ325	ERS1575775
1035.UQ330	ERS1575776
1035.UQ351	ERS1575777
1035.UQ356	ERS1575778
1035.UQ361	ERS1575779
1035.UQ362	ERS1575780
1035.UQ373	ERS1575781
1035.UQ377	ERS1575782
1035.UQ382	ERS1575783
1035.UQ392	ERS1575784
1035.UQ405	ERS1575785
1035.UQ409	ERS1575786
1035.UQ415	ERS1575787
1035.UQ422	ERS1575788
1035.UQ423	ERS1575789
1035.UQ461	ERS1575790
1035.UQ491	ERS1575791
1035.UQ496	ERS1575792
1035.UQ510	ERS1575793
1035.UQ514	ERS1575794
1035.UQ517	ERS1575795
1035.UQ521	ERS1575796
1035.UQ523	ERS1575797
1035.UQ556	ERS1575798
1035.UQ562	ERS1575799
1035.UQ578	ERS1575800
1035.UQ585	ERS1575801
1035.UQ586	ERS1575802
1035.UQ592	ERS1575803
1035.UQ599	ERS1575804
1035.UQ609	ERS1575805
1035.UQ626	ERS1575806
1035.UQ631	ERS1575807
1035.UQ632	ERS1575808
1035.UQ635	ERS1575809
1035.UQ801	ERS1575810
1035.UQ802	ERS1575811
1035.UQ804	ERS1575812
1035.UQ807	ERS1575813
1035.UQ817	ERS1575814
1035.UQ818	ERS1575815
1035.UQ825	ERS1575816
1035.UQ829	ERS1575817
1035.UQ832	ERS1575818
1035.UQ833	ERS1575819
1035.UQ841	ERS1575820
1035.UQ842	ERS1575821
1035.UQ843	ERS1575822
1035.UQ845	ERS1575823
1035.UQ852	ERS1575824
1035.UQ855	ERS1575825
1035.UQ856	ERS1575826
1035.UQ857	ERS1575827
1035.UQ858	ERS1575828
1035.UQ861	ERS1575829
1035.UQ862	ERS1575830
1035.UQ863	ERS1575831
1035.UQ864	ERS1575832
1035.UQ865	ERS1575833
1035.UQ866	ERS1575834
1035.UQ867	ERS1575835
1035.UQ870	ERS1575836
1035.UQ871	ERS1575837
1035.UQ872	ERS1575838
1035.UQ873	ERS1575839
1035.UQ878	ERS1575840
1035.UQ879	ERS1575841
1035.UQ886	ERS1575842
1035.UQ888	ERS1575843
1035.UQ892	ERS1575844
