sample_name	sample_accession
990.KA2F.D.19	ERS1281058
990.KA2F.B.24	ERS1281015
990.KA3U.E.13	ERS1281438
990.KA1U.D.01	ERS1280920
990.KA1F.D.22	ERS1280821
990.KA3U.C.13	ERS1281389
990.KA3U.D.09	ERS1281410
990.KA1U.E.12	ERS1280953
990.KA2U.E.19	ERS1281202
990.KA2U.E.10	ERS1281194
990.KA2U.E.11	ERS1281195
990.KA2U.E.13	ERS1281197
990.KA2U.E.14	ERS1281198
990.KA2U.E.15	ERS1281199
990.KA2U.E.16	ERS1281200
990.KA2U.E.18	ERS1281201
990.KA2U.D.24	ERS1281184
990.KA2U.D.20	ERS1281180
990.KA2U.D.21	ERS1281181
990.KA1U.E.17	ERS1280958
990.KA1U.E.15	ERS1280956
990.KA1U.C.14	ERS1280909
990.KA3F.C.12	ERS1281269
990.KA2F.C.04	ERS1281020
990.KA2F.C.05	ERS1281021
990.KA2F.C.06	ERS1281022
990.KA3U.A.14	ERS1281344
990.KA3U.E.03	ERS1281429
990.KA2F.E.02	ERS1281066
990.KA2U.E.03	ERS1281188
990.KA2U.E.01	ERS1281186
990.KA1U.E.25	ERS1280966
990.KA3U.D.15	ERS1281416
990.KA2U.C.04	ERS1281140
990.KA1F.B.12	ERS1280766
990.KA1F.B.17	ERS1280771
990.KA3F.A.25	ERS1281232
990.KA3F.A.24	ERS1281231
990.KA2U.E.12	ERS1281196
990.KA2U.D.25	ERS1281185
990.KA2U.D.22	ERS1281182
990.KA2U.D.23	ERS1281183
990.KA1U.E.19	ERS1280960
990.KA1U.E.18	ERS1280959
990.KA1U.E.13	ERS1280954
990.KA1U.E.11	ERS1280952
990.KA1U.E.10	ERS1280951
990.KA1U.E.16	ERS1280957
990.KA1U.E.14	ERS1280955
990.KA3F.D.11	ERS1281292
990.KA1U.B.23	ERS1280894
990.KA1U.B.22	ERS1280893
990.KA1U.B.21	ERS1280892
990.KA1U.B.20	ERS1280891
990.KA1U.B.25	ERS1280896
990.KA1U.B.24	ERS1280895
990.KA1U.C.11	ERS1280906
990.KA1U.C.10	ERS1280905
990.KA1U.C.13	ERS1280908
990.KA1U.C.12	ERS1280907
990.KA1U.C.15	ERS1280910
990.KA1U.C.16	ERS1280911
990.KA1U.C.19	ERS1280913
990.KA1U.C.18	ERS1280912
990.KA1F.A.03	ERS1280733
990.KA1F.E.25	ERS1280847
990.KA1F.A.02	ERS1280732
990.KA2F.E.24	ERS1281087
990.KA2F.E.25	ERS1281088
990.KA3F.A.07	ERS1281214
990.KA2F.D.03	ERS1281044
990.KA3F.C.13	ERS1281270
990.KA2U.C.16	ERS1281152
990.KA3U.C.01	ERS1281378
990.KA2U.C.14	ERS1281150
990.KA2U.C.15	ERS1281151
990.KA2U.C.12	ERS1281148
990.KA2U.C.13	ERS1281149
990.KA2U.C.10	ERS1281146
990.KA3U.C.07	ERS1281383
990.KA3U.C.08	ERS1281384
990.KA3U.C.09	ERS1281385
990.KA3U.D.03	ERS1281404
990.KA2U.C.18	ERS1281154
990.KA2U.C.19	ERS1281155
990.KA1F.E.20	ERS1280843
990.KA2F.B.03	ERS1280995
990.KA2F.B.02	ERS1280994
990.KA2U.A.18	ERS1281106
990.KA3U.D.07	ERS1281408
990.KA2U.A.14	ERS1281101
990.KA2U.A.15	ERS1281102
990.KA2U.A.16	ERS1281103
990.KA2U.A.17	ERS1281105
990.KA2U.A.10	ERS1281097
990.KA2U.A.11	ERS1281098
990.KA2U.A.12	ERS1281099
990.KA2U.A.13	ERS1281100
990.KA3F.C.19	ERS1281276
990.KA3F.A.04	ERS1281211
990.KA1U.A.19	ERS1280865
990.KA1U.A.18	ERS1280864
990.KA1U.A.17	ERS1280863
990.KA1U.A.16	ERS1280862
990.KA1U.A.15	ERS1280861
990.KA1U.A.14	ERS1280860
990.KA1U.A.13	ERS1280859
990.KA1U.A.12	ERS1280858
990.KA1U.A.11	ERS1280857
990.KA1U.A.10	ERS1280856
990.KA2F.B.18	ERS1281009
990.KA2F.B.19	ERS1281010
990.KA3U.D.18	ERS1281419
990.KA3U.D.19	ERS1281420
990.KA2F.A.19	ERS1280986
990.KA2F.A.18	ERS1280985
990.KA2F.A.15	ERS1280982
990.KA2F.B.11	ERS1281002
990.KA2F.B.12	ERS1281003
990.KA2F.A.16	ERS1280983
990.KA2F.B.14	ERS1281005
990.KA2F.B.15	ERS1281006
990.KA2F.B.16	ERS1281007
990.KA2F.B.17	ERS1281008
990.KA3F.E.03	ERS1281310
990.KA3F.E.02	ERS1281309
990.KA3F.E.01	ERS1281308
990.KA3F.E.06	ERS1281313
990.KA3F.E.05	ERS1281312
990.KA3F.E.04	ERS1281311
990.KA2F.C.24	ERS1281040
990.KA2F.C.25	ERS1281041
990.KA2F.C.22	ERS1281038
990.KA2F.C.23	ERS1281039
990.KA2F.C.20	ERS1281036
990.KA2F.C.21	ERS1281037
990.KA1F.C.07	ERS1280786
990.KA3U.B.09	ERS1281363
990.KA3U.B.08	ERS1281362
990.KA1F.C.06	ERS1280785
990.KA3U.B.02	ERS1281358
990.KA3U.B.01	ERS1281357
990.KA3U.B.07	ERS1281361
990.KA1F.C.05	ERS1280784
990.KA3U.B.05	ERS1281360
990.KA3U.B.04	ERS1281359
990.KA2U.E.21	ERS1281204
990.KA2U.E.20	ERS1281203
990.KA2U.E.23	ERS1281206
990.KA2U.E.22	ERS1281205
990.KA2U.E.25	ERS1281208
990.KA2U.E.24	ERS1281207
990.KA1F.C.03	ERS1280782
990.KA1F.C.02	ERS1280781
990.KA3F.A.18	ERS1281225
990.KA3F.A.19	ERS1281226
990.KA3F.C.10	ERS1281267
990.KA3F.C.11	ERS1281268
990.KA3F.C.16	ERS1281273
990.KA3F.C.17	ERS1281274
990.KA3F.C.14	ERS1281271
990.KA3F.C.15	ERS1281272
990.KA3F.A.10	ERS1281217
990.KA3F.A.11	ERS1281218
990.KA3F.A.12	ERS1281219
990.KA3F.A.13	ERS1281220
990.KA3F.A.14	ERS1281221
990.KA3F.A.15	ERS1281222
990.KA3F.A.16	ERS1281223
990.KA3F.A.17	ERS1281224
990.KA2F.C.02	ERS1281018
990.KA3U.E.01	ERS1281427
990.KA1F.B.08	ERS1280763
990.KA1F.B.09	ERS1280764
990.KA1F.B.04	ERS1280759
990.KA1F.B.05	ERS1280760
990.KA1F.B.06	ERS1280761
990.KA1F.B.07	ERS1280762
990.KA3U.D.01	ERS1281402
990.KA1F.B.01	ERS1280756
990.KA1F.B.02	ERS1280757
990.KA1F.B.03	ERS1280758
990.KA2F.D.16	ERS1281055
990.KA2F.D.17	ERS1281056
990.KA2F.D.14	ERS1281053
990.KA2F.D.15	ERS1281054
990.KA2F.D.12	ERS1281051
990.KA2F.D.13	ERS1281052
990.KA2F.D.10	ERS1281049
990.KA2F.D.11	ERS1281050
990.KA2U.B.20	ERS1281130
990.KA2U.B.21	ERS1281131
990.KA2U.B.22	ERS1281132
990.KA2U.B.23	ERS1281133
990.KA2U.B.24	ERS1281134
990.KA2U.B.25	ERS1281135
990.KA2F.D.18	ERS1281057
990.KA1F.D.08	ERS1280809
990.KA1F.D.09	ERS1280810
990.KA1F.D.02	ERS1280803
990.KA1F.D.03	ERS1280804
990.KA1F.D.01	ERS1280802
990.KA1F.D.06	ERS1280807
990.KA1F.D.07	ERS1280808
990.KA1F.D.04	ERS1280805
990.KA1F.D.05	ERS1280806
990.KA2F.B.06	ERS1280997
990.KA1F.B.14	ERS1280768
990.KA3U.E.24	ERS1281448
990.KA3U.E.25	ERS1281449
990.KA3U.E.20	ERS1281445
990.KA3U.E.21	ERS1281446
990.KA3U.E.22	ERS1281447
990.KA2F.A.12	ERS1280979
990.KA2U.A.25	ERS1281113
990.KA2U.A.24	ERS1281112
990.KA2U.A.21	ERS1281109
990.KA2U.A.20	ERS1281108
990.KA2U.A.23	ERS1281111
990.KA2U.A.22	ERS1281110
