sample_name	sample_accession
808.AK.19.18a.s.4.1.sequences	ERS1474485
808.AK.19.12a.s.4.1.sequences.r	ERS1474483
808.HI.20.11a.s.4.1.sequences.r	ERS1474490
808.FL.3.16a.s.4.1.sequences	ERS1474488
808.FL.3.13a.s.4.1.sequences	ERS1474486
808.HI.20.15a.s.4.1.sequences	ERS1474491
808.HI.20.18a.s.4.1.sequences	ERS1474492
808.UT.15.42.s.4.1.sequences.r	ERS1474494
808.AK.19.15a.s.4.1.sequences	ERS1474484
808.HI.20.11a.s.4.1.sequences	ERS1474489
808.AK.19.12a.s.4.1.sequences	ERS1474482
808.FL.3.14a.s.4.1.sequences	ERS1474487
808.UT.15.45.s.4.1.sequences	ERS1474496
808.UT.15.42.s.4.1.sequences	ERS1474493
808.UT.15.44.s.4.1.sequences	ERS1474495
