sample_name	sample_accession
1578.O3.low.06to0.1	ERS699027
1578.O3.high0.26to0.30	ERS699025
1578.O3.high.16to0.2	ERS699024
1578.O3.high.06to0.115	ERS699023
1578.O1.low.16to0.2	ERS699021
1578.O1.low.06to0.1	ERS699020
1578.O1.high0.36to0.41	ERS699019
1578.O1.high0.26to0.30	ERS699018
1578.O1.high.16to0.2	ERS699017
1578.O1.high.06to0.1	ERS699016
1578.As.low.16to0.2	ERS699015
1578.As.low.06to0.1	ERS699014
1578.As.high.16to0.2	ERS699013
1578.As.high.0to0.6	ERS699012
1578.A2.low0.36to0.40	ERS699011
1578.A2.low0.26to0.30	ERS699010
1578.A2.low.16to0.2	ERS699009
1578.A2.low.06to0.1	ERS699008
1578.A2.high0.36to0.40	ERS699007
1578.A2.high0.26to0.30	ERS699006
1578.A2.high.16to0.19	ERS699005
1578.A2.high.0to0.6	ERS699004
1578.A1.low.16to0.2	ERS699003
1578.A1.low.06to0.1	ERS699002
1578.A1.high.16to0.2	ERS699001
1578.A1.high.06to0.1	ERS699000
1578.Os.low.16to0.2	ERS699034
1578.Os.high.0to0.6	ERS699031
1578.O3.low0.35to0.37	ERS699030
1578.O3.low0.26to0.30	ERS699029
1578.O3.low.16to0.2	ERS699028
1578.O3.high0.36to0.40	ERS699026
1578.Os.high.16to0.2	ERS699032
1578.O1.low0.26to0.30	ERS699022
1578.Os.low.06to0.1	ERS699033
