sample_name	sample_accession
1621.A8817	ERS1247968
1621.A8876	ERS1247973
1621.A8783	ERS1247966
1621.A8866	ERS1247971
1621.B8839	ERS1247978
1621.B8810	ERS1247975
1621.B8817	ERS1247976
1621.B8876	ERS1247981
1621.B8873	ERS1247980
1621.B8866	ERS1247979
1621.B8827	ERS1247977
1621.B8783	ERS1247974
1621.C8810	ERS1247983
1621.C8876	ERS1247989
1621.C8873	ERS1247988
1621.C8866	ERS1247987
1621.C8827	ERS1247985
1621.C8783	ERS1247982
1621.C8839	ERS1247986
1621.C8817	ERS1247984
1621.D8810	ERS1247991
1621.D8876	ERS1247997
1621.D8873	ERS1247996
1621.D8866	ERS1247995
1621.D8817	ERS1247992
1621.D8827	ERS1247993
1621.D8783	ERS1247990
1621.D8839	ERS1247994
1621.E8817	ERS1248000
1621.E8866	ERS1248003
1621.E8827	ERS1248001
1621.E8783	ERS1247998
1621.E8839	ERS1248002
1621.E8810	ERS1247999
1621.F8817	ERS1248008
1621.F8876	ERS1248013
1621.F8873	ERS1248012
1621.F8866	ERS1248011
1621.F8827	ERS1248009
1621.F8783	ERS1248006
1621.F8839	ERS1248010
1621.F8810	ERS1248007
1621.G8876	ERS1248021
1621.G8873	ERS1248020
1621.G8866	ERS1248019
1621.G8827	ERS1248017
1621.G8783	ERS1248014
1621.G8810	ERS1248015
1621.G8817	ERS1248016
1621.G8839	ERS1248018
1621.H8876	ERS1248029
1621.H8866	ERS1248027
1621.H8827	ERS1248025
1621.H8783	ERS1248022
1621.H8839	ERS1248026
1621.H8810	ERS1248023
1621.H8817	ERS1248024
1621.I8873	ERS1248036
1621.I8827	ERS1248033
1621.I8783	ERS1248030
1621.I8839	ERS1248034
1621.I8810	ERS1248031
1621.I8817	ERS1248032
1621.I8876	ERS1248037
1621.J8866	ERS1248043
1621.J8873	ERS1248044
1621.J8827	ERS1248041
1621.J8783	ERS1248038
1621.J8839	ERS1248042
1621.J8810	ERS1248039
1621.J8817	ERS1248040
1621.J8876	ERS1248045
1621.K8866	ERS1248051
1621.K8827	ERS1248049
1621.K8783	ERS1248046
1621.K8839	ERS1248050
1621.K8810	ERS1248047
1621.K8817	ERS1248048
1621.K8876	ERS1248053
1621.K8873	ERS1248052
1621.L8866	ERS1248059
1621.L8827	ERS1248057
1621.L8783	ERS1248054
1621.L8839	ERS1248058
1621.L8810	ERS1248055
1621.L8817	ERS1248056
1621.L8876	ERS1248061
1621.L8873	ERS1248060
1621.M8839	ERS1248066
1621.M8810	ERS1248063
1621.M8817	ERS1248064
1621.M8876	ERS1248069
1621.M8873	ERS1248068
1621.M8866	ERS1248067
1621.M8783	ERS1248062
1621.N8827	ERS1248073
1621.N8839	ERS1248074
1621.N8810	ERS1248071
1621.N8817	ERS1248072
1621.N8876	ERS1248077
1621.N8873	ERS1248076
1621.N8783	ERS1248070
1621.N8866	ERS1248075
1621.O8783	ERS1248078
1621.O8839	ERS1248082
1621.O8810	ERS1248079
1621.O8817	ERS1248080
1621.O8876	ERS1248085
1621.O8873	ERS1248084
1621.O8866	ERS1248083
1621.O8827	ERS1248081
1621.P8783	ERS1248086
1621.P8839	ERS1248090
1621.P8810	ERS1248087
1621.P8817	ERS1248088
1621.P8876	ERS1248093
1621.P8873	ERS1248092
1621.P8866	ERS1248091
1621.P8827	ERS1248089
1621.Q8810	ERS1248095
1621.Q8817	ERS1248096
1621.Q8876	ERS1248101
1621.Q8873	ERS1248100
1621.Q8866	ERS1248099
1621.Q8783	ERS1248094
1621.R8839	ERS1248106
1621.R8810	ERS1248103
1621.R8817	ERS1248104
1621.R8876	ERS1248109
1621.R8873	ERS1248108
1621.R8866	ERS1248107
1621.R8827	ERS1248105
1621.R8783	ERS1248102
1621.S8810	ERS1248111
1621.S8817	ERS1248112
1621.S8876	ERS1248117
1621.S8873	ERS1248116
1621.S8866	ERS1248115
1621.S8827	ERS1248113
1621.S8783	ERS1248110
1621.S8839	ERS1248114
1621.T8810	ERS1248119
1621.T8817	ERS1248120
1621.T8876	ERS1248125
1621.T8873	ERS1248124
1621.T8866	ERS1248123
1621.T8827	ERS1248121
1621.T8783	ERS1248118
1621.T8839	ERS1248122
1621.U8876	ERS1248133
1621.U8873	ERS1248132
1621.U8866	ERS1248131
1621.U8783	ERS1248126
1621.U8839	ERS1248130
1621.U8810	ERS1248127
1621.U8827	ERS1248129
1621.V8810	ERS1248135
1621.V8817	ERS1248136
1621.V8876	ERS1248141
1621.V8873	ERS1248140
1621.V8827	ERS1248137
1621.V8783	ERS1248134
1621.V8866	ERS1248139
1621.W8876	ERS1248149
1621.W8873	ERS1248148
1621.W8866	ERS1248147
1621.W8827	ERS1248145
1621.W8783	ERS1248142
1621.W8839	ERS1248146
1621.W8810	ERS1248143
1621.W8817	ERS1248144
1621.4BLK	ERS1247961
1621.3BLK	ERS1247960
1621.2BLK	ERS1247959
1621.1BLK	ERS1247958
1621.8BLK	ERS1247965
1621.6BLK	ERS1247963
1621.5BLK	ERS1247962
1621.I8866	ERS1248035
1621.E8876	ERS1248005
1621.E8873	ERS1248004
1621.M8827	ERS1248065
1621.U8817	ERS1248128
1621.A8827	ERS1247969
1621.7BLK	ERS1247964
1621.H8873	ERS1248028
1621.V8839	ERS1248138
1621.A8873	ERS1247972
1621.Q8839	ERS1248098
1621.Q8827	ERS1248097
1621.A8839	ERS1247970
1621.A8810	ERS1247967
